nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-toelichting,GGM-target-guid,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-type,GEMMA-guid,GEMMA-source-guid,GEMMA-target-guid,datum-tijd-export,GGM-guid,GGM-source-guid
0,mondt uit in,,Association,nan,{A3DAD553-0E55-4256-824B-CDB5E12CB545},mondt uit in,nan,nan,association-relationship,85f0a234-96e8-48bb-8417-0809a7c7d186,32052c54-e099-47e7-8ded-599537226dfa,a9cb919f-a224-4ab5-9825-40d54104f90d,18022026-151638,,
1,heeft,,Association,,{D8A82A45-03C3-44d5-AF32-3138A55B2E75},,,,,,,,18022026-151638,,
2,heeft,,Association,nan,{EEB60E10-C244-4176-AB68-F0E30759269F},heeft,nan,nan,association-relationship,d9faeb90-03b7-4cad-8ae1-39c540baf079,c604ce01-282e-4d1a-ade9-d1a4c1938f4e,32052c54-e099-47e7-8ded-599537226dfa,18022026-151638,,
3,heeft,,Association,nan,{A3DAD553-0E55-4256-824B-CDB5E12CB545},heeft,nan,nan,association-relationship,b69065f9-a1a7-45d6-a52a-3eb38626a5c2,c604ce01-282e-4d1a-ade9-d1a4c1938f4e,a9cb919f-a224-4ab5-9825-40d54104f90d,18022026-151638,,
4,hoofdonderwerp,,Association,nan,{8D758F67-6085-4ac7-BFDC-8D97AB632A93},hoofdonderwerp,nan,nan,association-relationship,54b64aa5-5c9f-42ea-a6a6-7bb8b7fea307,bc793405-f822-4a23-a8dc-74206f1d45df,bc793405-f822-4a23-a8dc-74206f1d45df,18022026-151638,,
5,heeft,,Association,,{881F95F7-7096-49ab-B1CA-4D9FA93BB4A9},,,,,,,,18022026-151638,,
6,heeft,,Association,,{40394EFE-AD3E-4fd9-B9FC-AF73442AF625},,,,,,,,18022026-151638,,
7,heeft velden,,Association,,{E512AEFD-85FB-4b57-82FE-709221307861},,,,,,,,18022026-151638,,
8,is aanleiding voor,,Association,,{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,,,18022026-151638,,
9,locatie,,Association,nan,{D8142B98-64CB-408e-9941-92423543F08A},locatie,nan,nan,association-relationship,4576bfea-bc77-4944-9b3b-e4431f709bbc,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,bb257165-3229-4e5f-a24c-524966c748f5,18022026-151638,,
10,betreft,,Association,nan,{4B871112-CB41-4bfb-BD43-117C63D31BB4},betreft,nan,nan,association-relationship,fdfbc123-1267-433a-91b0-30e9f86bfcb9,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,724f019e-158f-4404-8b57-3e1eae109fec,18022026-151638,,
11,heeft betrekking op,,Association,nan,{649EFD86-ED52-4293-8577-DBE5445845BF},heeft betrekking op,nan,nan,association-relationship,c9f5eee0-30d3-4a1c-8137-7956f1429e41,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,18022026-151638,,
12,met,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},met,nan,nan,association-relationship,bb3c999d-f81f-4b64-8f29-b35a497ecd5a,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
13,mondt uit in,,Association,nan,{A3DAD553-0E55-4256-824B-CDB5E12CB545},mondt uit in,nan,nan,association-relationship,6fbfcdbc-67e9-41c3-9e39-010647ac56cc,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,a9cb919f-a224-4ab5-9825-40d54104f90d,18022026-151638,,
14,heeft,,Association,nan,{5AA9821A-A88A-480b-9950-70FE017593B3},heeft,nan,nan,association-relationship,2db4f725-61b4-4fec-8940-07c387d7438f,8fd2ff34-a208-4924-bec3-b5ee7e5e7a18,93731fcf-2b7f-42f2-9f94-6f6f80ce0067,18022026-151638,,
15,melder,,Association,nan,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},melder,nan,nan,association-relationship,166bc98d-c784-450e-877b-bedb8bff4231,f14fa1cf-f2c7-4bd6-862d-28ff1616a882,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
16,heeft documenten,,Association,nan,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},heeft documenten,nan,nan,association-relationship,3c5fa727-2a38-4b36-9401-5522473fdaf0,f14fa1cf-f2c7-4bd6-862d-28ff1616a882,10eaa33f-03bf-42b4-9310-56add2cb5a7b,18022026-151638,,
17,aanvraag met ,,Association,,{0567826D-81EE-4bbd-8D62-3073B74CDF11},,,,,,,,18022026-151638,,
18,kan leiden tot,,Association,nan,{649EFD86-ED52-4293-8577-DBE5445845BF},kan leiden tot,nan,nan,association-relationship,1c461660-a8c0-49bd-b07a-087f0a71ec18,f14fa1cf-f2c7-4bd6-862d-28ff1616a882,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,18022026-151638,,
19,betreft,,Association,nan,{8D758F67-6085-4ac7-BFDC-8D97AB632A93},betreft,nan,nan,association-relationship,4f6a9550-00bb-4570-aa25-7cb7d5aa2c97,f14fa1cf-f2c7-4bd6-862d-28ff1616a882,bc793405-f822-4a23-a8dc-74206f1d45df,18022026-151638,,
20,heeft data,,Association,nan,{1F68C981-7E16-4368-8867-CA00AEB08A04},heeft data,nan,nan,association-relationship,f8b92c03-04c1-4a92-8d04-00513cc8e2d1,f14fa1cf-f2c7-4bd6-862d-28ff1616a882,6f15e2ca-531d-4879-b087-f43559d8c3fd,18022026-151638,,
21,is conform,,Association,,{E512AEFD-85FB-4b57-82FE-709221307861},,,,,,,,18022026-151638,,
22,betreft,,Association,,{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,,,18022026-151638,,
23,ingediend door,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},ingediend door,nan,nan,association-relationship,999891d7-9b4a-4e56-9958-48235696914a,6d31df7d-b7f9-4f50-be9f-eaf05c697f6e,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
24,gericht aan,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},gericht aan,nan,nan,association-relationship,74d8a9ff-91f7-419e-a78d-86de0f668751,1b3c3c06-c7e9-40c0-8fa1-dbbc3c23152f,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
25,gericht aan,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},gericht aan,nan,nan,association-relationship,e15e61bc-8b8f-4744-88fd-577d54c6c3d4,16b98915-5c5e-4933-bfc0-9db634c47acb,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
26,heeft,,Association,,{AB2AED85-D2B0-45cf-9B1F-C6005E894494},,,,,,,,18022026-151638,,
27,biedt aan,,Association,nan,{75B4E818-5ECD-45c5-98F9-66F57FC6117E},biedt aan,nan,nan,association-relationship,fce13803-a978-44a4-a6dc-ab370f379522,113af80a-7e3e-41f6-8f79-8d0d48c4c257,dc97ebf4-61ee-47f6-a108-af6bb4a276f7,18022026-151638,,
28,betreft,,Association,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},betreft,nan,nan,association-relationship,3628d67c-ee2c-471e-9f77-1c842f86aced,dc97ebf4-61ee-47f6-a108-af6bb4a276f7,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
29,heeft,,Association,nan,{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},heeft,nan,nan,association-relationship,8623ad16-4105-4638-af96-741cd94330a2,113af80a-7e3e-41f6-8f79-8d0d48c4c257,e1c425c1-a3fe-4144-907d-13da8d9fb5cc,18022026-151638,,
30,inhuur,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},inhuur,nan,nan,association-relationship,e9be552e-c164-4ba0-8136-f23ddde27b9f,70e40543-6a99-433d-8a01-f4273e308410,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
31,betreft,,Association,nan,{BF21FFA3-3EA6-410a-BC65-7BE5547646B6},betreft,nan,nan,association-relationship,a5e04d34-9328-40d5-a917-cbf669112aad,70e40543-6a99-433d-8a01-f4273e308410,6d31df7d-b7f9-4f50-be9f-eaf05c697f6e,18022026-151638,,
32,betreft,,Association,nan,{75B4E818-5ECD-45c5-98F9-66F57FC6117E},betreft,nan,nan,association-relationship,5bfd6453-e34b-48af-b33e-38dc69f73d37,70e40543-6a99-433d-8a01-f4273e308410,dc97ebf4-61ee-47f6-a108-af6bb4a276f7,18022026-151638,,
33,betreft,,Association,nan,{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},betreft,nan,nan,association-relationship,ac51e9d3-5d75-49c8-983f-93748968cb24,70e40543-6a99-433d-8a01-f4273e308410,e1c425c1-a3fe-4144-907d-13da8d9fb5cc,18022026-151638,,
34,betreft,,Association,,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,,,,,,,18022026-151638,,
35,ingehuurd via,,Association,,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},,,,,,,,18022026-151638,,
36,aanvrager,,Association,,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,,,,,,,18022026-151638,,
37,aanvrager,,Association,,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,,,,,,,18022026-151638,,
38,heeft,,Association,,{6A4CF470-3B0E-4141-9DB6-C9E8A525CB49},,,,,,,,18022026-151638,,
39,contractant,,Association,nan,{9FBF9FB8-B28D-4733-8443-607B8498F446},contractant,nan,nan,association-relationship,f2d16b20-b9cc-4a0e-bcec-bc6f6871128e,113af80a-7e3e-41f6-8f79-8d0d48c4c257,f96af00f-2933-42d0-aacf-58ccb4a0ef52,18022026-151638,,
40,bovenliggend,,Association,nan,{9FBF9FB8-B28D-4733-8443-607B8498F446},bovenliggend,nan,nan,association-relationship,48a1e083-5ac5-4171-bdb4-46aae9660315,f96af00f-2933-42d0-aacf-58ccb4a0ef52,f96af00f-2933-42d0-aacf-58ccb4a0ef52,18022026-151638,,
41,gekwalificeerd,,Association,,{6CA060D0-C5AC-4b50-8B64-00DCAEA7EF48},,,,,,,,18022026-151638,,
42,ingediend bij,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},ingediend bij,nan,nan,association-relationship,f70c9b47-eb69-466d-afdf-793e6e116bda,8d9233d7-dfb9-4b87-bab2-61631a632f95,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
43,betreft,,Association,nan,{9FBF9FB8-B28D-4733-8443-607B8498F446},betreft,nan,nan,association-relationship,7c583f92-a397-49ba-b8dd-acc753847e78,8d9233d7-dfb9-4b87-bab2-61631a632f95,f96af00f-2933-42d0-aacf-58ccb4a0ef52,18022026-151638,,
44,afgehandeld door,,Association,nan,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},afgehandeld door,nan,nan,association-relationship,d14fb27b-f5c5-4430-8f41-09a57bb739ce,8d9233d7-dfb9-4b87-bab2-61631a632f95,02f66265-00ae-418d-8d0e-dcbaf36652bb,18022026-151638,,
45,betreft,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},betreft,nan,nan,association-relationship,6f845748-5708-41c1-b6cc-8aca03f052b3,8d9233d7-dfb9-4b87-bab2-61631a632f95,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
46,afhandeling,,Association,nan,{649EFD86-ED52-4293-8577-DBE5445845BF},afhandeling,nan,nan,association-relationship,0818c5ce-ebf4-4d2e-aaec-31bdc36980ee,8d9233d7-dfb9-4b87-bab2-61631a632f95,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,18022026-151638,,
47,mondt uit,,Association,,{BB135B0E-A2C2-4681-BD91-30863F8B3D70},,,,,,,,18022026-151638,,
48,ingediend voor,,Association,nan,{01D90490-C76A-444a-BFCE-355AFC5FB012},ingediend voor,nan,nan,association-relationship,612cdcba-392c-4a8d-a499-44a5056672ce,dc97ebf4-61ee-47f6-a108-af6bb4a276f7,686c0af1-67b2-42a4-8690-060705617c13,18022026-151638,,
49,mondt uit in,,Association,,{01D90490-C76A-444a-BFCE-355AFC5FB012},,,,,,,,18022026-151638,,
50,betreft,,Association,nan,{01D90490-C76A-444a-BFCE-355AFC5FB012},betreft,nan,nan,association-relationship,740fda12-e8d2-4963-8697-927215369bdb,16b98915-5c5e-4933-bfc0-9db634c47acb,686c0af1-67b2-42a4-8690-060705617c13,18022026-151638,,
51,valt binnen,,Association,,{6CA060D0-C5AC-4b50-8B64-00DCAEA7EF48},,,,,,,,18022026-151638,,
52,eigenaar,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},eigenaar,nan,nan,association-relationship,cbcb071b-9016-48f4-bed5-65bb65ec2d6e,686c0af1-67b2-42a4-8690-060705617c13,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
53,valt onder,,Association,nan,{6A4CF470-3B0E-4141-9DB6-C9E8A525CB49},valt onder,nan,nan,association-relationship,b43ea15b-9e81-45ed-87a6-449f39943f80,686c0af1-67b2-42a4-8690-060705617c13,b6c26d6b-c773-4b50-ba03-a8463f23889a,18022026-151638,,
54,mondt uit,,Association,nan,{3FB9B466-D147-42d7-99D1-2D14A007D16C},mondt uit,nan,nan,association-relationship,fc937909-60b9-495d-97df-905c3062d190,686c0af1-67b2-42a4-8690-060705617c13,70e40543-6a99-433d-8a01-f4273e308410,18022026-151638,,
55,valt onder,,Association,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},valt onder,nan,nan,association-relationship,95aef8ed-3cde-4d31-9790-8017fe070ec6,b6c26d6b-c773-4b50-ba03-a8463f23889a,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
56,betreft,,Association,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},betreft,nan,nan,association-relationship,c608f4f7-653d-4f98-b5e3-c246f6a77526,e1c425c1-a3fe-4144-907d-13da8d9fb5cc,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
57,betreft,,Association,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},betreft,nan,nan,association-relationship,47802cfa-db0a-4136-9baa-0b4324993dba,6d31df7d-b7f9-4f50-be9f-eaf05c697f6e,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
58,mondt uit,,Association,,{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,,,18022026-151638,,
59,mondt uit,,Association,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},mondt uit,nan,nan,association-relationship,3d7604c4-d4b4-46ec-a3e4-98cc21b3b3bf,11a5fd2d-0237-4e70-b859-d1e26456553b,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
60,betreft,,Association,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},betreft,nan,nan,association-relationship,47fe5c42-cf94-45d4-8de8-41981611afe4,1b3c3c06-c7e9-40c0-8fa1-dbbc3c23152f,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
61,betreft,,Association,,{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,,,18022026-151638,,
62,mondt uit,,Association,nan,{3FB9B466-D147-42d7-99D1-2D14A007D16C},mondt uit,nan,nan,association-relationship,e9683428-726d-450e-b89a-43acaf704a13,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,70e40543-6a99-433d-8a01-f4273e308410,18022026-151638,,
63,betreft,,Association,nan,{649EFD86-ED52-4293-8577-DBE5445845BF},betreft,nan,nan,association-relationship,4392edc6-0e01-46c7-b50d-c1af0d497b85,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,18022026-151638,,
64,procesleider,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},procesleider,nan,nan,association-relationship,894753eb-de74-40da-b1a1-e2bf53672c11,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
65,heeft verzuim,,Association,nan,{610B18E6-B675-4cc0-A883-BAB9D384C668},heeft verzuim,nan,nan,association-relationship,7b47f9d0-02cf-486b-a153-dfebe31b2f23,8c200706-b80b-44f7-9928-bec39e0db21f,c024eb06-53f7-4793-91d6-6e249ee119dc,18022026-151638,,
66,soort verzuim,,Association,,{45900108-585D-45ec-A042-BF4928B7F6DC},,,,,,,,18022026-151638,,
67,heeft verlof,,Association,nan,{D04135BF-C2F0-46dd-B332-F1BE36C358EF},heeft verlof,nan,nan,association-relationship,5342d9d1-5bd3-46bc-a78f-e9bd9b053643,8c200706-b80b-44f7-9928-bec39e0db21f,9ba143bc-5214-4998-9041-b3dc1c22fe77,18022026-151638,,
68,soort verlof,,Association,,{ED741EE1-E773-40e3-B0E6-8D9886EB792F},,,,,,,,18022026-151638,,
69,doet sollicitatiegesprek,,Association,nan,{BBBB63AC-B546-409b-B6D4-53DB561253B7},doet sollicitatiegesprek,nan,nan,association-relationship,874f22ca-5ef2-4229-afea-dea76fd4b0f7,565033f9-9a69-4d65-ad37-f1d17ea3e937,8c200706-b80b-44f7-9928-bec39e0db21f,18022026-151638,,
70,solliciteert,,Association,nan,{3BD1368C-23F1-4f42-99DB-C81581A646A0},solliciteert,nan,nan,association-relationship,76582d91-7e3c-4efc-befc-d07cdd39fe81,8c200706-b80b-44f7-9928-bec39e0db21f,3dbc7681-e73c-46c5-80bc-434afc971eef,18022026-151638,,
71,in kader van,,Association,nan,{3BD1368C-23F1-4f42-99DB-C81581A646A0},in kader van,nan,nan,association-relationship,3db1a1b4-7ba4-49c9-96fd-d5e0f8857da0,565033f9-9a69-4d65-ad37-f1d17ea3e937,3dbc7681-e73c-46c5-80bc-434afc971eef,18022026-151638,,
72,op vacature,,Association,nan,{DC978807-5F36-4148-B816-D6886D026DD8},op vacature,nan,nan,association-relationship,ffb8bccc-96ba-474c-adc5-28a79f27d4f9,3dbc7681-e73c-46c5-80bc-434afc971eef,bd6c1561-9387-409b-a16b-99e79492ad3d,18022026-151638,,
73,kandidaat,,Association,nan,{131BDD67-2A31-43c5-9125-F12DE2D98D2D},kandidaat,nan,nan,association-relationship,2f2e3252-46f6-4ff7-b7ac-b85b4fa292ec,565033f9-9a69-4d65-ad37-f1d17ea3e937,ddefe4a6-d89c-432d-b27a-b96cb575b16a,18022026-151638,,
74,solliciteert op functie,,Association,nan,{3BD1368C-23F1-4f42-99DB-C81581A646A0},solliciteert op functie,nan,nan,association-relationship,178f4482-b733-4ff0-8a76-bb8fb50a9087,ddefe4a6-d89c-432d-b27a-b96cb575b16a,3dbc7681-e73c-46c5-80bc-434afc971eef,18022026-151638,,
75,heeft,,Association,,{BF424764-453D-46cc-817C-3A7BDC4134A7},heeft,,,association-relationship,a83259ac-60d3-412b-9566-67a8389dd5b0,8c200706-b80b-44f7-9928-bec39e0db21f,4adcc34d-9843-4735-9abb-48d9d58eab0c,18022026-151638,,
76,is partner van,,Association,,{FE559B58-A6CD-4108-82BE-98E1AEBFD9BD},is partner van,,,association-relationship,1cbf5573-5e8f-4914-a34b-c7db0866017f,8c200706-b80b-44f7-9928-bec39e0db21f,24e40e1f-4e7b-47ad-a1b3-4050e365f68a,18022026-151638,,
77,is kind van,,Association,,{BBBB63AC-B546-409b-B6D4-53DB561253B7},is kind van,,,association-relationship,5bdb439a-6f54-46c6-b522-0356ace6c7bc,24e40e1f-4e7b-47ad-a1b3-4050e365f68a,8c200706-b80b-44f7-9928-bec39e0db21f,18022026-151638,,
78,hoort bij,,Association,,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},,,,,,,,18022026-151638,,
79,wordt gegeven door,,Association,nan,{59F3063A-13A6-4cbc-A387-045A6B126746},wordt gegeven door,nan,nan,association-relationship,f7749eff-2211-4d8f-b936-923dbf060e4f,affa85b2-1e80-4642-bb30-335dd9677094,85452d63-8236-431f-9dde-cebfc88112b0,18022026-151638,,
80,soort besteding,,Association,,{A0051651-4772-436d-9553-B432BDCE3A52},,,,,,,,18022026-151638,,
81,inzet bij,,Association,,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},,,,,,,,18022026-151638,,
82,besteding,,Association,,{B9288D01-0B8F-4f8c-BAE1-AFD1B0EF6FDF},,,,,,,,18022026-151638,,
83,heeft individueel keuzebudget,,Association,nan,{BBBB63AC-B546-409b-B6D4-53DB561253B7},heeft individueel keuzebudget,nan,nan,association-relationship,c2c98f66-d26e-49ed-a862-e1fa7b16e89b,3272f8ca-9302-4da5-810b-7b8c4d02d79b,8c200706-b80b-44f7-9928-bec39e0db21f,18022026-151638,,
84,heeft ondergaan,,Association,nan,{41AFF74F-ADBE-4f3f-AB2F-25027A70E573},heeft ondergaan,nan,nan,association-relationship,df17958e-39e0-4dfa-997f-07fb77590046,8c200706-b80b-44f7-9928-bec39e0db21f,fddeb5c4-571e-45ec-8bde-86cc9702ff18,18022026-151638,,
85,heeft genoten,,Association,,{261363C5-1E00-4b6a-B570-2129DC044010},,,,,,,,18022026-151638,,
86,soort opleiding,,Association,,{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6},,,,,,,,18022026-151638,,
87,onderdeel van,,Association,,{D69EE16A-390C-4d6f-BC01-2B13FB3B22F1},,,,,,,,18022026-151638,,
88,inzet voor functie,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},,,,,,,,18022026-151638,,
89,vacature bij functie,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},vacature bij functie,,,association-relationship,4d60fe04-c12e-4e5d-b173-62c04055e52a,bd6c1561-9387-409b-a16b-99e79492ad3d,1f07a048-a6c6-4f10-be33-49327c1d37ec,18022026-151638,,
90,gebaseerd op,,Association,,{E1C6E98B-20B2-43b0-8EC1-5C0905B3A139},,,,,,,,18022026-151638,,
91,functie van formatieplaats,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},functie van formatieplaats,,,association-relationship,23114d50-cc20-4c06-8a9d-d83e485773ee,bd504191-10c0-436a-b0e0-fd4858a7b67d,1f07a048-a6c6-4f10-be33-49327c1d37ec,18022026-151638,,
92,onderdeel van,,Association,,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},,,,,,,,18022026-151638,,
93,heeft maatregel,,Association,nan,{50F3F931-38F4-4ff0-8CE4-8A51056767E0},heeft maatregel,nan,nan,association-relationship,9aaea699-9949-405b-9fca-efbfbd1989f8,8c200706-b80b-44f7-9928-bec39e0db21f,fd61984f-002e-465f-90c7-6a68cc692094,18022026-151638,,
94,soort maatregel,,Association,,{B0747DFC-DFC8-4ef2-8E1E-C2E8606036FC},,,,,,,,18022026-151638,,
95,toegewezen aan,,Association,,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},toegewezen aan,,,association-relationship,0700334b-02c8-40f1-8da0-1b8885a030a9,bd504191-10c0-436a-b0e0-fd4858a7b67d,a3e45dca-c075-4ba9-9df2-d286b47f73ab,18022026-151638,,
96,aantal volgens inzet,,Association,,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},,,,,,,,18022026-151638,,
97,medewerker heeft dienstverband,,Association,nan,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},medewerker heeft dienstverband,nan,nan,association-relationship,03d6f596-0237-468b-88de-f651d9736896,8c200706-b80b-44f7-9928-bec39e0db21f,a3e45dca-c075-4ba9-9df2-d286b47f73ab,18022026-151638,,
98,aantal volgens inzet,,Association,,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},,,,,,,,18022026-151638,,
99,is op vestiging,,Association,nan,{D8142B98-64CB-408e-9941-92423543F08A},is op vestiging,nan,nan,association-relationship,af1d2efb-7cc3-4d13-9c7f-4e0b4e375c6d,a3e45dca-c075-4ba9-9df2-d286b47f73ab,bb257165-3229-4e5f-a24c-524966c748f5,18022026-151638,,
100,dienstverband conform functie,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},dienstverband conform functie,,,association-relationship,1e7266b7-d9a6-47e3-872d-e0632b602281,a3e45dca-c075-4ba9-9df2-d286b47f73ab,1f07a048-a6c6-4f10-be33-49327c1d37ec,18022026-151638,,
101,onderdeel van,,Association,nan,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},onderdeel van afdeling,nan,nan,association-relationship,28fb69dc-f115-42ab-8216-93830c8b3689,a3e45dca-c075-4ba9-9df2-d286b47f73ab,02f66265-00ae-418d-8d0e-dcbaf36652bb,18022026-151638,,
102,dient in,,Association,,{E611CEB2-F4FA-49e2-AA6B-B380BC1918AC},dient in,,,association-relationship,d95fa226-20d7-4592-8566-256692efc1ee,8c200706-b80b-44f7-9928-bec39e0db21f,93ffe408-fc04-407e-ad78-1afb51b5229e,18022026-151638,,
103,soort declaratie,,Association,,{9D4FB9DF-D68A-4503-96C0-272B6777A4FC},,,,,,,,18022026-151638,,
104,beoordeling van,,Association,nan,{2A0CC803-9017-4fad-99B5-9347623090F5},beoordeling van,nan,nan,association-relationship,91ba91b3-1a5a-4f38-981f-87045fa74fb9,8c200706-b80b-44f7-9928-bec39e0db21f,2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,18022026-151638,,
105,Beoordeeld door,,Association,nan,{2A0CC803-9017-4fad-99B5-9347623090F5},Beoordeelt door,nan,nan,association-relationship,047440e9-3ec3-42c0-883b-2aae7f6fa3de,8c200706-b80b-44f7-9928-bec39e0db21f,2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,18022026-151638,,
106,uitgevoerd door,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},uitgevoerd door,,,association-relationship,be8d3879-98b0-4fac-8fa6-01afcf4bc56d,be336327-21c4-4d8a-9088-e04b4411204a,1f07a048-a6c6-4f10-be33-49327c1d37ec,18022026-151638,,
107,is opdrachtnemer,,Association,nan,{04439F81-75DB-45cf-BE7A-352A54A95D73},is opdrachtnemer,nan,nan,association-relationship,aa697624-34ad-420e-9a28-adc622dba2c6,be336327-21c4-4d8a-9088-e04b4411204a,d7ab242e-b050-4af7-a400-d87ce1eceb43,18022026-151638,,
108,uitgevoerd door,,Association,,{F29C11C1-477C-4b90-985C-43F94D08230A},uitgevoerd door,,,association-relationship,4a7f9da6-5291-48bd-bb28-80ed7e95b9c1,7979016d-19cb-493e-904e-c7363a7930aa,1f07a048-a6c6-4f10-be33-49327c1d37ec,18022026-151638,,
109,is opdrachtgever,,Association,nan,{04439F81-75DB-45cf-BE7A-352A54A95D73},is opdrachtgever,nan,nan,association-relationship,99008732-e0f4-49ff-87e5-59463dbb6f35,7979016d-19cb-493e-904e-c7363a7930aa,d7ab242e-b050-4af7-a400-d87ce1eceb43,18022026-151638,,
110,heeft,,Association,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft,,,association-relationship,abd448fb-9af6-4aa5-af7d-b1db4ba67390,132ee7cb-0cfc-47d1-a50c-dd7e3a656651,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
111,heeft,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft,nan,nan,association-relationship,325c0c9f-d78c-4351-ab1b-f0b5b5ba1d83,d7ab242e-b050-4af7-a400-d87ce1eceb43,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
112,heeft betrekking op,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft betrekking op,nan,nan,association-relationship,356168fd-0c53-4ae1-a393-905b0a1bde95,ab96da46-ed16-412b-8022-4233ce20e311,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
113,heeft,,Association,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,,,,,,,18022026-151638,,
114,heeft,,Association,,{E81C0FA0-2203-489a-98E9-32F1CB200E75},,,,,,,,18022026-151638,,
