nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-toelichting,GGM-target-guid,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-type,GEMMA-guid,GEMMA-source-guid,GEMMA-target-guid,datum-tijd-export,GGM-guid,GGM-source-guid
950,heeft hoofdlocatie in of op,,Association,,{8A04280B-E0B4-4e36-B448-C99750393D0D},,,,,,,,18022026-151638,,
951,heeft nevenlocatie in of op,,Association,,{8A04280B-E0B4-4e36-B448-C99750393D0D},,,,,,,,18022026-151638,,
952,bestaat uit,"De unieke aanduiding van het BENOEMD OBJECT dat geheel of
gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.",Association,,{8A04280B-E0B4-4e36-B448-C99750393D0D},bestaat uit,"De unieke aanduiding van het BENOEMD OBJECT dat geheel of
gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.",<memo>,association-relationship,86e0f506-baf8-48fd-ac33-8a09ae223530,8047febd-3ee4-4a35-83ce-5f538c607446,13ad6d22-52ce-4439-9eed-200245c3a498,18022026-151638,,
953,heeft,,Association,,{0EABA880-434F-41c3-A41D-0002222AAC2A},,,,,,,,18022026-151638,,
954,is ingeschreven op,,Association,,{8A04280B-E0B4-4e36-B448-C99750393D0D},,,,,,,,18022026-151638,,
955,is,,Association,,{86952BDA-ADF6-4ff0-B8C7-BA3AA889A40B},,,,,,,,18022026-151638,,
956,verblijft op,,Association,,{86952BDA-ADF6-4ff0-B8C7-BA3AA889A40B},,,,,,,,18022026-151638,,
957,is,,Association,,{785E3B69-19DA-4952-84A8-592965B9229A},,,,,,,,18022026-151638,,
958,verblijft op,,Association,,{785E3B69-19DA-4952-84A8-592965B9229A},,,,,,,,18022026-151638,,
959,objectidentificatie,,Association,,{BFE30E32-8CB9-4272-A559-9FB3FD74DACC},,,,,,,,18022026-151638,,
960,objectidentificatie,,Association,,{785E3B69-19DA-4952-84A8-592965B9229A},,,,,,,,18022026-151638,,
961,objectidentificatie,,Association,,{86952BDA-ADF6-4ff0-B8C7-BA3AA889A40B},,,,,,,,18022026-151638,,
962,objectidentificatie,,Association,,{461EFCF0-E65E-4c7c-B44D-8F36C36FDCE4},,,,,,,,18022026-151638,,
963,verblijft in,,Association,,{461EFCF0-E65E-4c7c-B44D-8F36C36FDCE4},,,,,,,,18022026-151638,,
964,heeft,,Association,nan,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},heeft,nan,nan,association-relationship,43843e4a-f392-442b-a94a-96f927347fad,67a1d348-4663-4a34-8b6a-06b3ea888a9d,ac9bd49c-9861-44f3-adff-ffa256a08111,18022026-151638,,
965,Ligt in,,Association,nan,{38649FF6-88C6-437d-AF8E-A9023D55E16C},Ligt in,nan,nan,association-relationship,bdbb6858-74a7-4e5a-8705-ad660b1038d9,d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,55246c30-a3e2-400f-89c4-c5b01f7f7da8,18022026-151638,,
966,is,,Association,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},,,,,,,,18022026-151638,,
967,komt overeen,,Association,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},,,,,,,,18022026-151638,,
968,Heeft als Nevenadres,,Association,nan,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},Heeft als Nevenadres,nan,nan,association-relationship,041841b1-ab6e-4085-9d11-a70c0c4ad7f7,460ada62-9cdd-478f-9555-4fb161ebc0b3,f152bdf8-bd60-4c88-b739-e3091afdbf7a,18022026-151638,,
969,verwijst naar,,Association,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,,,,,,,18022026-151638,,
970,Ligt in,,Association,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},,,,,,,,18022026-151638,,
971,heeft als adres,,Association,nan,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},heeft als adres,nan,nan,association-relationship,63af0984-394b-4562-9022-311d3d9afb79,e1371e07-969e-4a34-be81-0a23ffd541dd,403c547f-8d7e-4235-99d9-d155063c6085,18022026-151638,,
972,Heeft als hoofdadres,,Association,nan,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},Heeft als hoofdadres,nan,nan,association-relationship,047a07d6-c50b-4b03-b300-1283cfc8df5f,460ada62-9cdd-478f-9555-4fb161ebc0b3,f152bdf8-bd60-4c88-b739-e3091afdbf7a,18022026-151638,,
973,,,Association,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,,,,,,,18022026-151638,,
974,ligt in,,Association,,{5835F691-4452-44de-A1E9-07088AC16D69},,,,,,,,18022026-151638,,
975,objectidentificatie,,Association,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,,,,,,,18022026-151638,,
976,verwijst naar,,Association,nan,{0B3F8A89-F21E-4bea-9620-8D6713AB632C},verwijst naar,nan,nan,association-relationship,b356984d-2ada-4bd3-bc5f-6c84cb671cf0,403c547f-8d7e-4235-99d9-d155063c6085,9155e64f-138f-4269-bd68-46f217cb33c3,18022026-151638,,
977,Ligt aan,,Association,nan,{BFE30E32-8CB9-4272-A559-9FB3FD74DACC},Ligt aan,nan,nan,association-relationship,5c076032-8345-4935-8c68-45393f70af7d,f152bdf8-bd60-4c88-b739-e3091afdbf7a,d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,18022026-151638,,
978,heeft als locatie-adres,"De ADRESSEERBAAR OBJECT AANDUIDING bij het BENOEMD OBJECT waarin de VESTIGING (&#233;&#233;n van) haar lokatie(s) heeft en die bij inschrijving gekozen is als vestigingssadres.
",Association,,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},,,,,,,,18022026-151638,,
979,Ligt in,,Association,nan,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},Ligt in,nan,nan,association-relationship,6710984e-4d8c-40a9-9b82-6a16b1d326fe,f152bdf8-bd60-4c88-b739-e3091afdbf7a,bedf86fb-8710-49fc-addb-e48a11b551ed,18022026-151638,,
980,objectidentificatie,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
981,heeft plaatsgevonden in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
982,ligt in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
983,is gesloten/aangegaan in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
984,Ligt in,,Association,nan,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},Ligt in,nan,nan,association-relationship,418bd6a5-e442-4f1c-a6c3-7a1c0baac9f6,d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,bedf86fb-8710-49fc-addb-e48a11b551ed,18022026-151638,,
985,is ontbonden in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
986,Ligt in,,Association,nan,{EA6F820F-C458-4b24-8055-5C2CC76F5904},Ligt in,nan,nan,association-relationship,5d65bcbe-7f28-4007-94c9-398dfa10c121,bedf86fb-8710-49fc-addb-e48a11b551ed,f830bbc9-38d5-4f61-be23-79091f18282e,18022026-151638,,
987,verblijft op,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
988,heeft als correspondentieadres postadres in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
989,heeft plaatsegevonden in,,Association,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,,,,18022026-151638,,
990,Ligt in,,Association,nan,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},Ligt in,nan,nan,association-relationship,b4abf537-4d48-4a29-a6ea-b708e6236df7,938a3b10-79fd-4571-aaed-cb7069369465,bedf86fb-8710-49fc-addb-e48a11b551ed,18022026-151638,,
991,ligt in,De wijk waarin de buurt is gelegen.,Association,,{120EA50B-B9A2-4869-A3BE-46931F631D33},ligt in,De wijk waarin de buurt is gelegen.,<memo>,association-relationship,20037e63-09d2-47bc-928c-546b7b928dcd,55246c30-a3e2-400f-89c4-c5b01f7f7da8,938a3b10-79fd-4571-aaed-cb7069369465,18022026-151638,,
992,is,,Association,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},,,,,,,,18022026-151638,,
993,zonder verblijfsobject ligt in,De BUURT waarin het PAND gelegen is waarbinnen zich geen verblijfsobjecten bevinden.,Association,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},zonder verblijfsobject ligt in,De BUURT waarin het PAND gelegen is waarbinnen zich geen verblijfsobjecten bevinden.,<memo>,association-relationship,63fa5430-926d-4fe3-9cb3-db2a3cb8ab94,1affb298-091d-452a-83bd-29638650afb5,8772e7a6-24c8-454f-ab54-7d12c1849e97,18022026-151638,,
994,heeft,,Association,nan,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},heeft,nan,nan,association-relationship,2f5a56d1-cdb1-4de1-9bb6-a68c1df77572,1affb298-091d-452a-83bd-29638650afb5,ac9bd49c-9861-44f3-adff-ffa256a08111,18022026-151638,,
995,zonder verblijfsobject ligt in,,Association,,{67CC2144-6B88-433c-853D-07379C66D6CF},,,,,,,,18022026-151638,,
996,bestaat uit,De unieke aanduiding van het PAND dat geheel of gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.,Association,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},bestaat uit,De unieke aanduiding van het PAND dat geheel of gedeeltelijk deel uitmaakt van het WOZ-DEELOBJECT.,<memo>,association-relationship,76d03463-e42f-4091-b042-3d71acfdb1cd,8047febd-3ee4-4a35-83ce-5f538c607446,1affb298-091d-452a-83bd-29638650afb5,18022026-151638,,
997,objectidentificatie,,Association,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},,,,,,,,18022026-151638,,
998,Maakt deel uit van,,Association,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},,,,,,,,18022026-151638,,
999,,,Generalization,,{8E6BAEF8-1878-400f-9244-23575BD41EAB},,,,,,,,18022026-151638,,
1000,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,5517831e-a179-4dcf-b1c9-696df84b15ea,113af80a-7e3e-41f6-8f79-8d0d48c4c257,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1001,,,Generalization,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},nan,nan,nan,specialization-relationship,c7057fa8-c6d1-4c09-a22b-c8b36765f8da,8c200706-b80b-44f7-9928-bec39e0db21f,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
1002,,,Generalization,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},nan,nan,nan,specialization-relationship,fec7f377-4093-46e9-8580-f4678ca45c8d,ddefe4a6-d89c-432d-b27a-b96cb575b16a,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
1003,,,Generalization,,{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,specialization-relationship,fc148fcb-9ebb-472e-94c7-ca7c56d52a7e,24e40e1f-4e7b-47ad-a1b3-4050e365f68a,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
1004,,,Generalization,,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,,,18022026-151638,,
1005,,,Generalization,nan,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},nan,nan,nan,specialization-relationship,30cd3a06-6963-4451-b872-48dda71451b0,85452d63-8236-431f-9dde-cebfc88112b0,6eaed538-bcc5-4648-b0f2-4c5095b9f514,18022026-151638,,
1006,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,6ef52cf0-939f-454f-a6a5-55ef7fd55e4e,e21e51ee-3a32-444b-80c7-b6694ff37253,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1007,,,Generalization,nan,{8C809341-AC60-4378-8BA0-0843E8C06AF3},nan,nan,nan,specialization-relationship,6876cb17-431e-4eec-9788-ad359774b553,a6741440-a70f-4d05-b164-6a21b867b4d3,671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,18022026-151638,,
1008,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,374498b8-314b-4e29-a6f1-7758e5e7e94c,eb838412-7041-4a22-a50d-fdd255391bc1,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1009,,,Generalization,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,,,,,,,18022026-151638,,
1010,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,53695a85-a5c1-445a-9b63-ccafcd80a7f0,b64affbe-e43f-4f32-acce-8900b6f409e8,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1011,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,52371dbe-a1f8-48d0-8d17-20d519090d93,06ee795e-36b8-4e13-991d-02a5d91ef015,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1012,,,Generalization,nan,{44EC6082-2682-43c7-A52E-0AD05B06A046},nan,nan,nan,specialization-relationship,9b60f596-4841-4472-a38f-c0af181c91ea,3907c387-dc68-4c15-a98c-edd640042495,bc6f065d-05c9-454d-a18d-1c0c2a2dfe15,18022026-151638,,
1013,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,4d949cc4-9354-444a-adb2-6d0c3a4e5b7d,92104ecd-beda-441d-b5fd-b6d2296969d0,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1014,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,709d651e-2029-41eb-abbd-908f758d4174,55c7fd37-4d03-45f4-b374-69aa690d1477,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1015,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,3ce32c19-4860-4363-a225-79bdcd023d13,d35905fd-2aad-49e6-8ee5-5147c253a478,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1016,,,Generalization,nan,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},nan,nan,nan,specialization-relationship,4247c165-e58a-4335-8d5c-707dc00cf202,4694a321-36db-4a54-a7ab-6c3895a4e288,5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,18022026-151638,,
1017,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,35824aa8-abce-4629-ac30-f78bede892f2,6a2e72c3-94f8-4dfd-a68c-03aab1279c75,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1018,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,cebdb83f-213d-46f5-b0fb-3f8795f384dc,5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1019,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,cb0ee56f-ca11-4f9b-a254-3d57aff48380,764e6fdf-299f-4867-8257-7532f1e56ebf,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1020,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,cbbc9496-a9bf-4324-89fa-2d6116a0727c,41cea01b-de1c-4ee5-92c4-776fe8a17753,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1021,,,Generalization,nan,{B027D022-41D9-4c63-A63D-8F5111689564},nan,nan,nan,specialization-relationship,97a14f1a-e9b9-4d4c-bc5c-fca435e15610,acbda3e0-9767-49bb-8d4c-2b5ea0160056,f5365fcc-279e-42e5-bde4-e7b10700a8ed,18022026-151638,,
1022,,,Generalization,nan,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},nan,nan,nan,specialization-relationship,5ef697b5-2d69-4dce-851c-e9bad42d97ff,d548564c-a918-47e4-ae60-697f0ed3e7aa,5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,18022026-151638,,
1023,,,Generalization,nan,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},nan,nan,nan,specialization-relationship,81ad5275-8f6f-4501-8b3a-4ad79f502638,f5c91145-fba4-47cb-aaf9-bb9c64e19a21,5003634c-22b1-4f9a-bf73-8cdb4c42a8b4,18022026-151638,,
1024,,,Generalization,nan,{10C06EB3-F94A-4005-9C66-0DAE61B96192},nan,nan,nan,specialization-relationship,1e74c1e8-cd1a-49db-8b62-fa115d4a9ad4,c87f39a5-c4b4-4c82-bf23-f9fc521ad0aa,b2498fa2-f9ff-48dd-946d-8b8ed395da81,18022026-151638,,
1025,,,Generalization,nan,{10C06EB3-F94A-4005-9C66-0DAE61B96192},nan,nan,nan,specialization-relationship,6bece7e9-b8fe-4acb-8f34-24139221b795,c92e9c16-1ec3-46f8-b209-b15a226e9477,b2498fa2-f9ff-48dd-946d-8b8ed395da81,18022026-151638,,
1026,,,Generalization,nan,{10C06EB3-F94A-4005-9C66-0DAE61B96192},nan,nan,nan,specialization-relationship,0a30fb52-8cf6-4711-9f58-1b02b84c7076,16995484-0391-40d1-99c3-2ba2292e276f,b2498fa2-f9ff-48dd-946d-8b8ed395da81,18022026-151638,,
1027,,,Generalization,nan,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},nan,nan,nan,specialization-relationship,c076df27-5b82-45ed-9fb8-9aa07ed20d2f,1c3ee208-9d74-45ba-9836-3f3ea165cd74,6f20ada6-28e9-4358-9b66-1575021ee431,18022026-151638,,
1028,,,Generalization,nan,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},nan,nan,nan,specialization-relationship,a0abd7af-11e6-45eb-9a22-8414b5c7ae51,6ab6802e-9485-43d1-be15-46db4b9c8a0d,6f20ada6-28e9-4358-9b66-1575021ee431,18022026-151638,,
1029,,,Generalization,nan,{081F7413-A4D0-49e7-98E2-E0F3F4299750},nan,nan,nan,specialization-relationship,fe1d665c-9137-461b-81a1-8d7f41309ab6,7685ae20-7bed-4f7e-95fd-3499b35a6ef9,71c5f929-bbab-484f-96c0-cc7a57c9dcf1,18022026-151638,,
1030,,,Generalization,nan,{081F7413-A4D0-49e7-98E2-E0F3F4299750},nan,nan,nan,specialization-relationship,5f009095-a883-4c7e-9640-7979752fb1b9,bbf6bcce-f2dc-4b8d-95a8-561abd7c1d76,71c5f929-bbab-484f-96c0-cc7a57c9dcf1,18022026-151638,,
1031,,,Generalization,nan,{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},nan,nan,nan,specialization-relationship,78e957e2-5e90-47d8-bd25-362da6829d3a,367532e8-1d1c-4d6b-8a88-fcae7cae2303,6f20ada6-28e9-4358-9b66-1575021ee431,18022026-151638,,
1032,,,Generalization,,{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,,,18022026-151638,,
1033,,,Generalization,,{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,,,18022026-151638,,
1034,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,422c87ae-51ea-4c07-a525-a0c87599cc6a,fe2e2e4e-228a-46d7-964f-a489ed253d2d,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1035,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,002e86ae-0392-4ae3-80b1-fb17bbe38350,c3a7596c-2303-4354-9f02-aa999d7fca47,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1036,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,e414d37a-ac52-44ec-b496-2763e563cdc0,20697824-84fa-412e-8ea6-aa68a474c016,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1037,,,Generalization,,{681DB26F-D779-4796-B467-576E5A25F581},,,,,,,,18022026-151638,,
1038,,,Generalization,nan,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},nan,nan,nan,specialization-relationship,8d39844e-0165-4092-8a74-26cdb3cac7c9,2e6cb8da-90a5-4c57-be64-5a82cfbddb12,6eaed538-bcc5-4648-b0f2-4c5095b9f514,18022026-151638,,
1039,,,Generalization,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},nan,nan,nan,specialization-relationship,0da07c32-c694-4524-80e9-20114a71805a,fa52d5b0-b810-4f70-8e27-180b36fec342,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
1040,,,Generalization,,{681DB26F-D779-4796-B467-576E5A25F581},,,,,,,,18022026-151638,,
1041,,,Generalization,,{681DB26F-D779-4796-B467-576E5A25F581},,,,,,,,18022026-151638,,
1042,,,Generalization,nan,{B53EC85A-C731-4fb6-8379-7D11802273B2},nan,nan,nan,specialization-relationship,9eb08b42-f2c6-4c81-9559-c6effce49e75,6f57464b-d011-4a75-afe8-a69b543c042b,cd7b6b9c-3bf7-4c3a-bbde-e72f38d76fe0,18022026-151638,,
1043,,,Generalization,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},nan,nan,nan,specialization-relationship,a54934c0-16c2-47ef-974f-5b627a2c79f1,6f57464b-d011-4a75-afe8-a69b543c042b,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
1044,,,Generalization,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,,,,,,,18022026-151638,,
1045,,,Generalization,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,,,,,,,18022026-151638,,
1046,,,Generalization,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,,,,,,,18022026-151638,,
1047,,,Generalization,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,specialization-relationship,a3932ff3-e318-4354-9a52-fcaf1223154e,cd7b6b9c-3bf7-4c3a-bbde-e72f38d76fe0,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
1048,,,Generalization,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,,,,,,,18022026-151638,,
1049,,,Generalization,,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},,,,,,,,18022026-151638,,
1050,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,1d8d09c3-a4f8-43c1-bf8e-cf6f57ac79bc,f9482bc9-5b10-4075-98cb-4cb895262494,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1051,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,7838e2e9-bfd0-4cb9-938e-ec485520d063,3be27f41-71be-42dd-8af2-51c724238dc3,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1052,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,436210c8-724b-4e09-923d-edc2c98386c3,9d9f7000-98f8-4b97-96f5-6d09edebddd2,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1053,,,Generalization,,{6B907CEB-2CBE-4886-9D3E-215F5D7E00A},,,,,,,,18022026-151638,,
1054,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,dd9d5b01-aff2-42f9-a293-e7ef4f827ea8,95a78138-3227-48e1-8499-4bcbba4ab13c,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1055,,,Generalization,,{7F3202B1-9A3B-4E02-B4F4-31EBCE6B8DE},,,,,,,,18022026-151638,,
1056,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,a8225c76-9174-418b-be82-b2f28aad022c,a1a1d3ab-366d-4395-be52-b8d918614585,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1057,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,3e5b5cb0-7a1c-4b0c-9d26-c7dafe4c469a,0f538a2f-8478-4b4f-a2f8-50ab28f54ea6,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1058,,,Generalization,,{71BCDE9D-88C2-4519-8105-028E40898AB},,,,,,,,18022026-151638,,
1059,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,19698201-b59b-4300-8ff0-ccdbda56701b,1759a15a-e759-4abc-9fbb-1bd85bea382c,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1060,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,c38607ae-ea72-495a-998a-a6614855b5e5,9f85d08b-b58f-45eb-ac71-73c808847702,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1061,,,Generalization,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,,,,,,,18022026-151638,,
1062,,,Generalization,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,,,,,,,18022026-151638,,
1063,,,Generalization,,{61526934-9D0C-4A07-8C5D-17F60E1A467},,,,,,,,18022026-151638,,
1064,,,Generalization,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,,,,,,,18022026-151638,,
1065,,,Generalization,,{761406D1-87BC-4DC1-B1B7-BD3BB7AB54A},,,,,,,,18022026-151638,,
1066,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,1536fc08-f419-4cfe-b369-3025d518bf5b,1e352a4f-20de-4ef8-9f84-3f237cfe424e,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1067,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,3875215e-e535-46a0-833a-03f9dbb01fae,0fedc485-b963-412d-b695-9642921b0933,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1068,,,Generalization,,{B7168388-9EB9-4C95-B35E-1BA2660849E},,,,,,,,18022026-151638,,
1069,,,Generalization,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,,,,,,,18022026-151638,,
1070,,,Generalization,,{7F3202B1-9A3B-4E02-B4F4-31EBCE6B8DE},,,,,,,,18022026-151638,,
1071,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,2db5a4f8-c10a-436c-8c79-5e9d6b729612,1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1072,,,Generalization,,{A143A97F-28C5-4B56-90F8-4773481A034},,,,,,,,18022026-151638,,
1073,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,c3e01993-382f-4f54-9e42-5fcd64fa73e4,cd399834-5112-4db5-9f37-9af4f8b3ed4e,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
1074,,,Generalization,,{71BCDE9D-88C2-4519-8105-028E40898AB},,,,,,,,18022026-151638,,
1075,,,Generalization,nan,{E060DC30-E4F2-4794-A16E-7207032E250},nan,nan,nan,specialization-relationship,0bfa621d-d2a7-4897-8302-679ad762fb10,e292e9aa-974b-4299-b814-ed5bb50925ef,7866576d-8cb5-495b-a2f4-2b56393ee7b5,18022026-151638,,
