nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-guid,GEMMA-type,datum-tijd-export,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-url,GEMMA-alternate-name,GGM-toelichting
166,Wijzigingsverzoek,Een aanvraag voor wijziging,Class,,{EFBF46D1-6A51-44fd-BAEA-47BCDFEEE27A},,ICT,,,id-efbf46d1-6a51-44fd-baea-47bcdfeee27a,Business object,21022024-11:03:02,,,,,,,,
167,Applicatiecategorie,,Enumeration,,{A030D866-E2E7-4854-ACFD-C62DB3ABDA38},,ICT,,,id-a030d866-e2e7-4854-acfd-c62db3abda38,Data object,21022024-11:03:02,,,,,,,,
168,Beheerstatus,,Enumeration,,{1FCBFA1B-2703-4ece-A496-EA668AEFCDCD},,ICT,,,id-1fcbfa1b-2703-4ece-a496-ea668aefcdcd,Data object,21022024-11:03:02,,,,,,,,
169,Gebruikerrol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Enumeration,,{262A7A23-0CBB-4991-A1B2-D5D3E509549C},,ICT,,,id-262a7a23-0cbb-4991-a1b2-d5d3e509549c,Data object,21022024-11:03:02,,,,,,,,
170,Packagingstatus,,Enumeration,,{C0031024-173A-47d6-9BF4-F22941AA7807},,ICT,,,id-c0031024-173a-47d6-9bf4-f22941aa7807,Data object,21022024-11:03:02,,,,,,,,
171,Servertypes,,Enumeration,,{BA2C3918-278E-49c7-A8C5-423F2D659450},,ICT,,,id-ba2c3918-278e-49c7-a8c5-423f2d659450,Data object,21022024-11:03:02,,,,,,,,
172,Betaalmoment,Moment waarop er een bepaald deel van de subsidie betaald moet worden.,Class,,{E403A215-A367-4eef-8716-075AF54388D0},,Subsidies,,,,,21022024-11:03:02,,,,,,,,
173,Rapportagemoment,Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd,Class,,{20CA8283-CE99-455c-BF4D-EAE3DF41AE5B},,Subsidies,,nan,id-20ca8283-ce99-455c-bf4d-eae3df41ae5b,Data object,21022024-11:03:02,,,,,,,,
174,Sector,"Sector is de verzameling van werkzaamheden, gericht op de productie van bepaalde goederen en diensten. Het gaat hierbij niet alleen om activiteiten van het bedrijfsleven, maar ook om activiteiten van niet op winst gerichte instellingen en de overheid.",Class,,{DA4F9850-4CA0-4508-9D57-F631BC30B360},,Subsidies,,nan,id-da4f9850-4ca0-4508-9d57-f631bc30b360,Business object,21022024-11:03:02,,,,,,,,
175,Subsidie,"Aan derden toegekende financiele middelen, bestemd voor het uitvoeren van bepaalde activiteiten",Class,,{FD701A55-6865-44aa-9A73-C46E02481796},,Subsidies,,nan,id-fd701a55-6865-44aa-9a73-c46e02481796,Business object,21022024-11:03:02,,,,,,,,
176,Subsidieaanvraag,Aanvraag voor een subsidie,Class,,{26C0D33A-B15A-4256-A5BF-5382A4E03539},,Subsidies,,nan,id-26c0d33a-b15a-4256-a5bf-5382a4e03539,Business object,21022024-11:03:02,,,,,,,,
177,Subsidiebeschikking,Besluit over het al dan niet toekennen van een subsidie,Class,,{F8BD6D83-D3F8-4dd3-B12E-22A991D1A0A2},,Subsidies,,nan,id-f8bd6d83-d3f8-4dd3-b12e-22a991d1a0a2,Business object,21022024-11:03:02,,,,,,,,
178,Subsidiecomponent,Onderdeel van een subisidie met een eigen kostenplaats.,Class,,{DB093A73-BE89-462b-8FBA-19B2629072ED},,Subsidies,,,,,21022024-11:03:02,,,,,,,,
179,Subsidieprogramma,Programma waarin meerdere subsidies worden verleend vanuit een bepaalde samenhang,Class,,{8F1A719D-C89A-4194-8FF4-1F3E0F174D3D},,Subsidies,,nan,id-8f1a719d-c89a-4194-8ff4-1f3e0f174d3d,Business object,21022024-11:03:02,,,,,,,,
180,Taak,Een samenhangende set activiteiten in het kader van een subsidie.,Class,,{156C82B1-2641-40c8-9E99-60031643C29A},,Subsidies,,nan,id-156c82b1-2641-40c8-9e99-60031643c29a,Business object,21022024-11:03:02,,,,,,,,
181,Subsidieniveau,,Enumeration,,{B4CF1D3E-D000-467d-A9D5-4519704F4A6D},,Subsidies,,nan,id-b4cf1d3e-d000-467d-a9d5-4519704f4a6d,Data object,21022024-11:03:02,,,,,,,,
182,Bedrijfsproces,,Class,,{EDB5D3CD-CE4D-4317-81C6-C01CC7325148},,RGBZ Model,,,,,21022024-11:03:02,,,,,,,,
183,Bedrijfsprocestype,,Class,,{14E4AF23-21E9-412a-B78D-C208EE9F419D},,RGBZ Model,,,,,21022024-11:03:02,,,,,,,,
184,BESLUIT,"<font color=""#610e6a"">Een na overweging of beraadslaging vastgestelde beslissing voor een individueel of concreet geval.</font>",Class,,{AFB100D2-8C68-4488-8949-13E945D15920},,RGBZ Model,,,id-afb100d2-8c68-4488-8949-13e945d15920,Business object,21022024-11:03:02,,,,,,,,
185,BESLUITTYPE,"<font color=""#610e6a"">Generieke aanduiding van de aard van een besluit</font>",Class,,{922D3938-A0EA-42bf-9EFC-23A6A236AF9B},,RGBZ Model,,,id-922d3938-a0ea-42bf-9efc-23a6a236af9b,Data object,21022024-11:03:02,,,,,,,,
186,Betaling,,Class,,{FC488929-8721-402f-A073-1DFDB76A816E},,RGBZ Model,,,id-fc488929-8721-402f-a073-1dfdb76a816e,Business object,21022024-11:03:02,,,,,,,,
187,BETROKKENE,"<font color=""#610e6a"">Een SUBJECT, zijnde een NATUURLIJK PERSOON, NIET-NATUURLIJK PERSOON of VESTIGING, ORGANISATORISCHE EENHEID (binnen een vestiging van de zaak-behandelende niet-natuurlijk persoon), of MEDEWERKER (van die organisatorische eenheid) die een rol kan spelen bij een ZAAK.</font>",Class,,{16FB8171-A9ED-4027-A663-C035509501C8},,RGBZ Model,,,id-16fb8171-a9ed-4027-a663-c035509501c8,Business object,21022024-11:03:02,,,,,,,,
188,Deelproces,,Class,,{1B65D674-DC17-40e8-B663-85DA82FD7E94},,RGBZ Model,,,,,21022024-11:03:02,,,,,,,,
189,Deelprocestype,,Class,,{710A1D2B-3C7B-41cf-A947-727186C40A98},,RGBZ Model,,,,,21022024-11:03:02,,,,,,,,
190,DOCUMENT,"<font color=""#610e6a"">Geheel van gegevens met een eigen identiteit ongeacht zijn vorm, met de bijbehorende metadata ontvangen of opgemaakt door een natuurlijke en/of rechtspersoon bij de uitvoering van taken, zijnde een ENKELVOUDIG DOCUMENT of een SAMENGESTELD DOCUMENT.</font>",Class,,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},,RGBZ Model,,,id-5641c50a-c0fa-4e71-b07b-26c7b1ce94ed,Business object,21022024-11:03:02,,,,,,,,
191,DOCUMENTTYPE,"<font color=""#610e6a"">Aanduiding van de aard van een DOCUMENT zoals gehanteerd door de zaakbehandelende organisatie</font>",Class,,{77C7D6B6-44DE-44c0-A662-8E1A0A226EA8},,RGBZ Model,,,id-77c7d6b6-44de-44c0-a662-8e1a0a226ea8,Data object,21022024-11:03:02,,,,,,,,
192,ENKELVOUDIG DOCUMENT,"<font color=""#610e6a"">Een DOCUMENT waarvan aard, omvang en/of vorm aanleiding geven het als één geheel te behandelen en te beheren.</font>",Class,,{547FD48D-F885-4816-BCFA-4048995C8D83},,RGBZ Model,,,id-547fd48d-f885-4816-bcfa-4048995c8d83,Data object,21022024-11:03:02,,,,,,,,
193,Heffing,,Class,,{B3371695-97AD-49d2-9AF1-15591B422007},,RGBZ Model,,,id-b3371695-97ad-49d2-9af1-15591b422007,Business object,21022024-11:03:02,,,,,,,,
194,Identificatiekenmerk,Nodig voor archivering om verschillende typen identificatie te kunnen onderscheiden:,Class,,{D73AFAEC-3BF1-4309-93FE-5354EF26DA51},,RGBZ Model,,,id-d73afaec-3bf1-4309-93fe-5354ef26da51,Data object,21022024-11:03:02,,,,,,,,
195,Klantcontact,"Klantcontacten zijn contactmomenten die werkelijk hebben plaatsgevonden, terwijl Balieafspraken afspraken zijn voor een klantcontact. Dit ongeacht of deze werkelijk heeft plaatsgevonden, soms liggen deze in de toekomst of is iemand niet op komen dagen, of iets anders waardoor het klantcontact nog niet heeft plaatsgevonden.

Hetzelfde geldt voor de telefoontjes, de klantcontacten komen uit levelOneData, dat zijn alle telefoontjes die werkelijk met een medewerker (of een gedelegeerde) hebben plaatsgevonden (soms zelfs meerdere binnen 1 telefoontje).
",Class,,{A3DAD553-0E55-4256-824B-CDB5E12CB545},,RGBZ Model,,,id-a3dad553-0e55-4256-824b-cdb5e12cb545,Business object,21022024-11:03:02,,,,,,,,
196,MEDEWERKER,"<font color=""#610e6a"">Een medewerker van de organisatie die zaken behandelt uit hoofde van zijn of haar functie binnen een ORGANISATORISCHE EENHEID.</font>",Class,,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,RGBZ Model,,,id-16eb3936-03cb-4854-9cd8-9f0911eea51b,Business object,21022024-11:03:02,,,,,,,,
197,OBJECT,"<font color=""#610e6a"">Het OBJECT waarop een ZAAK betrekking kan hebben zijnde één of meer voorkomens van de in het RSGB en het RGBZ onderscheiden objecttypen.</font>",Class,,{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},,RGBZ Model,,,id-91f9d39e-0322-42c6-ae7f-5027b36f3ec3,Business object,21022024-11:03:02,,,,,,,,
198,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Class,,{B259BE5F-AC3A-4e0f-A149-D1F165277CC2},,RGBZ Model,,,id-b259be5f-ac3a-4e0f-a149-d1f165277cc2,Business object,21022024-11:03:02,,,,,,,,
199,ORGANISATORISCHE EENHEID,"<font color=""#610e6a"">Het deel van een functioneel afgebakend onderdeel binnen de organisatie dat haar activiteiten uitvoert binnen een VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE en die verantwoordelijk is voor de behandeling van zaken.</font>",Class,,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,RGBZ Model,,,id-936a4e8b-3e5a-44b6-8a5d-efb39f83fb6d,Business object,21022024-11:03:02,,,,,,,,
200,SAMENGESTELD DOCUMENT,"<font color=""#610e6a"">Een DOCUMENT waarbinnen twee of meer ENKELVOUDIGe DOCUMENTen onderscheiden worden die vanwege gezamenlijke vervaardiging en/of ontvangst en/of vanwege aard en/of omvang als één geheel beschouwd moeten worden dan wel behandeld worden.,</font>",Class,,{47DA1FC8-F181-41bc-B16A-CE80D2CA13B1},,RGBZ Model,,,id-47da1fc8-f181-41bc-b16a-ce80d2ca13b1,Data object,21022024-11:03:02,,,,,,,,
201,STATUS,"<font color=""#610e6a"">Een aanduiding van de stand van zaken van een zaak op basis van betekenisvol behaald resultaat voor de initiator van de zaak.</font>",Class,,{7C975D37-670B-405e-B825-924BCAFA74C7},,RGBZ Model,,,id-7c975d37-670b-405e-b825-924bcafa74c7,Business object,21022024-11:03:02,,,,,,,,
202,STATUSTYPE,"<font color=""#610e6a"">Generieke aanduiding van de aard van een STATUS</font>",Class,,{AA496B7B-913C-40fd-943E-52F1A6E89440},,RGBZ Model,,,id-aa496b7b-913c-40fd-943e-52f1a6e89440,Data object,21022024-11:03:02,,,,,,,,
203,VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE,"<font color=""#610e6a"">Een VESTIGING van een onderneming of rechtspersoon zijnde de zaakbehandelende organisatie.</font>",Class,,{D8142B98-64CB-408e-9941-92423543F08A},,RGBZ Model,,,id-d8142b98-64cb-408e-9941-92423543f08a,Business object,21022024-11:03:02,,,,,,,,
204,ZAAK,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",Class,,{649EFD86-ED52-4293-8577-DBE5445845BF},,RGBZ Model,,,id-649efd86-ed52-4293-8577-dbe5445845bf,Business object,21022024-11:03:02,,,,,,,,
205,ZAAK - Origineel,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",Class,,{766265DF-56DD-4560-A55C-FF82E3B9751A},,RGBZ Model,,,id-766265df-56dd-4560-a55c-ff82e3b9751a,Business object,21022024-11:03:02,,,,,,,,
206,ZAAKTYPE,"<font color=""#610e6a"">Generieke aanduiding van de aard van een zaak</font>",Class,,{7210A379-17EE-4143-A106-ECD9414B2A0D},,RGBZ Model,,,id-7210a379-17ee-4143-a106-ecd9414b2a0d,Data object,21022024-11:03:02,,,,,,,,
207,Afwijkend buitenlands correspondentieadres ROL,"<font color=""#610e6a"">De gegevens van het adres in het buitenland waarop BETROKKENE in zijn/haar ROL in de ZAAK in de regel schriftelijk bereikbaar is indien dat afwijkt van het reguliere buitenlandse correspondentieadres van BETROKKENE</font>",Class,,{6F75D9F8-50B8-4d89-9798-26B7FD9A6DA2},,Groepattribuutsoort,,,id-6f75d9f8-50b8-4d89-9798-26b7fd9a6da2,Data object,21022024-11:03:02,,,,,,,,
208,Afwijkend correspondentie postadres ROL,"<font color=""#610e6a"">De gegevens die tezamen een postbusadres of antwoordnummeradres vormen waarvan BETROKKENE, geen ORGANISATORISCHE EENHEID en MEDEWERKER ziinde, heeft aangegeven schriftelijk bereikbaar te zijn in verband met zijn/haar ROL in de ZAAK en dat afwijkt van de reguliere correspondentiegegevens van BETROKKENE.</font>",Class,,{8F133649-AE11-491c-998B-6288B7FC8FE4},,Groepattribuutsoort,,,id-8f133649-ae11-491c-998b-6288b7fc8fe4,Data object,21022024-11:03:02,,,,,,,,
209,Ander zaakobject ZAAK,"<font color=""#610e6a"">Aanduiding van het object (of de objecten) waarop de ZAAK betrekking heeft indien dat object (of die objecten) niet aangeduid kan worden met de relatie &lsquo;heeft betrekking op ZAAKOBJECT&rsquo;.</font>",Class,,{ABF8E616-8600-49e8-BD38-52F7C9FB70CA},,Groepattribuutsoort,,,id-abf8e616-8600-49e8-bd38-52f7c9fb70ca,Data object,21022024-11:03:02,,,,,,,,
210,Contactpersoon ROL,"<font color=""#610e6a"">De gegevens van de persoon die anderen desgevraagd in contact brengt met medewerkers van de BETROKKENE, een NIET-NATUURLIJK PERSOON of VESTIGING zijnde, of met BETROKKENE zelf, een NATUURLIJK PERSOON zijnde, vanuit het belang van BETROKKENE in haar ROL bij een ZAAK,.</font>",Class,,{22A29BB4-15B8-43bb-ACF5-2EAF09ABFFFB},,Groepattribuutsoort,,,id-22a29bb4-15b8-43bb-acf5-2eaf09abfffb,Data object,21022024-11:03:02,,,,,,,,
211,Kenmerken ZAAK,"<font color=""#610e6a"">Identificatie-gegevens over de zaak in andere administraties</font>",Class,,{9E261D63-5143-4aa8-A1DA-554AB3D27025},,Groepattribuutsoort,,,id-9e261d63-5143-4aa8-a1da-554ab3d27025,Data object,21022024-11:03:02,,,,,,,,
212,Opschorting ZAAK,"<font color=""#610e6a"">Gegevens omtrent het tijdelijk opschorten van de behandeling van de ZAAK</font>",Class,,{8EF0E043-5575-42fe-B2E7-81D8F12ADC77},,Groepattribuutsoort,,,id-8ef0e043-5575-42fe-b2e7-81d8f12adc77,Data object,21022024-11:03:02,,,,,,,,
213,Verlenging ZAAK,"<font color=""#610e6a"">Gegevens omtrent het verlengen van de doorlooptijd van de behandeling van de ZAAK</font>",Class,,{7014565C-F8AF-459a-A2FD-30E8D7F9F0CC},,Groepattribuutsoort,,,id-7014565c-f8af-459a-a2fd-30e8d7f9f0cc,Data object,21022024-11:03:02,,,,,,,,
214,Brondocumenten,,Class,,{C8CE34A2-362A-4c99-A934-C66A2E6A0793},,Metagegevens,,,id-c8ce34a2-362a-4c99-a934-c66a2e6a0793,Data object,21022024-11:03:02,,,,,,,,
215,Formele historie,,Class,,{BB4E5922-F0E8-40bb-8BB6-9B0DC648DD85},,Metagegevens,,,id-bb4e5922-f0e8-40bb-8bb6-9b0dc648dd85,Data object,21022024-11:03:02,,,,,,,,
216,In onderzoek,,Class,,{E4DA500D-AB53-4e8a-B1A5-411F354F4AD2},,Metagegevens,,,id-e4da500d-ab53-4e8a-b1a5-411f354f4ad2,Data object,21022024-11:03:02,,,,,,,,
217,Materiële historie,,Class,,{3D63DBCE-3FD5-4988-81D5-93A2D01A9D99},,Metagegevens,,,id-3d63dbce-3fd5-4988-81d5-93a2d01a9d99,Data object,21022024-11:03:02,,,,,,,,
218,Strijdigheid / nietigheid,,Class,,{85741CBC-594C-43f9-A2B5-C50166F1A461},,Metagegevens,,,id-85741cbc-594c-43f9-a2b5-c50166f1a461,Data object,21022024-11:03:02,,,,,,,,
219,Aantekening,,Class,,{755B80B2-6522-4c58-A998-D3F00859FE78},,RSGB Model,,,id-755b80b2-6522-4c58-a998-d3f00859fe78,Data object,21022024-11:03:02,,,,,,,,
220,Adres Buitenland,"Toevoeging uit stelselcatalogus

",Class,,{3E5B2877-D6CC-487e-BD79-042E32D17550},,RSGB Model,,,id-3e5b2877-d6cc-487e-bd79-042e32d17550,Data object,21022024-11:03:02,,,,,,,,
221,Briefadres,,Class,,{3015DCE3-7C05-4160-A717-533553258C15},,RSGB Model,,,id-3015dce3-7c05-4160-a717-533553258c15,Data object,21022024-11:03:02,,,,,,,,
222,Nationaliteit,,Class,,{69B41CDD-C3F1-449b-92B4-8F7657840646},,RSGB Model,,,,,21022024-11:03:02,,,,,,,,
223,Onbestemd Adres,,Class,,{75E93FC5-3EF8-40b6-B170-ED5A2C36B354},,RSGB Model,,,id-75e93fc5-3ef8-40b6-b170-ed5a2c36b354,Business object,21022024-11:03:02,,,,,,,,
224,PersoonAlleenNaam,,Class,,{A97054D8-FDCF-4513-B34F-E3DC343FA5E5},,RSGB Model,,,id-a97054d8-fdcf-4513-b34f-e3dc343fa5e5,Data object,21022024-11:03:02,,,,,,,,
225,PersoonBSN,,Class,,{9AEA61EB-86B2-49cc-B3EB-F40C9235B68C},,RSGB Model,,,id-9aea61eb-86b2-49cc-b3eb-f40c9235b68c,Data object,21022024-11:03:02,,,,,,,,
226,PersoonBSNenNaw,,Class,,{BE5C1D36-73FD-4419-82C8-0CDCB66D93F5},,RSGB Model,,,id-be5c1d36-73fd-4419-82c8-0cdcb66d93f5,Data object,21022024-11:03:02,,,,,,,,
227,PersoonNAW,,Class,,{44F0CC4A-59AF-44a8-AF0B-FF204C93E829},,RSGB Model,,,id-44f0cc4a-59af-44a8-af0b-ff204c93e829,Data object,21022024-11:03:02,,,,,,,,
228,NUMMERAANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Class,,{31A87864-6CE0-4e93-A493-ECD0FBDD4461},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,RSGB Model,,,id-31a87864-6ce0-4e93-a493-ecd0fbdd4461,Business object,21022024-11:03:02,,,,,,,,<memo>
229,APPARTEMENTSRECHT,"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de 
goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden 
gebruikt (art. 5:106 lid 4 BW).",Class,,{869E0A04-A663-4839-970D-7FB82DF6C317},BRK,RSGB Model,,,id-869e0a04-a663-4839-970d-7fb82df6c317,Business object,21022024-11:03:02,,,,,,,,<memo>
230,APPARTEMENTSRECHTSPLITSING,Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.,Class,,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},BRK,RSGB Model,,,id-c1542ac8-2f3c-4e62-adfa-a9fb3358dab1,Business object,21022024-11:03:02,,,,,,,,<memo>
231,BEGROEID TERREINDEEL,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten homogene vegetatie.",Class,,{D872C213-09D7-4dca-A020-EA363480FC7D},BGT,RSGB Model,,,id-d872c213-09d7-4dca-a020-ea363480fc7d,Business object,21022024-11:03:02,,,,,,,,<memo>
232,BENOEMD OBJECT,Een GEBOUWD OBJECT of een BENOEMD TERREIN,Class,,{3E9E08B7-574E-43dc-8D93-251BFA8F8D75},KING,RSGB Model,,,id-3e9e08b7-574e-43dc-8d93-251bfa8f8d75,Business object,21022024-11:03:02,,,,,,,,<memo>
233,BENOEMD TERREIN,"Een STANDPLAATS, LIGPLAATS, of een OVERIG BENOEMD TERREIN.",Class,,{73F1C4A1-481E-4052-A372-1A0895ED1295},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,RSGB Model,,,id-73f1c4a1-481e-4052-a372-1a0895ed1295,Business object,21022024-11:03:02,,,,,,,,<memo>
234,BUURT,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{67CC2144-6B88-433c-853D-07379C66D6CF},GFO BG,RSGB Model,,,id-67cc2144-6b88-433c-853d-07379c66d6cf,Business object,21022024-11:03:02,,,,,,,,<memo>
235,Gebied,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{5835F691-4452-44de-A1E9-07088AC16D69},GFO BG,RSGB Model,,,id-5835f691-4452-44de-a1e9-07088ac16d69,Data object,21022024-11:03:02,,,,,,,,<memo>
236,FUNCTIONEEL GEBIED,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.,Class,,{B8F44180-1F2A-4bbc-8E17-6C472111A92B},IMGeo,RSGB Model,,,id-b8f44180-1f2a-4bbc-8e17-6c472111a92b,Business object,21022024-11:03:02,,,,,,,,<memo>
237,GEBOUWD OBJECT,Een VERBLIJFSOBJECT of een OVERIG GEBOUWD OBJECT,Class,,{752621CC-D5CA-4f4c-A937-AF6C84E6ADED},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,RSGB Model,,,id-752621cc-d5ca-4f4c-a937-af6c84e6aded,Business object,21022024-11:03:02,,,,,,,,<memo>
238,GEBOUWINSTALLATIE,"Een component aan de buitenzijde van een gebouw, die het aanzicht van het gebouw mede bepaalt.",Class,,{6FDC646C-F9E2-4610-8FFE-1ECFA99FFBD7},IMGeo,RSGB Model,,,id-6fdc646c-f9e2-4610-8ffe-1ecfa99ffbd7,Business object,21022024-11:03:02,,,,,,,,<memo>
239,GEMEENTE,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",Class,,{B0D9792B-46E7-4b88-B267-C72691616733},"Door KING toegevoegd objecttype, ontleend aan het GFO BG (maakt geen deel uit van enige basisregistratie).",RSGB Model,,,id-b0d9792b-46e7-4b88-b267-c72691616733,Business object,21022024-11:03:02,,,,,,,,<memo>
240,HUISHOUDEN,"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.",Class,,{6FB0A5B7-7B5F-437f-A462-4B1EADB964E4},,RSGB Model,,,id-6fb0a5b7-7b5f-437f-a462-4b1eadb964e4,Business object,21022024-11:03:02,,,,,,,,
241,INRICHTINGSELEMENT,"Ruimtelijk object al dan niet ter detaillering dan wel ter inrichting van de
overige benoemde ruimtelijke objecten of een ander inrichtingselement.",Class,,{4DA0EB59-963C-4558-B763-44F542BC8D89},IMGeo,RSGB Model,,,id-4da0eb59-963c-4558-b763-44f542bc8d89,Business object,21022024-11:03:02,,,,,,,,<memo>
242,KADASTRAAL PERCEEL,"Een KADASTRALE ONROERENDE ZAAK dat een kadastraal geïdentificeerd en met kadastrale grenzen begrensd deel van het Nederlands grondgebied betreft (art. 1 lid 1 Kadasterwet). 
",Class,,{172AFD36-B400-4660-BFAC-4BBC1077D666},BRK.,RSGB Model,,,id-172afd36-b400-4660-bfac-4bbc1077d666,Business object,21022024-11:03:02,,,,,,,,<memo>
243,KADASTRALE ONROERENDE ZAAK,Een geregistreerd goed waarvoor bij overdracht of vestiging van rechten inschrijving in de openbare registers van het Kadaster is vereist zijnde een KADASTRAAL PERCEEL of een APPARTEMENTSRECHT.,Class,,{9775E778-DBF8-4122-94CE-551466B62F46},BRK,RSGB Model,,,id-9775e778-dbf8-4122-94ce-551466b62f46,Business object,21022024-11:03:02,,,,,,,,<memo>
244,INGESCHREVEN PERSOON,Een INGEZETENE of NIET-INGEZETENE,Class,,{AF9534B0-7CBD-4061-9276-A7B6698B383A},,RSGB Model,,,id-af9534b0-7cbd-4061-9276-a7b6698b383a,Business object,21022024-11:03:02,,,,,,,,
245,KADASTRALE ONROERENDE ZAAK AANTEKENING,"Aanduiding van het feit, genoemd in een Stuk, dat betrekking heeft op een onroerende zaak en dat gevolgen kan hebben voor de uitoefening van rechten op de onroerende zaak.",Class,,{0BC18F79-3560-4e43-8154-7CCDC7D67A03},BRK,RSGB Model,,,id-0bc18f79-3560-4e43-8154-7ccdc7d67a03,Business object,21022024-11:03:02,,,,,,,,<memo>
246,INGEZETENE,"Een individueel menselijk wezen, ingeschreven in het Nederlands Bevolkingsregister.",Class,,{CA19D17F-3EB7-459d-9883-16F0C0B5D35E},,RSGB Model,,,id-ca19d17f-3eb7-459d-9883-16f0c0b5d35e,Business object,21022024-11:03:02,,,,,,,,
247,KUNSTWERKDEEL,"Onderdeel van een civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen.",Class,,{2EC96974-F21E-4bdb-AF4D-30D7091F5645},BGT,RSGB Model,,,id-2ec96974-f21e-4bdb-af4d-30d7091f5645,Business object,21022024-11:03:02,,,,,,,,<memo>
248,LIGPLAATS,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen plaats in het water al dan niet aangevuld met een op de oever aanwezig terrein of een gedeelte daarvan, die bestemd is voor het permanent afmeren van een voor woon-, bedrijfsmatige of recreatieve doeleinden geschikt vaartuig.",Class,,{F4978264-32A5-4e70-97A8-D142B64400A8},BAG,RSGB Model,,,id-f4978264-32a5-4e70-97a8-d142b64400a8,Business object,21022024-11:03:02,,,,,,,,<memo>
249,MAATSCHAPPELIJKE ACTIVITEIT,"Een verband tussen één of meer personen met voldoende mate van zelfstandigheid, inbreng van arbeid of middelen, winstoogmerk en extern optreden (i.g.v. een onderneming) dan wel een in een organisatorisch verband, dat toebehoort aan een niet-natuurlijk persoon welke registratieplichtig is, uitgeoefende activiteit die niet valt onder de criteria voor onderneming of bedrijfsmatigheid welke adresseerbaar is middels ofwel een vestiging ofwel het adres van een bepaalde vertegenwoordiger (i.g.v. een niet-ondernemings-activiteit).",Class,,{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},NHR,RSGB Model,,,id-3dc85114-5c3f-4930-b98b-6eb6ed71fc2e,Business object,21022024-11:03:02,,,,,,,,<memo>
250,ADRESSEERBAAR OBJECT AANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Class,,{BA35A5E2-5A1D-4328-91CD-D51694ED5FBA},BAG,RSGB Model,,,id-ba35a5e2-5a1d-4328-91cd-d51694ed5fba,Business object,21022024-11:03:02,,,,,,,,<memo>
251,ONBEGROEID TERREINDEEL,"Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, zonder aaneengesloten vegetatie.",Class,,{C32F1546-F793-4f13-91A4-2047E6DE6E91},BGT,RSGB Model,,,id-c32f1546-f793-4f13-91a4-2047e6de6e91,Business object,21022024-11:03:02,,,,,,,,<memo>
