nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-guid,GEMMA-type,datum-tijd-export,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-url,GEMMA-alternate-name,GGM-toelichting
822,Omgevingswaarderegel,"Omgevingswaarderegel
De beschrijving van een juridische regel gericht op een gestelde omgevingswaarde.
Het betreft hier een juridische regel die verplichtingen oplegt aan het bevoegd gezag dat deze regel opstelt.
Een omgevingswaarderegel is alleen gericht op een Omgevingswaarde (eventueel meerdere).",Class,,{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},,Omgevingswet,,,id-2fc6c6eb-df35-49e6-9694-1b8bd53537b0,Business object,21022024-11:03:02,,,,,,,,"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf."
823,Regel voor Iedereen,Een Juridische regel die voor eenieder werking heeft,Class,,{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},,Omgevingswet,,,id-3d9d2e7b-525e-43d9-b08f-ede47f8a0c94,Business object,21022024-11:03:02,,,,,,,,"Het betreft hier een algemeen geldende regel met directe werking voor eenieder. Anders gezegd, deze regels gelden voor eenieder in Nederland, inclusief voor de bevoegde gezagen zelf."
824,Thema,Kernachtige weergave van de grondgedachte achter een regel.,Class,,{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},,Omgevingswet,,,id-55fc829a-906b-4cb7-87d7-5bbae59e07a8,Data object,21022024-11:03:02,,,,,,,,
825,Conclusie,Conclusie van de check. Antwoord op de vraag of ik een melding moet doen of een vergunning aan moet vragen voor een bepaalde activiteit.,Class,,{C2A7756C-87E9-44f0-85A9-673F3956BB48},,Omgevingswet,,,id-c2a7756c-87e9-44f0-85a9-673f3956bb48,Business object,21022024-11:03:02,,,,,,,,
826,Indieningsvereisten,Dat wat de initiatiefnemer moet aanleveren om het bevoegd gezag een aanvraag te kunnen laten beoordelen. De indieningsvereisten is de set aan informatie (gegevens en / of bijlagen) die aan een aanvraag moet worden toegevoegd voor een bepaalde vergunning of melding.,Class,,{8587D910-7A9C-46d8-BF27-27433E9B6DAD},,Omgevingswet,,,id-8587d910-7a9c-46d8-bf27-27433e9b6dad,Business object,21022024-11:03:02,,,,,,,,
827,Maatregelen,Beschrijft welke handelingen iemand moet uitvoeren om aan Voorschriften te kunnen voldoen.,Class,,{45591365-C55F-4735-9533-D3BBB0AB6571},,Omgevingswet,,,id-45591365-c55f-4735-9533-d3bbb0ab6571,Business object,21022024-11:03:02,,,,,,,,
828,Toepasbare Regel,"<i>Vanwege de leesbaarheid wordt gewerkt met de term Toepasbare regel ipv regelbeheersobject</i>
<i>
</i><i>Een regelbeheerobject heeft een koppeling met een samenhangende set met regels om een afleiding te kunnen doen. Het regelbeheerobject ‘conclusie gevelaanpassing’ kan een vraag beantwoorden zoals: “Heb ik een vergunning nodig voor het veranderen van een kozijn, kozijninvulling of gevelpaneel”. Het regelbeheerobject ‘melding lozing’ beantwoordt de vraag “Wat moet ik aan informatie (gegevens en documenten) aanleveren als ik ga lozen vanuit particuliere huishoudens”. Het regelbeheerobject “Opslaan van gasolie smeerolie of afgewerkte olie in een bovengrondse opslagtank” </i>geeft aan welke maatregelen genomen dienen te worden.
Het regelbeheerobject is onderdeel van de functionele structuur. De set met regels is gedefinieerd in het Toepasbare regelbestand<sup>2</sup>.
",Class,,{10C06EB3-F94A-4005-9C66-0DAE61B96192},,Omgevingswet,,,id-10c06eb3-f94a-4005-9c66-0dae61b96192,Business object,21022024-11:03:02,,,,,,,,
829,ToepasbareRegelBestand,Bestand met aangeleverde toepasbare regels,Class,,{3120D398-95C1-42fe-B10F-4F3B6BF15D1A},,Omgevingswet,,,id-3120d398-95c1-42fe-b10f-4f3b6bf15d1a,Data object,21022024-11:03:02,,,,,,,,
830,Uitvoeringsregel,De uitvoeringsregels bepalen hoe de benodigde gegevens (input data) wordt uitgevraagd. Dit kan op verschillende manieren gebeuren zoals een vraag aan een initiatiefnemer of een bevraging van een registratie.,Class,,{1528D03C-4F22-4d6b-A44F-605802C195C4},,Omgevingswet,,,id-1528d03c-4f22-4d6b-a44f-605802c195c4,Business object,21022024-11:03:02,,,,,,,,
831,MultiPuntLijn(Multi)Vlak,"Een samengesteld geometrie datatype waarbij wordt afgedwongen dat één van de voorkomens van de attributen geometrieMultiPunt, geometrieLijn, geometrieVlak of geometrieMultivlak moet worden toegepast. 
",DataType,,{3616725E-8ABE-4756-9F76-EF38A8E7CE3D},Geonovum,Union,,,id-3616725e-8abe-4756-9f76-ef38a8e7ce3d,Data object,21022024-11:03:02,,,,,,,,
832,BAGObjectnummering,Unieke objectaanduiding van een object uit de BAG binnen een gemeente.,DataType,,{AB8B30D0-FD1F-4c44-9396-BB05389EA20B},BAG,Complex datatype,,,id-ab8b30d0-fd1f-4c44-9396-bb05389ea20b,Data object,21022024-11:03:02,,,,,,,,
833,CompositeID,"Unieke identificatie door het Kadaster toegekend. De identificatie heeft een opbouw conform NEN3610:2011 maar 
namespaces zijn onder beheer van kadaster (CDMKAD, delen van IMKAD) of Geonovum/NEN3610 (IMKAD). 
 
",DataType,,{D0110970-3A90-451c-9EF3-ABD4AD5AA82A},NEN3610,Complex datatype,,,id-d0110970-3a90-451c-9ef3-abd4ad5aa82a,Data object,21022024-11:03:02,,,,,,,,
834,TypeBedrag,Een hoeveelheid geld in cijfers in een bepaalde valuta.,DataType,,{510A0B01-75F9-430e-9FF1-99911FAA614E},BRK,Complex datatype,,,id-510a0b01-75f9-430e-9ff1-99911faa614e,Data object,21022024-11:03:02,,,,,,,,
835,TypeBreuk,De uitkomst van een deling van een geheel getal (de teller) door een ander geheel getal (de noemer).,DataType,,{02C9FDB1-0F08-4cd9-80FE-319F83C26757},BRK,Complex datatype,,,id-02c9fdb1-0f08-4cd9-80fe-319f83c26757,Data object,21022024-11:03:02,,,,,,,,
836,TypeKadastraleAanduiding,De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.,DataType,,{DB619B91-E690-49c0-88C0-733F37C0357B},BRK,Complex datatype,,,id-db619b91-e690-49c0-88c0-733f37c0357b,Data object,21022024-11:03:02,,,,,,,,
837,TypeKadastraleAanduiding - Copy,De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.,DataType,,{6591AE17-4C53-4cc4-B18F-655D25E5B0BE},BRK,Complex datatype,,,id-6591ae17-4c53-4cc4-b18f-655d25e5b0be,Data object,21022024-11:03:02,,,,,,,,
838,TypeKoopsom,"Hetbedrag, waarvoor één of meer onroerende zaken zijn verkregen, het koopjaar en een indicator of het meerdere onroerende goederen betreft.
",DataType,,{72D99BCE-F52F-4a19-90A6-5813DB40066B},BRK,Complex datatype,,,id-72d99bce-f52f-4a19-90a6-5813db40066b,Data object,21022024-11:03:02,,,,,,,,
839,TypeLabel,De tekst en positie van een label. ,DataType,,{C74E1553-32AE-4fd8-9796-00C6E1C51A11},BGT,Complex datatype,,,id-c74e1553-32ae-4fd8-9796-00c6e1c51a11,Data object,21022024-11:03:02,,,,,,,,
840,TypeLabelpositie,"De positie van een label op de kaart, samengesteld uit plaatsingspunt en rotatiehoek. 
",DataType,,{5EEC2C27-B576-4f86-9768-5E785592FA4F},BGT,Complex datatype,,,id-5eec2c27-b576-4f86-9768-5e785592fa4f,Data object,21022024-11:03:02,,,,,,,,
841,TypeLandinrichtingsrente,"De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.",DataType,,{46A510E7-E757-4ad6-B697-DF79FE87F4F2},BRK,Complex datatype,,,id-46a510e7-e757-4ad6-b697-df79fe87f4f2,Data object,21022024-11:03:02,,,,,,,,
842,TypeLandinrichtingsrente - Copy,"De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.",DataType,,{CA528BE2-8D22-440f-94BB-0209C7E9A2C0},BRK,Complex datatype,,,id-ca528be2-8d22-440f-94bb-0209c7e9a2c0,Data object,21022024-11:03:02,,,,,,,,
843,Geslachtsaanduiding MEDEWERKER,,Enumeration,,{1A398341-6C0F-43b2-9A22-9DF3CF68EDF0},,Enumeratiesoort,,,id-1a398341-6c0f-43b2-9a22-9df3cf68edf0,Data object,21022024-11:03:02,,,,,,,,
844,Soorten Klantcontact,,Enumeration,,{D2F0A41E-E49A-4d27-B0A2-DEF81C612A5B},,Enumeratiesoort,,,id-d2f0a41e-e49a-4d27-b0a2-def81c612a5b,Data object,21022024-11:03:02,,,,,,,,
845,Vertrouwelijk aanduiding DOCUMENT,,Enumeration,,{6219C450-09BD-4b0d-887B-911F72EDEF1B},,Enumeratiesoort,,,id-6219c450-09bd-4b0d-887b-911f72edef1b,Data object,21022024-11:03:02,,,,,,,,
846,Vervalreden BESLUIT,,Enumeration,,{4FEBD2DA-6129-405c-9164-E27591F1DC44},,Enumeratiesoort,,,id-4febd2da-6129-405c-9164-e27591f1dc44,Data object,21022024-11:03:02,,,,,,,,
847,Boolean,,Enumeration,,{9BD0FBCB-1A9E-4cab-9280-0EBC428E38F7},,Enumeratiesoort,,,id-9bd0fbcb-1a9e-4cab-9280-0ebc428e38f7,Data object,21022024-11:03:02,,,,,,,,
848,Gezinsrelatie,,Enumeration,,{8F83BD4F-86BF-459d-89EF-6E7CE6DCA385},,Enumeratiesoort,,,id-8f83bd4f-86bf-459d-89ef-6e7ce6dca385,Data object,21022024-11:03:02,,,,,,,,
849,Huishoudensoort,"<b>Definitie</b>:

Typering van het huishouden naar grootte en verbondenheid.

<b>Toelichting</b>:

Voor de definities van institutioneel huishouden en particulier huishouden: zie de toelichting bij het objecttype Huishouden. Onder Thuiswonende kinderen wordt verstaan: alle in het huishouden van hun ouder(s) aanwezige eigen, pleeg-, stief- of adoptiekinderen die ongehuwd zijn en zelf geen kinderen hebben (CBS, Huishoudensprognose 1996). In een adresseerbaar object kunnen één of meer huishoudens wonen. In de tabel worden de huishoudens gekarakteriseerd, uitgaande van de CBS-Huishoudensprognose. Tot de categorie Overig particulier huishouden behoren bijvoorbeeld: een woongroep, studenten die gezamenlijk een huishouden vormen, een kamerbewoner die in zijn eigen onderhoud voorziet, twee zussen die samenwonen.",Enumeration,,{593847E0-1DB5-4db9-89D0-BDBAA608A143},,Enumeratiesoort,,,id-593847e0-1db5-4db9-89d0-bdbaa608a143,Data object,21022024-11:03:02,,,,,,,,
850,aanduidingEigenaarGebruiker,Een aanduiding van alle waarden waarmee soort belang van een eigenaar / gebruiker wordt aangeduid. ,Enumeration,,{E5990F7B-3BD5-4e8f-9595-1F50FD952BD5},,Enumeratiesoort,,,id-e5990f7b-3bd5-4e8f-9595-1f50fd952bd5,Data object,21022024-11:03:02,,,,,,,,
851,aanduidingInhoudingVermissingReisdocument,"De mogelijke waarden van de aanduiding van inhouding of vermissing van een Nederlands reisdocument. 
Zie logisch ontwerp BRP bij de stamtabellen
",Enumeration,,{9B477DCC-620F-4128-A65D-0CD045BCE16B},,Enumeratiesoort,,,id-9b477dcc-620f-4128-a65d-0cd045bce16b,Data object,21022024-11:03:02,,,,,,,,
852,aangever,De aangever adreshouding mag alleen een binnen de centrale voorzieningen voorgedefinieerde waarde hebben. Zie logisch ontwerp BRP bij de stamtabellen,Enumeration,,{9FB86122-42DC-4375-ABF7-018B98BD3A3F},,Enumeratiesoort,,,id-9fb86122-42dc-4375-abf7-018b98bd3a3f,Data object,21022024-11:03:02,,,,,,,,
853,burgelijkeStaat,Een aanduiding van alle waarden die een burgelijke staat kan aannemen,Enumeration,,{CC77021D-2E01-45a9-BA46-7705DA27F49A},,Enumeratiesoort,,,id-cc77021d-2e01-45a9-ba46-7705da27f49a,Data object,21022024-11:03:02,,,,,,,,
854,adelijkeTitel,Zie logisch ontwerp BRP bij de stamtabellen,Enumeration,,{C27488AF-81A5-4ae3-8838-C036EA0B3167},,Enumeratiesoort,,,id-c27488af-81a5-4ae3-8838-c036ea0b3167,Data object,21022024-11:03:02,,,,,,,,
855,bouwkundigeBestemming,Een aanduiding van alle waarden waarmee de bouwkundige bestemming van een gebouwd object kan worden verbijzonderd,Enumeration,,{F17DBEB0-CCE5-46e8-920F-CDAFAD036E6A},,Enumeratiesoort,,,id-f17dbeb0-cce5-46e8-920f-cdafad036e6a,Data object,21022024-11:03:02,,,,,,,,
856,bronAdresBuitenland,,Enumeration,,{65CA94EA-CFF1-4c4d-9294-81E513440961},,Enumeratiesoort,,,id-65ca94ea-cff1-4c4d-9294-81e513440961,Data object,21022024-11:03:02,,,,,,,,
857,codeExploitant,De verschillende rechten voor exploitatie van een perceel in eigendom van de gemeenten,Enumeration,,{C9165029-12D2-4ed4-9CFB-016353926D82},,Enumeratiesoort,,,id-c9165029-12d2-4ed4-9cfb-016353926d82,Data object,21022024-11:03:02,,,,,,,,
858,functieOndersteunendWegdeel,Een aanduiding van alle waarden waarmee de functie van een ondersteunend wegdeel kan worden verbijzonderd,Enumeration,,{D01E5036-EAC0-4cdb-A96B-E31BCAEF106B},,Enumeratiesoort,,,id-d01e5036-eac0-4cdb-a96b-e31bcaef106b,Data object,21022024-11:03:02,,,,,,,,
859,functieOndersteunendWegdeelPlus,De verschillende  waarden waarmee een nadere classificatie van de functie van een ondersteunend wegdeel kan worden aangegeven.,Enumeration,,{A2AA4009-A19E-4309-8BC7-8633CEC76B49},,Enumeratiesoort,,,id-a2aa4009-a19e-4309-8bc7-8633cec76b49,Data object,21022024-11:03:02,,,,,,,,
860,functieSpoor,Een aanduiding van alle waarden waarmee de functie van een spoor kan worden verbijzonderd,Enumeration,,{3F8B80B4-05F9-4b76-B33B-2F9FD04AAFA0},,Enumeratiesoort,,,id-3f8b80b4-05f9-4b76-b33b-2f9fd04aafa0,Data object,21022024-11:03:02,,,,,,,,
861,functieWeg,Een aanduiding van alle waarden waarmee het hoofdgebruiksdoel van een weg kan worden verbijzonderd,Enumeration,,{7BDE072F-0E66-475b-9E1B-87112E0E538C},,Enumeratiesoort,,,id-7bde072f-0e66-475b-9e1b-87112e0e538c,Data object,21022024-11:03:02,,,,,,,,
862,functieWegPlus,De verschillende waarden waarmee een nadere categorisering van het gebruiksdoel van een weg kan worden verbijzonderd,Enumeration,,{0A81C802-DF17-453f-B136-57844E8EA5CD},,Enumeratiesoort,,,id-0a81c802-df17-453f-b136-57844e8ea5cd,Data object,21022024-11:03:02,,,,,,,,
863,fysiekVoorkomenBegroeidTerrein,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een begroeid terrein kan worden verbijzonderd,Enumeration,,{62B611C8-140B-42dd-8327-D258EB9D9E92},,Enumeratiesoort,,,id-62b611c8-140b-42dd-8327-d258eb9d9e92,Data object,21022024-11:03:02,,,,,,,,
864,fysiekVoorkomenBegroeidTerreinPlus,De verschillende waarden waarmee een nadere categorisering van het fysiek voorkomen van een begroeid terrein kan worden verbijzonderd,Enumeration,,{7EC13CE7-ECD4-4a02-8844-3FD6AC4C52C7},,Enumeratiesoort,,,id-7ec13ce7-ecd4-4a02-8844-3fd6ac4c52c7,Data object,21022024-11:03:02,,,,,,,,
865,fysiekVoorkomenOnbegroeidTerrein,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een onbegroeid terrein kan worden verbijzonderd,Enumeration,,{3E70AED6-A01D-4482-8158-BC4EA16804CF},,Enumeratiesoort,,,id-3e70aed6-a01d-4482-8158-bc4ea16804cf,Data object,21022024-11:03:02,,,,,,,,
866,fysiekVoorkomenOnbegroeidTerreinPlus,Een aanduiding van alle waarden waarmee een nadere categorisering van het fysiek voorkomen van een onbegroeid terrein kan worden verbijzonderd,Enumeration,,{A9A8DD54-7906-4a59-85CF-1D32B7806A68},,Enumeratiesoort,,,id-a9a8dd54-7906-4a59-85cf-1d32b7806a68,Data object,21022024-11:03:02,,,,,,,,
867,fysiekVoorkomenOndersteunendWegdeel,Een aanduiding van alle waarden die de mate waarin een ondersteunend wegdeel al of niet verhard is weergeven,Enumeration,,{E3C11CC8-D5A9-468b-AD26-8B3D5464EA87},,Enumeratiesoort,,,id-e3c11cc8-d5a9-468b-ad26-8b3d5464ea87,Data object,21022024-11:03:02,,,,,,,,
868,fysiekVoorkomenOndersteunendWegdeelPlus,"De verschillend waarden die een nadere classificatie van de mate waarin een ondersteunend wegdeel al of niet verhard is, kan aannemen.",Enumeration,,{EF39D22A-B429-43b3-8099-E45C7482ED41},,Enumeratiesoort,,,id-ef39d22a-b429-43b3-8099-e45c7482ed41,Data object,21022024-11:03:02,,,,,,,,
869,fysiekVoorkomenWeg,Een aanduiding van alle waarden waarmee het fysiek voorkomen van een weg kan worden verbijzonderd,Enumeration,,{A9215E2C-A24F-41b3-A44B-DA59870AB17D},,Enumeratiesoort,,,id-a9215e2c-a24f-41b3-a44b-da59870ab17d,Data object,21022024-11:03:02,,,,,,,,
870,fysiekVoorkomenWegPlus,"De verschillende waarden die een nadere classificatie van de mate waarin een wegdeel al of niet verhard is, kan aannemen.",Enumeration,,{9E1309B5-D4B2-4413-AE03-5EFA7EAF8041},,Enumeratiesoort,,,id-9e1309b5-d4b2-4413-ae03-5efa7eaf8041,Data object,21022024-11:03:02,,,,,,,,
871,gebruiksdoel,"Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan 
worden verbijzonderd.",Enumeration,,{6C1FC62B-EE66-4c73-BDBF-A59114A3806A},,Enumeratiesoort,,,id-6c1fc62b-ee66-4c73-bdbf-a59114a3806a,Data object,21022024-11:03:02,,,,,,,,
872,geslacht,,Enumeration,,{5868306F-8B4E-4cd0-A47E-D171DAE493D5},,Enumeratiesoort,,,id-5868306f-8b4e-4cd0-a47e-d171dae493d5,Data object,21022024-11:03:02,,,,,,,,
873,inwinningsmethodeOppervlakte,Een codering van de verschillende waarden die de inningswijze van een verkrijging oppervlakte kan aannemen.,Enumeration,,{C31CF2FB-6A99-4367-A8D5-DAE5495547A5},,Enumeratiesoort,,,id-c31cf2fb-6a99-4367-a8d5-dae5495547a5,Data object,21022024-11:03:02,,,,,,,,
874,inwinningsmethodeGeometrie,Een codering van de verschillende waarden die de inwinning geometrie kan aannemen,Enumeration,,{C6594858-EB0F-4fe0-A8AD-B952291429E4},,Enumeratiesoort,,,id-c6594858-eb0f-4fe0-a8ad-b952291429e4,Data object,21022024-11:03:02,,,,,,,,
875,naamgebruik,De voorgedefinieerde waarden van naamgebruik volgens de centrale voorzieningen. Zie attribuut <i>Naamgebruik</i> van groep A.1.12 Naamgebruik van BRP.,Enumeration,,{C252CE97-1239-44b4-9180-8DAD48897FA0},,Enumeratiesoort,,,id-c252ce97-1239-44b4-9180-8dad48897fa0,Data object,21022024-11:03:02,,,,,,,,
876,ontsluitingswijzeVerdieping,De verschillende waarden die de ontsluiting van een verdieping kan aannemen.,Enumeration,,{96FFDD15-A8C1-46aa-A233-2F0F50DC9069},,Enumeratiesoort,,,id-96ffdd15-a8c1-46aa-a233-2f0f50dc9069,Data object,21022024-11:03:02,,,,,,,,
877,predicaat,Een erenaam of betiteling van een persoon zoals die voorkomen in de centrale voorzieningen. Zie logisch ontwerp BRP bij de stamtabellen,Enumeration,,{258FF0B3-7C1C-42ae-85C2-5D59D08DC64E},,Enumeratiesoort,,,id-258ff0b3-7c1c-42ae-85c2-5d59d08dc64e,Data object,21022024-11:03:02,,,,,,,,
878,redenEindeRelatie,De mogelijke redenen voor het beëindigen van een huwelijk of geregistreerd partnerschap. Zie logisch ontwerp BRP bij de stamtabellen,Enumeration,,{2C60DCDA-1F7A-4b5a-8B07-90F38762146D},,Enumeratiesoort,,,id-2c60dcda-1f7a-4b5a-8b07-90f38762146d,Data object,21022024-11:03:02,,,,,,,,
879,redenWijzigingAdres,De aanduiding waarom het adres is gewijzigd.Zie logisch ontwerp BRP bij de stamtabellen,Enumeration,,{8555EE0F-7514-4a93-8469-FDAEB28E2626},,Enumeratiesoort,,,id-8555ee0f-7514-4a93-8469-fdaeb28e2626,Data object,21022024-11:03:02,,,,,,,,
880,soortBewind,Een aanduiding van de soorten bewind  waaronder een niet natuurlijke persoon kan staan.,Enumeration,,{34742A68-FA8B-45fd-A99F-90889FA2C5DD},,Enumeratiesoort,,,id-34742a68-fa8b-45fd-a99f-90889fa2c5dd,Data object,21022024-11:03:02,,,,,,,,
881,soortBijzondereRechtstoestandNatuurlijkPersoon,Een aanduiding van de bijzondere rechtstoestanden waarin een natuurlijke persoon kan verkeren,Enumeration,,{8B3F4F93-218F-4014-8698-A840E0D82CE4},,Enumeratiesoort,,,id-8b3f4f93-218f-4014-8698-a840e0d82ce4,Data object,21022024-11:03:02,,,,,,,,
882,soortBijzondereRechtstoestandNietNatuurlijkPersoon,Een aanduiding van de bijzondere rechtstoestanden waarin een niet natuurlijke persoon kan verkeren,Enumeration,,{A67D8A18-D8AE-4898-A186-CF27566A7AFC},,Enumeratiesoort,,,id-a67d8a18-d8ae-4898-a186-cf27566a7afc,Data object,21022024-11:03:02,,,,,,,,
883,soortGebruik,Typering van het WOZ-object naar soorten gebruik,Enumeration,,{2DA8DC70-F107-4216-BA6A-16200F7B647D},,Enumeratiesoort,,,id-2da8dc70-f107-4216-ba6a-16200f7b647d,Data object,21022024-11:03:02,,,,,,,,
884,soortMigratie,A.1.23. Soort migratie van BRP,Enumeration,,{19B098F9-C63C-40ce-848D-093B73DE8710},,Enumeratiesoort,,,id-19b098f9-c63c-40ce-848d-093b73de8710,Data object,21022024-11:03:02,,,,,,,,
885,soortPubliekrechtelijkRechtsvorm,Door de Kamers van Koophandel vastgestelde publiekrechtelijk rechtsvormen.,Enumeration,,{3E5210CC-DEDD-494c-94A2-FA767D54275A},,Enumeratiesoort,,,id-3e5210cc-dedd-494c-94a2-fa767d54275a,Data object,21022024-11:03:02,,,,,,,,
886,soortRechtsvorm,"Door de Kamers van Koophandel vastgestelde rechtsvormen van binnenlandse rechtspersonen (in oprichting), samenwerkingsverbanden en buitenlandse vennootschap met een onderneming of vestiging in Nederland",Enumeration,,{EE5726F5-3FA7-4476-B74B-1C0775775F6B},,Enumeratiesoort,,,id-ee5726f5-3fa7-4476-b74b-1c0775775f6b,Data object,21022024-11:03:02,,,,,,,,
887,soortWoonobject,"<font color=""#0f0f0f"">De verschillende waarden die een soort woonobject kan aannemen.</font>",Enumeration,,{F6BCD582-C397-4e96-BE6D-55FFE7380DF1},,Enumeratiesoort,,,id-f6bcd582-c397-4e96-be6d-55ffe7380df1,Data object,21022024-11:03:02,,,,,,,,
888,statusWOZ-Beschikking,"<font color=""#0f0f0f"">De verschillende waarden die de status van een beschikking waarmee de waarde is vastgesteld, kan aannemen.</font>",Enumeration,,{AF94EA13-2E6F-49fe-A6F8-1C599E9B27EC},,Enumeratiesoort,,,id-af94ea13-2e6f-49fe-a6f8-1c599e9b27ec,Data object,21022024-11:03:02,,,,,,,,
889,statusGeoObject,Een aanduiding van alle waarden van de status  die een geo-object kan aannemen.,Enumeration,,{0F81E79F-B306-40b9-ADCA-59A1E3F55D2B},,Enumeratiesoort,,,id-0f81e79f-b306-40b9-adca-59a1e3f55d2b,Data object,21022024-11:03:02,,,,,,,,
890,StatLigplaatsStandplaats,"Een aanduiding van alle waarden die de status van een lig- of standplaats  
kan aannemen. ",Enumeration,,{C27A40AB-D4D2-497b-923F-9C2251708BEF},,Enumeratiesoort,,,id-c27a40ab-d4d2-497b-923f-9c2251708bef,Data object,21022024-11:03:02,,,,,,,,
891,statusNummeraanduiding,Een aanduiding van alle  fases van de levenscyclus  die een  nummeraanduiding kan aannemen.,Enumeration,,{567C34A4-213A-4c9b-B96D-D339BAC041A0},,Enumeratiesoort,,,id-567c34a4-213a-4c9b-b96d-d339bac041a0,Data object,21022024-11:03:02,,,,,,,,
892,statusOpenbareRuimte,Een aanduiding van alle fasen van de levenscyclus die een openbare ruimte kan aannemen.,Enumeration,,{65E6F13C-2892-4068-9881-8B27C8134F14},,Enumeratiesoort,,,id-65e6f13c-2892-4068-9881-8b27c8134f14,Data object,21022024-11:03:02,,,,,,,,
893,statusPand,De verschillende waarden die de status van een pand kan aannemen. ,Enumeration,,{E2CC5DFC-C264-4c21-8E47-F551958E1C17},,Enumeratiesoort,,,id-e2cc5dfc-c264-4c21-8e47-f551958e1c17,Data object,21022024-11:03:02,,,,,,,,
894,statusVerblijfsobject,Een aanduiding van alle waarden die de status van een verblijfsobject kan aannemen. ,Enumeration,,{7D71D6E8-89EB-4731-952B-FB4573D06DBE},,Enumeratiesoort,,,id-7d71d6e8-89eb-4731-952b-fb4573d06dbe,Data object,21022024-11:03:02,,,,,,,,
895,statusVoortgangBouw,Een aanduiding van alle fases die de voortgang bouw pand kan aannemen.,Enumeration,,{8C49F097-6D95-4406-B3B7-58AC102B6FD2},,Enumeratiesoort,,,id-8c49f097-6d95-4406-b3b7-58ac102b6fd2,Data object,21022024-11:03:02,,,,,,,,
896,statusWoonplaats,"Een aanduiding van alle waarden die de status van een woonplaats 
kan aannemen. ",Enumeration,,{3CF7C652-66DF-48c0-95D6-FC742C6DAAC0},,Enumeratiesoort,,,id-3cf7c652-66df-48c0-95d6-fc742c6daac0,Data object,21022024-11:03:02,,,,,,,,
897,statusWOZ(Deel)Object,Een aanduiding van alle  fasen van de levenscyclus van WOZ-(deel)objecten,Enumeration,,{4C3EC32C-0910-4a25-8F1D-B9529A06B272},,Enumeratiesoort,,,id-4c3ec32c-0910-4a25-8f1d-b9529a06b272,Data object,21022024-11:03:02,,,,,,,,
898,typeOverbrugging,Een codering van de verschillende waarden die de typering van een overbrugging kan aannemen.,Enumeration,,{F6175714-DD26-4c1d-BE2D-F9A60E9B0717},,Enumeratiesoort,,,id-f6175714-dd26-4c1d-be2d-f9a60e9b0717,Data object,21022024-11:03:02,,,,,,,,
899,typeringAppartementsrechtsplitsing,De verschillende waarden die de typering van appartementsrechtsplitsingen kan aannemen.,Enumeration,,{6D64D2BB-B7FF-4771-B12F-F97458E8447F},,Enumeratiesoort,,,id-6d64d2bb-b7ff-4771-b12f-f97458e8447f,Data object,21022024-11:03:02,,,,,,,,
900,typeringFunctie,De verschillende waarden die een type functie conform KvK kan aannemen,Enumeration,,{259418D3-0294-4f13-A001-A84B00AFA11A},,Enumeratiesoort,,,id-259418d3-0294-4f13-a001-a84b00afa11a,Data object,21022024-11:03:02,,,,,,,,
901,typeringFunctionaris,De verschillende waarden die een type functionaris conform KvK kan aannemen.,Enumeration,,{75587AAD-69CF-4db2-B8CB-F2C49BB84B9E},,Enumeratiesoort,,,id-75587aad-69cf-4db2-b8cb-f2c49bb84b9e,Data object,21022024-11:03:02,,,,,,,,
902,typeringFunctioneelGebied,De verschillende waarden die de typering  van het functioneel gebied kan aannemen.,Enumeration,,{9691D0DC-42FD-4590-A7AE-48A29EC9FAB6},,Enumeratiesoort,,,id-9691d0dc-42fd-4590-a7ae-48a29ec9fab6,Data object,21022024-11:03:02,,,,,,,,
903,typeringGebouwinstallatie,"De verschillende waarden die de typering van een gebouwinstallatie kan aannemen.
",Enumeration,,{EAAA0011-DD1F-4430-90EC-73150DE47D9C},,Enumeratiesoort,,,id-eaaa0011-dd1f-4430-90ec-73150de47d9c,Data object,21022024-11:03:02,,,,,,,,
904,typeringIngeschrevenNietNatuurlijkPersoon,De verschillende waarden die de typering van een ingeschreven niet natuurlijk personen conform KvK kan aannemen,Enumeration,,{536B347B-01A6-417c-A01D-1739BBD0B2E5},,Enumeratiesoort,,,id-536b347b-01a6-417c-a01d-1739bbd0b2e5,Data object,21022024-11:03:02,,,,,,,,
