,naam,definitie,uml-type,ggm-guid,ggm-source-guid,ggm-target-guid,toelichting,archimate-type,gemma-guid,gemma-source-guid,gemma-target-guid,datum-tijd-export
548,,,Generalization,{E86953B8-2000-47ce-B010-617922D06209},{598F7015-C6B5-4eed-80A6-139B62324678},{EE5472C2-193E-4432-B175-78D6DF1D357B},,,,,,25102023-07:53:00
549,,,Generalization,{BD79AE98-4F00-4a06-9568-5A40F7D55F63},{526489DC-4D57-4e6d-8338-5F7C898162F6},{EE5472C2-193E-4432-B175-78D6DF1D357B},,,,,,25102023-07:53:00
550,verblijft,,Association,{903DDEF6-9B11-46cf-A9A9-5E1C880CDABB},{598F7015-C6B5-4eed-80A6-139B62324678},{40C9655E-15CF-4b46-8B59-FD8D4CBC57B5},,,,,,25102023-07:53:00
551,is gekoppeld aan ,,Association,{5F26AFF9-ADDC-4234-AB26-A3E9201A2CAF},{598F7015-C6B5-4eed-80A6-139B62324678},{B0D9792B-46E7-4b88-B267-C72691616733},,,,,,25102023-07:53:00
552,ligt in,De gemeente waarin de wijk is gelegen.,Association,{D617F437-70A0-4c93-B04F-628EE7EDDB2D},{2F759BC4-7E3C-4ce9-94FF-33A4106A6E5A},{B0D9792B-46E7-4b88-B267-C72691616733},<memo>,,,,,25102023-07:53:00
553,ligt in,De GEMEENTE waarin de WOONPLAATS is gelegen.,Association,{A6CB5E7A-4B48-4eeb-8462-F517C276BA67},{039AFF88-F5F7-4c1a-B7E4-1BDFC495F67A},{B0D9792B-46E7-4b88-B267-C72691616733},<memo>,,,,,25102023-07:53:00
554,is overgegaan in,De nieuwe GEMEENTE waarin de GEMEENTE bij zijn opheffing c.q. na herindeling is overgegaan.,Association,{37F200B1-6FE0-4e06-BD2C-633C7FD25541},{B0D9792B-46E7-4b88-B267-C72691616733},{B0D9792B-46E7-4b88-B267-C72691616733},<memo>,,,,,25102023-07:53:00
555,Onderdeel van,,Association,{04F5981A-6C61-4431-A2CA-82DCFA1FDD9B},{783B026E-E993-467c-85E0-E90E9E01BAA0},{F9B2A863-63C8-4229-906A-D0891BB4F021},,,,,,25102023-07:53:00
556,Onderdeel van,,Association,{9DE13CC8-C495-4f21-8538-B6967FEEE075},{2177E7F0-0F76-41b7-B5CA-5FE182355E94},{F9B2A863-63C8-4229-906A-D0891BB4F021},,,,,,25102023-07:53:00
557,Afgerond met,,Association,{61E77119-7B76-4855-9CFE-39C02A9AB2E8},{DCE46ABA-613D-4204-86F4-35F517FF680F},{F9B2A863-63C8-4229-906A-D0891BB4F021},,,,,,25102023-07:53:00
558,onderdeel van,,Association,{36F38F1C-2F35-4088-A9E7-35BF53C3E709},{8B394DCE-C3C4-4262-9460-8EF130E90D83},{F9B2A863-63C8-4229-906A-D0891BB4F021},,,,,,25102023-07:53:00
559,Activiteit van,,Association,{9B1727F0-EB4D-4628-A8C0-71A1E8F6EB1D},{0BA6F50C-B184-41d6-84E1-A587F550098A},{9FE5683A-001F-4570-992F-34369F72451C},,,,,,25102023-07:53:00
560,afgesproken in,,Association,{8E0A85FD-9A97-40f3-A4FA-96B74FE20774},{51285531-9529-4b2d-9EC6-B6BAEA729D9A},{94EB7844-F863-4330-A15A-06ED4D1401E0},,,,,,25102023-07:53:00
561,Onderdeel van,,Association,{0E53F980-7E1F-44e7-AAC4-6DC0A2DDE442},{38CD50D1-D0D2-4550-BBAF-5FDC52C8109F},{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,25102023-07:53:00
562,,,Generalization,{430F451C-7E16-49fa-B150-F749FBDA48B3},{9FE5683A-001F-4570-992F-34369F72451C},{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,25102023-07:53:00
563,,,Generalization,{ACD04C77-5F6B-43b5-B0F6-A503A30B3DC5},{E4266DEA-CDB0-4568-AB4D-8B3C21976E82},{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,25102023-07:53:00
564,,,Generalization,{F9962311-6EE0-4ba9-BA2C-4E9C071CC3CB},{E5FC387A-F29B-460f-9811-3E6E1782B049},{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,25102023-07:53:00
565,,,Association,{07D6B7FF-09FC-4f30-B4CF-85EE247E38B9},{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},{DCE46ABA-613D-4204-86F4-35F517FF680F},,,,,,25102023-07:53:00
566,Leid tot,,Association,{18BB4C56-7880-4b1e-9FE8-1F2DF357CE51},{94EB7844-F863-4330-A15A-06ED4D1401E0},{8B394DCE-C3C4-4262-9460-8EF130E90D83},,,,,,25102023-07:53:00
567,valt binnen,,Association,{517568B0-A13C-4f0f-8C5E-6E01CD68358B},{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},{462E3982-56C3-4442-BE2F-2C23A7ED6015},,,,,,25102023-07:53:00
568,heeft,,Association,{A9B9419C-C849-441a-86D8-3AC45CE560D3},{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},{57F01465-EE56-4c33-9BD9-8DB351A2C530},,,,,,25102023-07:53:00
569,bevat,,Association,{530BD4D3-FF9D-47d6-BCA7-06BCD10417D1},{9FBF9FB8-B28D-4733-8443-607B8498F446},{57F01465-EE56-4c33-9BD9-8DB351A2C530},,,,,,25102023-07:53:00
570,betreft,,Association,{05C3C815-25CE-4342-A356-FA5E9120A124},{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},,,,,,25102023-07:53:00
571,voorziening,,Association,{986099D4-182A-4e44-8E8E-4975940E3376},{F0CE97B6-3004-4424-A0AA-5034BC0144D1},{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},,,,,,25102023-07:53:00
572,is voorziening,,Association,{21C88910-836E-4469-B652-8359A6183C8C},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},{EAAF2F59-6BC0-4243-B126-A8E604B32C5E},,,,,,25102023-07:53:00
573,leverancier,,Association,{7A1CE4C1-6A3D-4ddd-88EA-F9FE9398E13F},{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,25102023-07:53:00
574,levert voorziening,,Association,{65B6883C-78DF-48b7-BC4E-C6FDCC1B9E2A},{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,25102023-07:53:00
575,heeft,,Association,{FA64AD6E-C1D7-467a-8DCA-B830A678F036},{57F01465-EE56-4c33-9BD9-8DB351A2C530},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,25102023-07:53:00
576,Verplichting aan,,Association,{AD790AA5-3D88-40c9-9FE7-A7EDDBF66C7E},{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,25102023-07:53:00
577,Ingediend door,,Association,{CC023CF5-CF29-43e1-8F6A-F1B4614306D2},{5E542F35-E413-49c4-8FB7-335B6BE9667A},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,25102023-07:53:00
578,betreft,,Association,{D2F0539A-1C19-499f-A58B-9EB002936CCB},{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
579,prestatie voor,,Association,{49E9E9A9-6284-4b72-A74F-9FC297060B71},{F0CE97B6-3004-4424-A0AA-5034BC0144D1},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
580,heeft,,Association,{58333E4E-8EE0-430f-9451-1F2C0086D94A},{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
581,betreft,,Association,{D2A64BBB-CF64-4e28-9FF7-5BB5A5122207},{F73F6BFE-9CFE-4497-80E3-CADAA344CF69},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
582,ondersteunt client,,Association,{BBB0C356-446A-4c07-A599-5915989A3B0F},{276E1BF9-E902-4303-A9E7-048627E0DC84},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
583,,,Association,{0607E9E7-5520-4f88-A75B-C39FA879B947},{71D7E96D-641A-4b6a-A325-DED07C3B5836},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
584,heeft,,Association,{90F004CE-1EA4-4ba4-A30A-593E8594B53B},{0FA25A4F-DF7F-4feb-9460-19D054E874F8},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
585,heeft,,Association,{16B5C6F2-2668-4586-9717-DAEB205D9712},{BE7C28C6-0922-4c6a-A953-3D598D991AB5},{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,25102023-07:53:00
586,leidt tot,,Association,{EE14C3D4-EB6B-475f-9445-08C464180657},{9F392B0B-1654-4b4e-9261-F0A90DA1F7BD},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
587,geleverde prestatie,,Association,{1AB8DE4C-D59A-4be0-BB17-4337950922D9},{F0CE97B6-3004-4424-A0AA-5034BC0144D1},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
588,is voor,,Association,{E9CC210C-B151-47b6-A5BA-AC4E849EB25E},{F73F6BFE-9CFE-4497-80E3-CADAA344CF69},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
589,geeft af,,Association,{9C991608-E67B-4958-9121-DCA1082601CE},{276E1BF9-E902-4303-A9E7-048627E0DC84},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
590,betreft,,Association,{068E75CF-3D2D-4964-8957-A322D8902B08},{A9D093FB-B3D1-46e5-B263-6C4D61F0C5D1},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
591,is gebaseerd op,,Association,{B351492B-CB3B-40e7-8893-75B45A6AA17F},{F110608E-9C6A-4d66-BDCB-F4B2465E3CFD},{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,,25102023-07:53:00
592,onderkent scores,,Association,{6B0F940E-3386-401a-AC21-169514BAAAB4},{6C27D3D1-FBCE-4504-AF1E-48B4A4CB02EA},{653EA248-1547-4f8b-B026-B44FEEC711B2},,,,,,25102023-07:53:00
593,hoogte score,,Association,{5E95CEAC-D815-4ec4-9D75-A27E0E0FBA3A},{5A367DA9-DE05-4b3b-954D-24271FD4FB76},{653EA248-1547-4f8b-B026-B44FEEC711B2},,,,,,25102023-07:53:00
594,onderkent leefgebiieden,,Association,{CA494862-38C0-4098-8995-1953CABDDBF3},{6C27D3D1-FBCE-4504-AF1E-48B4A4CB02EA},{C55180D9-A5C3-4859-BD88-7686F5384157},,,,,,25102023-07:53:00
595,score bij leeggebied,,Association,{B620036D-4786-442c-B36C-82307BAB6EE5},{5A367DA9-DE05-4b3b-954D-24271FD4FB76},{C55180D9-A5C3-4859-BD88-7686F5384157},,,,,,25102023-07:53:00
596,is soort,,Association,{5B20AB3F-D1D0-4f8d-BC22-558AFF53BFC7},{3DF01B79-6712-473e-9878-594CB5AE95A7},{F5FAF498-F536-4fb3-9948-73EBCDF61AD5},,,,,,25102023-07:53:00
597,maakt onderdeel van,,Association,{7183497F-E505-4dc0-A153-04A52CE79C5E},{3DF01B79-6712-473e-9878-594CB5AE95A7},{F0467610-553B-47cd-A9F7-3B1D20CC425E},,,,,,25102023-07:53:00
598,maakt onderdeel uit van,,Association,{84E3BDE3-49ED-4f04-BD2D-F6030EE3EDC5},{DAF09055-A5A6-4ff4-A158-21B20567B296},{F0467610-553B-47cd-A9F7-3B1D20CC425E},,,,,,25102023-07:53:00
599,geleverde zorg,,Association,{83C1A430-8D5D-484e-8D45-00CD5B692BCB},{F0CE97B6-3004-4424-A0AA-5034BC0144D1},{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},,,,,,25102023-07:53:00
600,Toegewezen Product,,Association,{3B93901B-8280-44f1-8D68-F27250F93A89},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},,,,,,25102023-07:53:00
601,toewijzing,,Association,{3C8D1B70-4F90-4ac7-A839-BE567A7ECCC5},{71D7E96D-641A-4b6a-A325-DED07C3B5836},{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},,,,,,25102023-07:53:00
602,is op basis van,,Association,{7D705C7A-3508-43e3-B862-6C76A6FC5BA5},{01ECE551-A7B0-4b99-B6E7-F654D6AC15D5},{F73F6BFE-9CFE-4497-80E3-CADAA344CF69},,,,,,25102023-07:53:00
603,,,Association,{624544D9-080C-43d0-8CE8-2FF792248E35},{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},,,,,,25102023-07:53:00
604,betreft,,Association,{521168CE-11F7-4535-9176-B3112230C519},{84FE9B56-158D-4b65-BCC1-5FE29D071FCC},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},,,,,,25102023-07:53:00
605,heeft voorzieningen,,Association,{2692726B-3EC8-43f0-A1EF-492B29B6AF55},{71D7E96D-641A-4b6a-A325-DED07C3B5836},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},,,,,,25102023-07:53:00
606,,,Association,{486398C8-20C1-48d7-8475-A5BE1C06DB0D},{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},{BE7C28C6-0922-4c6a-A953-3D598D991AB5},,,,,,25102023-07:53:00
607,betreft,,Association,{8FC94DB9-E4AB-4c2f-9BDF-991986557581},{71D7E96D-641A-4b6a-A325-DED07C3B5836},{BE7C28C6-0922-4c6a-A953-3D598D991AB5},,,,,,25102023-07:53:00
608,,,Generalization,{64F4A773-5E68-4ae8-8065-4E814C9663A0},{EC0FB9CB-B407-49b4-8FCF-8837E7A72DA9},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
609,betreft,,Association,{5D27EFEE-7414-4083-B02C-A9F6D5F1D578},{1D87490A-9F07-424f-BE6F-5E9C11376B05},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
610,mondt uit in ,,Association,{AD817D28-F4F3-47c6-AB94-EE00A505B132},{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
611,heeft,,Association,{11C86045-388F-48a6-8BD6-7BA9928D9D64},{D90E822D-7EF8-4ea6-AF5C-4A4362577941},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
612,oorspronkelijk,,Association,{B352FC5A-89BA-4c9c-9D7C-50CAD3BE05DE},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
613,gerelateerd,,Association,{B23EDC61-B59E-4366-A6D7-038C24AE04CF},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
614,gedekt via,,Association,{74E19019-808A-42c7-9881-B210F10203CC},{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,25102023-07:53:00
615,leverde prestatie,,Association,{8C14443A-7D04-4c37-B966-C3B55F35C468},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},{F0CE97B6-3004-4424-A0AA-5034BC0144D1},,,,,,25102023-07:53:00
616,heeft,,Association,{77CD93A7-63DA-4704-BEFB-E6171E770244},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,25102023-07:53:00
617,contractant,,Association,{A4596611-218A-45df-8EF8-096FCCD8114A},{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,25102023-07:53:00
618,bovenliggend,,Association,{E09C6849-4665-4bfe-83BA-D220F55E1139},{9FBF9FB8-B28D-4733-8443-607B8498F446},{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,25102023-07:53:00
619,betreft,,Association,{8A886AB2-1EDA-4982-8EAD-4C7AC3A10631},{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,25102023-07:53:00
620,betreft,,Association,{741488BC-0571-413b-99F6-FC434B85F7B2},{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,25102023-07:53:00
621,valt binnen,,Association,{F136689A-92FE-4e0d-973C-2636E57C7825},{F73F6BFE-9CFE-4497-80E3-CADAA344CF69},{5E542F35-E413-49c4-8FB7-335B6BE9667A},,,,,,25102023-07:53:00
622,heeft,,Association,{656A8E26-0332-4854-8F8D-C5B2EA71C5D2},{276E1BF9-E902-4303-A9E7-048627E0DC84},{A22B8038-3C04-44a7-8E75-90A3A5E2615B},,,,,,25102023-07:53:00
623,heeft,,Association,{DED75E94-E6C5-4f02-A427-BEDEFBAA92A5},{DAF09055-A5A6-4ff4-A158-21B20567B296},{A22B8038-3C04-44a7-8E75-90A3A5E2615B},,,,,,25102023-07:53:00
624,maakt onderdeel uit van,,Association,{24F2CEAD-9FEF-4696-83AD-B94EE8624FDF},{276E1BF9-E902-4303-A9E7-048627E0DC84},{909A4134-4697-481e-9110-6386D0F6CAAD},,,,,,25102023-07:53:00
625,begeleidt,,Association,{A619E2E7-7322-42a1-8EE3-D5F0BD179271},{276E1BF9-E902-4303-A9E7-048627E0DC84},{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},,,,,,25102023-07:53:00
626,heeft participatietraject,,Association,{3541FBE6-4ADF-4a7a-BEFD-0AA84D704326},{DAF09055-A5A6-4ff4-A158-21B20567B296},{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},,,,,,25102023-07:53:00
627,,,Association,{5A3668C5-2C9F-4231-BC06-D1A69BDDA5CE},{276E1BF9-E902-4303-A9E7-048627E0DC84},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
628,Voorziening Bijstandspartij,,Association,{5E157D7D-4E57-43e8-8432-79971CEA5A2C},{DAF09055-A5A6-4ff4-A158-21B20567B296},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
629,is partner van,,Association,{28E29059-DBFC-4cfc-A99F-940A0853B602},{DAF09055-A5A6-4ff4-A158-21B20567B296},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
630,heeft voorziening,,Association,{CE467A42-14DD-488c-AEAA-FD1A268DF8B7},{DAF09055-A5A6-4ff4-A158-21B20567B296},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
631,is soort voorziening,,Association,{CA3F2F05-2D8A-4e33-A4ED-A35C7D2D5B1F},{AF18E7D3-279D-4323-B785-6C75B4701430},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
632,heeft uitkering,,Association,{BCF11527-05CB-487d-A009-91EAFA3FE979},{AF9534B0-7CBD-4061-9276-A7B6698B383A},{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,25102023-07:53:00
633,heeft uitstroomreden,,Association,{79E7A915-07A7-4fbd-939F-5BCF86B282BC},{DAF09055-A5A6-4ff4-A158-21B20567B296},{42D33289-422A-4d94-BE6B-44B34CC230B5},,,,,,25102023-07:53:00
634,heeft,,Association,{00B936E5-0468-4bdf-9016-63374762D9CE},{DAF09055-A5A6-4ff4-A158-21B20567B296},{5A367DA9-DE05-4b3b-954D-24271FD4FB76},,,,,,25102023-07:53:00
635,heeft financiele situatie,,Association,{F561EA37-67B5-48d6-89C7-793BE8C31A4A},{DAF09055-A5A6-4ff4-A158-21B20567B296},{5CC59215-5A63-4ef8-9D64-C4FAC0619121},,,,,,25102023-07:53:00
636,heeft traject,,Association,{A7550B3C-73B1-411a-8EE5-846D1C66E0C6},{DAF09055-A5A6-4ff4-A158-21B20567B296},{839017B2-0F95-42d0-AB2B-E873636340DA},,,,,,25102023-07:53:00
637,levert tegenprestatie,,Association,{240825AF-44A8-4825-A162-265597DE2775},{DAF09055-A5A6-4ff4-A158-21B20567B296},{B3F6F6D2-5054-484d-A0C4-A95EF6FA5AD2},,,,,,25102023-07:53:00
638,heeft taalniveau,,Association,{84F88E8A-EA62-4fed-8A87-BF38844256F4},{DAF09055-A5A6-4ff4-A158-21B20567B296},{74DF3CC8-5890-4e02-9B11-57FF82F26EA4},,,,,,25102023-07:53:00
639,heeft regeling,,Association,{8497772C-6E42-41a6-903A-01B2B601D996},{DAF09055-A5A6-4ff4-A158-21B20567B296},{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,,,,,25102023-07:53:00
640,,,Association,{391EB107-6E86-4933-957B-D28543000F46},{AF9534B0-7CBD-4061-9276-A7B6698B383A},{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,,,,,25102023-07:53:00
641,heeft,,Association,{A080E4DC-8805-4a94-8CCF-42C683DCCD74},{DAF09055-A5A6-4ff4-A158-21B20567B296},{F1DA83DA-4F56-408c-B2C4-AB6AF02E37B4},,,,,,25102023-07:53:00
642,heeft,,Association,{6CA0E96C-37E6-4bed-87B2-D060CCE29539},{DAF09055-A5A6-4ff4-A158-21B20567B296},{A0F8E790-518A-4717-88C2-1143DE9F944A},,,,,,25102023-07:53:00
643,heeft fraudegegevens,,Association,{50341C5C-E368-4014-9469-EA71F63EBA95},{DAF09055-A5A6-4ff4-A158-21B20567B296},{096E692B-4810-4571-9A51-DDDEDA13F4BF},,,,,,25102023-07:53:00
644,heeft financiele situatie,,Association,{F322131F-9EF6-47c6-8571-1D9568CE3393},{AF9534B0-7CBD-4061-9276-A7B6698B383A},{096E692B-4810-4571-9A51-DDDEDA13F4BF},,,,,,25102023-07:53:00
645,valt binnen doelgroep,,Association,{FC71DA47-6D55-4ec1-B9AA-66D6EAA7AF0C},{DAF09055-A5A6-4ff4-A158-21B20567B296},{4E2B16CA-093A-40b8-B7F8-AD90D7D396A7},,,,,,25102023-07:53:00
646,is voor doelgroep,,Association,{3B7E46CF-DF93-4cad-AD63-5F288C5D822A},{65B605C4-8F44-4447-BA76-B3070B1EBCBD},{4E2B16CA-093A-40b8-B7F8-AD90D7D396A7},,,,,,25102023-07:53:00
647,betreft,,Association,{3AEC63D7-A2AC-4b1c-B7FE-9A02050D9D81},{84FE9B56-158D-4b65-BCC1-5FE29D071FCC},{679162ED-0B45-4fb2-B16E-421C25A107F5},,,,,,25102023-07:53:00
648,heeft,,Association,{650953B3-10A4-4a3e-A10F-D9D839FE0701},{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},{F35DA519-FA0C-48ae-9EFC-C4EBEC4BF144},,,,,,25102023-07:53:00
649,betreft,,Association,{5B5C392C-F0CC-4507-B808-11EE4495DD73},{71D7E96D-641A-4b6a-A325-DED07C3B5836},{0FA25A4F-DF7F-4feb-9460-19D054E874F8},,,,,,25102023-07:53:00
650,is een,,Association,{FEC3267E-6981-45d1-95F5-2F3F0BFDADA3},{5EDE0349-8865-4b90-9A18-235C5AA660C4},{6B63630A-8A30-454d-B8C4-252D4C30A3BF},,,,,,25102023-07:53:00
651,is een,,Association,{9E12F959-DACD-493e-B131-B39A1E11F932},{F110608E-9C6A-4d66-BDCB-F4B2465E3CFD},{4E835898-6623-457f-99B4-C688D465F720},,,,,,25102023-07:53:00
652,,,Association,{E5350C4D-69A4-497a-AF09-7E7F03542AC6},{F110608E-9C6A-4d66-BDCB-F4B2465E3CFD},{5EDE0349-8865-4b90-9A18-235C5AA660C4},,,,,,25102023-07:53:00
653,heeft,,Association,{68EED8F8-1FD0-43a8-8EAF-B184ED5837E2},{65B605C4-8F44-4447-BA76-B3070B1EBCBD},{3AB13A36-82B9-401d-9FBD-67D8EB7312C8},,,,,,25102023-07:53:00
654,is activiteitsoort,,Association,{83793800-243A-4466-86BF-7AC550C181EA},{C84E20C3-9FE5-49bf-AFE2-C5A868F2D7D5},{3AB13A36-82B9-401d-9FBD-67D8EB7312C8},,,,,,25102023-07:53:00
655,is trajectsoort,,Association,{3B5FC847-25D1-4f84-A724-4AB8625880A8},{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},{65B605C4-8F44-4447-BA76-B3070B1EBCBD},,,,,,25102023-07:53:00
656,heeft,,Association,{C373EA4E-AD85-4101-AF6D-3E1706A0EF20},{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},{C84E20C3-9FE5-49bf-AFE2-C5A868F2D7D5},,,,,,25102023-07:53:00
657,heeft,,Association,{25E8E3DB-E643-45d4-80DC-5E49525F1DAC},{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},{C84E20C3-9FE5-49bf-AFE2-C5A868F2D7D5},,,,,,25102023-07:53:00
658,beeindigd met reden,,Association,{33D7B618-C18E-4865-995F-C41A4CECC733},{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},{FF79699B-F356-4168-875F-B4D0266789EE},,,,,,25102023-07:53:00
659,heeft hoogte,,Association,{BA6D7988-68F7-44da-801B-3D228E6833AD},{B3F6F6D2-5054-484d-A0C4-A95EF6FA5AD2},{7A514B8D-7161-4334-8202-41DD00A65E8A},,,,,,25102023-07:53:00
660,is regelingsoort,,Association,{AE5918D8-03E0-4a58-8902-F4FC44321626},{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},{14D3C960-5EF2-433c-8E1C-B493974280E2},,,,,,25102023-07:53:00
661,,,Association,{18378FFD-7E06-4907-A5F5-29E4CE16D87D},{F1DA83DA-4F56-408c-B2C4-AB6AF02E37B4},{276E1BF9-E902-4303-A9E7-048627E0DC84},,,,,,25102023-07:53:00
662,is van soort,,Association,{BC55A7E2-B367-417c-85A2-3B779C786AD6},{096E692B-4810-4571-9A51-DDDEDA13F4BF},{2D35FBDB-0399-4439-B454-25E1A4FB0279},,,,,,25102023-07:53:00
663,is opgebouwd uit,,Association,{C9BD5B6D-0EF1-49c6-9ABC-82F1C4E9AC06},{07784236-3AA6-45e5-8253-7D088C4020B0},{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},,,,,,25102023-07:53:00
664,heeft,,Association,{7A6BF11D-7F34-468f-A1AA-73D96DDD51D3},{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},{F787184D-3AA8-4132-96C4-23A363C3C1B7},,,,,,25102023-07:53:00
665,is van soort,,Association,{0D2A4E08-7DF5-4545-A877-D564CB67BE55},{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},{3372192D-4773-46b2-BDA5-C98B220F8954},,,,,,25102023-07:53:00
666,omvat,,Association,{15EBE58A-B543-4c88-9A5E-D4A42C45195A},{4C0C5DDB-E5BA-42a0-BA5B-65E2D433B16C},{20437683-6777-4c7b-B44B-1E3A216239AA},,,,,,25102023-07:53:00
667,omvat,,Association,{17B63209-082A-486f-8C97-693197D5283D},{CD06432A-B69D-4ab2-A5B0-C4C3092835A0},{FAB83AD1-DC8C-4f78-B54F-33466EB9B139},,,,,,25102023-07:53:00
668,omvat,,Association,{D5C41A3E-F7C6-47ce-89E8-55CD70D5B20B},{85E3996B-578D-4313-B078-2773F98412D9},{0303A7A4-EF51-4262-AEE0-642FA5064807},,,,,,25102023-07:53:00
