,naam,definitie,uml-type,ggm-guid,ggm-source-guid,ggm-target-guid,toelichting,archimate-type,gemma-guid,gemma-source-guid,gemma-target-guid,datum-tijd-export
0,bevat,,Association,{4737BCD4-DF6F-4227-AB79-599CE2007080},{3120D398-95C1-42fe-B10F-4F3B6BF15D1A},{1528D03C-4F22-4d6b-A44F-605802C195C4},,,,,,25102023-07:53:00
1,heeft,,Association,{CC057874-5639-42db-9AE1-18C649146197},{10C06EB3-F94A-4005-9C66-0DAE61B96192},{1528D03C-4F22-4d6b-A44F-605802C195C4},,,,,,25102023-07:53:00
2,heeft,,Association,{DD86ACFC-507A-42ff-84CD-2ADA84514289},{10C06EB3-F94A-4005-9C66-0DAE61B96192},{3120D398-95C1-42fe-B10F-4F3B6BF15D1A},,,,,,25102023-07:53:00
3,komt voort uit,,Association,{24376BB8-FAE1-4a4b-AED2-61E7F212C79A},{10C06EB3-F94A-4005-9C66-0DAE61B96192},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},,,,,,25102023-07:53:00
4,,,Generalization,{34FCD611-8785-4de3-995B-253643231D39},{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},,,,,,25102023-07:53:00
5,,,Generalization,{E5871441-C7F2-431e-ABD9-3ABB20998E0B},{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},,,,,,25102023-07:53:00
6,,,Generalization,{51D0E188-C95B-43fe-B1EC-031D8BD13FA7},{A6C71E4C-CB46-41ae-8A61-C8080BB92A55},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},,,,,,25102023-07:53:00
7,betreft,,Association,{637A11D0-691A-4e67-8990-A924D984BD5C},{10C06EB3-F94A-4005-9C66-0DAE61B96192},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
8,beschrijft activiteit,,Association,{7ED27452-E047-40e4-91F4-C35FF382C609},{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
9,geldt voor,,Association,{AD68C58D-5F48-46ef-A232-5E5F1FEAE956},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
10,bovenliggende activiteit,,Association,{4328D0AB-64ED-46a3-8820-42C6634E70EA},{8BE600D0-EBF4-475b-8801-F387A5D39009},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
11,gerelateerde activiteit,,Association,{1E3E1DDF-D648-4c8d-9142-623182ED7701},{8BE600D0-EBF4-475b-8801-F387A5D39009},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
12,betreft,,Association,{0064520F-0125-42ea-8D01-13183E102F6C},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{8BE600D0-EBF4-475b-8801-F387A5D39009},,,,,,25102023-07:53:00
13,betreft,,Association,{6DFEF1A2-B0BA-490d-AEC6-A4C777385616},{10C06EB3-F94A-4005-9C66-0DAE61B96192},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
14,werkingsgebied,,Association,{A05AFA08-D35E-4e53-A353-272267025927},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
15,is verbonden met,,Association,{552A06F1-91B6-4510-96FC-82C5E0C72951},{8BE600D0-EBF4-475b-8801-F387A5D39009},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
16,werkingsgebied,,Association,{E3CEF419-1FFF-41d2-A37B-30A3788D6FFB},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
17,betreft,,Association,{26D6F100-39D3-4123-86D8-C8D413E0508D},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
18,,,Generalization,{FFC33549-5CC9-42e5-B644-A416BFFCE43B},{4C0C5DDB-E5BA-42a0-BA5B-65E2D433B16C},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
19,betreft,,Association,{8BDF9281-E9D1-4266-8886-FD6328BD5AF7},{D60910E1-6E36-4ebb-9687-2D2B1CE66E0B},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
20,geldt voor,,Association,{4E6B1E63-7D1A-4101-8409-9C024DAED35E},{58656D46-644B-4779-A473-739C5636BA0A},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
21,verwijst naar,,Association,{D87D2273-95F5-41bd-A11A-2EB5E4686B22},{503BD06E-E063-46f2-8B43-BF75A143D6C4},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
22,,,Generalization,{103F7AEE-AE14-4696-B25B-02E714FB9F4E},{CD06432A-B69D-4ab2-A5B0-C4C3092835A0},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
23,,,Generalization,{9E2921AC-18D5-4701-BCCF-5D7435C5AEEB},{85E3996B-578D-4313-B078-2773F98412D9},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
24,,,Generalization,{CDCD16ED-13EB-4f40-AC5A-53E2816AC050},{20437683-6777-4c7b-B44B-1E3A216239AA},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
25,,,Generalization,{DD9A1AE6-546C-44d9-8890-217CF7DECA25},{FAB83AD1-DC8C-4f78-B54F-33466EB9B139},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
26,,,Generalization,{055869D2-9B49-49d5-BB2A-87FD878FBEEF},{0303A7A4-EF51-4262-AEE0-642FA5064807},{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,,25102023-07:53:00
27,subthema,,Association,{64AA92C3-5AC1-40d6-806D-A60B2036CCE0},{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},,,,,,25102023-07:53:00
28,heeft thema,,Association,{18882E45-B285-482d-B88C-0A5650BD39DE},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},,,,,,25102023-07:53:00
29,heeft thema,,Association,{41876C31-8F0F-4b25-9638-B28C416FC0B5},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},{55FC829A-906B-4cb7-87D7-5BBAE59E07A8},,,,,,25102023-07:53:00
30,beschrijft,,Association,{D3B8659A-948C-4924-ADA3-02D6302838B7},{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},{6B1F7274-19A7-4349-835E-85CBEFFEE35A},,,,,,25102023-07:53:00
31,beschrijft,,Association,{4AC0AAC1-7D95-463c-896B-6558A4B2BFB5},{2FC6C6EB-DF35-49e6-9694-1B8BD53537B0},{F90F8E5E-7402-4c44-AC69-91A4175E5D47},,,,,,25102023-07:53:00
32,beschrijft norm,,Association,{4059EA35-AB7B-4587-9EFA-CB8469B6A0DD},{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},{F90F8E5E-7402-4c44-AC69-91A4175E5D47},,,,,,25102023-07:53:00
33,beschrijft gebiedsaanwijzing,,Association,{5F68CFAD-1BDE-4282-B752-C889A486A68A},{3D9D2E7B-525E-43d9-B08F-EDE47F8A0C94},{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,25102023-07:53:00
34,beschrijft gebiedsaanwijzing,,Association,{328C510A-1E45-4d18-885B-5D37558B5993},{A6C71E4C-CB46-41ae-8A61-C8080BB92A55},{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,25102023-07:53:00
35,,,Generalization,{89EBED65-532E-4bbf-AEA2-9D985FB0CB00},{3BDD29C7-FBCD-4c90-A520-8187E2D9BD57},{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,25102023-07:53:00
36,,,Generalization,{59758FFB-B19D-4c70-8A4B-0F4C2921035D},{E93E03EF-259F-4bda-A875-A0E60CB18E89},{503BD06E-E063-46f2-8B43-BF75A143D6C4},,,,,,25102023-07:53:00
37,bevat,,Association,{736850D3-26DB-40a3-8AF1-9FC395F0266C},{081F7413-A4D0-49e7-98E2-E0F3F4299750},{58656D46-644B-4779-A473-739C5636BA0A},,,,,,25102023-07:53:00
38,heeft idealisatie,,Association,{FEF715EB-9E4F-42a4-8BF6-EE782C66738B},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},{4942AB0A-804B-4043-BD3C-7F65E2D697E0},,,,,,25102023-07:53:00
39,heeft idealisatie,,Association,{85F36F5F-DB13-4679-BDE9-DBA0DB8668DF},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},{4942AB0A-804B-4043-BD3C-7F65E2D697E0},,,,,,25102023-07:53:00
40,is opgenomen in,,Association,{650100B0-3544-4f97-90AF-1CA621FCD924},{DDFF98D8-99FF-47b5-82D1-7FF2376750D6},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},,,,,,25102023-07:53:00
41,is gerelateerd,,Association,{915CBFAB-B8BD-4677-8678-C69406BF0280},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},,,,,,25102023-07:53:00
42,werkingsgebied,,Association,{85D7732A-FD1F-428f-8293-CC41E211B76E},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},,,,,,25102023-07:53:00
43,bevat,,Association,{177A8717-5D9F-42cf-8A0A-C7F570684B01},{F5434F00-CC0F-4d7b-91AE-20CBD3C60DFC},{A744FAF8-16B7-4e5d-9C10-203AA8E7C440},,,,,,25102023-07:53:00
44,betreft eerder verzoek,,Association,{6CCDA8AA-865C-4096-8537-19014545BF35},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},,,,,,25102023-07:53:00
45,heeft als verantwoordelijke,,Association,{93E13784-D545-4f09-85F0-4E459FBB4EED},{E38BEAEF-03C4-439b-8A64-663886C1D6F9},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},,,,,,25102023-07:53:00
46,dient in ,,Association,{A4AA28ED-CB05-48ee-A490-7E01CD0B7EA4},{02BDED5E-9106-4aed-94C2-513689353284},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},,,,,,25102023-07:53:00
47,behandelaar,,Association,{B9B2B6A4-7021-4658-BAD1-E75645522CDC},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{1B3A22D3-E2BA-440a-A2FD-B3D322FB1171},,,,,,25102023-07:53:00
48,werkt bij,,Association,{DBA162E4-7D2A-4e48-A76A-C23731E1E35E},{16EB3936-03CB-4854-9CD8-9F0911EEA51B},{1B3A22D3-E2BA-440a-A2FD-B3D322FB1171},,,,,,25102023-07:53:00
49,bevat,,Association,{39267C88-D96E-44bc-8455-D598A21C8799},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{DF63FBD0-DCA2-45bd-81E8-EE5E72D38EDE},,,,,,25102023-07:53:00
50,betreft,,Association,{A14EADAB-63B6-423d-9626-349B5B564118},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{D60910E1-6E36-4ebb-9687-2D2B1CE66E0B},,,,,,25102023-07:53:00
51,uitgevoerd op,,Association,{37EC5804-46E0-4ce7-A773-E89651DBC4F1},{B31B867F-061E-42d4-AB8A-DB5589602969},{D60910E1-6E36-4ebb-9687-2D2B1CE66E0B},,,,,,25102023-07:53:00
52,heeft,,Association,{04CF947C-03FA-49c9-BFC4-B20074B47588},{E1FAE16A-42AE-4b7d-88FC-F429079D1C4D},{D60910E1-6E36-4ebb-9687-2D2B1CE66E0B},,,,,,25102023-07:53:00
53,betreft,,Association,{C0346725-D796-49c8-AF5D-0DB661B16BD1},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{B31B867F-061E-42d4-AB8A-DB5589602969},,,,,,25102023-07:53:00
54,gedefinieerd door,,Association,{ABB18284-0742-4630-87C8-845B4D011157},{DF63FBD0-DCA2-45bd-81E8-EE5E72D38EDE},{B31B867F-061E-42d4-AB8A-DB5589602969},,,,,,25102023-07:53:00
55,heeft,,Association,{0F845181-E24A-470c-977D-39ED7375D456},{E1FAE16A-42AE-4b7d-88FC-F429079D1C4D},{B31B867F-061E-42d4-AB8A-DB5589602969},,,,,,25102023-07:53:00
56,betreft,,Association,{9A2326F8-F317-4492-B873-43D70AC148E2},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{E1FAE16A-42AE-4b7d-88FC-F429079D1C4D},,,,,,25102023-07:53:00
57,betreft,,Association,{8E2A02C8-9992-4342-B3C1-3B34ABAA88D5},{649EFD86-ED52-4293-8577-DBE5445845BF},{E1FAE16A-42AE-4b7d-88FC-F429079D1C4D},,,,,,25102023-07:53:00
58,verantwoordelijke,,Association,{2EE1E49A-814D-4f73-8F1B-D89646B57943},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{FB771E02-8FE3-496b-B99B-CF4A496A7B80},,,,,,25102023-07:53:00
59,leidt tot,,Association,{2E1D8835-BE1E-475b-8F1C-5815DB6EDFA8},{B18119D9-5BF8-498f-B9D3-ECCE7A770012},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
60,Heeft,,Association,{54E984A2-35F1-4126-BA3D-0BD84F744E25},{94E2B19A-6942-4164-8A52-3C0BBDE45808},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
61,heeft betrekking op andere,"<font color=""#610e6a"">De andere ZAAKen die het onderwerp zijn van de ZAAK.</font>",Association,{87D7E92A-583F-4b4a-AA34-019ABCFBD939},{649EFD86-ED52-4293-8577-DBE5445845BF},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
62,is deelzaak van,"<font color=""#610e6a"">De verwijzing naar de ZAAK, waarom verzocht is door de initiator daarvan, die door de zaakbehandelende organisatie is opgedeeld in twee of meer separaat te behandelen zaken waarvan de onderhavige zaak er één is.</font>",Association,{0B81CD99-DB7F-40a0-BD64-26FCBC96420A},{649EFD86-ED52-4293-8577-DBE5445845BF},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
63,betreft,"<font color=""#610e6a"">De ZAAKen die betrekking hebben op het OBJECT</font>",Association,{3891E5AC-DA6D-445c-BC0A-D70AE3450F0E},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
64,heeft betrekking op,,Association,{3DEF8FFF-14B3-4877-8B09-89A1FB3FF2E9},{A3DAD553-0E55-4256-824B-CDB5E12CB545},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
65,oefent uit,"<font color=""#610e6a"">De ROLlen die BETROKKENE heeft in de zaken waarin BETROKKENE een ROL speelt.</font>",Association,{066348C0-B9D0-49ba-A200-75D0213B2FB4},{16FB8171-A9ED-4027-A663-C035509501C8},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
66,is uitkomst van,"<font color=""#610e6a"">Aanduiding van de ZAAK waarbinnen het BESLUIT genomen is.</font>",Association,{520BC9F9-923B-4ed1-B58C-4940D065F52E},{AFB100D2-8C68-4488-8949-13E945D15920},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
67,uitgevoerd binnen,,Association,{096328B5-7E92-42a3-B30A-572EA01B47A4},{EDB5D3CD-CE4D-4317-81C6-C01CC7325148},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
68,heeft,,Association,{FD3717BB-474D-4f8f-98CB-329751FA5CBD},{FD701A55-6865-44aa-9A73-C46E02481796},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
69,betreft,,Association,{03A7ECAA-181B-496d-A6F8-4C06D3F742F3},{7694A657-22D8-4b00-AAE2-A78EF014B43A},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
70,afhandeling,,Association,{4ADD200D-6946-4adb-8500-FBB1F6291E81},{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
71,betreft,,Association,{7E3E1D53-B929-4e16-946E-CFCC35BC2FD9},{44EC6082-2682-43c7-A52E-0AD05B06A046},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
72,heeft betrekking op,,Association,{D1F86572-708B-42f8-B095-789694BB8DCB},{631FEEF1-88D3-4d18-ADB2-BF999068493E},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
73,kan leiden tot,,Association,{87F9EA19-0A1D-4c3f-ADCA-C8F48F216312},{8E6BAEF8-1878-400f-9244-23575BD41EAB},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
74,kan leiden tot,,Generalization,{18115A7E-6613-4d50-B334-53B8AD8659F2},{88AF7A2E-C508-464a-AD22-DD9B156D570D},{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,25102023-07:53:00
75,,,Generalization,{55B2F56E-0907-49e4-B663-E71D0F8F7F4C},{E38BEAEF-03C4-439b-8A64-663886C1D6F9},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
76,,,Generalization,{9FD4E06C-602A-4f17-94EF-FFF6768013F5},{02BDED5E-9106-4aed-94C2-513689353284},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
77,,,Generalization,{E51FCBB9-D6DB-449c-B425-CFC01AE8C74E},{C73389B7-7BCD-4496-888B-6ABEE9DE01FB},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
78,,,Generalization,{BC9D9001-3F43-4652-BF4E-A4261D11DC50},{68C42EEA-6985-483e-99E6-E0F1FB71D622},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
79,is,,Association,{CE20BFC0-F092-4cef-853B-695F355221B6},{98CB3C6F-588B-479f-9A2B-F5D5362DD17C},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
80,houder,,Association,{E4ACAF3E-D89D-40d2-BE17-3BBA3AEB554B},{FF448272-AB9D-4ec9-B4BE-E60E2552817A},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
81,,,Generalization,{B9A20B90-4B19-455d-BC59-6059E161B6C4},{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
82,is specialisatie van,,Generalization,{434E0FCD-FB21-4e0b-908C-79D7E5C3EDB2},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
83,heeft als eigenaar,,Association,{C10716C8-9E28-4843-94C2-8A56B849BAD8},{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
84,is specialisatie van,,Generalization,{F4C0BE46-9707-4980-8BE3-083B83DA78A6},{9F4E12E4-B228-4931-AC83-1B1F60958A89},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
85,,,Generalization,{FFF5C3F6-C827-46ea-9711-B46836F57745},{16FB8171-A9ED-4027-A663-C035509501C8},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
86,projectleider,,Association,{2CDDCD51-E333-4b1a-9030-54231ACDC6C5},{156C82B1-2641-40c8-9E99-60031643C29A},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
87,verstrekker,,Association,{797A10EE-8097-4c6c-9BD9-FEECB4DEE86C},{FD701A55-6865-44aa-9A73-C46E02481796},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
88,,,Generalization,{23019C72-EC24-499e-A2EF-58190937DFD5},{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
89,,,Generalization,{160B259E-634D-4b8a-A9BC-54EC52438F5F},{E74D0D46-66EB-4deb-A540-7AB08E95F956},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
90,heeft,,Association,{A31F7870-F775-49c8-9702-98020B0CEA18},{1C84E4B6-1BB5-4a0d-A945-FFFDFDFB544B},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
91,,,Generalization,{05E467BB-6588-411b-9079-294A9FA41A1F},{B75EE7EF-DC1F-47da-A95C-B9662075684D},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
92,,,Generalization,{27A927F8-BCC3-419d-AF60-658CBF76E285},{FB771E02-8FE3-496b-B99B-CF4A496A7B80},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
93,,,Generalization,{05BBA228-D9FB-4aa7-9A6B-8EACCC1F3207},{B53EC85A-C731-4fb6-8379-7D11802273B2},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
94,,,Generalization,{4D77D7A7-D33D-4ed9-B3A5-352278A94E0F},{E9AD325A-49CF-48a6-AA9E-7FB57E03E414},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
95,,,Generalization,{9D7F10C6-C706-4e62-875C-6FF5ECF460E8},{576642BA-9AF9-42fc-831A-F9D3138F20FC},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
96,,,Generalization,{3231E963-F0A1-46fd-A304-F2C9C8BBA8D5},{59CF7225-3D61-42e2-A399-7EB13450D97D},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
97,,,Generalization,{6732FBFE-815B-4a32-AF06-655F4A3CCEDB},{9AE5BCE3-AD6D-4241-9651-823400E3745F},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
98,,,Generalization,{F0BCB77A-4997-4d83-97EF-43AB2BA211E0},{EDC8B01F-4802-4562-BC41-C2CAD76880B6},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
99,,,Generalization,{C3262888-F005-4505-A9C8-FB4E3404632B},{5E06339C-13EE-44ca-BC40-0FC4B9DC8349},{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,25102023-07:53:00
100,is gemachtigd door,,Association,{06A7EBCD-3897-43cb-AB04-9E90FF921967},{02BDED5E-9106-4aed-94C2-513689353284},{E38BEAEF-03C4-439b-8A64-663886C1D6F9},,,,,,25102023-07:53:00
101,melder,,Association,{D3F7C054-B676-41e3-B470-1FD8BFAFB232},{1E5BFA0A-588A-4610-AE53-6893D61E707A},{3A686277-3FF1-46ee-99E1-AADA02C6BF46},,,,,,25102023-07:53:00
102,heeft,,Association,{0695940F-CBA6-466e-8F9C-6E37C74771AE},{6BBB2AE0-6F42-4676-8C6C-E727032F5F47},{D857E285-1EA3-4ba3-9614-5FACAC8BA133},,,,,,25102023-07:53:00
103,is projectleider van,,Association,{BCAFF0F6-3351-45ae-BD46-EA29D08AB8B5},{888BBB4F-BEBA-4b9a-BB2E-0E1F2A3606DF},{D857E285-1EA3-4ba3-9614-5FACAC8BA133},,,,,,25102023-07:53:00
104,betrekking op,,Association,{707A174E-91B3-4f85-9EAC-E0DC257E60B3},{053B594A-5E45-4413-9339-D2D026ECCE20},{D857E285-1EA3-4ba3-9614-5FACAC8BA133},,,,,,25102023-07:53:00
105,binnen programma,,Association,{60B21789-9C53-450d-80BD-78FED8978AFD},{0E19C86B-9088-41bd-9DD0-15094426570E},{D857E285-1EA3-4ba3-9614-5FACAC8BA133},,,,,,25102023-07:53:00
106,,,Generalization,{7C9D2F13-7FA5-40bd-ABC4-6535F6692831},{6BBB2AE0-6F42-4676-8C6C-E727032F5F47},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
107,,,Generalization,{D1E2A784-6163-4a1f-87BA-6BE650606078},{852AD372-B353-49c2-A4E7-F87D8AA96AD7},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
108,,,Generalization,{22B1F924-145E-4d87-989E-08C68BAFD692},{32DFC5DD-79D9-45d5-8F9D-7D5125961817},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
109,,,Generalization,{CE5E97EC-7CA7-482f-9556-EDBB93B624CE},{32DFC5DD-79D9-45d5-8F9D-7D5125961817},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
110,is,,Association,{0830350C-FF0C-43d0-8A9A-842171749C87},{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
111,is,Een VESTIGING is een specialisatie van BETROKKENE.,Association,{90A5DA8A-9CBA-444a-93C8-9665C5DF1A99},{16FB8171-A9ED-4027-A663-C035509501C8},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
112,,,Generalization,{C571BFF8-D84B-481e-8A46-D9706B3AB3D1},{59F3063A-13A6-4cbc-A387-045A6B126746},{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,25102023-07:53:00
113,,,Generalization,{3CDFB4A1-F4F8-4bb3-9F9B-EE617BE46331},{888BBB4F-BEBA-4b9a-BB2E-0E1F2A3606DF},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
114,melder,,Association,{7D663D6E-58EA-4f60-8A11-B5611B740A67},{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
115,,,Generalization,{DF9C3B5F-5A7B-43e8-A620-3E8B9CB3CE1E},{3BBB3264-592A-4d8c-A741-C2A3C38E3932},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
116,,,Generalization,{BCD2F6EC-CB32-488b-90B9-F2C29206D0EA},{066C9C37-0FAF-4239-8D7D-B7EBE42E4918},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
117,is,,Association,{BE36E0F8-0D39-41ce-BE5D-9723DCE88E81},{F1E55DC7-0F33-40ea-8713-2E1AC3D7EE8D},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
118,,,Generalization,{C94561A7-B0DC-41cc-9975-43F847A7DE50},{3DF01B79-6712-473e-9878-594CB5AE95A7},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
119,met,,Association,{C836212C-BD57-42b6-B51D-E49EA2853F66},{3BF6985C-06AB-4cfc-9A0E-5CC37C224245},{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,25102023-07:53:00
