,naam,definitie,archimate-type,uml-type,gemma-guid,ggm-guid,bron,toelichting,toelichting,synoniemen,domein-iv3,domein-dcat,domein-gemma,datum-tijd-export
100,Verlofsoort,Typering van verlof,Data object,Class,id-ed741ee1-e773-40e3-b0e6-8d9886eb792f,{ED741EE1-E773-40e3-B0E6-8D9886EB792F},,,,,,,,25102023-07:53:00
101,Verzuim,Een afwezigheid van een werknemer van werk.,Business object,Class,id-610b18e6-b675-4cc0-a883-bab9d384c668,{610B18E6-B675-4cc0-A883-BAB9D384C668},,,,,,,,25102023-07:53:00
102,Verzuimsoort,Typologie van verzuim,Data object,Class,id-45900108-585d-45ec-a042-bf4928b7f6dc,{45900108-585D-45ec-A042-BF4928B7F6DC},,,,,,,,25102023-07:53:00
103,Werknemer,De contractuele wederpartij van de werkgever bij de arbeidsovereenkomst.,Business object,Class,id-bbbb63ac-b546-409b-b6d4-53db561253b7,{BBBB63AC-B546-409b-B6D4-53DB561253B7},,,,,,,,25102023-07:53:00
104,Aanbesteding,"Kan een (enkel of meervoudige) onderhandse aanbesteding, of een nationale of Europese aanbesteding ",Business object,Class,id-44ec6082-2682-43c7-a52e-0ad05b06a046,{44EC6082-2682-43c7-A52E-0AD05B06A046},,,,,,,,25102023-07:53:00
105,Aanbesteding Inhuur,Aanbesteding voor inhuur van personen of diensten,Business object,Class,id-01d90490-c76a-444a-bfce-355afc5fb012,{01D90490-C76A-444a-BFCE-355AFC5FB012},,,,,,,,25102023-07:53:00
106,Aankondiging,Aankondiging van een Nationale of Europese aanbesteding,Business object,Class,id-bb135b0e-a2c2-4681-bd91-30863f8b3d70,{BB135B0E-A2C2-4681-BD91-30863F8B3D70},,,,"Kennisgeving, Bekendmaking",,,,25102023-07:53:00
107,Aanvraag Inkooporder,het betreft hier het formulier 'Aanvraag Inkooporder',Business object,Class,id-33e5ea10-f43a-4966-b9c1-875f0e2c1b52,{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},,,,,,,,25102023-07:53:00
108,Categorie,Categorie waarop leveranciers zich voor de levering van personeel voor kunnen kwalificeren,Data object,Class,id-6ca060d0-c5ac-4b50-8b64-00dcaea7ef48,{6CA060D0-C5AC-4b50-8B64-00DCAEA7EF48},,,,,,,,25102023-07:53:00
109,Contract,Bindende overeenkomst,Business object,Class,id-9fbf9fb8-b28d-4733-8443-607b8498f446,{9FBF9FB8-B28D-4733-8443-607B8498F446},,,,,,,,25102023-07:53:00
110,CPV-code,"De Common Procurement Vocabulary (CPV-codes) is een gemeenschappelijke woordenlijst van de EU, alle mogelijke soorten overheidsopdrachten voor diensten, leveringen en werken hebben een eigen code gekregen. Aanbestedende diensten moeten bij Europese aanbestedingen dit classificatiesysteem toepassen.",Business object,Class,id-6a4cf470-3b0e-4141-9db6-c9e8a525cb49,{6A4CF470-3B0E-4141-9DB6-C9E8A525CB49},,,,,,,,25102023-07:53:00
111,Formulier Inhuur,Formulier ten behoeve van inhuur personeel,Data object,Class,id-b598ff22-cdd0-486f-b528-99421d0fa608,{B598FF22-CDD0-486f-B528-99421D0FA608},,,,,,,,25102023-07:53:00
112,Formulier Verlenging Inhuur,Formulier ten behoeve van verlenging inhuur personeel,Data object,Class,id-1d87490a-9f07-424f-be6f-5e9c11376b05,{1D87490A-9F07-424f-BE6F-5E9C11376B05},,,,,,,,25102023-07:53:00
113,Gunning,"Gunning van een (enkel of meervoudige) onderhandse aanbesteding, of een nationale of Europese aanbesteding 
Of voor levering personeel",Business object,Class,id-3fb9b466-d147-42d7-99d1-2d14a007d16c,{3FB9B466-D147-42d7-99D1-2D14A007D16C},,,,,,,,25102023-07:53:00
114,Inkooppakket,"Standaard indeling om de werken, diensten en leveringen die de aanbestedende dienst helpt bij het structureren van haar uitgaven. Samenhangende leveringen, diensten en producten zijn hierin gegroepeerd. ",Data object,Class,id-170af8f5-8952-407a-91c4-eaf910de3304,{170AF8F5-8952-407a-91C4-EAF910DE3304},,,,,,,,25102023-07:53:00
115,Inschrijving,"Inschrijving op een nationale of Europese aanbesteding 
",Data object,Class,id-2902e8d6-ff16-45d6-a0a4-47e2857d2d19,{2902E8D6-FF16-45d6-A0A4-47E2857D2D19},,,,,,,,25102023-07:53:00
116,Kandidaat,Iemand die een bepaalde baan of functie wil ,Business object,Class,id-75b4e818-5ecd-45c5-98f9-66f57fc6117e,{75B4E818-5ECD-45c5-98F9-66F57FC6117E},,,,Gegadigde,,,,25102023-07:53:00
117,Kwalificatie,Kwalifificatie voor een nationale of europese aanbesteding,Data object,Class,id-ab2aed85-d2b0-45cf-9b1f-c6005e894494,{AB2AED85-D2B0-45cf-9B1F-C6005E894494},,,,,,,,25102023-07:53:00
118,Leverancier,Een niet-natuurlijk persoon die een product of dienst levert aan de organisatie,Business object,Class,id-ea7fe08e-34f7-45d2-be2e-e4e3b8333bf3,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},,,,,,,,25102023-07:53:00
119,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Data object,Class,id-bf21ffa3-3ea6-410a-bc65-7be5547646b6,{BF21FFA3-3EA6-410a-BC65-7BE5547646B6},,,,,,,,25102023-07:53:00
120,Offerteaanvraag,Aanbesteding bij inschrijving,Business object,Class,id-1ef1ac66-9563-4cdd-ae78-0878d651907a,{1EF1AC66-9563-4cdd-AE78-0878D651907A},,,,,,,,25102023-07:53:00
121,Selectietabel Aanbesteding,Gebaseerd op het procedureoverzicht inkoop. Hierin kan de tabel met drempelbedragen en bijbehorende procedures worden opgeslagen,Data object,Class,id-b2bd6c5b-460e-4f2a-9b78-3e101dad8d6b,{B2BD6C5B-460E-4f2a-9B78-3E101DAD8D6B},,,,,,,,25102023-07:53:00
122,Startformulier Aanbesteden,Formulier voor het starten van een aanbeseding,Data object,Class,id-7694a657-22d8-4b00-aae2-a78ef014b43a,{7694A657-22D8-4b00-AAE2-A78EF014B43A},,,,,,,,25102023-07:53:00
123,Uitnodiging,Een verzoek om iets bij te wonen.,Business object,Class,id-bb182a6f-6935-4702-abea-b96e32a40b02,{BB182A6F-6935-4702-ABEA-B96E32A40B02},,,,Invitatie,,,,25102023-07:53:00
124,Aanbestedingsoort,,Data object,Enumeration,id-b8b79bce-8f87-46f7-bb15-288266799e56,{B8B79BCE-8F87-46f7-BB15-288266799E56},,,,,,,,25102023-07:53:00
125,Inkooprol,Toevoeging Gemeente Schiedam,Data object,Enumeration,id-2c2791cb-efca-444f-a95e-f1ef6ee83594,{2C2791CB-EFCA-444f-A95E-F1EF6EE83594},,,,,,,,25102023-07:53:00
126,Opdrachtcategorie,,Data object,Enumeration,id-87322382-e60f-4d0e-93b0-6628d3cc964b,{87322382-E60F-4d0e-93B0-6628D3CC964B},,,,,,,,25102023-07:53:00
127,Opdrachtsoort,,Data object,Enumeration,id-5d6461e2-0d66-4039-bbf4-b413322ef194,{5D6461E2-0D66-4039-BBF4-B413322EF194},,,,,,,,25102023-07:53:00
128,Functie,Een samenhangende verzameling van rollen,Data object,Class,id-f29c11c1-477c-4b90-985c-43f94d08230a,{F29C11C1-477C-4b90-985C-43F94D08230A},,,,,,,,25102023-07:53:00
129,Programma,"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.",Data object,Class,id-0e19c86b-9088-41bd-9dd0-15094426570e,{0E19C86B-9088-41bd-9DD0-15094426570E},,,,,,,,25102023-07:53:00
130,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",Data object,Class,id-7087d528-7024-4569-876a-c4605a00546d,{7087D528-7024-4569-876A-C4605A00546D},,,,,,,,25102023-07:53:00
131,Aanvraag,"(officieel) verzoek, iets (officieel) vragen aan een bevoegde macht.",Business object,Class,id-446e3931-b9f2-4b5c-80e7-5b240b8f816f,{446E3931-B9F2-4b5c-80E7-5B240B8F816F},,,,Verzoek,,,,25102023-07:53:00
132,Applicatie,Een applicatiecomponent die gericht is op het ondersteunen van eindgebruikers.,Business object,Class,id-a8945fd7-ea20-418e-8e7f-18f13f16e338,{A8945FD7-EA20-418e-8E7F-18F13F16E338},,,,,,,,25102023-07:53:00
133,Attribuutsoort,"<b>Attribuutsoort </b>– <i>Stereotype «Attribuutsoort»</i>: De UML-representatie van een attribuutsoort, uitgedrukt in een stereotype van UML-Property<sup>3 </sup>(metaclass).
Er zijn verschillende modelelementen die gebaseerd zijn op UML-property, zoals aangegeven in §2.1.2. Wanneer een UML-property in het informatiemodel de betekenis heeft van een attribuut van een objecttype, dan heeft deze het stereotype «Attribuutsoort».
Een attribuutsoort is een type van gelijksoortige attributen of gegevens. Daartoe kijken we eerst naar het begrip ‘gegeven’.
",Data object,Class,id-8d273de5-3529-4652-bca1-f86b28f26017,{8D273DE5-3529-4652-BCA1-F86B28F26017},,,,Attribuut,,,,25102023-07:53:00
134,Classificatie,"Ordening van informatieobjecten in een logisch verband, zoals vastgelegd in een classificatieschema.",Data object,Class,id-81f207d0-a071-48c7-8c4c-25f8d25a3de8,{81F207D0-A071-48c7-8C4C-25F8D25A3DE8},,,,,,,,25102023-07:53:00
135,CMDB-item ,Item in een Configuratie Management DataBase,Business object,Class,id-b027d022-41d9-4c63-a63d-8f5111689564,{B027D022-41D9-4c63-A63D-8F5111689564},,,,,,,,25102023-07:53:00
136,Database,Een applicatiecomponent die een dataset bevat.,Business object,Class,id-ffd22e11-7a3a-459a-b575-928c67e8d1f3,{FFD22E11-7A3A-459a-B575-928C67E8D1F3},,,,,,,,25102023-07:53:00
137,Datatype,"<b>Attribuutsoort </b>– <i>Stereotype «Attribuutsoort»</i>: De UML-representatie van een attribuutsoort, uitgedrukt in een stereotype van UML-Property<sup>3 </sup>(metaclass).
Er zijn verschillende modelelementen die gebaseerd zijn op UML-property, zoals aangegeven in §2.1.2. Wanneer een UML-property in het informatiemodel de betekenis heeft van een attribuut van een objecttype, dan heeft deze het stereotype «Attribuutsoort».
Een attribuutsoort is een type van gelijksoortige attributen of gegevens. Daartoe kijken we eerst naar het begrip ‘gegeven’.
",Data object,Class,id-7efbf1ca-ec6e-4b8a-b97f-453ca32ab9a5,{7EFBF1CA-EC6E-4b8a-B97F-453CA32AB9A5},,,,,,,,25102023-07:53:00
138,Dienst,Het uitvoeren van werkzaamheden met een continu of periodiek karakter om waarde te realiseren voor een afnemer.,Business object,Class,id-45afd4e2-9909-4c33-93ce-f2466b85ca0f,{45AFD4E2-9909-4c33-93CE-F2466B85CA0F},,,,,,,,25102023-07:53:00
139,Domein/Taakveld,"Kennisgebied of activiteit gekarakteriseerd door een verzameling van concepten, begrippen en/of waarden",Business object,Class,id-befec56a-ef6c-49f0-9368-7e46f75d9562,{BEFEC56A-EF6C-49f0-9368-7E46F75D9562},,,,,,,,25102023-07:53:00
140,Externe Bron,Bron buiten de eigen organisatie,Business object,Class,id-144d1047-35bb-4926-9472-895d89dc2e0c,{144D1047-35BB-4926-9472-895D89DC2E0C},,,,,,,,25102023-07:53:00
141,Gebruikerrol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Data object,Class,id-12d137dd-2b9f-4c2a-9041-25e8df1d3689,{12D137DD-2B9F-4c2a-9041-25E8DF1D3689},,,,,,,,25102023-07:53:00
142,Gegeven,,Business object,Class,id-e846cc36-df4a-4398-ae4c-122cafebaeaa,{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},,,,,,,,25102023-07:53:00
143,Generalisatie,"De typering van het hiërarchische verband tussen een meer generiek object van een objecttype en een meer specifiek object van een ander objecttype waarbij het laatstgenoemde object eigenschappen van het eerstgenoemde object overerft.
<i>Toelichting</i>
Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype.
<i>Voorbeeld: PERCEEL is specialisatie van KADASTRAAL ONROERENDE ZAAK, APPARTEMENTSRECHT is specialisatie van KADASTRAAL ONROERENDE ZAAK. PERCEEL en APPARTEMENTSRECHT hebben beide ‘Kadastrale aanduiding’ en een ‘relatie met ONROERENDE ZAAK FILIATIE’.</i>
",Data object,Class,id-0cf1c34d-8ad5-4ac5-8538-87252e66a8c8,{0CF1C34D-8AD5-4ac5-8538-87252E66A8C8},,,"Een generalisatierelatie geeft aan dat bepaalde eigenschappen van een objecttype (vaak attribuutsoorten en/of relatiesoorten) ook gelden voor de gerelateerde objecttypen, én dat deze qua semantiek, structuur en syntax gelijk zijn. We spreken dan van een supertype met subtypen. De modelelementen die generiek gelden worden in een generiek objecttype, het supertype, gemodelleerd en deze worden overerft door elk subtype (minimaal twee) die de generalisatie relatie legt naar dit generieke objecttype.",,,,,25102023-07:53:00
144,Hardware,Alle fysieke componenten of onderdelen die in een computer een rol spelen.,Business object,Class,id-6c92f0f8-bc92-428c-b729-1a10d515daef,{6C92F0F8-BC92-428c-B729-1A10D515DAEF},,,,,,,,25102023-07:53:00
145,Inventaris,"Een inboedel of een opsomming van voorwerpen op een bepaalde plaats, gemaakt volgens een vaste procedure.",Business object,Class,id-d0ab8cf6-f6cc-4337-be07-dfe6b3cefbb3,{D0AB8CF6-F6CC-4337-BE07-DFE6B3CEFBB3},,,,,,,,25102023-07:53:00
146,Koppeling,Verbinding tussen twee systemen,Data object,Class,id-ab7cf266-388f-413a-92d0-b2fa67c75633,{AB7CF266-388F-413a-92D0-B2FA67C75633},,,,,,,,25102023-07:53:00
147,Licentie,Een gebruiksrecht en autorisatie om van een product of dienst gebruik te maken binnen bepaalde voorwaarden,Business object,Class,id-2e5f9af9-d1ba-4dc0-9621-4101d24b8abd,{2E5F9AF9-D1BA-4dc0-9621-4101D24B8ABD},,,,,,,,25102023-07:53:00
148,Linkbaar CMDB-item,Niet opnemen,Data object,Class,id-c0f1a08e-c6cd-4524-a2e0-0e5ca483dcfd,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,,,25102023-07:53:00
149,Log,Registratie van gegevens.,Data object,Class,id-5492ed6d-608e-465e-b975-bcadaaa3ee7f,{5492ED6D-608E-465e-B975-BCADAAA3EE7F},,,,,,,,25102023-07:53:00
150,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Business object,Class,id-6100b3c7-fbce-434d-ba48-e067b9cf84a7,{6100B3C7-FBCE-434d-BA48-E067B9CF84A7},,,,Datapunt,,,,25102023-07:53:00
151,Nertwerkcomponent,,Data object,Class,id-dd277e82-0ca5-4460-918f-9178b5f01886,{DD277E82-0CA5-4460-918F-9178B5F01886},,,,,,,,25102023-07:53:00
152,Notitie,"Korte, zakelijke uiteenzetting op schrift",Business object,Class,id-354e5545-d067-4b81-9d1d-c5f5ffb532c7,{354E5545-D067-4b81-9D1D-C5F5FFB532C7},,,,,,,,25102023-07:53:00
153,Objecttype,"De typering van een groep objecten (in de werkelijkheid) die binnen een domein relevant zijn en als gelijksoortig worden beschouwd.
<i>Toelichting</i>
Jan, Piet en Marie zijn mensen die vanuit het Burgerzaken-domein beschouwd worden als objecten van het type ‘natuurlijk persoon’. In een ander domein, ‘de volksmond’, noemen we dit ‘mens’ wat ook een objecttype is. In weer een ander domein is Jan van het type ‘vergunninghouder’ en Piet en Marie niet, omdat aan hen (nog) nooit een vergunning verleend is. Objecttypen zijn een abstractie van de werkelijkheid oftewel we beogen hiermee de werkelijkheid zo getrouw mogelijk te beschrijven, binnen de context van het domein. Dit staat geheel los van het vastleggen van gegevens over objecten van een type in een registratie. Daartoe is veelal een interpretatie nodig (van die werkelijkheid cq. die objecttypen) naar eenheden die in een registratie vastgelegd kunnen worden (records, entiteiten e.d.) op basis van andere overwegingen.",Data object,Class,id-a2451674-6c19-4bf9-81f9-57cde2f60144,{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,,,25102023-07:53:00
154,Onderwerp,Op de meest karakteristieke elementen gebaseerde en in woord of eenvoudige zinstructuur samengevatte aanduiding van de inhoud van een document,Data object,Class,id-2aa9db3b-d79c-490d-8776-da1cb25e9b09,{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09},,,,,,,,25102023-07:53:00
155,Package,"Een samengesteld bestand of een directory die een aantal bestanden bevat, maar welke als √©√©n bestand aan de gebruiker getoond word",Business object,Class,id-ace86cff-d6d0-4cbd-8395-99bd763f1b37,{ACE86CFF-D6D0-4cbd-8395-99BD763F1B37},,,,,,,,25102023-07:53:00
156,Prijzenboek,"Beschrijving van gangbare onderhoudsactiviteiten met de bijbehorende, actuele prijzen en normen voor de uitvoering.",Data object,Class,id-f1489610-1e50-4328-8cd8-f41e9ce0c0d8,{F1489610-1E50-4328-8CD8-F41E9CE0C0D8},,,,,,,,25102023-07:53:00
157,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Business object,Class,id-d5dd2f67-6a1f-46b0-972e-795ecc4b2e4f,{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,,,,25102023-07:53:00
158,Relatiesoort,"
De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.
<i>Toelichting</i>
Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR.
Voorbeeld: relatiesoorten “VERBLIJFSOBJECT is gelegen in een PAND” en “SUBJECT heeft als correspondentieadres WOONPLAATS”, of korter, “gelegen in”, “postadres”.
Wanneer een relatie (UML-assocation) gebruikt wordt om objecten aan elkaar te verbinden, zonder dat er eigenschappen over deze relatie worden vastgelegd, dan heeft deze het stereotype «Relatiesoort».
",Data object,Class,id-dfd2814e-7d36-45e2-b082-2ed574a409e1,{DFD2814E-7D36-45e2-B082-2ED574A409E1},,,"Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR.",,,,,25102023-07:53:00
159,Server,Computer die in een netwerk een ondersteunende taak vervult.,Business object,Class,id-3afd7e5f-8061-4776-a332-334af4125e7d,{3AFD7E5F-8061-4776-A332-334AF4125E7D},,,,,,,,25102023-07:53:00
160,Software,"Een geheel van computerprogramma's met bijbehorende data, die bewerkingen en taken uitvoeren",Business object,Class,id-0b3c37dd-42a1-4b6b-b534-cd276112fd3b,{0B3C37DD-42A1-4b6b-B534-CD276112FD3B},,,,,,,,25102023-07:53:00
161,Storing,Verlies van de mogelijkheid om volgens een specificatie te werken of om het vereiste resultaat te leveren.,Business object,Class,id-4e5f272e-00ca-481c-a51b-7d08b5e6b0a9,{4E5F272E-00CA-481c-A51B-7D08B5E6B0A9},,,,,,,,25102023-07:53:00
162,Telefoniegegevens,Gegevens die worden bewaard van telefoongesprekken,Business object,Class,id-ddd2167f-4a0f-468b-894e-6bb9ed9da5e0,{DDD2167F-4A0F-468b-894E-6BB9ED9DA5E0},,,,,,,,25102023-07:53:00
163,Toegangsmiddel,Een middel waarmee men zich toegang tot iets kan verschaffen.,Business object,Class,id-d67a4ac2-9a17-4cd0-82d7-732a89018fda,{D67A4AC2-9A17-4cd0-82D7-732A89018FDA},,,,,,,,25102023-07:53:00
164,Versie,De versie-aanduiding van een object.,Business object,Class,id-39445166-1eab-43f8-9f5c-89ea606605ee,{39445166-1EAB-43f8-9F5C-89EA606605EE},,,,,,,,25102023-07:53:00
165,Vervoersmiddel,Een voertuig dat zich over het land verplaatst.,Business object,Class,id-e8c75dab-f9ae-4fe2-9114-870434f2ea80,{E8C75DAB-F9AE-4fe2-9114-870434F2EA80},,,,Voertuig,,,,25102023-07:53:00
166,Wijzigingsverzoek,Een aanvraag voor wijziging,Business object,Class,id-efbf46d1-6a51-44fd-baea-47bcdfeee27a,{EFBF46D1-6A51-44fd-BAEA-47BCDFEEE27A},,,,,,,,25102023-07:53:00
167,Applicatiecategorie,,Data object,Enumeration,id-a030d866-e2e7-4854-acfd-c62db3abda38,{A030D866-E2E7-4854-ACFD-C62DB3ABDA38},,,,,,,,25102023-07:53:00
168,Beheerstatus,,Data object,Enumeration,id-1fcbfa1b-2703-4ece-a496-ea668aefcdcd,{1FCBFA1B-2703-4ece-A496-EA668AEFCDCD},,,,,,,,25102023-07:53:00
169,Gebruikerrol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Data object,Enumeration,id-262a7a23-0cbb-4991-a1b2-d5d3e509549c,{262A7A23-0CBB-4991-A1B2-D5D3E509549C},,,,,,,,25102023-07:53:00
170,Packagingstatus,,Data object,Enumeration,id-c0031024-173a-47d6-9bf4-f22941aa7807,{C0031024-173A-47d6-9BF4-F22941AA7807},,,,,,,,25102023-07:53:00
171,Servertypes,,Data object,Enumeration,id-ba2c3918-278e-49c7-a8c5-423f2d659450,{BA2C3918-278E-49c7-A8C5-423F2D659450},,,,,,,,25102023-07:53:00
172,Betaalmoment,Moment waarop er een bepaald deel van de subsidie betaald moet worden.,,Class,,{E403A215-A367-4eef-8716-075AF54388D0},,,,,,,,25102023-07:53:00
173,Rapportagemoment,Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd,Data object,Class,id-20ca8283-ce99-455c-bf4d-eae3df41ae5b,{20CA8283-CE99-455c-BF4D-EAE3DF41AE5B},,,,,,,nan,25102023-07:53:00
