nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-guid,GEMMA-type,GEMMA-type,datum-tijd-export,GGM-toelichting
825,ObjecttypeB,,Class,,{0799B0D1-5067-43e2-8A6F-48FB972225E5},,,,,,,,,,,,,,,,04062025-090332,
826,ObjecttypeC,,Class,,{889A7DC6-B389-4e02-BB53-CC0B2B5B0D91},,,,,,,,,,,,,,,,04062025-090332,
827,ObjecttypeD,,Class,,{DE4D6CAB-7798-46cd-AE1B-328684681323},,,,,,,,,,,,,,,,04062025-090332,
828,ObjecttypeE,,Class,,{EF4E7B58-F178-4a4f-85C5-A5CD93747A36},,,,,,,,,,,,,,,,04062025-090332,
829,ObjecttypeF,,Class,,{23D170D0-917E-4873-A622-43214405AB3D},,,,,,,,,,,,,,,,04062025-090332,
830,ObjecttypeG,,Class,,{97EE5348-F06A-44cb-A792-7371CF5D2E53},,,,,,,,,,,,,,,,04062025-090332,
831,Aanvraag,"Het officiële verzoek met het oogmerk om te komen tot toelating tot de dienstverlening zoals beschreven in de Participatiewet, schriftelijk ingediend bij het bestuursorgaan dat bevoegd is op het verzoek te beslissen. Het verzoek moet voldoen aan de wettelijke vereisten zoals bepaald in artikel 4.2 van de Algemene Bestuurswet.",Class,,{208D605F-BDE5-700A-13F6-281C3303691F},,,,,,,,,,,,,,,,04062025-090332,
832,Aanvraagtype,Een door de gemeente vastgestelde set van diensttypen die met één aanvraag kan worden aangevraagd.,Class,,{04035B37-1A5F-CC83-48D3-281C33030BAF},,,,,,,,,,,,,,,,04062025-090332,
833,Beschikking,"Een voor beroep vatbaar overheidsbesluit. Veelal de op schrift gestelde juridische motivering van de beslissing, met vermelding van de bezwaar en beroepsmogelijkheden.",Class,,{16ABCFF8-4817-6A73-59BA-281C3303F8D2},,,,,,,,,,,,,,,,04062025-090332,
834,Besluit,Een na overweging of beraadslaging vastgestelde beslissing voor een individueel of concreet geval.,Class,,{0CA08ED2-6990-8292-BBC7-281C33037374},,,,,,,,,,,,,,,,04062025-090332,
835,Betalingsblokkade,"Als de dienst een uitkering betreft, die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. De belatingsblokkade wordt opgenomen bij de dienst, die wordt genten door de persoon.",Class,,{24BA1E4E-CF1D-B8E9-E3C3-281C33039A81},,,,,,,,,,,,,,,,04062025-090332,
836,Dienst,Een door de burger of bedrijf afgenomen dienst als een uit het aanbod van een overheidsorgaan in het kader van de Participatiewet.Let wel! Het gaat hier om dienst als de uiteindelijke levering van een diensttype op een aanvraag. ,Class,,{022154F4-817D-0DFB-5FFC-281C33037384},,,,,,,,,,,,,,,,04062025-090332,
837,Diensttype,"Het resultaat of effect van een afgeronde inspanning die een overheidsorgaan op basis van wettelijke taken levert en waarmee in een behoefte van een burger (of bedrijf) wordt voorzien. De daadwerkelijke levering van een dienst, meestal in de vorm van een financiële betaling.",Class,,{07F494EF-DD9B-36A7-4EE0-281C33030C21},,,,,,,,,,,,,,,,04062025-090332,
838,Individuele plicht,"De individueel bepaalde vooraf gestelde eisen, los van de bij wet genoemde geldende toelatingseisen tot de dienstverlening, die gesteld worden om de dienst te kunnen (blijven) afnemen.",Class,,{1DF6D7C4-6EAB-C011-5CD9-281C3303C38C},,,,,,,,,,,,,,,,04062025-090332,
839,Leveringscomponent,"Een samenstellend deel van een Dienst. Bijvoorbeeld een gezinsnorm, een maatregel op de uitkering of bij een fysiek product: een koelkast.Nadat het recht is bepaald, wordt de levering gespecificeerd. Bij een financieel product is dat de hoogte van het bedrag. De hoogte van het bedrag is opgebouwd uit componenten waarvan de relevantie weer wordt bepaald door het recht en de situatie. Hoe het ook zij, de specificatie van de levering wordt in haar componenten vastgelegd als Leveringscomponent.",Class,,{117A52E7-D317-92C3-C4DB-281C33034B40},,,,,,,,,,,,,,,,04062025-090332,
840,Leveringscomponenttype,"Een samenstellend deel van het product dat word geleverd, bijvoorbeeld in het geval van een fysieke product:Product = huisraadDeelproduct 1= bankstel,Deelproduct 2 = eettafel, etc.Of in het geval van een financieel product Product = IITIIT-norm alleenstaande",Class,,{23F6E69F-CA5F-A12B-BCE4-281C3303F966},,,,,,,,,,,,,,,,04062025-090332,
841,Leveringsopdracht,"Een informatieobject dat wordt uitgewisseld tussen twee bedrijfsfuncties, waarvan de één de inhoudelijke afhandeling heeft gedaan en de ander de uitvoering moet verrichten. De leveringsopdracht bevat de nodige gegevens om de levering te kunnen uitvoeren.De daadwerkelijke levering van de dienst, hetzij in natura, hetzij in uitkering, wordt door een andere bedrijfsfunctie uitgevoerd. Hiertoe moet een leveringsopdracht worden opgesteld. Dit bedrijfsobject is meer een koppelvlakbeschrijving over gegevens uit het behandelproces, dan een uit te werken concept in de ontologie.",Class,,{1CDDED16-888E-945B-4A20-28EA07CB4D4C},,,,,,,,,,,,,,,,04062025-090332,
842,Leveringsspecificatie,"De specificatie van de te leveren dienst.Nadat het recht is bepaald, wordt de levering gespecificeerd. Bij een financieel product is dat de hoogte van het bedrag. De hoogte van het bedrag is opgebouwd uit componenten waarvan de relevantie weer wordt bepaald door het recht en de situatie. Hoe het ook zij, de Leveringsspecificatie wordt in haar Leveringscomponenten vastgelegd.",Class,,{0EFDD70A-7D69-27D9-7976-2912C31741DC},,,,,,,,,,,,,,,,04062025-090332,
843,Onderdeel beschikking,"Een beschikking is een voor beroep vatbaar overheidsbesluit. Veelal de op schrift gestelde juridische motivering van de beslissing, met vermelding van de bezwaar en beroepsmogelijkheden. Omdat de aangevraagde dienst uit meerdere onderdelen bestaat en op elk onderdeel wordt beslist, zijn deze beslissingen en hun juridische motivering opgenomen als onderdelen in de beschikking.",Class,,{0962936F-7373-4176-296A-281C33036B9B},,,,,,,,,,,,,,,,04062025-090332,
844,Periodiek dienst (Bijz. bijstand),Dit concept is redundant met leveringscomponenten in een leveringsspecificatie.De bijzondere bijstand hier bedoeld moet worden opgevoerd als een apart diensttypeDe kostensoort moet worden opgevoerd als een leveringscomponenttype bij het diensttype Bijzondere bijstandBij recht op de dienst bevat de leveringsspecificatie de relevante kostensoorten als leveringscomponenten met het vastgestelde bedrag.,Class,,{1CE59AFB-AA35-C5DB-C243-2871BD384EF7},,,,,,,,,,,,,,,,04062025-090332,
845,Recht,Het bepaalde recht op het verkrijgen van een dienst. Het recht is opgebouwd uit conclusies op relevante voorwaarden voor het verkrijgen van een dienst.,Class,,{1CC0F6E1-888E-945B-4A20-28C0FB594D4C},,,,,,,,,,,,,,,,04062025-090332,
846,Referteperiode,De referteperiode bij een dienst is die periode waarover gegevens bij de aanvraag worden verzameld om op basis daarvan tot een beslissing te komen.,Class,,{1D0EFA3D-888E-945B-4A20-292F8D894D4C},,,,,,,,,,,,,,,,04062025-090332,
847,Regeling,"Bijvoorbeeld Participatiewet, IOAW/IOAZ e.d.",Class,,{1E5BDB79-81B9-2C6D-472E-2A2CBF9C1656},,,,,,,,,,,,,,,,04062025-090332,
848,Uitsluitingsgrond,Gronden waarop de klant in een situatie verkeert die maakt dat er per definitie geen recht op een dienst c.q. uitkering bestaat. Dit maakt een uitsluitingsgrond een verbijzondering van een voorwaarde.,Class,,{15A983E0-2529-75FE-4ED9-281C3303D234},,,,,,,,,,,,,,,,04062025-090332,
849,Verstrekkingsvorm,"De aard van afgifte van het product aan de burger (of bedrijf). Dit kan bijvoorbeeld zijn als gift, als lening, onder verband van hypotheek, …",Class,,{1081AC17-59B0-A2F8-A83C-281C3303651D},,,,,,,,,,,,,,,,04062025-090332,
850,Voorliggende voorziening,"Voorzieningen die de klant heeft, of waar hij voor in aanmerking komt, die de klant in een situatie doen verkeren die maakt dat er geen dienst c.q. uitkering toegekend wordt. Dit maakt dat de controle op een voorliggende voorziening een verbijzondering is van een voorwaarde.",Class,,{1361003F-38E9-A2A7-3128-281C33031270},,,,,,,,,,,,,,,,04062025-090332,
851,Voorwaarde,"De voorwaarde is de instantie van een **relevant** voorwaardetype bij een dienst, waarvan de conclusie wordt vastgelegd en daarmee een onderdeel vormt van het recht op het verkrijgen van een dienst.",Class,,{1CC0F3FE-888E-945B-4A20-28C0F7424D4C},,,,,,,,,,,,,,,,04062025-090332,
852,Voorwaardetype,"Een by design ontworpen voorwaarde waarop de aanvraag voor een diensttype kan worden beoordeeld.Het betreft hier alle mogelijke voorwaarden voor elke situatie. Welke voorwaardetypen relevant zijn voor een situatie wordt bepaald uit het profiel van de aanvrager(s).De voorwaardetypen worden ontwikkeld en in compliance gehouden met geldende gezagsdragende documenten als wet-en regelgeving, circulaires en beleid.",Class,,{20BA95B7-C12B-F23F-093F-281C3303B58A},,,,,,,,,,,,,,,,04062025-090332,
853,Afwijkende maatregel,,Class,,{1BD0DD3A-888E-945B-4A20-276CADAE4D4C},,,,,,,,,,,,,,,,04062025-090332,
854,Boete,"Een boete is de uitkomst van een onderzoek naar rechtmatigheid. Dit leidt in principe tot een terug te vorderen bedrag. Er is voor gekozen om dit als aparte klasse te modelleren en niet als typering van een vordering, omdat we dit gegeven ook willen gebruiken bij risicoprofilering. Als de vordering niet (meer) bestaat, zou dit gegeven daarmee niet beschikbaar zijn.Daarnaast kan dit ook helpen bij het vastleggen van een boete van een poging tot fraude (zonder financiele consequenties, waardoor geen vordering is ontstaan. (tijdig ondekte valsheid in geschifte e.d.).Bij bedragen hoger dan 50.000 euro, wordt aangifte van fraude gedaan en volgt strafrechtelijk onderzoek.Feitelijk is het uitgangspunt bij het opleggen van een boete dat er altijd sprake is van opzet. Daarom is een apart gegeven Fraude niet opgenomen.",Class,,{05E49616-803F-4C1B-9663-262C4A191DF9},,,,,,,,,,,,,,,,04062025-090332,
855,Maatregel,,Class,,{0B63B508-9F69-A5D7-4387-2632D2C24782},,,,,,,,,,,,,,,,04062025-090332,
856,Maatregel op uitkering,,Class,,{032C6459-3922-4AEF-0D73-262C4A138E25},,,,,,,,,,,,,,,,04062025-090332,
857,Normafwijking,,Class,,{167FF4C9-6B66-EEDA-5189-262C4A139258},,,,,,,,,,,,,,,,04062025-090332,
858,Andere reden afwijkende startdatum,,Class,,{237c7e1c-5893-475f-be3f-49b629316e1e},,,,,,,,,,,,,,,,04062025-090332,
859,Andere reden verzoek,,Class,,{1E8815BF-5BAC-6978-BF60-2791C1C96FC3},,,,,,,,,,,,,,,,04062025-090332,
860,Gestopt betaald werk,,Class,,{16333246-B1C9-E9E9-D5B6-2791C02E05CB},,,,,,,,,,,,,,,,04062025-090332,
861,Gestopt of verkocht eigen bedrijf,,Class,,{0B7F7AD1-661C-8F1C-4F9A-2791C1C74BAB},,,,,,,,,,,,,,,,04062025-090332,
862,Gestopte bijstanduitkering,,Class,,{15ABBF00-EC46-89CA-680B-2791C070D8E5},,,,,,,,,,,,,,,,04062025-090332,
863,Gestopte detentie,,Class,,{16F72E30-A6E2-CEC4-6AB8-2791C1C8CC09},,,,,,,,,,,,,,,,04062025-090332,
864,Gestopte of verlaagde alimentatie,,Class,,{1632E282-377B-77CF-BF11-2791C070C097},,,,,,,,,,,,,,,,04062025-090332,
865,Gestopte studiefinanciering,,Class,,{1F0AACC8-0CDE-849C-C1CC-2791C070CCF8},,,,,,,,,,,,,,,,04062025-090332,
866,Gestopte uitkering,,Class,,{1BDF5AAF-EDC4-87BC-16F2-2791C06DC1FA},,,,,,,,,,,,,,,,04062025-090332,
867,Ingang bijstandsuitkering,"In de meeste gevallen is de startdatum van een dienst gelijk aan de datum eerste melding (melddatum). Echter, er zijn redenen om hiervan af te wijken. In dat geval wijkt de startdatum af van de melddatum. Ingangsdatum uitkering bevat een Reden afwijkende startdatum om op te nemen met welke reden een afwijkende ingangsdatum gehanteerd wordt.",Class,,{0572BF37-A778-273A-32B0-2791C2CC601A},,,,,,,,,,,,,,,,04062025-090332,
868,Opname instelling,,Class,,{1ac5aa8f-eb60-4683-acb8-ca3308da1c3d},,,,,,,,,,,,,,,,04062025-090332,
869,Overleden partner,,Class,,{201D0432-BDE5-700A-13F6-2791C071691F},,,,,,,,,,,,,,,,04062025-090332,
870,Reden aanvraag,,Class,,{cac6d8c1-42e6-41cb-9907-3c65c081afba},,,,,,,,,,,,,,,,04062025-090332,
871,Reden aanvraag Levensonderhoud,,Class,,{0BCC5755-9F69-A5D7-4387-2791BFCD4782},,,,,,,,,,,,,,,,04062025-090332,
872,Reden afwijkende startdatum,,Class,,{ed8f8dba-b936-40ad-b443-1ee91b8fe046},,,,,,,,,,,,,,,,04062025-090332,
873,Verbroken relatie,,Class,,{273AA921-78AD-0107-6D04-2791C07149E9},,,,,,,,,,,,,,,,04062025-090332,
874,Vertrek uit asielzoekerscentrum,,Class,,{109FA03E-8C65-8EF6-C7F0-2791C1C80AFE},,,,,,,,,,,,,,,,04062025-090332,
875,Wachten beslissing instantie,,Class,,{008977a4-1342-42b2-be93-bda49931fa51},,,,,,,,,,,,,,,,04062025-090332,
876,Wachten DigiD,,Class,,{32633236-e5f5-40eb-a083-fc12c3e8a7f8},,,,,,,,,,,,,,,,04062025-090332,
877,Aflossing,"Een aflossing is de betaling van een afgesproken of opgelegd bedrag op een vordering. Een aflos-sing gebeurt in het kader van een aflossingsafspraak gemaakt bij een vordering of wordt eenzijdig opgelegd. De aflossing wordt geadministreerd als een vorderingscomponent onder die vordering. Afgesproken is minnelijk maar kan ook opgelegd worden, bijv 5% verrekening of beslag op loon.",Class,,{196161F4-8372-6334-AF08-263C236F7A38},,,,,,,,,,,,,,,,04062025-090332,
878,Aflossingsafspraak,Een aflossingsafspraak is een onderdeel van het aflossingsplan. Het is een afspraak over hoe en wanneer het opgelegde bedrag wordt afgelost. Het opgelegde bedrag is het bedrag is de hele vordering of het bdrag na verrekening of beslag.Elke afspraak in het aflossingsplan bepaalt welk bedrag afgelost wordt op welke vordering vanaf een zekere startdatum per tijdseenheid (doorgaans een maand).,Class,,{0F06241B-EBEF-4053-33E4-263C236F76FC},,,,,,,,,,,,,,,,04062025-090332,
879,Aflossingsplan,"Een aflossingsplan bevat alle afspraken tussen de gemeente en de debiteur over op welke vordering hij/zij per wanneer welk bedrag aflost.Verder geldt dat er bijzondere afspraken kunnen worden vastgelegd, bijvoorbeeld Dwangbevel. In zulke gevallen wordt de gehele schuld in één keer weer opeisbaar gesteld.",Class,,{234EB82E-9EC6-5904-2634-263C0A957ADF},,,,,,,,,,,,,,,,04062025-090332,
880,Afschrijving,De vordering blijkt oninbaar. Er is (nog) geen aflossingsmogelijkheid. Er wordt ook niet geacht dat er perspectief is tot invordering. Er wordt afscheid genomen van de vordering.Afscheid nemen van de vordering gebeurt via het afschrijven van de vordering. De reden daarvan wordt opgegeven.,Class,,{c0026057-03ab-4e5b-a021-aa9175c4078c},,,,,,,,,,,,,,,,04062025-090332,
881,Betaalcomponent,Een rechtmaand kan door de tijd heen door correcties meerdere betaalcomponenten krijgen. Met de betaalcomponent leg je vast welk bedrag op welke boekingsdatum is betaald in het kader van de rechtmaand.Deze administratie is noodzakelijk omdat moet kunnen worden bepaald welk deel in de terugvordering bruto en welke netto moet worden teruggevorderd.,Class,,{1D10018E-888E-945B-4A20-293102BE4D4C},,,,,,,,,,,,,,,,04062025-090332,
882,Boetevordering,"Een vordering is een eis op een persoon, zeg debiteur, die een zeker bedrag terug moet betalen aan de gemeente. Vorderingen die zijn ingesteld omdat er een boete vanwege een overtreding van de inlichtingenplicht is opgelegd.  De oorzaak van een vordering is velerlei, Zie daarvoor de categorie-indeling.Vorderingen kunnen uit meerdere componenten bestaan.Vorderingen kunnen ook onderling in relatie staan, bijvoorbeeld: Een opgelegde boete wegens het schenden van de inlichtingenplicht heeft een relatie met een verwijtbare vordering.Deze type vordering zijn als verbijzonderingen opgenomen, opdat deze relaties expliciet kunnen worden gelegd.",Class,,{173D0C11-3C5E-8344-BE5E-293122950DAC},,,,,,,,,,,,,,,,04062025-090332,
883,Conservatoir beslag,"In het Nederlands recht is een conservatoir beslag een beslaglegging op (een deel van) het vermogen van een schuldenaar ter verzekering van de betaling van een onbetaald gebleven vordering nog voordat de rechter uitspraak heeft gedaan over de juistheid van die vordering. De toestemming tot het leggen van dit beslag moet door een advocaat namens de schuldeiser aan de beslagrechter, ook wel ""voorzieningenrechter"", worden gevraagd. Door het leggen van het beslag ontstaat meer zekerheid dat het beslagen vermogen ter beschikking staat. De voorzieningenrechter is in Nederland over het algemeen snel geneigd toestemming voor het beslag te verlenen en dat zelfs zonder dat de schuldenaar van het verzoek op de hoogte is of daarover wordt gehoord.",Class,,{1CE90960-888E-945B-4A20-28F9C71E4D4C},,,,,,,,,,,,,,,,04062025-090332,
884,Correctie,Na nader inzicht corrigeren van het te vorderen bedrag met een zeker bedrag. Correcties worden geadministreerd onder de vordering.,Class,,{1B73F18A-888E-945B-4A20-26E8FA774D4C},,,,,,,,,,,,,,,,04062025-090332,
885,Debiteur,Binnen het domein van terug- en invorderen is een debiteur een persoon waarop de gemeente een of meerdere vorderingen heeft. ,Class,,{107E216A-17F2-DFCA-EAFE-263C7FFC912E},,,,,,,,,,,,,,,,04062025-090332,
886,Incassokostenvordering,"AlgemeenEen vordering is een eis op een persoon, zeg debiteur, die een zeker bedrag terug moet betalen aan de gemeente.De oorzaak van een vordering is velerlei, Zie daarvoor de categorie-indeling.Vorderingen kunnen uit meerdere componenten bestaan.Vorderingen kunnen ook onderling in relatie staan, bijvoorbeeld: Een opgelegde boete wegens het schenden van de inlichtingenplicht heeft een relatie met een verwijtbare vordering.IncassokostenvorderingBij het invorderproces kunnen incassokosten ontstaan bij een bepaalde vordering. Bij incassokosten boven een drempel (instelbare referentiewaarde) kan een incassokostenvordering worden opgevoerd. De incassokostenvordering wordt gerelateerd aan de hoofdvordering. De incassokostenvordering is een zogenaamde accessoire vordering, die zijn titel ontleend aan de hoofdvordering.Dit type vordering is als verbijzondering opgenomen, opdat deze relatie expliciet kan worden gelegd.",Class,,{a19a36c3-66e1-44c2-b674-6f3a3d98c5ea},,,,,,,,,,,,,,,,04062025-090332,
887,Interventie,"De daadwerkelijke interventie, die wordt ondernomen naar aanleiding van een interventieverzoek.",Class,,{1BCE2533-656D-D59B-6ECD-28FC06D8D601},,,,,,,,,,,,,,,,04062025-090332,
888,Interventieverzoek,"In het geval van monitoring op aflossingsafspraken bij een vordering kan bij ongeregeldheden, zoals het achterwege blijven van aflossingen, een signaal worden gegeven om te interveneren. Dit gebeurt door een interventieverzoek. Interventies geschieden volgens een interventieladder. Altijd kan een medewerker daar gemotiveerd van afwijken, bijvoorbeeld na klantcontact. Dit betekent niet dat het interventieverzoek niet minder dwingend is.",Class,,{0897E8F8-77FF-DE35-D40E-28FC069F6910},,,,,,,,,,,,,,,,04062025-090332,
889,Invorderingsbasis,"Een invordering is het innen van een schuld of een te veel uitbetaalde uitkeringssom, soms als gevolg van uitkeringsfraude. In de terugvorderingszaak wordt de vordering vastgesteld en beslist. In de invorderingszaak wordt die schuld vervolgens van de debiteur geïnd. Na betaling vervalt de vordering. Bij niet-betaling kan de vordering ook tenietgaan in de volgende situaties:bij verjaring (de verjaringstermijn werd niet op tijd gestuit)bij kwijtscheldingbij verrekeningbij overlijdenIndien geen verhaalsmogelijkheden aanwezig zijn en binnen afzienbare tijd niet te verwachten zijn, wordt de vordering oninbaar geleden. Dit betekent echter niet dat de vordering teniet gaat. Als nadat de vordering oninbaar is geleden verhaalsmogelijkheden bekend worden, kan daarop gewoon verhaal worden gehaald.Indien geen verhaalsmogelijkheden aanwezig en binnen afzienbare tijd niet te verwachten zijn, wordt de vordering oninbaar geleden. Dit betekent echter niet dat de vordering teniet gaat. Als nadat de vordering oninbaar is geleden verhaalsmogelijkheden bekend worden, kan daarop gewoon verhaal worden gehaald.Teruggaven blijven verrekend worden met oninbaar geleden vorderingen, zolang deze nog niet verjaard zijn.Basis voor het invorderen vormen drie grootheden:de invorderingsmogelijkheidde beslagvrije voetde aflossingscapacteit.In de tijd kunnen deze basisvariabelen wijzigen. Per wijziging worden deze basisvariabelen geadministreerd.De invorderingsbasis vormt dus de basis voor invorderen en derhalve voor het maken van de aflossingsafspraken in het aflossingsplan.Omdat de drie hiervoor genoemde grootheden debiteurafhankelijk zijn, is de invorderingsbasis direct gekoppeld aan de debiteur.Let op!Van de invorderingsbasis wordt alleen de actuele situatie geadministreerd. Historie kan worden vastgehouden in de zaak.",Class,,{0A9D7FDF-4271-2DBE-58D2-28F9CE6C00A4},,,,,,,,,,,,,,,,04062025-090332,
890,Krediethypotheek,"AlgemeenAls de bijstandsuitkering aan u geleend wordt, kan de gemeente u verplichten een hypotheek op de woning te vestigen. Dit wordt een krediethypotheek genoemd. Gemeenten doen dit om zekerheid te hebben dat de lening in de toekomst wordt afgelost. Bent u eigenaar van een woonwagen of een niet-geregistreerd woonschip? Dan kan de gemeente u verplichten een pandrecht te vestigen. Als de hypotheek of het pandrecht is gevestigd, kunt u gewoon in uw woning blijven wonen.De gemeente kan zelf bepalen of en wanneer zij overgaat tot het vestigen van pandrecht of hypotheek op uw huis, woonschip of woonwagen.Gevolgen krediethypotheekDoor het vestigen van een krediethypotheek gebruikt u de overwaarde van uw woning als onderpand voor uw leenbijstand. Onderpand wil zeggen dat de gemeente uw woning mag verkopen als u uw betalingsverplichtingen niet nakomt. Als u uw rente- en aflossingsverplichtingen niet nakomt, dan kan de gemeente uw woning verkopen en van de opbrengst uw rente– en aflossingsverplichtingen betalen. Als u zelf besluit om uw woning te verkopen, dan moet u (een deel van) de opbrengst gebruiken om uw leenbijstand af te lossen.Kosten krediethypotheekVoor de kosten die u eventueel maakt in verband met de taxatie van de woning en het vestigen van een krediethypotheek kunt u bijzondere bijstand ontvangen. U moet dan wel aan de voorwaarden voor het recht op bijzondere bijstand voldoen.Aflossing leningHieronder worden de situaties beschreven wanneer de lening moet worden afgelost.U stroomt uit de bijstand omdat u werk heeft gevonden. Als u uit de bijstand stroomt omdat u werk heeft gevonden moet u in principe de lening gaan aflossen. Wanneer dat het geval is, is afhankelijk van het gemeentelijke beleid.U moet opnieuw bijstand aanvragen. Is uw bijstand in de vorm van een geldlening geëindigd, maar doet u binnen een bepaalde periode opnieuw een beroep op bijstand? Dan kunt u mogelijk opnieuw bijstand in de vorm van een geldlening ontvangen. Informeer bij de gemeente.U verkoopt de woning. Verkoopt u de woning? Dan moet de lening meestal worden terugbetaald, mits de verkoop voldoende heeft opgebracht.U overlijdt. Als u overlijdt valt de woning in uw nalatenschap. Uw erfgenamen zullen de geldlening dan moeten terugbetalen uit de nalatenschap. De gemeente zal hierover met de erven corresponderen.OverzichtKrediethypotheek leidt dus niet meteen tot een vordering. Toch wordt een krediethypotheek gemeld aan Terug- en Invorderen. Met deze informatie kan beter maatwerk worden geleverd bij het bepalen van de aflossingsafspraken. Hetzelfde geldt voor de leenbijstand.",Class,,{d3335b08-9b4b-4e55-b507-0e1d481f1409},,,,,,,,,,,,,,,,04062025-090332,
