nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
248,Doelstellingsoort,Typering van een doelstellig,Class,,{79A14AF2-F1F9-43a3-914B-FD04CB609F44},,Sociale Teams,,,,,,,,,,,,10122024-112046,
249,SociaalTeamDossier,,Class,,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},,Sociale Teams,,,SociaalteamDossier,,,,,https://gemmaonline.nl/index.php/GEMMA/id-276088a8-7dcf-4dd8-9450-bf677c7329ed,,276088a8-7dcf-4dd8-9450-bf677c7329ed,business-object,10122024-112046,
250,SociaalteamDossiersoort,,Class,,{E81990BA-1B6E-4e2a-9910-1E02CDDD53A6},,Sociale Teams,,,,,,,,,,,,10122024-112046,
251,Component,,Class,,{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},,Participatie,,,,,,,,,,,,10122024-112046,
252,Componentsoort,,Class,,{3372192D-4773-46b2-BDA5-C98B220F8954},,Participatie,,,,,,,,,,,,10122024-112046,
253,Doelgroep,"Een groep mensen of klanten die een bedrijf of organisatie wil benaderen om een product, dienst of informatie onder de aandacht te brengen",Class,,{4E2B16CA-093A-40b8-B7F8-AD90D7D396A7},,Participatie,,,RegelVoorIedereen,"Een groep mensen of klanten die een bedrijf of organisatie wil benaderen om een product, dienst of informatie onder de aandacht te brengen",,,,https://gemmaonline.nl/index.php/GEMMA/id-953e583a-1d8e-4153-bf27-9ad07d80252d,,953e583a-1d8e-4153-bf27-9ad07d80252d,business-object,10122024-112046,
254,Fraudegegevens,Gegevens met betrekking tot fraude,Class,,{096E692B-4810-4571-9A51-DDDEDA13F4BF},,Participatie,,,Fraudegegevens,Gegevens met betrekking tot fraude,,,,https://gemmaonline.nl/index.php/GEMMA/id-9d77bfbe-c5bf-4f52-8539-4220bcc98838,,9d77bfbe-c5bf-4f52-8539-4220bcc98838,business-object,10122024-112046,
255,Fraudesoort,Typering van een fraude,Class,,{2D35FBDB-0399-4439-B454-25E1A4FB0279},,Participatie,,,,,,,,,,,,10122024-112046,
256,InformatieDakloosheid,Informatie met betrekking tot dakloosheid,Class,,{A0F8E790-518A-4717-88C2-1143DE9F944A},,Participatie,,,,,,,,,,,,10122024-112046,
257,Inkomensvoorziening,Een regeling die zorg draag voor een inkomen confom de landelijke wetgeving,Class,,{07784236-3AA6-45e5-8253-7D088C4020B0},,Participatie,,,Inkomensvoorziening,Een regeling die zorg draag voor een inkomen confom de landelijke wetgeving,,,,https://gemmaonline.nl/index.php/GEMMA/id-9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,,9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,business-object,10122024-112046,
258,Inkomensvoorzieningsoort,Typering van een inkomensvoorziening,Class,,{AF18E7D3-279D-4323-B785-6C75B4701430},,Participatie,,,,,,,,,,,,10122024-112046,
259,Participatiedossier,Overzicht van alle informatie over integratie en participatie betreffende een inwoner,Class,,{F1DA83DA-4F56-408c-B2C4-AB6AF02E37B4},,Participatie,,,Participatiedossier,Overzicht van alle informatie over integratie en participatie betreffende een inwoner,,,,https://gemmaonline.nl/index.php/GEMMA/id-7524953c-c703-4230-92de-72e04018559a,,7524953c-c703-4230-92de-72e04018559a,business-object,10122024-112046,
260,RedenBeeindiging,argumentatie voor stopzetting,Class,,{FF79699B-F356-4168-875F-B4D0266789EE},,Participatie,,,,,,,,,,,,10122024-112046,
261,Regeling,"Verzamelnaam voor AMvB’s, Ministeriële regelingen, lokale verordeningen, etc. De regeling is de meest concrete uitleg van de wet. ",Class,,{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,Participatie,,,Regeling,"Verzamelnaam voor AMvB’s, Ministeriële regelingen, lokale verordeningen, etc. De regeling is de meest concrete uitleg van de wet.",,,,https://gemmaonline.nl/index.php/GEMMA/id-4613c364-53f2-445d-a392-3b6661533a71,,4613c364-53f2-445d-a392-3b6661533a71,business-object,10122024-112046,
262,Regelingsoort,Typologie van een regeling,Class,,{14D3C960-5EF2-433c-8E1C-B493974280E2},,Participatie,,,,,,,,,,,,10122024-112046,
263,Taalniveau,Het duiden van bepaald gebruik en begrijpelijkheid van een taal. Het is er om verschil in taalvaardigheid te kunnen meten.,Class,,{74DF3CC8-5890-4e02-9B11-57FF82F26EA4},,Participatie,,,,,,,,,,,,10122024-112046,
264,Tegenprestatie,Verplichting die tegenover een prestatie staat,Class,,{B3F6F6D2-5054-484d-A0C4-A95EF6FA5AD2},,Participatie,,,Tegenprestatie,Verplichting die tegenover een prestatie staat,,,,https://gemmaonline.nl/index.php/GEMMA/id-8b15e4a4-11fb-42f3-b7e8-29192dbfc19a,,8b15e4a4-11fb-42f3-b7e8-29192dbfc19a,business-object,10122024-112046,
265,TegenprestatieHoogte,De hoogte van de tegenprestatie,Class,,{7A514B8D-7161-4334-8202-41DD00A65E8A},,Participatie,,,,,,,,,,,,10122024-112046,
266,Traject,"Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.",Class,,{AB20D9F3-FBEB-4d10-A8A5-429F0AB8432F},,Participatie,,,AanwezigeDeelnemer,"Samenstel van achtereenvolgens uit te voeren en onderling samenhangende deelhandelingen of van opeenvolgende stadia in een proces, voorgesteld als een route die via opeenvolgende bestemmingen naar de eindbestemming voert.",,,,https://gemmaonline.nl/index.php/GEMMA/id-99429638-0270-43f5-8193-409379bc10e5,,99429638-0270-43f5-8193-409379bc10e5,business-object,10122024-112046,
267,TrajectActiviteit,,Class,,{C84E20C3-9FE5-49bf-AFE2-C5A868F2D7D5},,Participatie,,,,,,,,,,,,10122024-112046,
268,TrajectActiviteitsoort,,Class,,{3AB13A36-82B9-401d-9FBD-67D8EB7312C8},,Participatie,,,,,,,,,,,,10122024-112046,
269,Trajectsoort,,Class,,{65B605C4-8F44-4447-BA76-B3070B1EBCBD},,Participatie,,,,,,,,,,,,10122024-112046,
270,Uitkeringsrun,,Class,,{F787184D-3AA8-4132-96C4-23A363C3C1B7},,Participatie,,,,,,,,,,,,10122024-112046,
271,Categorie,Categorie waarop leveranciers zich voor de levering van personeel voor kunnen kwalificeren,Class,,{9EC6B40B-0C87-4453-B567-E0D3572F86AF},,Afval,,,,,,,,,,,,10122024-112046,
272,Container,Container voor het gescheiden inzamelen van huishoudelijke afvalstoffen dwz afvalstoffen afkomstig uit particuliere huishoudens behoudens voor zover het ingezamelde bestanddelen van die afvalstoffen betreft die zijn aangewezen als gevaarlijke afvalstoffen,Class,,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},,Afval,,,Container,Container voor het gescheiden inzamelen van huishoudelijke afvalstoffen dwz afvalstoffen afkomstig uit particuliere huishoudens behoudens voor zover het ingezamelde bestanddelen van die afvalstoffen betreft die zijn aangewezen als gevaarlijke afvalstoffen,,,,https://gemmaonline.nl/index.php/GEMMA/id-a9b50546-d72d-4e60-8da5-184a27a626c5,,a9b50546-d72d-4e60-8da5-184a27a626c5,business-object,10122024-112046,
273,Containertype,Typologie van container,Class,,{0A7769C7-FE3E-45eb-A644-22E5CB207B42},,Afval,,,,,,,,,,,,10122024-112046,
274,Fractie,"Onderdeel, deeltje",Class,,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},,Afval,,,Fractie,"Onderdeel, deeltje",,,,https://gemmaonline.nl/index.php/GEMMA/id-5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,,5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,business-object,10122024-112046,
275,Locatie,"Locaties die worden aangedaan tijdens het rijden van een route. Dit kunnen adressen zijn en/of GML-punten met een x- en y-coordinaat. Avalex hanteert op het moment van schrijven alleen adressen, ook voor de containers.",Class,,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},,Afval,,,Locatie,"Locaties die worden aangedaan tijdens het rijden van een route. Dit kunnen adressen zijn en/of GML-punten met een x- en y-coordinaat. Avalex hanteert op het moment van schrijven alleen adressen, ook voor de containers.",,,,https://gemmaonline.nl/index.php/GEMMA/id-71b8f8f4-9789-4cab-9828-d508607188bf,Locatie (Afval),71b8f8f4-9789-4cab-9828-d508607188bf,business-object,10122024-112046,
276,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Class,,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},,Afval,,,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",,,,https://gemmaonline.nl/index.php/GEMMA/id-e1029618-919b-4889-9989-e7f6ca9a16ea,Melding (Afval),e1029618-919b-4889-9989-e7f6ca9a16ea,business-object,10122024-112046,
277,Milieustraat,Een locatie die specifiek bestemd is voor het brengen van gescheiden huishoudelijk afval en grofvuil.,Class,,{1638F2AF-F1E8-4360-BA47-D975F2135168},,Afval,,,Milieustraat,Een locatie die specifiek bestemd is voor het brengen van gescheiden huishoudelijk afval en grofvuil.,,,,https://gemmaonline.nl/index.php/GEMMA/id-0310645e-6873-4cb3-93ec-734f0ac3323e,,0310645e-6873-4cb3-93ec-734f0ac3323e,business-object,10122024-112046,
278,Ophaalmoment,Een stop die een vuilniswagen maakt tijdens het doen van een rit. Bijgehouden wordt de gewichtstoename van de lading,Class,,{9079F098-1084-4484-ACCC-6C6C07043193},,Afval,,,Ophaalmoment,Een stop die een vuilniswagen maakt tijdens het doen van een rit. Bijgehouden wordt de gewichtstoename van de lading,,,,https://gemmaonline.nl/index.php/GEMMA/id-21e043b1-6d0c-4fd0-ac07-fd854ed8b9df,,21e043b1-6d0c-4fd0-ac07-fd854ed8b9df,business-object,10122024-112046,
279,Pas,"klein kaartje met je naam en soms je foto erop, dat je toegang geeft tot bepaalde diensten",Class,,{F6D7A83B-30BC-44f4-91E2-74C04DCE87AE},,Afval,,,Pas,,,,,https://gemmaonline.nl/index.php/GEMMA/id-4f840a95-77ba-47ae-b554-a00db6f905b4,,4f840a95-77ba-47ae-b554-a00db6f905b4,business-object,10122024-112046,
280,Prijsafspraak,Overeenkomst tussen concurrenten met betrekking tot de prijs van goederen of diensten. ,Class,,{21BBA828-AAE0-4785-9E44-45C1B866C882},,Afval,,,Prijsafspraak,Overeenkomst tussen concurrenten met betrekking tot de prijs van goederen of diensten.,,,,https://gemmaonline.nl/index.php/GEMMA/id-343e027e-16c9-43d7-8b90-891aaf9c4b70,,343e027e-16c9-43d7-8b90-891aaf9c4b70,business-object,10122024-112046,
281,Prijsregel,,Class,,{E79C6C20-3D05-49fb-96ED-105B5CD0ABA5},,Afval,,,,,,,,,,,,10122024-112046,
282,Rit,Verplaatsing van een wegvoertuig over een wegpad,Class,,{832DA9A0-0E64-4d41-8266-38418B095919},,Afval,,,Rit,Verplaatsing van een wegvoertuig over een wegpad,,,,https://gemmaonline.nl/index.php/GEMMA/id-892c2a19-8066-404b-8a04-268f9497dd1c,,892c2a19-8066-404b-8a04-268f9497dd1c,business-object,10122024-112046,
283,Route,"Routes die gereden worden om bepaalde fracties vuilnis op te halen. Routes gaan langs locaties, waar afhankelijk van de routesoort een containers, bepaalde plekken of adressen worden aangedaan.

 huis-aan-huis: er worden locaties met adressen aangedaan
 illegale dumping, grofvuil: er worden locaties aangedaan (evt met adres)
 containters: er worden locaties met containers aangedaan
",Class,,{55A58838-3877-4e76-B5BF-26C68FAD463D},,Afval,,,Route,"Routes die gereden worden om bepaalde fracties vuilnis op te halen. Routes gaan langs locaties, waar afhankelijk van de routesoort een containers, bepaalde plekken of adressen worden aangedaan.

 huis-aan-huis: er worden locaties met adressen aangedaan
 illegale dumping, grofvuil: er worden locaties aangedaan (evt met adres)
 containters: er worden locaties met containers aangedaan",,,,https://gemmaonline.nl/index.php/GEMMA/id-024bb42f-38cf-42ba-859d-184221eff16c,,024bb42f-38cf-42ba-859d-184221eff16c,business-object,10122024-112046,
284,Storting,"Activiteit, inhoudende a. het zich ontdoen van stoffen ",Class,,{15910FE7-D323-45ff-AA7F-CE3C636CE953},,Afval,,,Storting,"Activiteit, inhoudende a. het zich ontdoen van stoffen",,,,https://gemmaonline.nl/index.php/GEMMA/id-c7dda76d-bcdd-4b63-97dc-9d273b2f9092,,c7dda76d-bcdd-4b63-97dc-9d273b2f9092,business-object,10122024-112046,
285,Vuilniswagen,Een vrachtwagen die gebruikt wordt om afval in te zamelen bij bedrijven en huishoudens (huisvuil),Class,,{9A422266-783E-4f48-9B12-F442C1B22A45},,Afval,,,Vuilniswagen,Een vrachtwagen die gebruikt wordt om afval in te zamelen bij bedrijven en huishoudens (huisvuil),,,,https://gemmaonline.nl/index.php/GEMMA/id-b8e3111b-1993-4490-bdf4-f8eca8add712,,b8e3111b-1993-4490-bdf4-f8eca8add712,business-object,10122024-112046,
286,Vulgraadmeting,Mate waarin een (afval)container gevuld is,Class,,{3650DB98-AC7B-46c0-A607-C54D69E38E42},,Afval,,,,,,,,,,,,10122024-112046,
287,Aansluitput,Type put met de functie aansluitleidingen aansluiten,Class,,{401EC4C0-809B-48F0-9646-0F646A8F1AE},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
288,Afvalbak,"Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.
Toelichting: Inzamelobject voor afval in de openbare ruimte dat handmatig kan worden leeggemaakt.",Class,,{58EF1415-6ACB-412B-9C3E-E390BB2AE3B},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
289,Bak,"Object met een permanent karakter dat dient om iets in te bergen of te verzamelen. (bron: definities.geostandaarden.nl)
Synoniemen: Bak",Class,,{6B54FE2F-9897-47DA-863C-5A931E89B2D},,Beheer Openbare Ruimte,,,Bak,"Object met een permanent karakter dat dient om iets in te bergen of te verzamelen. (bron: definities.geostandaarden.nl)
Synoniemen: Bak",,,,https://gemmaonline.nl/index.php/GEMMA/id-10c774ed-95dc-4186-b425-c19c187b90ff,,10c774ed-95dc-4186-b425-c19c187b90ff,business-object,10122024-112046,
290,Bank,"Aaneengesloten zitplaats voor verscheidene personen, bedoeld voor openbaar gebruik en geplaatst in de openbare ruimte (vnl. in parken, plantsoenen, bossen en langs wegen).",Class,,{83F95133-4D59-4B1F-B5DD-6055DA2C007},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
291,Beheerobject,Verzamelobject - niveau 1,Class,,{E060DC30-E4F2-4794-A16E-7207032E250},,Beheer Openbare Ruimte,,,Beheerobject,Verzamelobject - niveau 1,,,,https://gemmaonline.nl/index.php/GEMMA/id-7866576d-8cb5-495b-a2f4-2b56393ee7b5,,7866576d-8cb5-495b-a2f4-2b56393ee7b5,business-object,10122024-112046,
292,Bemalingsgebied,"Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd.
Toelichting: Een rioleringsgebied waaruit het afvalwater door een gemaal wordt verwijderd",Class,,{A1EE11DF-4EEA-409A-8E43-F108DC0BF96},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
293,Bergingsbassin,"Een gesloten reservoir waarin het afvalwater tijdelijk wordt opgevangen
Synoniemen: Retentiebassin, bufferbassin",Class,,{55C683B9-3F66-4E21-B0C1-66E664837CA},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
294,Boom,"Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.
Toelichting: Een houtachtig gewas (loofboom of conifeer) met een wortelgestel en een enkele, stevige, houtige stam, die zich boven de grond vertakt.",Class,,{83A942F7-5291-42F0-AFB1-9A57D0FB2F1},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
295,Bord,"Paneel waarop (statische) informatie wordt afgebeeld, verwoord in tekst, pictogram of code.",Class,,{40BD01ED-180A-4644-AB10-4C94C891A45},,Beheer Openbare Ruimte,,,Bord,"Paneel waarop (statische) informatie wordt afgebeeld, verwoord in tekst, pictogram of code.",,,,https://gemmaonline.nl/index.php/GEMMA/id-4cf7e8b5-f178-409c-859e-d7ce7a04e222,,4cf7e8b5-f178-409c-859e-d7ce7a04e222,business-object,10122024-112046,
296,Bouwwerk,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk  (bron: definities.geostandaarden.nl)",Class,,{FFA16BB2-FA5A-49F1-B3E8-794499B0278},,Beheer Openbare Ruimte,,,Bouwwerk,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk  (bron: definities.geostandaarden.nl)",,,,https://gemmaonline.nl/index.php/GEMMA/id-07e99170-0c7d-414a-b64e-85375a9e1c9b,,07e99170-0c7d-414a-b64e-85375a9e1c9b,business-object,10122024-112046,
297,Brug,"Kunstwerk over een waterweg, watergang of waterloop, bestaande uit een brugdek gesteund door pijlers en/of landhoofden.",Class,,{B56B8C37-AA54-4266-B96B-C466946D1C3},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
298,Drainageput,"Put welke toegang geeft naar een poreuze of geperforeerde buisleiding, aangebracht onder de grond om de afwatering van de grond te verbeteren.",Class,,{01343EF1-EF8E-4FB1-9A58-8E885304D55},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
299,Ecoduct,"Wildwissel in de vorm van een viaduct voor passages van dieren over een weg of spoorweg. IMGeo
Synoniemen: Natuurbrug, Faunabrug, Ecobrug, Ecopassage, Natuurpassage
Toelichting: Opheffen van barriÃ¨res en de migratie van fauna mogelijk maken tussen of binnen leefgebieden en populaties.",Class,,{812B8374-F08E-47F6-881D-309B7D23FD4},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
300,Fietsparkeervoorziening,Een duurzaam verankerd rek in de openbare ruimte voor het stallen van fietsen,Class,,{CA558CCA-4DF7-458A-B8BF-AEA0E428489},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
301,Filterput,Put met een filterconstructie voor het onttrekken van grondwater. Kan ook beschouwd worden als een soort drainagevoorziening.,Class,,{6E949D6F-0A40-4BB7-B655-5EF4B8BBA4D},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
302,Flyover,Kunstwerk in de vorm van een viaduct dat deel uitmaakt van een verkeersbaan en waarmee een verkeersstroom over twee of meer ongelijkvloerse verkeersstromen wordt geleid.,Class,,{12F592F4-8E38-49B7-8DEF-F9B84A874BB},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
303,FunctioneelGebied,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.   (bron: definities.geostandaarden.nl),Class,,{43DD67FD-75F0-4FE0-90F0-DB49048F14C},,Beheer Openbare Ruimte,,,FunctioneelGebied,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.   (bron: definities.geostandaarden.nl),,,,https://gemmaonline.nl/index.php/GEMMA/id-b47ab76c-8207-47ee-a1fa-eac8a16b1960,,b47ab76c-8207-47ee-a1fa-eac8a16b1960,business-object,10122024-112046,
304,Geluidsscherm,Een scheiding bedoeld om geluidshinder in de buitenlucht te verminderen. (IMGeo),Class,,{DD64F32C-3273-4E23-9A61-FCC8EC93977},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
305,Gemaal,Een constructie ten behoeve van het verplaatsen van water,Class,,{5D70E69A-2A35-4088-886E-32C0B07275C},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
306,Groenobject,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten vegetatie.",Class,,{B4935E75-46CA-414D-949D-30A8B801FD5},,Beheer Openbare Ruimte,,,Groenobject,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten vegetatie.",,,,https://gemmaonline.nl/index.php/GEMMA/id-360b8000-41ce-453f-bed8-b0cc7fa21164,,360b8000-41ce-453f-bed8-b0cc7fa21164,business-object,10122024-112046,
307,Infiltratieput,"Een put met waterdoorlatende wanden bestemd voor de inzameling van hemelwater, waarbij het hemelwater door middel van infiltratie door de wanden kan worden afgevoerd",Class,,{D9ACE9BA-F13C-4EEB-8DD8-73A7E0043DB},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
308,Installatie,Samenhangend systeem dat een bepaald doel dient.,Class,,{A143A97F-28C5-4B56-90F8-4773481A034},,Beheer Openbare Ruimte,,,Installatie,Samenhangend systeem dat een bepaald doel dient.,,,,https://gemmaonline.nl/index.php/GEMMA/id-d5b79e05-a743-4c1f-8a37-5e6911701aab,,d5b79e05-a743-4c1f-8a37-5e6911701aab,business-object,10122024-112046,
309,Kademuur,"Verticale wand ter scheiding van land en water, opgebouwd uit een muur van gemetselde stenen of gestort beton. (bron: definities.geostandaarden.nl)",Class,,{22C76A86-D969-464E-87CD-53466BD75FC},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
310,Kast,Object met een permanent karakter dat dient om iets in te bergen en te beschermen.,Class,,{E89ECEBE-796F-4CB7-9E9F-860EBC21B4B},,Beheer Openbare Ruimte,,,Kast,Object met een permanent karakter dat dient om iets in te bergen en te beschermen.,,,,https://gemmaonline.nl/index.php/GEMMA/id-33174f30-4409-42ef-9167-7288d8474e6e,,33174f30-4409-42ef-9167-7288d8474e6e,business-object,10122024-112046,
311,Keermuur,"Muur die door vorm, gewicht en fundering zonder verankering de grond keert, vaak van beton met L-vormige doorsnede.  Een keermuur of keerwand is een stijf, grond- of waterkerend kunstwerk dat door een groot gewicht en een brede voet een grote standzekerheid kan bereiken. Een keermuur is meestal van gewapend beton, maar er kan ook ander materiaal gebruikt worden. (IMGeo)
Synoniemen: Keerwand, klip",Class,,{D629609F-088E-4504-99BB-C45F0EA633F},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
312,Klimplant,"Plant met buigzame stengels die zich op diverse manieren aan muren, bomen of constructies hecht en zodoende omhoog klimt.
Toelichting: Plant met buigzame stengels die zich op diverse manieren aan muren, bomen of constructies hecht en zodoende omhoog klimt.",Class,,{ABB1E33A-C934-4123-98B0-2D52349E456},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
313,Kolk,"Een reservoir bestemd voor de opvang van hemelwater afkomstig van erop aangesloten oppervlakken, het laten bezinken van in dit water meegevoerde bezinkbare stoffen en de afvoer van dit water naar een rioolstelsel of naar de ondergrond.
Synoniemen: Afvoerput",Class,,{E6AFE8F7-95A7-4A0C-A6E8-F6D2091FB8B},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
314,Kunstwerk,"Civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen en niet bedoeld voor permanent menselijk verblijf. http://definities.geostandaarden.nl",Class,,{71BCDE9D-88C2-4519-8105-028E40898AB},,Beheer Openbare Ruimte,,,Kunstwerk,"Civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen en niet bedoeld voor permanent menselijk verblijf. https://definities.geostandaarden.nl/nl/",,,,https://gemmaonline.nl/index.php/GEMMA/id-0e1bf1cd-7cce-4904-8470-40cb9d6a5bb6,,0e1bf1cd-7cce-4904-8470-40cb9d6a5bb6,business-object,10122024-112046,
315,Leiding,Een geheel van geleiders welke voorzien zijn van één ommanteling en bestemd is voor transport van materie,Class,,{4223240C-8786-4D44-889E-9F54BA39A83},,Beheer Openbare Ruimte,,,Leiding,Een geheel van geleiders welke voorzien zijn van één ommanteling en bestemd is voor transport van materie,,,,https://gemmaonline.nl/index.php/GEMMA/id-b2bdb817-4007-4c1b-ad24-43929884e0eb,,b2bdb817-4007-4c1b-ad24-43929884e0eb,business-object,10122024-112046,
316,Leidingelement,Een object dat bij een leiding behoort.,Class,,{4C52CC53-82F2-4B54-AA5F-B75FA00E9FF},,Beheer Openbare Ruimte,,,Leidingelement,Een object dat bij een leiding behoort.,,,,https://gemmaonline.nl/index.php/GEMMA/id-41acc666-99e4-4b10-ab75-a3a24550354e,,41acc666-99e4-4b10-ab75-a3a24550354e,business-object,10122024-112046,
317,Mast,"Draagconstructie, bestaande uit een verticale buispaal, die wordt gebruikt om iets op hoogte te brengen.",Class,,{CDF116D4-B5B9-4D01-8A5B-4FFB08CEE00},,Beheer Openbare Ruimte,,,Mast,"Draagconstructie, bestaande uit een verticale buispaal, die wordt gebruikt om iets op hoogte te brengen.",,,,https://gemmaonline.nl/index.php/GEMMA/id-b3edfde2-4da1-47f8-96a0-54bc77c9900f,,b3edfde2-4da1-47f8-96a0-54bc77c9900f,business-object,10122024-112046,
318,Meubilair,"De verzameling van ruimtelijke objecten ter inrichting van de openbare ruimte of terreinen.
Een ruimtelijk object ter inrichting van de openbare ruimte.",Class,,{61526934-9D0C-4A07-8C5D-17F60E1A467},,Beheer Openbare Ruimte,,,Meubilair,"De verzameling van ruimtelijke objecten ter inrichting van de openbare ruimte of terreinen.
Een ruimtelijk object ter inrichting van de openbare ruimte.",,,,https://gemmaonline.nl/index.php/GEMMA/id-7b309467-9314-472e-a8ec-f4d44da63412,,7b309467-9314-472e-a8ec-f4d44da63412,business-object,10122024-112046,
319,Overbruggingsobject,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie .",Class,,{6B907CEB-2CBE-4886-9D3E-215F5D7E00A},,Beheer Openbare Ruimte,,,Overbruggingsobject,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie .",,,,https://gemmaonline.nl/index.php/GEMMA/id-e292e9aa-974b-4299-b814-ed5bb50925ef,,e292e9aa-974b-4299-b814-ed5bb50925ef,business-object,10122024-112046,
320,Overstortconstructie,Een constructie voorzien van een overstortdrempel met een ontworpen drempelbreedte en -hoogte.,Class,,{845EC5C5-7B96-4999-9659-5617436D269},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
321,Paal,"Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat.",Class,,{6B8DBBFB-03D7-4FD7-BBAB-3E7FBE60D97},,Beheer Openbare Ruimte,,,Paal,"Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat.",,,,https://gemmaonline.nl/index.php/GEMMA/id-cd399834-5112-4db5-9f37-9af4f8b3ed4e,,cd399834-5112-4db5-9f37-9af4f8b3ed4e,business-object,10122024-112046,
322,Pomp,Een technische installatie die het (afval) water onder druk transporteert.,Class,,{01E06F2E-E561-4D6E-8625-2D0F284BE88},,Beheer Openbare Ruimte,,,,,,,,,,,,10122024-112046,
323,Put,"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken",Class,,{B7168388-9EB9-4C95-B35E-1BA2660849E},,Beheer Openbare Ruimte,,,Put,"Verticale waterdichte constructie, toegepast om leidingen aan te sluiten, van richting of niveau te veranderen, om toegang te verschaffen aan personeel en/of apparatuur voor inspectie en onderhoud, en om beluchting en ventilatie mogelijk te maken",,,,https://gemmaonline.nl/index.php/GEMMA/id-1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a,Put (Beheer Openbare Ruimte),1208ebe7-a18a-40fc-bb6e-87dd2dd7de2a,business-object,10122024-112046,
