nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
457,Eigenaar,Eigenaar is een persoon die de eigenaar is van een gebouw of stuk grond en ook alle rechten daarvan bezit.,Class,,{5E06339C-13EE-44ca-BC40-0FC4B9DC8349},,Vastgoed,,,Eigenaar,Eigenaar is een persoon die de eigenaar is van een gebouw of stuk grond en ook alle rechten daarvan bezit.,,,,https://gemmaonline.nl/index.php/GEMMA/id-06ee795e-36b8-4e13-991d-02a5d91ef015,,06ee795e-36b8-4e13-991d-02a5d91ef015,business-object,10122024-112046,
458,Gebruiksdoel,Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan worden verbijzonderd.,Class,,{A5975EF7-558A-44fa-A656-AB43580D8C35},,Vastgoed,,,Gebruiksdoel,Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan worden verbijzonderd.,,,,https://gemmaonline.nl/index.php/GEMMA/id-507292ba-1a0c-4ebf-b696-fc2c5ce1910e,,507292ba-1a0c-4ebf-b696-fc2c5ce1910e,business-object,10122024-112046,
459,Huurder,Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.,Class,,{B75EE7EF-DC1F-47da-A95C-B9662075684D},,Vastgoed,,,Huurder,Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.,,,,https://gemmaonline.nl/index.php/GEMMA/id-b64affbe-e43f-4f32-acce-8900b6f409e8,,b64affbe-e43f-4f32-acce-8900b6f409e8,business-object,10122024-112046,
460,Inspectie,"het inwinnen, verwerken en interpreteren van informatie met het doel om de momentane toestand van de boezemkade vast te stellen.",Class,,{A31C3B5D-EAC5-482d-8816-8B858EC4BE01},,Vastgoed,,,Inspectie,"het inwinnen, verwerken en interpreteren van informatie met het doel om de momentane toestand van de boezemkade vast te stellen.",,,,https://gemmaonline.nl/index.php/GEMMA/id-441803f5-7428-4554-bcb1-7fdf750e7afd,Inspectie (Vastgoed),441803f5-7428-4554-bcb1-7fdf750e7afd,business-object,10122024-112046,
461,KpBetrokkenBij,,Class,,{D46DA88A-F3EB-4c72-85DA-C0C4239289E2},,Vastgoed,,,,,,,,,,,,10122024-112046,
462,KpOnstaanUit,,Class,,{DCF0623A-694F-4b82-B615-F499F169C19A},,Vastgoed,,,,,,,,,,,,10122024-112046,
463,LocatieaanduidingWozObject,Nadere aanduiding van het WOZ-object,Class,,{0B3F8A89-F21E-4bea-9620-8D6713AB632C},,Vastgoed,,,LocatieaanduidingWOZObject,Nadere aanduiding van het WOZ-object,,,,https://gemmaonline.nl/index.php/GEMMA/id-9155e64f-138f-4269-bd68-46f217cb33c3,,9155e64f-138f-4269-bd68-46f217cb33c3,business-object,10122024-112046,
464,Locatieonroerendezaak,Locatie van een geregistreerd goed,Class,,{049E7FD0-D515-4057-9C87-A09980C5DE6A},,Vastgoed,,,,,,,,,,,,10122024-112046,
465,MJOP,Meerjaren Onderhoudsplanning,Class,,{A110896B-0CAD-46cf-9226-840DEE3328F0},,Vastgoed,,,MJOP,Meerjaren Onderhoudsplanning,,,,https://gemmaonline.nl/index.php/GEMMA/id-e1be07bf-e9fb-488e-9b03-785b44167e43,,e1be07bf-e9fb-488e-9b03-785b44167e43,business-object,10122024-112046,
466,MJOP-Item,Onderdeel van een MJOP,Class,,{54697170-4C4D-40f6-9E08-35DF1970B8C6},,Vastgoed,,,,,,,,,,,,10122024-112046,
467,NADAanvullingBRP,,Class,,{46386087-923F-402e-BB6B-6DE39D73349A},,Vastgoed,,,,,,,,,,,,10122024-112046,
468,Objectrelatie,Relatie tot een object,Class,,{3EA09322-144A-407d-86C4-FCC8C041C826},,Vastgoed,,,,,,,,,,,,10122024-112046,
469,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Class,,{EF55544A-F59B-4411-A3D2-9C1A2BA2663C},,Vastgoed,,,,,,,,,,,,10122024-112046,
470,Pachter,Een persoon die een pachtovereenkomst heeft met de eigenaar van een perceel voor het gebruik als landbouwgrond.,Class,,{EDC8B01F-4802-4562-BC41-C2CAD76880B6},,Vastgoed,,,Pachter,Een persoon die een pachtovereenkomst heeft met de eigenaar van een perceel voor het gebruik als landbouwgrond.,,,,https://gemmaonline.nl/index.php/GEMMA/id-eb838412-7041-4a22-a50d-fdd255391bc1,,eb838412-7041-4a22-a50d-fdd255391bc1,business-object,10122024-112046,
471,Prijzenboekitem,Onderdeel van een prijzenboek,Class,,{697512E4-0C8E-4be8-8E95-9E2E4BD50F85},,Vastgoed,,,,,,,,,,,,10122024-112046,
472,Vastgoed Contract,"Een contract is een afspraak tussen 2 of meer partijen. Sluit u een contract, dan moet u een bepaalde prestatie leveren of u heeft recht op een prestatie. Een ander woord voor een contract is een overeenkomst. Daarnaast komt de term overeenkomst van opdracht ook voor.",Class,,{1C84E4B6-1BB5-4a0d-A945-FFFDFDFB544B},,Vastgoed,,,Vastgoedcontract,,,,,https://gemmaonline.nl/index.php/GEMMA/id-44e5cb64-556a-4b36-9b4e-a2c8e61345ed,,44e5cb64-556a-4b36-9b4e-a2c8e61345ed,business-object,10122024-112046,
473,Vastgoedcontractregel,ONderdeel van een vastgoedcontract,Class,,{1C25D70B-AE22-4654-9190-2F55272D9BE6},,Vastgoed,,,,,,,,,,,,10122024-112046,
474,Vastgoedobject,"Perceel of vastgoed waar de gemeente een zakelijk recht heeft, en optioneel verhuurd, verpacht of anderzinds aan een derde partij.",Class,,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},,Vastgoed,,,Vastgoedobject,"Perceel of vastgoed waar de gemeente een zakelijk recht heeft, en optioneel verhuurd, verpacht of anderzinds aan een derde partij.",,,,https://gemmaonline.nl/index.php/GEMMA/id-ac9bd49c-9861-44f3-adff-ffa256a08111,,ac9bd49c-9861-44f3-adff-ffa256a08111,business-object,10122024-112046,
475,Verhuurbaar Eenheid,Een Verhuurbare Eenheid (VHE) is een eenheid die individueel verhuurbaar is. Verhuurbaar komt voort uit 'exploitatie',Class,,{98A7AE65-A061-449a-94CD-6218069CA86A},,Vastgoed,,,VerhuurbaarEenheid,Een Verhuurbare Eenheid (VHE) is een eenheid die individueel verhuurbaar is. Verhuurbaar komt voort uit 'exploitatie',,,,https://gemmaonline.nl/index.php/GEMMA/id-31dcb0af-e9f1-44e1-8d5a-278f887fa9e7,,31dcb0af-e9f1-44e1-8d5a-278f887fa9e7,business-object,10122024-112046,
476,Werkbon,Document waarin een heoveelheid werk is beschreven,Class,,{C5AA8835-219D-4bfa-85EF-8BA45F732BCD},,Vastgoed,,,Werkbon,Document waarin een heoveelheid werk is beschreven,,,,https://gemmaonline.nl/index.php/GEMMA/id-a13ea500-9135-4985-a718-c56240860c46,,a13ea500-9135-4985-a718-c56240860c46,business-object,10122024-112046,
477,WOZ-Belang,"hetgeen waaraan een persoon waarde hecht; zaak die of vorderingsrecht dat op geld waardeerbaar is, aan gevaar onderhevig en bij de wet niet uitgezonderd.
De (rechts-)persoon die door de gemeente is aangewezen als ""belanghebbende eigenaar"", ""belanghebbende gebruiker"" of eventueel ""medebelanghebbende"" van het WOZ-object. ",Class,,{E71DC5EC-EEEB-4d27-A3C1-B46FD34AD41B},,Vastgoed,,,,,,,,,,,,10122024-112046,
478,Zakelijk Recht,"Geeft een recht op een goed, zoals een onroerende zaak of een roerende zaak. ",Class,,{8D52E9F1-9CC9-42c6-A347-E68E29718E55},,Vastgoed,,,ZakelijkRecht,"Geeft een recht op een goed, zoals een onroerende zaak of een roerende zaak.",,,,https://gemmaonline.nl/index.php/GEMMA/id-a6741440-a70f-4d05-b164-6a21b867b4d3,ZakelijkRecht (Vastgoed),a6741440-a70f-4d05-b164-6a21b867b4d3,business-object,10122024-112046,
479,Bedrijf,De feitelijke transactor in het productieproces gekenmerkt door zelfstandigheid ten aanzien van de beslissingen over dat proces en door het aanbieden van zijn producten aan derden.,Class,,{1D4A982F-DA6E-408a-A0C9-60F3D5FE2008},,Financien,,,,,,,,,,,,10122024-112046,
480,Activa,Bezittingen van een onderneming op een boekhoudkundige balans,Class,,{7B8D0A8F-07BF-42bf-90B3-28A72BD4401A},,Financien,,,Activa,Bezittingen van een onderneming op een boekhoudkundige balans,,,,https://gemmaonline.nl/index.php/GEMMA/id-e83e86ad-4769-41ce-91c7-675e93441074,,e83e86ad-4769-41ce-91c7-675e93441074,business-object,10122024-112046,
481,Activasoort,Typering van activa,Class,,{2483BD14-7FA7-4514-A565-C7F7967E226D},,Financien,,,,,,,,,,,,10122024-112046,
482,Bankafschrift,Overzicht van de bij- en afschrijvingen van een rekening,Class,,{FC698CC3-7A64-4991-A751-B3B2A5DF77E3},,Financien,,,Bankafschrift,Overzicht van de bij- en afschrijvingen van een rekening,,,,https://gemmaonline.nl/index.php/GEMMA/id-61b2020b-9264-4277-8aac-d888eeece350,,61b2020b-9264-4277-8aac-d888eeece350,business-object,10122024-112046,
483,Bankafschriftregel,Een item op het bankafschrift,Class,,{764CE125-55C1-480d-90BA-745484CF3FC0},,Financien,,,,,,,,,,,,10122024-112046,
484,Bankrekening,Een rekening-courant bij een bank,Class,,{D87012E0-D2EB-4333-AD6C-1E43E6857304},,Financien,,,Bankrekening,Een rekening-courant bij een bank,,,,https://gemmaonline.nl/index.php/GEMMA/id-a353735d-326c-48fd-9f74-0192ba6e414a,,a353735d-326c-48fd-9f74-0192ba6e414a,business-object,10122024-112046,
485,Batch,Verzameling van posten die in het kader van automatische verwerking een logisch geheel vormen. ,Class,,{A784A0ED-4451-4a92-B7C8-ABE528BA898F},,Financien,,,Batch,Verzameling van posten die in het kader van automatische verwerking een logisch geheel vormen.,Bijvoorbeeld alle betalingen die op een dag ter verwerking in de computers aangeboden worden.,,,https://gemmaonline.nl/index.php/GEMMA/id-4499a4ec-1e22-4a1c-968a-ad3dbb7be6a1,,4499a4ec-1e22-4a1c-968a-ad3dbb7be6a1,business-object,10122024-112046,Bijvoorbeeld alle betalingen die op een dag ter verwerking in de computers aangeboden worden.
486,Batchregel,Een item uit een batch,Class,,{9F935C8B-5B7C-4ce4-9360-04A91F4F70CC},,Financien,,,Batchregel,Een item uit een batch,,,,https://gemmaonline.nl/index.php/GEMMA/id-4abf6a6b-2045-4961-b70f-c6f664e9261c,,4abf6a6b-2045-4961-b70f-c6f664e9261c,business-object,10122024-112046,
487,Begroting,Een overzicht van de verwachte ontvangsten en voorziene uitgaven voor een bepaalde (meestal toekomstige) periode zodat hier een afstemming tussen plaats kan vinden om eventuele tekorten en overschotten vroegtijdig in kaart te kunnen brengen. ,Class,,{C95CF400-8487-4ff3-B475-CA1E01EBCA78},,Financien,,,Begroting,Een overzicht van de verwachte ontvangsten en voorziene uitgaven voor een bepaalde (meestal toekomstige) periode zodat hier een afstemming tussen plaats kan vinden om eventuele tekorten en overschotten vroegtijdig in kaart te kunnen brengen.,,,,https://gemmaonline.nl/index.php/GEMMA/id-87fdbae1-7e9e-46a4-8043-3d77bd5903ac,,87fdbae1-7e9e-46a4-8043-3d77bd5903ac,business-object,10122024-112046,
488,Begrotingregel,Een item op de begroting,Class,,{87964E36-9FEE-4b8f-A053-C4EDAF000646},,Financien,,,Begrotingregel,Een item op de begroting,Een begrotingsregel betreft #. een combinatie van hoofdstuk met optioneel doelstelling met optioneel product of #. een kostenplaats met 1 of meer hoofdrekeningen,,,https://gemmaonline.nl/index.php/GEMMA/id-ecb0f96e-e66d-48fb-ade1-416366d1b18e,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,business-object,10122024-112046,Een begrotingsregel betreft #. een combinatie van hoofdstuk met optioneel doelstelling met optioneel product of #. een kostenplaats met 1 of meer hoofdrekeningen
489,Debiteur,Iemand aan wie een dienst of product geleverd is waardoor recht op een vergoeding is ontstaan,Class,Schuldenaar,{E74D0D46-66EB-4deb-A540-7AB08E95F956},,Financien,,,Debiteur,Iemand aan wie een dienst of product geleverd is waardoor recht op een vergoeding is ontstaan,,Schuldenaar,,https://gemmaonline.nl/index.php/GEMMA/id-e21e51ee-3a32-444b-80c7-b6694ff37253,,e21e51ee-3a32-444b-80c7-b6694ff37253,business-object,10122024-112046,
490,Doelstelling,Een op korte of middellange termijn nagestreefde situatie,Class,,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},,Financien,,,Doelstelling,Een op korte of middellange termijn nagestreefde situatie,,,,https://gemmaonline.nl/index.php/GEMMA/id-2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,Doelstelling (Financien),2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,business-object,10122024-112046,
491,Factuur,Schriftelijke rekening of nota voor de geleverde zaken of verrichte diensten.,Class,,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},,Financien,,,Factuur,Schriftelijke rekening of nota voor de geleverde zaken of verrichte diensten.,,,,https://gemmaonline.nl/index.php/GEMMA/id-e3c92496-53d2-473e-9643-9774cdda2891,,e3c92496-53d2-473e-9643-9774cdda2891,business-object,10122024-112046,
492,Factuurregel,Een item op de factuur,Class,,{65E960EA-CC92-4af1-AF2B-B4625FA6AEA0},,Financien,,,,,,,,,,,,10122024-112046,
493,Hoofdrekening,is kostensoort,Class,,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},,Financien,,,Hoofdrekening,is kostensoort,,,,https://gemmaonline.nl/index.php/GEMMA/id-126b246a-a292-49cb-a609-3ffa5898210e,,126b246a-a292-49cb-a609-3ffa5898210e,business-object,10122024-112046,
494,Hoofdstuk,Onderdeel van een langere tekst.,Class,,{FFAA30D3-91C2-44aa-B52D-B21C51DB0326},,Financien,,,Hoofdstuk,Onderdeel van een langere tekst.,,,,https://gemmaonline.nl/index.php/GEMMA/id-24693ea2-5032-4c71-a9c7-945b3ac90530,,24693ea2-5032-4c71-a9c7-945b3ac90530,business-object,10122024-112046,
495,Inkooporder,Een opdracht (gezien vanuit de klant) voor één of meer leveringen door de leverancier aan die klant van een bepaalde hoeveelheid gespecificeerde goederen en/of diensten onder overeengekomen leveringsvoorwaarden en prijzen.,Class,,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,Financien,,,Inkooporder,Een opdracht (gezien vanuit de klant) voor één of meer leveringen door de leverancier aan die klant van een bepaalde hoeveelheid gespecificeerde goederen en/of diensten onder overeengekomen leveringsvoorwaarden en prijzen.,,,,https://gemmaonline.nl/index.php/GEMMA/id-ede48ca8-4854-44b2-b549-0827bebf56ab,,ede48ca8-4854-44b2-b549-0827bebf56ab,business-object,10122024-112046,
496,Kostenplaats,Rekening waaraan boekingen in een financiële administratie samen worden toegeschreven.,Class,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,Financien,,,Kostenplaats,Rekening waaraan boekingen in een financiële administratie samen worden toegeschreven.,,,,https://gemmaonline.nl/index.php/GEMMA/id-126c564a-16fa-4e61-b52d-3af4968904d8,,126c564a-16fa-4e61-b52d-3af4968904d8,business-object,10122024-112046,
497,Mutatie,Wijziging van een situatie,Class,,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},,Financien,,,Mutatie,Wijziging van een situatie,"Dit kan naast getoonde mutaties nog diverse andere soorten mutaties betreffen, die handmatig worden ingevoerd, of via batches of facturen lopen: * Verkoop tot ontvangst * Inkoop tot betaling * BTW-compensatie * Vaste activa * Urenadministratie uit TIM",,,https://gemmaonline.nl/index.php/GEMMA/id-ab96da46-ed16-412b-8022-4233ce20e311,,ab96da46-ed16-412b-8022-4233ce20e311,business-object,10122024-112046,"Dit kan naast getoonde mutaties nog diverse andere soorten mutaties betreffen, die handmatig worden ingevoerd, of via batches of facturen lopen: * Verkoop tot ontvangst * Inkoop tot betaling * BTW-compensatie * Vaste activa * Urenadministratie uit TIM"
498,Opdrachtgever,Persoon die een opdracht verstrekt. ,Class,,{C2520FC3-622B-4edf-B911-C661B0D710FE},,Financien,,,Opdrachtgever,Persoon die een opdracht verstrekt.,,,,https://gemmaonline.nl/index.php/GEMMA/id-7979016d-19cb-493e-904e-c7363a7930aa,,7979016d-19cb-493e-904e-c7363a7930aa,business-object,10122024-112046,
499,Opdrachtnemer,Partij die een opdracht aanvaardt. ,Class,,{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3},,Financien,,,Opdrachtnemer,Partij die een opdracht aanvaardt.,,,,https://gemmaonline.nl/index.php/GEMMA/id-be336327-21c4-4d8a-9088-e04b4411204a,,be336327-21c4-4d8a-9088-e04b4411204a,business-object,10122024-112046,
500,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Class,,{04439F81-75DB-45cf-BE7A-352A54A95D73},,Financien,,,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,,,,https://gemmaonline.nl/index.php/GEMMA/id-d7ab242e-b050-4af7-a400-d87ce1eceb43,Product (Financien),d7ab242e-b050-4af7-a400-d87ce1eceb43,business-object,10122024-112046,
501,Subrekening,Ondergeschikte rekening van een hoofdrekening,Class,,{1EC60172-CB6B-40c9-9818-C7A708C8540E},,Financien,,,,,,,,,,,,10122024-112046,
502,Taakveld,Een samenhangend geheel van activiteiten en taken en hangt onder een programma.,Class,,{E81C0FA0-2203-489a-98E9-32F1CB200E75},,Financien,,,,,,,,,,,,10122024-112046,Een taakveld kan verbonden zijn aan een strategische opgave. Dat betekent dat het budget voor de activiteiten die nodig zijn om de opgave uit te voeren daar te vinden zijn.
503,Werkorder,Opdracht voor de uitvoering van een activiteit of een stap in een proces.,Class,,{4AF7FA48-DFB0-474f-B797-A13D5FD37530},,Financien,,,Werkorder,Opdracht voor de uitvoering van een activiteit of een stap in een proces.,,,,https://gemmaonline.nl/index.php/GEMMA/id-5029f2d1-bad6-4813-8f59-d3f7981849e3,,5029f2d1-bad6-4813-8f59-d3f7981849e3,business-object,10122024-112046,
504,Beoordeling,Beoordeling is het oordeel van de professional over het functioneren van een leerling,Class,,{2A0CC803-9017-4fad-99B5-9347623090F5},,HR,,,Beoordeling,Beoordeling is het oordeel van de professional over het functioneren van een leerling,,,,https://gemmaonline.nl/index.php/GEMMA/id-2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,,2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,business-object,10122024-112046,
505,Declaratie,Een opgave van te vergoeden kosten.,Class,,{E611CEB2-F4FA-49e2-AA6B-B380BC1918AC},,HR,,,Declaratie,Een opgave van te vergoeden kosten.,,,,https://gemmaonline.nl/index.php/GEMMA/id-93ffe408-fc04-407e-ad78-1afb51b5229e,Declaratie (HR),93ffe408-fc04-407e-ad78-1afb51b5229e,business-object,10122024-112046,
506,Declaratiesoort,Typering van een declaratie,Class,,{9D4FB9DF-D68A-4503-96C0-272B6777A4FC},,HR,,,,,,,,,,,,10122024-112046,
507,Dienstverband,De rechtsbetrekking tussen werkgever en werknemer zoals vastgelegd in een arbeidsovereenkomst.,Class,,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},,HR,,,Dienstverband,De rechtsbetrekking tussen werkgever en werknemer zoals vastgelegd in een arbeidsovereenkomst.,,,,https://gemmaonline.nl/index.php/GEMMA/id-a3e45dca-c075-4ba9-9df2-d286b47f73ab,,a3e45dca-c075-4ba9-9df2-d286b47f73ab,business-object,10122024-112046,
508,Disciplinaire Maatregel,"Een besluit dat wordt opgelegd wanneer een persoon zijn verplichtingen niet of niet op de juiste wijze nakomt, of zich op andere wijze misdraagt.",Class,,{50F3F931-38F4-4ff0-8CE4-8A51056767E0},,HR,,,DisciplinaireMaatregel,"Een besluit dat wordt opgelegd wanneer een persoon zijn verplichtingen niet of niet op de juiste wijze nakomt, of zich op andere wijze misdraagt.",,,,https://gemmaonline.nl/index.php/GEMMA/id-fd61984f-002e-465f-90c7-6a68cc692094,,fd61984f-002e-465f-90c7-6a68cc692094,business-object,10122024-112046,
509,Formatieplaats,"Uitgangspunt is het vastgestelde formatieplan, dus niet de werkelijke bezetting. Het gaat hier om de toegestane formatie in fte van het ambtelijk apparaat van uw organisatie voor het begrotingsjaar
",Class,,{81EFBDCE-E500-4090-A37A-D3F799517866},,HR,,,Formatieplaats,"Uitgangspunt is het vastgestelde formatieplan, dus niet de werkelijke bezetting. Het gaat hier om de toegestane formatie in fte van het ambtelijk apparaat van uw organisatie voor het begrotingsjaar",,,,https://gemmaonline.nl/index.php/GEMMA/id-bd504191-10c0-436a-b0e0-fd4858a7b67d,,bd504191-10c0-436a-b0e0-fd4858a7b67d,business-object,10122024-112046,
510,Functie,"Een samenhangende verzameling van rollen. Een functie kan worden gedefinieerd als het samenstel van feitelijk opgedragen taken en werkzaamheden
",Class,,{F29C11C1-477C-4b90-985C-43F94D08230A},,HR,,,Functie,Een samenhangende verzameling van rollen. Een functie kan worden gedefinieerd als het samenstel van feitelijk opgedragen taken en werkzaamheden,,,,https://gemmaonline.nl/index.php/GEMMA/id-1f07a048-a6c6-4f10-be33-49327c1d37ec,,1f07a048-a6c6-4f10-be33-49327c1d37ec,business-object,10122024-112046,
511,Functiehuis,Model waarin functies van een organisatie worden beschreven.,Class,,{D69EE16A-390C-4d6f-BC01-2B13FB3B22F1},,HR,,,Functiehuis,Model waarin functies van een organisatie worden beschreven.,,,,https://gemmaonline.nl/index.php/GEMMA/id-b7ad73b1-bea5-48e8-acaa-d6031c3078ce,,b7ad73b1-bea5-48e8-acaa-d6031c3078ce,business-object,10122024-112046,
512,GenotenOpleiding,"Afgeronde opleiding, een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden",Class,,{261363C5-1E00-4b6a-B570-2129DC044010},,HR,,,,,,,,,,,,10122024-112046,
513,Geweldsincident,"Een gebeurtenis met betrekking tot agressie en omvat het veroorzaken van verwondingen of schade bij mensen, dieren, of voorwerpen. ",Class,,{41AFF74F-ADBE-4f3f-AB2F-25027A70E573},,HR,,,Geweldsincident,"Een gebeurtenis met betrekking tot agressie en omvat het veroorzaken van verwondingen of schade bij mensen, dieren, of voorwerpen.",,,,https://gemmaonline.nl/index.php/GEMMA/id-fddeb5c4-571e-45ec-8bde-86cc9702ff18,,fddeb5c4-571e-45ec-8bde-86cc9702ff18,business-object,10122024-112046,
514,Individueel Keuzebudget,Bedrag dat feitelijk beschikbaar gesteld wordt voor een individu om een bepaalde keus te kunnen maken,Class,,{B64178F1-7D37-4a77-BEF7-97E8C9DDA4E8},,HR,,,IndividueelKeuzebudget,Bedrag dat feitelijk beschikbaar gesteld wordt voor een individu om een bepaalde keus te kunnen maken,,,,https://gemmaonline.nl/index.php/GEMMA/id-3272f8ca-9302-4da5-810b-7b8c4d02d79b,,3272f8ca-9302-4da5-810b-7b8c4d02d79b,business-object,10122024-112046,
515,Inzet,Uren inzet die gepleegd wordt in een bepaalde periode op een organisatorische eenheid en het percentage dat ook daadwerkelijk wordt uitgevoerd.Dit kan afwijken van de contractuele uren.,Class,,{532191CA-13CC-4500-93C9-54AB2862F38D},,HR,,,,,,,,,,,,10122024-112046,
516,KeuzebudgetBesteding,De daadwerkelijk uitgave van een keuzebudget,Class,,{B9288D01-0B8F-4f8c-BAE1-AFD1B0EF6FDF},,HR,,,,,,,,,,,,10122024-112046,
517,KeuzebudgetBestedingsoort,Typering van een keuzebudgetbesteding,Class,,{A0051651-4772-436d-9553-B432BDCE3A52},,HR,,,,,,,,,,,,10122024-112046,
518,NormProfiel,Normprofiel of Normfunctie:nGenerieke functie zoals beschreven in HR21. Een functie kan worden gedefinieerd als het samenstel van feitelijk opgedragen taken en werkzaamheden,Class,,{E1C6E98B-20B2-43b0-8EC1-5C0905B3A139},,HR,,,,,,,,,,,,10122024-112046,
519,Onderwijsinstituut,Een instituut waar onderwijs wordt gegeven.,Class,Onderwijsinstelling,{59F3063A-13A6-4cbc-A387-045A6B126746},,HR,,,Onderwijsinstituut,Een instituut waar onderwijs wordt gegeven.,,Onderwijsinstelling,,https://gemmaonline.nl/index.php/GEMMA/id-85452d63-8236-431f-9dde-cebfc88112b0,,85452d63-8236-431f-9dde-cebfc88112b0,business-object,10122024-112046,
520,Opleiding,"Een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden.",Class,,{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6},,HR,,,Opleiding,"Een samenhangend geheel van vakken, gericht op de verwezenlijking van welomschreven doelstellingen op het gebied van kennis, inzicht en vaardigheden.",,,,https://gemmaonline.nl/index.php/GEMMA/id-affa85b2-1e80-4642-bb30-335dd9677094,,affa85b2-1e80-4642-bb30-335dd9677094,business-object,10122024-112046,
521,OrganisatorischeEenheidHR,Specialisatie van de Organisatorische eenheid uit het RGBZ voor het HR domein.,Class,,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},,HR,,,,,,,,,,,,10122024-112046,
522,Relatie,"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.",Class,,{FE559B58-A6CD-4108-82BE-98E1AEBFD9BD},,HR,,,Relatie,"Betrekking waarin personen, zaken, begrippen of grootheden van nature tot elkaar staan.",,,,https://gemmaonline.nl/index.php/GEMMA/id-24e40e1f-4e7b-47ad-a1b3-4050e365f68a,Relatie (HR),24e40e1f-4e7b-47ad-a1b3-4050e365f68a,business-object,10122024-112046,
523,Rol,"De rol van de medewerker, zoals afdelingshoofd of manager",Class,,{BF424764-453D-46cc-817C-3A7BDC4134A7},,HR,,,Rol,"De rol van de medewerker, zoals afdelingshoofd of manager",,,,https://gemmaonline.nl/index.php/GEMMA/id-4adcc34d-9843-4735-9abb-48d9d58eab0c,Rol (HR),4adcc34d-9843-4735-9abb-48d9d58eab0c,business-object,10122024-112046,
524,Sollicitant,Persoon die werk zoekt,Class,,{131BDD67-2A31-43c5-9125-F12DE2D98D2D},,HR,,,Sollicitant,Persoon die werk zoekt,,,,https://gemmaonline.nl/index.php/GEMMA/id-ddefe4a6-d89c-432d-b27a-b96cb575b16a,,ddefe4a6-d89c-432d-b27a-b96cb575b16a,business-object,10122024-112046,
525,Sollicitatie,Verzoek om in een functie te worden aangesteld.,Class,,{3BD1368C-23F1-4f42-99DB-C81581A646A0},,HR,,,Sollicitatie,Verzoek om in een functie te worden aangesteld.,,,,https://gemmaonline.nl/index.php/GEMMA/id-3dbc7681-e73c-46c5-80bc-434afc971eef,,3dbc7681-e73c-46c5-80bc-434afc971eef,business-object,10122024-112046,
526,Sollicitatiegesprek,Onderhoud tussen sollicitant en werkgever met betrekking tot een sollicatie,Class,,{1D4DA0E6-DA20-4ff7-A415-B937712C6F6D},,HR,,,Sollicitatiegesprek,Onderhoud tussen sollicitant en werkgever met betrekking tot een sollicatie,,,,https://gemmaonline.nl/index.php/GEMMA/id-565033f9-9a69-4d65-ad37-f1d17ea3e937,,565033f9-9a69-4d65-ad37-f1d17ea3e937,business-object,10122024-112046,
527,SoortDisciplinaireMaatregel,Typering van een disciplinaire maatregel,Class,,{B0747DFC-DFC8-4ef2-8E1E-C2E8606036FC},,HR,,,,,,,,,,,,10122024-112046,
528,Uren,Aantal besteedde uren aan een activiteit,Class,,{93165DEC-ECB7-4225-9484-E1727524A1B5},,HR,,,,,,,,,,,,10122024-112046,
