nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
151,Ambacht,Beroep waarbij een handwerker met gereedschap eindproducten maakt.,Class,,{54944273-F312-44b2-A78D-43488F915429},,,,,Ambacht,Beroep waarbij een handwerker met gereedschap eindproducten maakt.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-bb9de7ad-7e7e-4b87-9968-046d9bedd6ef,,bb9de7ad-7e7e-4b87-9968-046d9bedd6ef,business-object,17042024-14:45:57,
152,BeschermdeStatus,"Status van de bescherming van een monument. Een monument / erfgoed is een overblijfsel van kunst, cultuur, architectuur of nijverheid dat van algemeen belang wordt geacht vanwege de historische, volkskundige, artistieke, wetenschappelijke, industrieel-archeologische of andere sociaal-culturele waarde. Vormen van monument / erfgoed met de status rijks- provinciaal- of gemeentelijke monument / erfgoed zijn beschermd op grond van een besluit van respectievelijk het Ministerie OCW, de provincie of de gemeente,",Class,,{32C02923-EE3A-4553-B94B-31E0C273A829},,,,,Beschermde Status,"Status van de bescherming van een monument. Een monument / erfgoed is een overblijfsel van kunst, cultuur, architectuur of nijverheid dat van algemeen belang wordt geacht vanwege de historische, volkskundige, artistieke, wetenschappelijke, industrieel-archeologische of andere sociaal-culturele waarde. Vormen van monument / erfgoed met de status rijks- provinciaal- of gemeentelijke monument / erfgoed zijn beschermd op grond van een besluit van respectievelijk het Ministerie OCW, de provincie of de gemeente,",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-4ebf7f05-0ff1-4d2e-aa62-879be7565dd7,,4ebf7f05-0ff1-4d2e-aa62-879be7565dd7,business-object,17042024-14:45:57,
153,Bouwactiviteit,Het bouwen van een bouwwerk.,Class,,{4AD539EC-A308-43da-B025-17A1647303F3},,,,,Bouwactiviteit,Het bouwen van een bouwwerk.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-2b2319c1-d5b9-43c6-87cb-43bb194c65c6,,2b2319c1-d5b9-43c6-87cb-43bb194c65c6,business-object,17042024-14:45:57,
154,Bouwstijl,Trant van bouwen met bepaalde kenmerken in een bepaalde periode. In de betrokken tijdperken waren het geen levende voorstellingen; het zijn later geformuleerde (generaliserende) geschiedkundige constructies. Doelbewust komt deze tendens op sedert c. 1830. (Haslinghuis),Class,,{8C0888C9-7B2E-4fcb-AEFF-E1733875CDCA},,,,,Bouwstijl,Trant van bouwen met bepaalde kenmerken in een bepaalde periode. In de betrokken tijdperken waren het geen levende voorstellingen; het zijn later geformuleerde (generaliserende) geschiedkundige constructies. Doelbewust komt deze tendens op sedert c. 1830. (Haslinghuis),,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-b46a0ac4-5d5a-430a-be26-9b40cc3bb7af,,b46a0ac4-5d5a-430a-be26-9b40cc3bb7af,business-object,17042024-14:45:57,
155,Bouwtype,Typering van een bouwstijl,Class,,{5E9DAFBB-C9B5-4706-A43D-07AD4979DED4},,,,,,,,,,,,,,17042024-14:45:57,
156,OorspronkelijkeFunctie,De functie van een object na bouw of oplevering,Class,,{49993EF9-ED8B-49e0-B8F7-FC7C8C28669D},,,,,,,,,,,,,,17042024-14:45:57,
157,TypeMonument,,Enumeration,,{5C808AC9-CB09-4f4d-813E-821829856BA8},,,,,,,,,,,,,,17042024-14:45:57,
158,Activiteit,"Ieder menselijk handelen waarbij, of ieder menselijk nalaten waardoor een verandering of effect in de (fysieke) leefomgeving wordt of kan worden bewerkstelligd. ",Class,,{A1C60F39-3074-4d1c-A37D-5F431F54DF92},,,,,Activiteit,"Ieder menselijk handelen waarbij, of ieder menselijk nalaten waardoor een verandering of effect in de (fysieke) leefomgeving wordt of kan worden bewerkstelligd.","Bijvoorbeeld: het lozen van afvalwater, het bouwen van hoogbouw, het exploiteren van een jachthaven. Het objecttype activiteit is een typering van alle activiteiten die bijvoorbeeld een initiatiefnemer kan uitvoeren in de leefomgeving. Er wordt geen specifieke activiteit bedoeld die een specifieke initiatiefnemer voornemens is om uit te voeren, maar het type activiteit waarover regels opgesteld zijn.",,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-b9283c74-797a-4a79-83a7-ca5619ef8b1d,Activiteit (Museum),b9283c74-797a-4a79-83a7-ca5619ef8b1d,business-object,17042024-14:45:57,"Bijvoorbeeld: het lozen van afvalwater, het bouwen van hoogbouw, het exploiteren van een jachthaven. Het objecttype activiteit is een typering van alle activiteiten die bijvoorbeeld een initiatiefnemer kan uitvoeren in de leefomgeving. Er wordt geen speci"
159,Activiteitsoort,Typering van een activiteit,Class,,{D77AB8CF-E4B1-49fd-BE78-FE358FF76F13},,,,,,,,,,,,,,17042024-14:45:57,
160,Balieverkoop,Verkoop aan de balie,Class,,{EA2D32A2-5ED5-45c8-AC33-57C35981B3BC},,,,,Balieverkoop,Verkoop aan de balie,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-25088983-e263-4879-8cbb-b699218df32c,,25088983-e263-4879-8cbb-b699218df32c,business-object,17042024-14:45:57,
161,BalieverkoopEntreekaart,Verkoop van een entreekaart aan de balie,Class,,{90E24064-EBB7-4ffc-9640-F7C31678899F},,,,,Balieverkoop Entreekaart,Verkoop van een entreekaart aan de balie,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-06763d17-6faa-4c48-b068-e781b72993e0,,06763d17-6faa-4c48-b068-e781b72993e0,business-object,17042024-14:45:57,
162,Belanghebbende,Een persoon wiens belang rechtstreeks bij een besluit is betrokken.,Class,,{576642BA-9AF9-42fc-831A-F9D3138F20FC},,,,,Belanghebbende,Een persoon wiens belang rechtstreeks bij een besluit is betrokken.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-02f467d4-ebca-47cc-9a06-ed4d635d4462,,02f467d4-ebca-47cc-9a06-ed4d635d4462,business-object,17042024-14:45:57,
163,Belangtype,Sort van belang,Class,,{3F7BCCE5-7292-40d6-A4EB-21F7B9F25236},,,,,,,,,,,,,,17042024-14:45:57,
164,Bruikleen,Lening voor tijdelijk gebruik,Class,,{452312FD-05FB-4abc-A48B-C605F7E3E193},,,,,Bruikleen,Lening voor tijdelijk gebruik,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-d1a889c0-4455-4121-9def-df4004050918,,d1a889c0-4455-4121-9def-df4004050918,business-object,17042024-14:45:57,
165,Collectie,Een verzameling van verworven voorwerpen die is samengesteld op grond van vastgestelde criteria.,Class,,{6DC28A18-DF54-4b92-A592-5F717935CA67},,,,,Collectie,Een verzameling van verworven voorwerpen die is samengesteld op grond van vastgestelde criteria.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-65fad3a5-bce6-4c9f-814e-23e42d0f91fd,,65fad3a5-bce6-4c9f-814e-23e42d0f91fd,business-object,17042024-14:45:57,
166,Doelgroep,"Een groep mensen of klanten die een bedrijf of organisatie wil benaderen om een product, dienst of informatie onder de aandacht te brengen",Class,,{0598561F-667E-4926-9BF5-66A928358E9F},,,,,,,,,,,,,,17042024-14:45:57,
167,Entreekaart,Bewijs van toegang tot een gebouw of voorstelling,Class,Toegangsbewijs,{E46CB962-A2BC-4656-A0C1-D7DBCCA0C528},,,,,Entreekaart,Bewijs van toegang tot een gebouw of voorstelling,,Toegangsbewijs,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f4766721-5a96-40f7-8441-9f21f18a9167,,f4766721-5a96-40f7-8441-9f21f18a9167,business-object,17042024-14:45:57,
168,Incident,Niet-gepland(e) gebeurtenis die of voorval dat tot schade of verlies leidt,Class,,{CE85A5E9-AD75-40e7-8EBF-A484E4CBEEDC},,,,,,,,,,,,,,17042024-14:45:57,
169,Lener,"Iemand die iets te leen krijgt, met name iemand die boeken, digitale bestanden of apparatuur leent bij een museum, bibliotheek, mediatheek of een andere uitleeninstantie",Class,,{68C42EEA-6985-483e-99E6-E0F1FB71D622},,,,,Lener,"Iemand die iets te leen krijgt, met name iemand die boeken, digitale bestanden of apparatuur leent bij een museum, bibliotheek, mediatheek of een andere uitleeninstantie",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-40c57f7c-2356-4c05-b22d-a2a8466dfebd,,40c57f7c-2356-4c05-b22d-a2a8466dfebd,business-object,17042024-14:45:57,
170,Mailing,Per post verstuurde inhoud,Class,,{48BCF2C2-609C-4e4c-991E-8BDA80E0C7C7},,,,,,,,,,,,,,17042024-14:45:57,
171,Museumobject,"Beschrijving van een fenomeen in de werkelijkheid met een zekere cultuurhistorische waarde die deel uitmaakt van de culthuurhistorisch object index. Een museum object kan gedifiniëerd worden als een object met betrekking tot gebouwd, archeologisch, roerend of cultuurlandschappelijk erfgoed. Denk hierbij bijvoorbeeld aan een gebouwd of archeologisch rijksmonument, een schilderij of een beschermd stads- of dorpsgezicht.",Class,,{BBCF9DBE-70AD-431c-B698-7F0D69D07050},,,,,Museumobject,"Beschrijving van een fenomeen in de werkelijkheid met een zekere cultuurhistorische waarde die deel uitmaakt van de culthuurhistorisch object index. Een museum object kan gedifini√´erd worden als een object met betrekking tot gebouwd, archeologisch, roerend of cultuurlandschappelijk erfgoed. Denk hierbij bijvoorbeeld aan een gebouwd of archeologisch rijksmonument, een schilderij of een beschermd stads- of dorpsgezicht.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-e963434a-50be-4619-b041-58689adc00de,,e963434a-50be-4619-b041-58689adc00de,business-object,17042024-14:45:57,
172,Museumrelatie,Betrekking waarin het museum en personen tot elkaar staan,Class,,{C73389B7-7BCD-4496-888B-6ABEE9DE01FB},,,,,,,,,,,,,,17042024-14:45:57,
173,Omzetgroep,"Artikelen worden gebruikt om omzet te registreren in de shop, de horeca of elders. De omzet wordt vervolgens getotaliseerd op rapportages. Om de artikelen te groeperen moet ieder artikel tot een omzetgroep behoren.",Class,,{2A7D73D7-87EA-4b61-88BB-F061DDBF52D9},,,,,,,,,,,,,,17042024-14:45:57,
174,Prijs,De te betalen hoeveelheid geld,Class,,{BF7BAB5F-7025-4792-8288-47F5B1C53E95},,,,,Prijs,De te betalen hoeveelheid geld,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-eab684dd-ef28-42f6-adcc-f9b513859a0d,,eab684dd-ef28-42f6-adcc-f9b513859a0d,business-object,17042024-14:45:57,
175,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Class,,{FF566C6B-077B-4914-8AF7-40EB1EDD388A},,,,,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-021bf2ce-98b1-4ca5-8785-4cc902b98f10,Product (Museum),021bf2ce-98b1-4ca5-8785-4cc902b98f10,business-object,17042024-14:45:57,
176,Productgroep,Groepering van producten,Class,,{42EBA101-3E51-46d5-A234-EC7BA991D3AF},,,,,,,,,,,,,,17042024-14:45:57,
177,ProductieEenheid,"Een (deel van een) productiemiddel, dat zelfstandig (ofwel onafhankelijk van de andere delen van het desbetreffende productiemiddel) kan worden ingezet.",Class,,{D3EF17C3-8100-4a61-9E67-F20924C15CEA},,,,,Productie-eenheid,"Een (deel van een) productiemiddel, dat zelfstandig (ofwel onafhankelijk van de andere delen van het desbetreffende productiemiddel) kan worden ingezet.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-15fbcddb-67b4-48a7-b2a6-1c11c514130b,,15fbcddb-67b4-48a7-b2a6-1c11c514130b,business-object,17042024-14:45:57,
178,Programma,"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te co√∂rdineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.",Class,,{3B84D5F0-FCA3-47a5-B90C-F0834DAD6EBD},,,,,,,,,,,,,,17042024-14:45:57,
179,Programmasoort,Typering van een programma,Class,,{43EF5733-B976-4f21-9906-5349FD861BB5},,,,,,,,,,,,,,17042024-14:45:57,
180,Reservering,"Het vooraf bespreken van een plaats in een openbare gelegenheid, vervoermiddel, restaurant e.d.",Class,,{11AB7925-5C96-4615-92F6-4055935221A0},,,,,Reservering,"Het vooraf bespreken van een plaats in een openbare gelegenheid, vervoermiddel, restaurant e.d.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-88554f73-87e4-45e5-999e-4b5d029f15a9,,88554f73-87e4-45e5-999e-4b5d029f15a9,business-object,17042024-14:45:57,
181,Rol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Class,Gebruikersrol,{78C6EB53-77EB-4e9a-B012-E9CD989BDD06},,,,,Rol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",,Gebruikersrol,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f67c1bc6-2240-4c34-a008-f42cf551b005,,f67c1bc6-2240-4c34-a008-f42cf551b005,business-object,17042024-14:45:57,
182,Rondleiding,Bezichtiging met toelichting,Class,,{2EE54C3D-0D8B-440e-A4A4-031273313901},,,,,Rondleiding,Bezichtiging met toelichting,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3410d2a0-c0ff-4984-a083-a1b27c374178,,3410d2a0-c0ff-4984-a083-a1b27c374178,business-object,17042024-14:45:57,
183,Samensteller,"Iemand die stukken informatie samenbrengt in tentoonstelingen, presentaties en naslagwerken.",Class,,{E5566AF6-3D43-4b2f-B658-F67F6C1C511D},,,,,Samensteller,"Iemand die stukken informatie samenbrengt in tentoonstelingen, presentaties en naslagwerken.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-9a4512b0-6081-4f32-bec9-8f2b62e62761,,9a4512b0-6081-4f32-bec9-8f2b62e62761,business-object,17042024-14:45:57,
184,Standplaats,"vanaf een vaste locatie te koop aanbieden, verkopen of afleveren van goederen of aanbieden van diensten, gebruikmakend van fysieke middelen zoals een kraam, een wagen of een tafel",Class,,{98F3132E-F97A-4f49-B4F5-28618BB693F8},,,,,Standplaats,"vanaf een vaste locatie te koop aanbieden, verkopen of afleveren van goederen of aanbieden van diensten, gebruikmakend van fysieke middelen zoals een kraam, een wagen of een tafel",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-c9503a2a-eb9b-450f-954d-e374ac65198e,,c9503a2a-eb9b-450f-954d-e374ac65198e,business-object,17042024-14:45:57,
185,Tentoonstelling,Een uitstalling van voorwerpen om door het grote publiek bekeken te worden.,Class,,{069C9894-5E07-4c95-AC28-EB4A5EBFD165},,,,,Tentoonstelling,Een uitstalling van voorwerpen om door het grote publiek bekeken te worden.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-7be642b3-e95f-4f1a-9415-d95c38346e9f,,7be642b3-e95f-4f1a-9415-d95c38346e9f,business-object,17042024-14:45:57,
186,Voorziening,Middel om services/maatregelen in te vullen.,Class,,{8D3666E3-F2DA-4cba-BF67-EFED9AAD97CC},,,,,,,,,,,,,,17042024-14:45:57,
187,Winkelverkoopgroep,Groepering van winkelverkopen,Class,,{CE76218E-E56C-4c15-A29B-5EB14B7E084F},,,,,Winkelverkoopgroep,Groepering van winkelverkopen,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-7cf75737-25b6-486c-8d47-3a0527e0792e,,7cf75737-25b6-486c-8d47-3a0527e0792e,business-object,17042024-14:45:57,
188,Winkelvoorraaditem,Onderdeel in de winkelvoorraad,Class,,{9D19BC40-5EED-408d-AFA3-7C16F8E7E65F},,,,,,,,,,,,,,17042024-14:45:57,
189,Zaal,Grote ruimte in een gebouw,Class,,{6850BC5E-444E-4d33-A8A7-9B345502E275},,,,,,,,,,,,,,17042024-14:45:57,
190,Aantal,Een onbepaalde maar telbare hoeveelheid,Class,,{E8BAADC6-ABB5-4586-8E4B-F1689CAEA1A1},,,,,,,,,,,,,,17042024-14:45:57,
191,Belijning,"Op of in het oppervlak van de verharding aangebrachte tekens ter geleiding, waarschuwing, regeling of informatie van het verkeer",Class,,{9E01AD8B-D856-4a58-9CE1-06C70F628350},,,,,Belijning,"Op of in het oppervlak van de verharding aangebrachte tekens ter geleiding, waarschuwing, regeling of informatie van het verkeer",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-28c55e98-3c0d-4314-9eb0-d0985b1ba564,,28c55e98-3c0d-4314-9eb0-d0985b1ba564,business-object,17042024-14:45:57,
192,Bezetting,Aantal deelnemers aan een activiteit,Class,,{D9F56210-BF72-42e4-A1BC-AD7F683D55A0},,,,,Bezetting,Aantal deelnemers aan een activiteit,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-f79e21a0-261c-4897-822c-d376a4cc0629,,f79e21a0-261c-4897-822c-d376a4cc0629,business-object,17042024-14:45:57,
193,Binnenlocatie,Locatie binnen een gebouw,Class,,{6508657D-7C3F-4261-B647-5D3B077A20F9},,,,,Binnenlocatie,Locatie binnen een gebouw,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-cda4149f-f0a0-44d9-b893-25bcce04d20d,,cda4149f-f0a0-44d9-b893-25bcce04d20d,business-object,17042024-14:45:57,
194,Onderhoudskosten,"Kosten voor het onderhoud van iemand of iets, hetzij om te voorzien in de levensbehoeften van personen, hetzij voor de instandhouding en verzorging van zaken.",Class,,{5C8F7563-D1FF-4622-8565-F48A1BCAB9E3},,,,,Onderhoudskosten,"Kosten voor het onderhoud van iemand of iets, hetzij om te voorzien in de levensbehoeften van personen, hetzij voor de instandhouding en verzorging van zaken.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-d7fc4b3b-d61d-4fd3-a9dc-15adcb54f861,,d7fc4b3b-d61d-4fd3-a9dc-15adcb54f861,business-object,17042024-14:45:57,
195,Sport,Een fysieke bezigheid met vaste regels en waarbij vaak sprake is van competitieverband. Sporten kunnen ook recreatief beoefend worden.,Class,,{567576EB-3CE1-43dd-8BD4-58310C3DA04B},,,,,Sport,Een fysieke bezigheid met vaste regels en waarbij vaak sprake is van competitieverband. Sporten kunnen ook recreatief beoefend worden.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-d20f1f99-a50d-4b75-9e9e-072e84b10270,,d20f1f99-a50d-4b75-9e9e-072e84b10270,business-object,17042024-14:45:57,
196,Sportlocatie,Locatie waar de betreffende sport plaatsvindt,Class,,{BE5E10D0-FD83-4b0a-B5D2-4A7EE6B9C53B},,,,,Sportlocatie,Locatie waar de betreffende sport plaatsvindt,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-a7a350a2-a9aa-4437-b67b-016fec0d048d,,a7a350a2-a9aa-4437-b67b-016fec0d048d,business-object,17042024-14:45:57,
197,Sportmateriaal,Materieel om sport mee te beoefenen of ter odnersteuning van de sportuitvoering.,Class,,{5B64A5F8-64B5-4d1b-BEDD-486ED2C2C493},,,,,Sportmateriaal,Materieel om sport mee te beoefenen of ter odnersteuning van de sportuitvoering.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-488958ee-08fd-4818-af8b-2d7ebb73c01f,,488958ee-08fd-4818-af8b-2d7ebb73c01f,business-object,17042024-14:45:57,
198,Sportpark,"Geheel van terreinen, gebouwen en voorzieningen voor verschillende takken van sport.",Class,Sportterrein,{FE1A2EF2-44FA-46fa-A583-7BAB858E17FD},,,,,Sportpark,"Geheel van terreinen, gebouwen en voorzieningen voor verschillende takken van sport.",,Sportterrein,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ca9df4ee-92e1-4c24-ace3-467d146a320e,,ca9df4ee-92e1-4c24-ace3-467d146a320e,business-object,17042024-14:45:57,
199,Sportvereniging,Organisatievorm waarin sport bedreven kan worden,Class,,{852AD372-B353-49c2-A4E7-F87D8AA96AD7},,,,,Sportvereniging,Organisatievorm waarin sport bedreven kan worden,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-59d3efaa-a05f-477a-a271-49bac323939f,,59d3efaa-a05f-477a-a271-49bac323939f,business-object,17042024-14:45:57,
200,Veld,Een stuk land dat speciaal voor het bedrijven van een veldsport gereedgemaakt is,Class,,{D1889096-CC76-48a8-A9DF-8151FFF1E0AC},,,,,Veld,Een stuk land dat speciaal voor het bedrijven van een veldsport gereedgemaakt is,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-0f53081c-01f9-4c0a-b049-77d310a0ea33,,0f53081c-01f9-4c0a-b049-77d310a0ea33,business-object,17042024-14:45:57,
201,Gemeentebegrafenis,Teraardebestelling onder verantwoordelijjkheid van de gemeente.,Class,,{F2DBE01F-7535-4f26-9DF2-081EF8632F36},,,,,Gemeentebegrafenis,Teraardebestelling onder verantwoordelijjkheid van de gemeente.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-a0f96391-4935-4c7a-be2b-2fa1b00da57f,,a0f96391-4935-4c7a-be2b-2fa1b00da57f,business-object,17042024-14:45:57,
202,AanvraagStadspas,Aanvraag voor een stadspas,Class,,{16F94A03-C376-4314-94AA-4DB14AD00EB9},,,,,,,,,,,,,,17042024-14:45:57,
203,AOMAanvraagWMOJeugd,,Class,,{BE7C28C6-0922-4c6a-A953-3D598D991AB5},,,,,AOM_AanvraagWmoJeugd,,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3545eb93-e19a-4b1f-b3f2-03b79b30b200,,3545eb93-e19a-4b1f-b3f2-03b79b30b200,business-object,17042024-14:45:57,
204,AOMMeldingWMOJeugd,,Class,,{0FA25A4F-DF7F-4feb-9460-19D054E874F8},,,,,,,,,,,,,,17042024-14:45:57,
205,Beperking,"Een stoornis of conditie ‚ lichamelijk, zintuiglijk en-of geestelijk ‚ die een normaal maatschappelijk functioneren belemmert en nadelige sociale gevolgen met zich meebrengt.",Class,,{F110608E-9C6A-4d66-BDCB-F4B2465E3CFD},,,,,Beperking,"Een stoornis of conditie ‚Äì lichamelijk, zintuiglijk en-of geestelijk ‚Äì die een normaal maatschappelijk functioneren belemmert en nadelige sociale gevolgen met zich meebrengt.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-b883410b-ba90-45a0-a9f0-f16b8e1fa9ac,,b883410b-ba90-45a0-a9f0-f16b8e1fa9ac,business-object,17042024-14:45:57,
206,Beperkingscategorie,Een categorisering van beperkingen,Class,,{4E835898-6623-457f-99B4-C688D465F720},,,,,,,,,,,,,,17042024-14:45:57,
207,Beperkingscore,Getalsmatige duiding van een beperking,Class,,{5EDE0349-8865-4b90-9A18-235C5AA660C4},,,,,Beperkingscore,Getalsmatige duiding van een beperking,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-8d15d21d-4e39-4dcb-b9f7-be128f6b324a,,8d15d21d-4e39-4dcb-b9f7-be128f6b324a,business-object,17042024-14:45:57,
208,Beperkingscoresoort,Typering van beperkingscores,Class,,{6B63630A-8A30-454d-B8C4-252D4C30A3BF},,,,,,,,,,,,,,17042024-14:45:57,
209,Beschikking,"In het bestuursrecht: Een beslissing van een overheidsorgaan in een concreet geval, bijvoorbeeld het verlenen van een bouwvergunning. In het civiele recht: een rechterlijke uitspraak in een procedure die begint met een verzoekschrift.",Class,,{71D7E96D-641A-4b6a-A325-DED07C3B5836},,,,,Beschikking,"In het bestuursrecht: Een beslissing van een overheidsorgaan in een concreet geval, bijvoorbeeld het verlenen van een bouwvergunning. In het civiele recht: een rechterlijke uitspraak in een procedure die begint met een verzoekschrift.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-c481e8b8-f7d7-4979-b767-ebf2a9b04712,,c481e8b8-f7d7-4979-b767-ebf2a9b04712,business-object,17042024-14:45:57,
210,Beschikkingsoort,Typering van een beschikking,Class,,{FD14E04F-26A1-42ba-8E47-5F43AF539877},,,,,,,,,,,,,,17042024-14:45:57,
211,BeschikteVoorziening,Een voorziening waarover een beschikking is gedaan.,Class,,{975C3DA3-930A-49d8-B54F-2A560DC2AD5A},,,,,Beschikte Voorziening,Een voorziening waarover een beschikking is gedaan.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-38610e76-2c3e-429a-b30b-1fd21f05c8fc,,38610e76-2c3e-429a-b30b-1fd21f05c8fc,business-object,17042024-14:45:57,
212,Budgetuitputting,Overzicht van de te verwachte inkomsten en uitgaven over een bepaalde periode,Class,,{679162ED-0B45-4fb2-B16E-421C25A107F5},,,,,,,,,,,,,,17042024-14:45:57,
213,Client,Een ingeschreven persoon die gebruik maakt van producten en diensten van de gemeente.,Class,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,Client,Een ingeschreven persoon die gebruik maakt van producten en diensten van de gemeente.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-2a859087-fe7f-412a-b057-bf1e3f249a4c,,2a859087-fe7f-412a-b057-bf1e3f249a4c,business-object,17042024-14:45:57,
214,Clientbegeleider,De persoon die verantwoordelijk is voor het opstellen en uitvoeren van het  ondersteuningsplan in samenwering met de client en personen uit zijn/haar omgeving .,Class,,{276E1BF9-E902-4303-A9E7-048627E0DC84},,,,,Clientbegeleider,De persoon die verantwoordelijk is voor het opstellen en uitvoeren van het  ondersteuningsplan in samenwering met de client en personen uit zijn/haar omgeving .,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-17a0d019-c25e-4bba-ae64-f381da597376,,17a0d019-c25e-4bba-ae64-f381da597376,business-object,17042024-14:45:57,
215,Declaratie,Een opgave van te vergoeden kosten.,Class,,{5E542F35-E413-49c4-8FB7-335B6BE9667A},,,,,Declaratie,Een opgave van te vergoeden kosten.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-645ed017-feb5-40b0-82ae-990745bdb549,,645ed017-feb5-40b0-82ae-990745bdb549,business-object,17042024-14:45:57,
216,Declaratieregel,,Class,,{F73F6BFE-9CFE-4497-80E3-CADAA344CF69},,,,,,,,,,,,,,17042024-14:45:57,
217,Stadspas,Een stadspas geeft inwoners van een gemeente korting op oa sport en culturele activiteiten. Vaak is deze pas voor inwoners met een laag inkomen.,Class,,{810C273F-0A2B-4e68-A94B-46722FF9E19D},,,,,,,,,,,,,,17042024-14:45:57,
218,Huishouden,"persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu√Øteit in de samenstelling ervan, die binnen een woning gebruik maakt van dezelfde voorzieningen",Class,,{F0467610-553B-47cd-A9F7-3B1D20CC425E},,,,,Huishouden,"persoon of groep personen die een huishouden voert waarbij sprake is van een onderlinge verbondenheid en continu√Øteit in de samenstelling ervan, die binnen een woning gebruik maakt van dezelfde voorzieningen",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ffca91bc-ed2b-4885-9e04-7a459fd67cad,Huishouden (Generiek Jeugd en Wmo),ffca91bc-ed2b-4885-9e04-7a459fd67cad,business-object,17042024-14:45:57,
219,Leefgebied,Gebied waarin alle activiteiten van een inwoner zich kunnen afspelen,Class,,{C55180D9-A5C3-4859-BD88-7686F5384157},,,,,Leefgebied,Gebied waarin alle activiteiten van een inwoner zich kunnen afspelen,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-c80348b6-b173-41ab-9bf6-3a1a780d0fb3,,c80348b6-b173-41ab-9bf6-3a1a780d0fb3,business-object,17042024-14:45:57,
220,Leverancier,Een niet-natuurlijk persoon die een product of dienst levert aan de organisatie,Class,,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},,,,,,,,,,,,,,17042024-14:45:57,
