nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
464,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",Class,Datapunt,{6100B3C7-FBCE-434d-BA48-E067B9CF84A7},,,,,Melding,"De betekenisvolle formulering van een waargenomen feit, waaraan een waarde kan worden toegekend",,Datapunt,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-fadba6bd-b55a-4d68-8136-096db8f3df5e,Melding (ICT),fadba6bd-b55a-4d68-8136-096db8f3df5e,business-object,17042024-14:45:57,
465,Nertwerkcomponent,,Class,,{DD277E82-0CA5-4460-918F-9178B5F01886},,,,,Nertwerkcomponent,,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-6a2e72c3-94f8-4dfd-a68c-03aab1279c75,,6a2e72c3-94f8-4dfd-a68c-03aab1279c75,business-object,17042024-14:45:57,
466,Notitie,"Korte, zakelijke uiteenzetting op schrift",Class,,{354E5545-D067-4b81-9D1D-C5F5FFB532C7},,,,,Notitie,"Korte, zakelijke uiteenzetting op schrift",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ca903c71-96d8-4db2-9aa9-52210dd02c1d,,ca903c71-96d8-4db2-9aa9-52210dd02c1d,business-object,17042024-14:45:57,
467,Objecttype,"De typering van een groep objecten (in de werkelijkheid) die binnen een domein relevant zijn en als gelijksoortig worden beschouwd.
Toelichting
Jan, Piet en Marie zijn mensen die vanuit het Burgerzaken-domein beschouwd worden als objecten van het type ‘natuurlijk persoon’. In een ander domein, ‘de volksmond’, noemen we dit ‘mens’ wat ook een objecttype is. In weer een ander domein is Jan van het type ‘vergunninghouder’ en Piet en Marie niet, omdat aan hen (nog) nooit een vergunning verleend is. Objecttypen zijn een abstractie van de werkelijkheid oftewel we beogen hiermee de werkelijkheid zo getrouw mogelijk te beschrijven, binnen de context van het domein. Dit staat geheel los van het vastleggen van gegevens over objecten van een type in een registratie. Daartoe is veelal een interpretatie nodig (van die werkelijkheid cq. die objecttypen) naar eenheden die in een registratie vastgelegd kunnen worden (records, entiteiten e.d.) op basis van andere overwegingen.",Class,,{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,,,,,,,,,17042024-14:45:57,
468,Onderwerp,Op de meest karakteristieke elementen gebaseerde en in woord of eenvoudige zinstructuur samengevatte aanduiding van de inhoud van een document,Class,,{2AA9DB3B-D79C-490d-8776-DA1CB25E9B09},,,,,,,,,,,,,,17042024-14:45:57,
469,Package,"Een samengesteld bestand of een directory die een aantal bestanden bevat, maar welke als één bestand aan de gebruiker getoond word",Class,,{ACE86CFF-D6D0-4cbd-8395-99BD763F1B37},,,,,Package,"Een samengesteld bestand of een directory die een aantal bestanden bevat, maar welke als √©√©n bestand aan de gebruiker getoond word",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-16727428-b97d-498b-9d5a-91b71dd67dc1,,16727428-b97d-498b-9d5a-91b71dd67dc1,business-object,17042024-14:45:57,
470,Prijzenboek,"Beschrijving van gangbare onderhoudsactiviteiten met de bijbehorende, actuele prijzen en normen voor de uitvoering.",Class,,{F1489610-1E50-4328-8CD8-F41E9CE0C0D8},,,,,,,,,,,,,,17042024-14:45:57,
471,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Class,,{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3b8b01b0-7870-48fb-b4a7-6a5a593e4ea3,Product (ICT),3b8b01b0-7870-48fb-b4a7-6a5a593e4ea3,business-object,17042024-14:45:57,
472,Relatiesoort,"
De typering van het structurele verband tussen een object van een objecttype en een (ander) object van een ander (of hetzelfde) objecttype.
Toelichting
Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objecttype, dan maakt de relatiesoort die eigenschap beschikbaar voor het eerstgenoemde objecttype. Bijvoorbeeld, een attribuutsoort van het objecttype PERSOON zou kunnen zijn ‘Naam geregistreerd partner’ (naast de attribuutsoort ‘Naam’ van PERSOON). De naam van de geregistreerde partner komt evenwel ook beschikbaar met een relatiesoort van PERSOON naar PERSOON: “heeft geregistreerd partnerschap met”. Zie ook het eerder genoemde voorbeeld van SCHIP en MOTOR.
Voorbeeld: relatiesoorten “VERBLIJFSOBJECT is gelegen in een PAND” en “SUBJECT heeft als correspondentieadres WOONPLAATS”, of korter, “gelegen in”, “postadres”.
Wanneer een relatie (UML-assocation) gebruikt wordt om objecten aan elkaar te verbinden, zonder dat er eigenschappen over deze relatie worden vastgelegd, dan heeft deze het stereotype «Relatiesoort».
",Class,,{DFD2814E-7D36-45e2-B082-2ED574A409E1},,,,,,,,,,,,,,17042024-14:45:57,Objecten hebben eigenschappen die gemodelleerd kunnen worden met attribuutsoorten maar ook met relatiesoorten naar andere objecttypen. Als het voor het desbetreffende domein van belang is om die eigenschap te modelleren als onderdeel van een ander objectt
473,Server,Computer die in een netwerk een ondersteunende taak vervult.,Class,,{3AFD7E5F-8061-4776-A332-334AF4125E7D},,,,,Server,Computer die in een netwerk een ondersteunende taak vervult.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-4694a321-36db-4a54-a7ab-6c3895a4e288,,4694a321-36db-4a54-a7ab-6c3895a4e288,business-object,17042024-14:45:57,
474,Software,"Een geheel van computerprogramma's met bijbehorende data, die bewerkingen en taken uitvoeren",Class,,{0B3C37DD-42A1-4b6b-B534-CD276112FD3B},,,,,Software,"Een geheel van computerprogramma's met bijbehorende data, die bewerkingen en taken uitvoeren",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-d35905fd-2aad-49e6-8ee5-5147c253a478,,d35905fd-2aad-49e6-8ee5-5147c253a478,business-object,17042024-14:45:57,
475,Storing,Verlies van de mogelijkheid om volgens een specificatie te werken of om het vereiste resultaat te leveren.,Class,,{4E5F272E-00CA-481c-A51B-7D08B5E6B0A9},,,,,Storing,Verlies van de mogelijkheid om volgens een specificatie te werken of om het vereiste resultaat te leveren.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-ad9da532-d9a3-4c82-858d-e58a61ddf95f,,ad9da532-d9a3-4c82-858d-e58a61ddf95f,business-object,17042024-14:45:57,
476,Telefoniegegevens,Gegevens die worden bewaard van telefoongesprekken,Class,,{DDD2167F-4A0F-468b-894E-6BB9ED9DA5E0},,,,,Telefoniegegevens,Gegevens die worden bewaard van telefoongesprekken,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-e63e4e3c-ca45-4690-aa55-c38a1bc73d2c,,e63e4e3c-ca45-4690-aa55-c38a1bc73d2c,business-object,17042024-14:45:57,
477,Toegangsmiddel,Een middel waarmee men zich toegang tot iets kan verschaffen.,Class,,{D67A4AC2-9A17-4cd0-82D7-732A89018FDA},,,,,Toegangsmiddel,Een middel waarmee men zich toegang tot iets kan verschaffen.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-55c7fd37-4d03-45f4-b374-69aa690d1477,,55c7fd37-4d03-45f4-b374-69aa690d1477,business-object,17042024-14:45:57,
478,Versie,De versie-aanduiding van een object.,Class,,{39445166-1EAB-43f8-9F5C-89EA606605EE},,,,,Versie,De versie-aanduiding van een object.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3d765f43-c4e8-4556-850b-bb886c528d5d,,3d765f43-c4e8-4556-850b-bb886c528d5d,business-object,17042024-14:45:57,
479,Vervoersmiddel,Een voertuig dat zich over het land verplaatst.,Class,Voertuig,{E8C75DAB-F9AE-4fe2-9114-870434F2EA80},,,,,Vervoersmiddel,Een voertuig dat zich over het land verplaatst.,,Voertuig,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-92104ecd-beda-441d-b5fd-b6d2296969d0,,92104ecd-beda-441d-b5fd-b6d2296969d0,business-object,17042024-14:45:57,
480,Wijzigingsverzoek,Een aanvraag voor wijziging,Class,,{EFBF46D1-6A51-44fd-BAEA-47BCDFEEE27A},,,,,Wijzigingsverzoek,Een aanvraag voor wijziging,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3a602b01-9a08-4224-8caf-3cb58130fb30,,3a602b01-9a08-4224-8caf-3cb58130fb30,business-object,17042024-14:45:57,
481,Applicatiecategorie,,Enumeration,,{A030D866-E2E7-4854-ACFD-C62DB3ABDA38},,,,,,,,,,,,,,17042024-14:45:57,
482,Beheerstatus,,Enumeration,,{1FCBFA1B-2703-4ece-A496-EA668AEFCDCD},,,,,,,,,,,,,,17042024-14:45:57,
483,Gebruikerrol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Enumeration,,{262A7A23-0CBB-4991-A1B2-D5D3E509549C},,,,,,,,,,,,,,17042024-14:45:57,
484,Packagingstatus,,Enumeration,,{C0031024-173A-47d6-9BF4-F22941AA7807},,,,,,,,,,,,,,17042024-14:45:57,
485,Servertypes,,Enumeration,,{BA2C3918-278E-49c7-A8C5-423F2D659450},,,,,,,,,,,,,,17042024-14:45:57,
486,Betaalmoment,Moment waarop er een bepaald deel van de subsidie betaald moet worden.,Class,,{E403A215-A367-4eef-8716-075AF54388D0},,,,,,,,,,,,,,17042024-14:45:57,
487,Rapportagemoment,Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd,Class,,{20CA8283-CE99-455c-BF4D-EAE3DF41AE5B},,,,,Rapportagemoment,Een vantevoren bepaald tijdstip waarom een gegevensanalyse wordt uitgevoerd,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-0ae46688-6cc8-4553-adc7-04b2ed7b8b8f,,0ae46688-6cc8-4553-adc7-04b2ed7b8b8f,business-object,17042024-14:45:57,
488,Sector,"Sector is de verzameling van werkzaamheden, gericht op de productie van bepaalde goederen en diensten. Het gaat hierbij niet alleen om activiteiten van het bedrijfsleven, maar ook om activiteiten van niet op winst gerichte instellingen en de overheid.",Class,,{DA4F9850-4CA0-4508-9D57-F631BC30B360},,,,,Sector,"Sector is de verzameling van werkzaamheden, gericht op de productie van bepaalde goederen en diensten. Het gaat hierbij niet alleen om activiteiten van het bedrijfsleven, maar ook om activiteiten van niet op winst gerichte instellingen en de overheid.",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-60596f8e-1454-4ca8-9a31-64e7fc554815,,60596f8e-1454-4ca8-9a31-64e7fc554815,business-object,17042024-14:45:57,
489,Subsidie,"Aan derden toegekende financiele middelen, bestemd voor het uitvoeren van bepaalde activiteiten",Class,,{FD701A55-6865-44aa-9A73-C46E02481796},,,,,Subsidie,"Aan derden toegekende financiele middelen, bestemd voor het uitvoeren van bepaalde activiteiten",,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-1fe5c807-e9a7-4f44-a2b6-816341875d6e,,1fe5c807-e9a7-4f44-a2b6-816341875d6e,business-object,17042024-14:45:57,
490,Subsidieaanvraag,Aanvraag voor een subsidie,Class,,{26C0D33A-B15A-4256-A5BF-5382A4E03539},,,,,Subsidieaanvraag,Aanvraag voor een subsidie,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-4e5cd8a8-0110-4038-9b91-1f0562401398,,4e5cd8a8-0110-4038-9b91-1f0562401398,business-object,17042024-14:45:57,
491,Subsidiebeschikking,Besluit over het al dan niet toekennen van een subsidie,Class,,{F8BD6D83-D3F8-4dd3-B12E-22A991D1A0A2},,,,,Subsidiebeschikking,Besluit over het al dan niet toekennen van een subsidie,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-0cbc6488-2932-4634-b226-a741ba030a46,,0cbc6488-2932-4634-b226-a741ba030a46,business-object,17042024-14:45:57,
492,Subsidiecomponent,Onderdeel van een subisidie met een eigen kostenplaats.,Class,,{DB093A73-BE89-462b-8FBA-19B2629072ED},,,,,,,,,,,,,,17042024-14:45:57,
493,Subsidieprogramma,Programma waarin meerdere subsidies worden verleend vanuit een bepaalde samenhang,Class,,{8F1A719D-C89A-4194-8FF4-1F3E0F174D3D},,,,,Subsidieprogramma,Programma waarin meerdere subsidies worden verleend vanuit een bepaalde samenhang,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3c8f512f-33ab-4e24-8ea4-820796359003,,3c8f512f-33ab-4e24-8ea4-820796359003,business-object,17042024-14:45:57,
494,Taak,Een samenhangende set activiteiten in het kader van een subsidie.,Class,,{156C82B1-2641-40c8-9E99-60031643C29A},,,,,Taak,Een samenhangende set activiteiten in het kader van een subsidie.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-020a5c18-9065-48d4-9cdd-5500cf5ce9ae,,020a5c18-9065-48d4-9cdd-5500cf5ce9ae,business-object,17042024-14:45:57,
495,Subsidieniveau,,Enumeration,,{B4CF1D3E-D000-467d-A9D5-4519704F4A6D},,,,,,,,,,,,,,17042024-14:45:57,
496,Aanbesteding Vastgoed,Een procedure waarbij een opdrachtgever bekendmaakt dat hij een opdracht of concessie wil laten uitvoeren en bedrijven uitnodigt om een offerte in te dienen. Dit in het kader van werkzaamheden rondom vastgoed.,Class,,{17FCEF39-AB9D-4516-9C60-1DDA61D87356},,,,,Aanbesteding,Een procedure waarbij een opdrachtgever bekendmaakt dat hij een opdracht of concessie wil laten uitvoeren en bedrijven uitnodigt om een offerte in te dienen.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-3907c387-dc68-4c15-a98c-edd640042495,Aanbesteding (Vastgoed),3907c387-dc68-4c15-a98c-edd640042495,business-object,17042024-14:45:57,
497,Adresaanduiding,De adresaanduiding van het WOZ-OBJECT,Class,,{909E635B-E33D-4ded-8471-900CD175B7D1},,,,,,,,,,,,,,17042024-14:45:57,
498,Bouwdeel,"Zelfstandig en aanwijsbaar deel van een element, onderscheiden naar samenstelling of constructiewijze, bestaande uit één of meer componenten waaraan technische eigenschappen en een onderhoudshistorie kunnen worden gerelateerd (bron: Conditiemeting gebouwde omgeving - Deel 1: Methodiek, code: 3.3)",Class,,{9A739672-6084-4c05-A13E-59DB13551E58},,,,,,,,,,,,,,17042024-14:45:57,
499,Bouwdeelelement,Onderdeeel van een bouwdeel,Class,,{BE147761-326E-4859-9366-5157CE865EC1},,,,,,,,,,,,,,17042024-14:45:57,
500,CultuurOnbebouwd,Een aanduiding voor de soort cultuur van het onbebouwde gedeelte van de onroerende zaak.,Class,,{01C1622D-23E7-4a63-9B63-F45CA63E76CA},,,,,CultuurOnbebouwd,Een aanduiding voor de soort cultuur van het onbebouwde gedeelte van de onroerende zaak.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-178c47cb-24e6-4e2d-a4a7-7da62997b0e6,,178c47cb-24e6-4e2d-a4a7-7da62997b0e6,business-object,17042024-14:45:57,
501,Eigenaar,Eigenaar is een persoon die de eigenaar is van een gebouw of stuk grond en ook alle rechten daarvan bezit.,Class,,{5E06339C-13EE-44ca-BC40-0FC4B9DC8349},,,,,Eigenaar,Eigenaar is een persoon die de eigenaar is van een gebouw of stuk grond en ook alle rechten daarvan bezit.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-06ee795e-36b8-4e13-991d-02a5d91ef015,,06ee795e-36b8-4e13-991d-02a5d91ef015,business-object,17042024-14:45:57,
502,Gebruiksdoel,Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan worden verbijzonderd.,Class,,{A5975EF7-558A-44fa-A656-AB43580D8C35},,,,,Gebruiksdoel,Een aanduiding va alle waarden waarmee het gebruiksdoel van een object kan worden verbijzonderd.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-507292ba-1a0c-4ebf-b696-fc2c5ce1910e,,507292ba-1a0c-4ebf-b696-fc2c5ce1910e,business-object,17042024-14:45:57,
503,Huurder,Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.,Class,,{B75EE7EF-DC1F-47da-A95C-B9662075684D},,,,,Huurder,Een partij die een zaak of een gedeelte daarvan in gebruik verstrekt heeft gekregen en zich heeft verbonden tot een tegenprestatie.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-b64affbe-e43f-4f32-acce-8900b6f409e8,,b64affbe-e43f-4f32-acce-8900b6f409e8,business-object,17042024-14:45:57,
504,Inspectie,"het inwinnen, verwerken en interpreteren van informatie met het doel om de momentane toestand van de boezemkade vast te stellen.",Class,,{A31C3B5D-EAC5-482d-8816-8B858EC4BE01},,,,,,,,,,,,,,17042024-14:45:57,
505,KpBetrokkenBij,,Class,,{D46DA88A-F3EB-4c72-85DA-C0C4239289E2},,,,,,,,,,,,,,17042024-14:45:57,
506,KpOnstaanUit,,Class,,{DCF0623A-694F-4b82-B615-F499F169C19A},,,,,,,,,,,,,,17042024-14:45:57,
507,LocatieaanduidingWOZObject,Nadere aanduiding van het WOZ-object,Class,,{0B3F8A89-F21E-4bea-9620-8D6713AB632C},,,,,LOCATIEAANDUIDING WOZ OBJECT,Nadere aanduiding van het WOZ-object,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-9155e64f-138f-4269-bd68-46f217cb33c3,,9155e64f-138f-4269-bd68-46f217cb33c3,business-object,17042024-14:45:57,
508,Locatieonroerendezaak,Locatie van een geregistreerd goed,Class,,{049E7FD0-D515-4057-9C87-A09980C5DE6A},,,,,,,,,,,,,,17042024-14:45:57,
509,MJOP,Meerjaren Onderhoudsplanning,Class,,{A110896B-0CAD-46cf-9226-840DEE3328F0},,,,,MJOP,Meerjaren Onderhoudsplanning,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-e1be07bf-e9fb-488e-9b03-785b44167e43,,e1be07bf-e9fb-488e-9b03-785b44167e43,business-object,17042024-14:45:57,
510,MJOPItem,Onderdeel van een MJOP,Class,,{54697170-4C4D-40f6-9E08-35DF1970B8C6},,,,,,,,,,,,,,17042024-14:45:57,
511,NADAanvullingBRP,,Class,,{46386087-923F-402e-BB6B-6DE39D73349A},,,,,,,,,,,,,,17042024-14:45:57,
512,Objectrelatie,Relatie tot een object,Class,,{3EA09322-144A-407d-86C4-FCC8C041C826},,,,,,,,,,,,,,17042024-14:45:57,
513,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Class,,{EF55544A-F59B-4411-A3D2-9C1A2BA2663C},,,,,,,,,,,,,,17042024-14:45:57,
514,Pachter,Een persoon die een pachtovereenkomst heeft met de eigenaar van een perceel voor het gebruik als landbouwgrond.,Class,,{EDC8B01F-4802-4562-BC41-C2CAD76880B6},,,,,Pachter,Een persoon die een pachtovereenkomst heeft met de eigenaar van een perceel voor het gebruik als landbouwgrond.,,,,https://gemmaonline.nl/index.php/GEMMA2/0.9/id-eb838412-7041-4a22-a50d-fdd255391bc1,,eb838412-7041-4a22-a50d-fdd255391bc1,business-object,17042024-14:45:57,
515,Prijzenboekitem,Onderdeel van een prijzenboek,Class,,{697512E4-0C8E-4be8-8E95-9E2E4BD50F85},,,,,,,,,,,,,,17042024-14:45:57,
