id,clazz_id,descr,enumeration_id,name,name_oud,primitive,type_class_id
EAID_B4F60A84_AFBB_4554_9887_DF1020E99DB8,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,,contactsoort,contactsoort,,
EAID_DC8B5E9A_144A_4c78_ACAB_908E8DC2C757,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,,datum,datum,,
EAID_B8A47DC2_CE92_4e1b_949B_BC2212AC341C,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,,tekst,tekst,,
EAID_dst36212C_BD57_42b6_B51D_E49EA2853F66,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,,,,,
EAID_dst4AC804_79E6_40a6_992F_C50B4F045C90,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,,,,,
EAID_810C5EBE_A676_451d_ABFE_4045A930862E,EAID_5805FA72_C0CE_43c1_A53F_B81166AEFDD4,,,aantalKamers,aantal kamers,,
EAID_dst70B853_AEE4_4a58_A791_9FE8BE675DD6,EAID_5805FA72_C0CE_43c1_A53F_B81166AEFDD4,,,,,,
EAID_5A617259_60CC_4e9b_9B55_EBC9FFBE34C9,EAID_669000E9_25D6_4346_B718_516CDB8B88B7,,,datumEinde,einddatum,,
EAID_D9E3E9D5_CE8A_4ec4_B8A3_E567F370D454,EAID_669000E9_25D6_4346_B718_516CDB8B88B7,,,datumStart,startdatum,,
EAID_4F9486A6_41D9_4011_A358_53B447DD304B,EAID_8F05E7BA_E7ED_45d1_9626_C8D7FBDB2F1B,,,winkelformule,winkelformule,,
EAID_6D9C4A3C_FCB6_4b8f_8CBC_3C141AD4F571,EAID_EB35F5B8_9289_49cc_8DF4_8BD20EC662A9,,,aantalFulltimeVrouwen,aantalFulletimeVrouwen,,
EAID_D7FF690E_3509_415f_BAEF_B3141A20CB92,EAID_EB35F5B8_9289_49cc_8DF4_8BD20EC662A9,,,aantalFulltimeMannen,aantalFulltimeMannen,,
EAID_48A255E5_CF5A_40bc_936E_A96DBF1266D0,EAID_EB35F5B8_9289_49cc_8DF4_8BD20EC662A9,,,aantalParttimeMannen,aantalParttimeMannen,,
EAID_C035C656_E2CE_423f_821D_D7F6E2E4CA71,EAID_EB35F5B8_9289_49cc_8DF4_8BD20EC662A9,,,aantalParttimeVrouwen,aantalParttimeVrouwen,,
EAID_2AA34004_2EBD_44b8_8383_C457450ADC86,EAID_EB35F5B8_9289_49cc_8DF4_8BD20EC662A9,,,grootteklasse,grootteklasse,,
EAID_6D46BF59_CC63_45d3_B0FD_608210A8549F,EAID_0EABA880_434F_41c3_A41D_0002222AAC2A,,,aantalKassa,aantalkassa,,
EAID_B6020A1D_D30D_4ecd_9177_F7FC02A3319A,EAID_0EABA880_434F_41c3_A41D_0002222AAC2A,,,bronWVO,BronWVO,,
EAID_BB60F746_61E6_4035_AB43_0834BEFC7394,EAID_0EABA880_434F_41c3_A41D_0002222AAC2A,,,leegstand,leegstand,,
EAID_208E3D92_62AC_4a4d_8A44_186CB5F2D6A7,EAID_0EABA880_434F_41c3_A41D_0002222AAC2A,,,winkelvloeroppervlakte,winkelvloeroppervlak,,
EAID_4B121F93_024D_42ba_90E9_52731F3A58E4,EAID_0EABA880_434F_41c3_A41D_0002222AAC2A,,,WVOKlasse,Wvoklasse,,
EAID_8E91C8DE_D513_4907_9180_A44CEED1B1DA,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,aanvangAanwezigheid,aanvangAanwezigheid,,
EAID_A5E50423_238E_466b_BE99_907CEBEFC748,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,eindeAanwezigheid,eindeaanwezigheid,,
EAID_085F1605_6837_440f_AA02_0875ADA2C3A0,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,naam,naam,,
EAID_87E80E09_D1E1_405a_B523_7B0325C6036C,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,rol,rol,,
EAID_7320C8AA_C6D0_4002_AA34_83215D0387AA,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,vertegenwoordigtOrganisatie,vertegenwoordigtOrganisatie,,
EAID_dst36E0F8_0D39_41ce_BE5D_9723DCE88E81,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,,,,,
EAID_4D5223CC_0D01_4159_A332_D79F62EF6EFF,EAID_73FB5212_40ED_40dc_B837_36588840445A,,,nummer,nummer,,
EAID_0F87B143_8CC4_425b_866A_4CBAAE62EC83,EAID_73FB5212_40ED_40dc_B837_36588840445A,,,omschrijving,omschrijving,,
EAID_A65D3FAE_0680_4993_8B07_517C8AE0CA63,EAID_73FB5212_40ED_40dc_B837_36588840445A,,,titel,titel,,
EAID_src64B46B_96A6_4f1c_B92A_44B925160E61,EAID_73FB5212_40ED_40dc_B837_36588840445A,,,,,,
EAID_8311B269_1448_4010_BB59_36BDCEB8A8B5,EAID_B9B82B25_5D7F_4d2b_84F9_4DF74525EEAD,,,naam,naam,,
EAID_4206FC6F_BAE8_4240_A6D9_FF57FDF68E78,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,datumAanstelling,aanstellingsdatum,,
EAID_A3BBDA79_17AC_48a1_8DD2_164CE824183B,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,achternaam,achternaam,,
EAID_E9883025_3926_46ad_AE57_15F566F195DE,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,fractie,fractie,,
EAID_35D6D541_038F_406d_A91C_94E9919D6F55,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,portefeuille,portefeuille,,
EAID_2A2262E6_663D_4ca0_86BF_87DA49620F6C,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,titel,titel,,
EAID_DC01DF7E_947A_4ca4_9FD6_A8A9198F5865,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,datumUittreding,uittredingsdatum,,
EAID_CE0E980A_7BEF_4e17_81AE_596CA5C630D6,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,,voornaam,voornaam,,
EAID_5ED5FC16_1ACE_4fe7_B748_8677B183B356,EAID_CB27D699_F82B_45ad_823A_B2B51BCAECBA,,,naam,naam,,
EAID_dstB35607_9C4D_47a2_B9E0_5C20A2C477FB,EAID_CB27D699_F82B_45ad_823A_B2B51BCAECBA,,,,,,
EAID_5C3FC751_600E_472a_85CB_B5D200059372,EAID_475E24C9_CC9A_49cc_AB80_8CA0221441E5,,,naam,naam,,
EAID_A1720378_DC9B_439c_840B_11C0E7B4FD23,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,,naam,naam,,
EAID_5867D459_ADC9_4490_9DE3_DFE7EC7BA423,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,,omschrijving,omschrijving,,
EAID_dstB2F0D0_9317_45c8_A353_9989968728B6,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,,,,,
EAID_FDD1661A_F848_4afc_83CB_0E3DD2B2E17F,EAID_CA56A59A_F855_4c19_89BE_578B12481EA0,,,naam,naam,,
EAID_376E6EF1_A184_4d7c_B962_DFC9B1C3E40F,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,datumAanstelling,aanstellingsdatum,,
EAID_52C6F6A2_D06E_4e34_A2B0_9E6DD47386DE,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,achternaam,achternaam,,
EAID_C055E0D3_A0A1_422b_8918_C1B5D7552E16,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,fractie,fractie,,
EAID_D61B8A6C_8F0B_4c2e_B088_054A75439C29,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,titel,titel,,
EAID_1C4FF02E_B6B9_41e9_9C41_9BE807D5D562,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,datumUittreding,uittredingsdatum,,
EAID_2B43A0B4_AFDE_41c9_A980_68E6DED35EAB,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,voornaam,voornaam,,
EAID_dstF94C0B_C6BD_4c7d_9AE2_5761713339DB,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,,,,,
EAID_5F0B0086_4B20_4ad6_A0E3_8473792DCCA3,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,besloten,besloten,,
EAID_2727F559_44D0_4e2b_892B_849D1FA4EFA6,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,datumExpiratie,expiratiedatum,,
EAID_334CE3A8_8E8D_4b06_8DA9_C4D03BD38C1D,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,datumPublicatie,publicatiedatum,,
EAID_72642A6B_AF2F_4dbd_98C1_16C0DD3FDF69,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,datumRegistratie,registratiedatum,,
EAID_CBF2C174_7F93_4c2f_A6E7_F501D9E3291D,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,typeRaadsstuk,typeraadsstuk,,
EAID_dst6DA05F_8BC4_497b_8A7B_05774189434F,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_dst12C031_2ED2_4fde_911F_CFE585E81CB0,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_dstD00870_1DF1_4693_909D_E94782A7BEF9,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_src93A04F_3844_49ba_B1AB_F26D73012118,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_src901C7A_E07B_49af_828A_2F0E03C8E795,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_srcCC9977_A6A5_4d53_B7F5_394A7C56235C,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,,,,,
EAID_8654495F_602B_4ba4_B14E_06E462B83DA9,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,,resultaat,resultaat,,
EAID_7492724B_9665_4ca6_A759_F6DFA6A9810A,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,,stemmingstype,stemmingstype,,
EAID_dst2E6D7B_B9F0_48a9_9EB6_C68727E25A65,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,,,,,
EAID_dst12E314_EC1D_4325_B5F1_06DFC208F360,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,,,,,
EAID_7B97761B_239D_4e0a_B6B0_58C1F4A6013F,EAID_01E83CEC_D69D_47eb_9BAB_252AABADDD18,,,naam,naam,,
EAID_AA242888_6A4A_4fda_B0EC_6D2A25EAB5C2,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,eindtijd,eindtijd,,
EAID_C7634B88_1168_4245_B186_9F8FEE605A7D,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,locatie,locatie,,
EAID_0EAB7C95_2804_4e6a_9934_5DA9EC5BAA62,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,starttijd,starttijd,,
EAID_348F1F0F_8E7C_4850_BCD6_A91DAE640565,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,titel,titel,,
EAID_dst8BEE5A_22BB_4688_9AF4_5B6A29A16BAF,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,,,,
EAID_dst5F49E9_B2F8_4ee3_AFE4_963CAF4FB6F4,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,,,,,
EAID_38938865_72C3_4910_AF34_5A16D9EEE8DA,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,datum,datum,,
EAID_C2130C1F_8BE2_4b7a_8B01_85C38DC3639C,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,opmerkingen,opmerking,,
EAID_36808339_FABD_4ce3_929E_688CBA9D9953,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,reden,reden,,
EAID_692C2217_6906_4305_9B35_2A000E8B0168,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,soortVerzuimOfAanvraag,soortVerzuimOfAanvraag,,
EAID_dstE22FD5_48A0_4b73_8F26_F9BCC6219B30,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,,,,
EAID_dst75AD5B_9FC4_4e2d_9C3B_A3ED4EDFB067,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,,,,
EAID_dst573A24_CBB6_4eef_80CA_B9BDB0AE36CE,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,,,,,
EAID_6C45EFC0_8453_42a3_B958_C663FA42216D,EAID_450F47A7_758F_400c_82EB_05535EBDD426,,,datumAanvraag,aanvraagdatum,,
EAID_A3805005_E062_4a65_A98D_ABE83662DECC,EAID_450F47A7_758F_400c_82EB_05535EBDD426,,,buitenlandseSchoollocatie,buitenlandse schoollocatie,,
EAID_D2C34B13_CF3C_49de_80CA_5458E441F6B5,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,datum,datum,,
EAID_CC43FEA1_7467_4c84_8A21_35AF184971F9,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,opmerkingen,opmerking,,
EAID_CF5833E0_F6B9_4198_963E_A9F0B5F9E3DD,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,reden,reden,,
EAID_dstD65CEA_FA82_48e6_AE24_33C9638A1BE3,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,,,,
EAID_dst0BCAE9_CF8A_4f13_9BE5_8CA2F4E5A937,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,,,,
EAID_dstE2E17D_3BF0_41ec_8ADC_0EED4B925F6D,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,,,,,
EAID_AB751E54_787E_492e_AAD8_19A9E5C3D2F5,EAID_90E49701_2A06_4669_9199_6FCFDFCA707A,,,afdoening,afdoening,,
EAID_dstA5CCFA_BC16_4bd5_BAE7_4DE44F139081,EAID_90E49701_2A06_4669_9199_6FCFDFCA707A,,,,,,
EAID_770276CF_FBB1_4c35_93EE_DB03DD6FEABC,EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9,,,afdoening,afdoening,,
EAID_BF772607_AB51_4fba_97B9_5E220186D2AD,EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9,,,datumRetour,datum retour,,
EAID_6821D6A8_7915_4064_A274_80905B3EBB0E,EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9,,,memo,memo,,
EAID_A5D7C7FE_3285_43c8_9EE7_14E3106D7B80,EAID_70E3C6AF_1117_4cfc_B61F_0D168010FFB9,,,datumMutatie,mutatiedatum,,
EAID_dstAE47CD_3BE5_492a_A143_A29C3B3F38EA,EAID_07FE66E8_8316_406b_A590_922C2E7B4305,,,,,,
EAID_8DC2A73B_653D_437d_96F2_C610894735FF,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,datumAfgehandeld,datum afgehandeld,,
EAID_104E2E04_EBF8_44a8_B87C_F094A9E5E139,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,datumIngelicht,datum ingelicht,,
EAID_33DF051B_535C_4019_A8AC_C5024E5EE22C,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,datumUitspraak,datum uitspraak,,
EAID_34B2E055_8250_43b2_A91D_F48853D3F164,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,datumZitting,datum zitting,,
EAID_489735F0_DECA_4274_B411_7184CBC3C1E1,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,datumEindeProeftijd,einddatum proeftijd,,
EAID_67593ABD_E263_44e4_ABE5_E9CEFCC8A8A8,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,geldboete,geldboete,,
EAID_E7F9C9A0_9142_4dc3_9BB3_8BC257E25899,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,geldboeteVoorwaardelijk,geldboete voorwaardelijk,,
EAID_6EED3937_398B_42b4_9B8C_0FBC47C3DA8D,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,opmerkingen,opmerkingen,,
EAID_DDDDF09F_8467_468c_AB0C_4424D08D47DC,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,proeftijd,proeftijd,,
EAID_D21F2F0C_B625_4c5b_9D79_1310E3B798FA,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,reden,reden,,
EAID_025FF2C4_494F_4010_BB1E_B07573D7BED5,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,sanctiesoort,sanctiesoort,,
EAID_3EEA4FEA_ACF5_489d_8764_F8CE992261BC,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,uitspraak,uitspraak,,
EAID_CC96AE94_EF5F_4e99_B5F2_7D783E502B4E,EAID_697F1730_B439_4b35_8799_1B2E9AB04548,,,verzuimsoort,verzuimsoort,,
EAID_E39B1AF7_F348_41a8_B079_976A68425F5A,EAID_E9DECE41_F7F5_49f1_94B5_63DE941F6094,,,datumTot,datum tot,,
EAID_D6699B6B_4CA1_4db2_927B_C1E0A2F63B29,EAID_E9DECE41_F7F5_49f1_94B5_63DE941F6094,,,datumStart,datum vanaf,,
EAID_38CCE5BA_2E10_4181_9376_9C010FD69119,EAID_E9DECE41_F7F5_49f1_94B5_63DE941F6094,,,soortVerlof,soort verlof,,
EAID_277C6E49_37BE_4a63_8A85_BE38C76773C9,EAID_252C70B1_4E02_4033_B2B5_86F65496D7AB,,,datumEinde,einddatum,,
EAID_5ACB2CD6_C697_4524_8242_1DFFD809A017,EAID_252C70B1_4E02_4033_B2B5_86F65496D7AB,,,datumStart,startdatum,,
EAID_4427151E_A927_40a1_8B71_769675EB52CF,EAID_252C70B1_4E02_4033_B2B5_86F65496D7AB,,,voorstelSchool,voorstel school,,
EAID_9BB5E44A_DAE0_4ab1_9112_ADAECCF38A6D,EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA,,,aanvraagToegekend,aanvraagtoegekend,,
EAID_B4245A78_86EB_4618_90C3_7568914989E3,EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA,,,buitenlandseSchoollocatie,buitenlandseschoollocatie,,
EAID_9C8C2FF1_3101_4e16_A390_F9DFD81B57DA,EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA,,,datumEinde,einddatum,,
EAID_4E2A97B8_4BA7_4561_9411_A8F5AC7DA176,EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA,,,datumStart,startdatum,,
EAID_5F85359A_5C5B_451b_8BCE_C9C93022FCCF,EAID_B8584CD2_A54A_4a59_82B6_A597A0864CFA,,,verzuimsoort,verzuimsoort,,
EAID_srcA4316E_D98A_443a_AEF4_4A2CE3A40B37,EAID_7689A6B7_2A9E_42db_A028_E4601305DBFF,,,,,,
EAID_FE36D8B6_59D8_49a8_BD9F_5AB7271ED53B,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,datumAanmaak,aanmaakdatum,,
EAID_A40CEB05_E31F_4ccc_AE6D_5794031232D4,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,datumAfhandeling,afhandeldatum,,
EAID_6ED45920_8268_400a_AC44_C36EC262DE9D,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,categorie,categorie,,
EAID_2A9E27D4_FB50_4fa3_99D7_CBD9F699D58B,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,coordinaatRDX,coordinaat rdx,,
EAID_10B66B8D_3909_4c31_8AB4_46A7E294F5E0,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,coordinaatRDY,coordinaat rdy,,
EAID_77251B64_CFD8_482b_9524_3E7B2722E536,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,XCoordinaat,coordinaat x,,
EAID_BFC9EB33_7C3D_48b1_8EA2_936DDBCA63BE,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,YCoordinaat,coordinaat y,,
EAID_87BFD2F7_75B2_4b12_AD38_49611CA3695D,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,identificatie,identificatie,,
EAID_87C9E412_E1F4_40e5_AEC3_D21940D294E7,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,kanaal,kanaal,,
EAID_BC8DE13C_99A4_4e9f_B772_AD76E90E88FF,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,locatieOmschrijving,locatie omschrijving,,
EAID_C0D216E6_9AF6_4574_9F08_95F252D93B31,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,meldingOmschrijving,melding omschrijving,,
EAID_96EC69FE_9EEE_43ff_A776_A18BE68E9997,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,meldingTekst,meldingtekst,,
EAID_D49D19AB_9CB1_4db4_83AD_64D4683CFD96,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,onderwerp,onderwerp,,
EAID_9D93C72F_4C30_4a50_B123_4AF9D8B4906D,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,soort,soort,,
EAID_459FFA40_B8D9_4c85_B35C_F82369F20F47,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,status,status,,
EAID_FBF9282E_EFFA_42f3_BD94_420DBE051CFE,EAID_1E5BFA0A_588A_4610_AE53_6893D61E707A,,,subcategorie,sub categorie,,
EAID_B244E112_7C9E_4bd2_B50D_B7760EF8C721,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,adresBinnenland,Adres binnenland,,
EAID_7EC2F0DB_4BDB_42c1_8B12_249F7ADF00B4,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,adresBuitenland,Adres buitenland,,
EAID_4075C862_2690_4913_B606_87954C2A9AA5,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,rekeningnummer,Bank/girorekeningnummer,,
EAID_55623A51_C66E_4573_8592_BD7C11AC1F9C,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,emailadres,Emailadres,,
EAID_2CE10A62_811F_4773_B984_4C9EF9AFC71B,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,faxnummer,Fax-nummer,,
EAID_EAA9636F_ABAB_4581_AFE1_DC579BBEE8F2,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,identificatie,Identificatie,,
EAID_454F593F_0257_47d9_AA0E_AAB448E74D81,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,naam,Naam,,
EAID_9AED7EBC_E71A_40c4_A9DB_864AA523132B,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,telefoonnummer,Telefoonnummer,,
EAID_srcF7C054_B676_41e3_B470_1FD8BFAFB232,EAID_3A686277_3FF1_46ee_99E1_AADA02C6BF46,,,,,,
EAID_ADBA3E5C_CAAC_44f1_AE93_396D86091B42,EAID_CFFD5F20_5FA9_4d93_AD34_6867D64A58B9,,,datum,datum,,
EAID_9BCB2AB1_71BF_45e8_A456_E3C4641E0ECC,EAID_D7ECEB92_BE50_4e30_9F27_54A008BC75DF,,,jaarEinde,eindjaar,,
EAID_3E99966A_6450_416c_97AC_BECA7CFBC2F5,EAID_D7ECEB92_BE50_4e30_9F27_54A008BC75DF,,,jaarStart,startjaar,,
EAID_70DE2997_48B9_4f71_B6BF_2B9C3163F429,EAID_266057AF_58BD_42e1_B4D5_16EB266B9B7A,,,kwetsbareJongere,kwetsbare jongere,,
EAID_FB97AF5F_4C8D_49ee_8CBC_47A2362EAFBA,EAID_3119A4DB_BB23_4adc_98BD_82F2D7996C6B,,,adres,adres,,
EAID_3B384706_724F_4ee4_BC93_6932E3BEF3DC,EAID_0E3DE26B_C535_4a03_98A4_8D36DC3D5297,,,klas,klas,,
EAID_D730A5E4_33C0_46e8_B3D5_8A5ADF0255B6,EAID_0E3DE26B_C535_4a03_98A4_8D36DC3D5297,,,onderwijstype,onderwijstype,,
EAID_6795B05F_6349_404c_A5E5_B0D9D8F8B82A,EAID_0E3DE26B_C535_4a03_98A4_8D36DC3D5297,,,schooljaar,schooljaar,,
EAID_dstA8C8B3_BE1A_40bd_A4FF_980213D42E5C,EAID_F47ACE79_C476_479f_A3A3_729E65AF3D32,,,,,,
EAID_72EAD612_12AF_4035_ACF0_76987D815004,EAID_8AF9FAE6_13D8_484d_97F5_2A3839BC8618,,,omschrijving,omschrijving,,
EAID_506E17EC_B911_448e_A485_D944629C43EE,EAID_8AF9FAE6_13D8_484d_97F5_2A3839BC8618,,,onderwijstype,onderwijstype,,
EAID_0620C831_06F0_4948_B7C4_0A6DB4213CA0,EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817,,,naam,naam,,
EAID_dst31E399_1628_4896_BFF1_21D643845E2C,EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817,,,,,,
EAID_FE76A273_A0B3_4028_9EAE_8E546A29B153,EAID_E8301577_1A49_43cf_A2CA_0F042584EBB3,,,datumBehaald,datumbehaald,,
EAID_C07B8612_93C7_460b_8E51_4D7D4C2DC031,EAID_133AF611_9FA0_4a09_BF12_74C5FA5F6F60,,,datum,datum,,
EAID_C80129DA_1725_46ff_828A_A57944C5E46E,EAID_133AF611_9FA0_4a09_BF12_74C5FA5F6F60,,,diplomaBehaald,diplomabehaald,,
EAID_39697D12_9DB9_4de3_95D9_AC230406E71A,EAID_9EC6B40B_0C87_4453_B567_E0D3572F86AF,,,code,code,,
EAID_D7EAD1DC_C51F_48f2_8E97_2714FDB87A49,EAID_9EC6B40B_0C87_4453_B567_E0D3572F86AF,,,naam,naam,,
EAID_26A7FCCD_BE00_428c_9D97_4F85D0870269,EAID_9EC6B40B_0C87_4453_B567_E0D3572F86AF,,,omschrijving,omschrijving,,
EAID_EAF73966_4627_4622_BE7D_3BF4A4302C2F,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,containercode,containercode,,
EAID_8B5A9096_6DBF_4b86_AEBC_1E4C2A545495,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,sensorID,sensorID,,
EAID_dst405EF9_1834_4820_AC14_E948C8E501CA,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,,,,
EAID_dstFEE3DD_1148_4a7e_A133_1DAA02D2F1EA,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,,,,
EAID_dstA165E1_F6F2_447a_83F3_8786CC50D691,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,,,,
EAID_dstEFC41B_C77E_43e5_80BE_886D1F7FF6A7,EAID_7D3D98F0_664C_4605_9D95_F68C88ECBA9A,,,,,,
EAID_E680E358_90CA_4a54_BDF9_629A38F1552D,EAID_0A7769C7_FE3E_45eb_A644_22E5CB207B42,,,naam,naam,,
EAID_56083901_A7EA_4dfc_9718_985A7D414C80,EAID_0A7769C7_FE3E_45eb_A644_22E5CB207B42,,,omschrijving,omschrijving,,
EAID_F66CC356_50B7_49b8_9982_C5BFCE331CE1,EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F,,,naam,naam,,
EAID_19DB02EE_F4B9_46d9_BFCA_FFD860F8E4D1,EAID_80A7D18F_7C7E_4ee6_9F07_055559BCEF9F,,,omschrijving,omschrijving,,
EAID_EEDF5A2A_11A0_44b6_87CC_41AE8E4C66A6,EAID_7F4E17A3_0EC2_4bee_B4E0_BFA26D653EB9,,,adresaanduiding,adresaanduiding,,
