nr,GEMMA-naam,GGM-naam,GEMMA-guid,GGM-guid,GEMMA-type,GGM-uml-type,GEMMA-definitie,GGM-definitie,GEMMA-toelichting,GGM-toelichting,GEMMA-source-guid,GGM-source-guid,GEMMA-target-guid,GGM-target-guid,Datum-tijd-export
77,is kind van,is kind van,5bdb439a-6f54-46c6-b522-0356ace6c7bc,{F7CE1157-F7D4-4967-81D0-55F7619A680F},association-relationship,Association,,,,,24e40e1f-4e7b-47ad-a1b3-4050e365f68a,{FE559B58-A6CD-4108-82BE-98E1AEBFD9BD},8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},18062026-11:55:11
78,,hoort bij,,{F1F6FACA-0A8D-4904-BA95-CF4984524E7C},,Association,,,,,,{BF424764-453D-46cc-817C-3A7BDC4134A7},,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},18062026-11:55:11
79,wordt gegeven door,wordt gegeven door,f7749eff-2211-4d8f-b936-923dbf060e4f,{276851B1-EF8E-4e97-ABD2-AAB5A18AC50F},association-relationship,Association,,,,,affa85b2-1e80-4642-bb30-335dd9677094,{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6},85452d63-8236-431f-9dde-cebfc88112b0,{59F3063A-13A6-4cbc-A387-045A6B126746},18062026-11:55:11
80,,soort besteding,,{42E94BB7-BBBE-4cfd-BE12-83932898ADDA},,Association,,,,,,{B9288D01-0B8F-4f8c-BAE1-AFD1B0EF6FDF},,{A0051651-4772-436d-9553-B432BDCE3A52},18062026-11:55:11
81,,inzet bij,,{30F12B18-84AE-4b2a-A642-F2CD8D1AA505},,Association,,,,,,{532191CA-13CC-4500-93C9-54AB2862F38D},,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},18062026-11:55:11
82,,besteding,,{DD7FF2ED-F806-4692-9334-1B5561305B9C},,Association,,,,,,{B64178F1-7D37-4a77-BEF7-97E8C9DDA4E8},,{B9288D01-0B8F-4f8c-BAE1-AFD1B0EF6FDF},18062026-11:55:11
83,heeft individueel keuzebudget,heeft individueel keuzebudget,c2c98f66-d26e-49ed-a862-e1fa7b16e89b,{AEC374FB-B966-4408-9540-612BDB839919},association-relationship,Association,,,,,3272f8ca-9302-4da5-810b-7b8c4d02d79b,{B64178F1-7D37-4a77-BEF7-97E8C9DDA4E8},8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},18062026-11:55:11
84,heeft ondergaan,heeft ondergaan,df17958e-39e0-4dfa-997f-07fb77590046,{8AF83985-ABFC-4a38-95D3-CB368AA680BA},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},fddeb5c4-571e-45ec-8bde-86cc9702ff18,{41AFF74F-ADBE-4f3f-AB2F-25027A70E573},18062026-11:55:11
85,,heeft genoten,,{C14E8E75-F958-4d73-972F-E0E1FA74400A},,Association,,,,,,{BBBB63AC-B546-409b-B6D4-53DB561253B7},,{261363C5-1E00-4b6a-B570-2129DC044010},18062026-11:55:11
86,,soort opleiding,,{B56E335E-B0BB-4876-939E-FD93B18E9768},,Association,,,,,,{261363C5-1E00-4b6a-B570-2129DC044010},,{E07D60DE-CD26-4cef-A18B-6F72CC76C1B6},18062026-11:55:11
87,,onderdeel van,,{7BF736B1-C39A-4cd3-8C30-EB2A0FEA2980},,Association,,,,,,{E1C6E98B-20B2-43b0-8EC1-5C0905B3A139},,{D69EE16A-390C-4d6f-BC01-2B13FB3B22F1},18062026-11:55:11
88,,inzet voor functie,,{BA44BA34-41E8-4faf-8D8E-7693BCC345B3},,Association,,,,,,{532191CA-13CC-4500-93C9-54AB2862F38D},,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
89,vacature bij functie,vacature bij functie,4d60fe04-c12e-4e5d-b173-62c04055e52a,{8ACA644F-8D3A-4ab0-B755-24F44D39EEC1},association-relationship,Association,,,,,bd6c1561-9387-409b-a16b-99e79492ad3d,{DC978807-5F36-4148-B816-D6886D026DD8},1f07a048-a6c6-4f10-be33-49327c1d37ec,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
90,,gebaseerd op,,{631F8439-F29C-4a41-A8E3-4C52BBEA69A4},,Association,,,,,,{F29C11C1-477C-4b90-985C-43F94D08230A},,{E1C6E98B-20B2-43b0-8EC1-5C0905B3A139},18062026-11:55:11
91,functie van formatieplaats,functie van formatieplaats,23114d50-cc20-4c06-8a9d-d83e485773ee,{FA8E1AC6-EB2C-4a69-A5B1-7F05B3CE3168},association-relationship,Association,,,,,bd504191-10c0-436a-b0e0-fd4858a7b67d,{81EFBDCE-E500-4090-A37A-D3F799517866},1f07a048-a6c6-4f10-be33-49327c1d37ec,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
92,,onderdeel van,,{B12C3E92-BEF7-4859-A882-A37444268D3C},,Association,,,,,,{81EFBDCE-E500-4090-A37A-D3F799517866},,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},18062026-11:55:11
93,heeft maatregel,heeft maatregel,9aaea699-9949-405b-9fca-efbfbd1989f8,{68D387CF-74AA-4219-8B64-52D7FE6A8DC5},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},fd61984f-002e-465f-90c7-6a68cc692094,{50F3F931-38F4-4ff0-8CE4-8A51056767E0},18062026-11:55:11
94,,soort maatregel,,{48BA20B4-B020-400d-8936-9F8AD9650F3B},,Association,,,,,,{50F3F931-38F4-4ff0-8CE4-8A51056767E0},,{B0747DFC-DFC8-4ef2-8E1E-C2E8606036FC},18062026-11:55:11
95,toegewezen aan,toegewezen aan,0700334b-02c8-40f1-8da0-1b8885a030a9,{C886E8C0-39ED-477b-A430-B7577E0A3238},association-relationship,Association,,,,,bd504191-10c0-436a-b0e0-fd4858a7b67d,{81EFBDCE-E500-4090-A37A-D3F799517866},a3e45dca-c075-4ba9-9df2-d286b47f73ab,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},18062026-11:55:11
96,,aantal volgens inzet,,{B365F23E-A00D-4fef-9EE3-A416614B00C6},,Association,,,,,,{532191CA-13CC-4500-93C9-54AB2862F38D},,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},18062026-11:55:11
97,medewerker heeft dienstverband,medewerker heeft dienstverband,03d6f596-0237-468b-88de-f651d9736896,{8AB912F9-CF51-4288-85FB-DC19C1E92659},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},a3e45dca-c075-4ba9-9df2-d286b47f73ab,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},18062026-11:55:11
98,,aantal volgens inzet,,{2F508CBE-E926-4a6d-B85C-401E0BBCDA2F},,Association,,,,,,{93165DEC-ECB7-4225-9484-E1727524A1B5},,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},18062026-11:55:11
99,is op vestiging,is op vestiging,af1d2efb-7cc3-4d13-9c7f-4e0b4e375c6d,{DAE508E1-5EDF-4ff6-B108-E83324586885},association-relationship,Association,,,,,a3e45dca-c075-4ba9-9df2-d286b47f73ab,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},bb257165-3229-4e5f-a24c-524966c748f5,{D8142B98-64CB-408e-9941-92423543F08A},18062026-11:55:11
100,dienstverband conform functie,dienstverband conform functie,1e7266b7-d9a6-47e3-872d-e0632b602281,{B3C69ADB-9237-4bde-937C-8A9B873AD176},association-relationship,Association,,,,,a3e45dca-c075-4ba9-9df2-d286b47f73ab,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},1f07a048-a6c6-4f10-be33-49327c1d37ec,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
101,onderdeel van afdeling,onderdeel van,28fb69dc-f115-42ab-8216-93830c8b3689,{0F596F15-608B-4a1a-ADE6-D1053EF13FF8},association-relationship,Association,,,,,a3e45dca-c075-4ba9-9df2-d286b47f73ab,{63FF86E2-1BB0-48f6-8D95-3D82E8D2FA06},02f66265-00ae-418d-8d0e-dcbaf36652bb,{53B0C49F-1BDE-4fee-BB0B-0D82517177CC},18062026-11:55:11
102,dient in,dient in,d95fa226-20d7-4592-8566-256692efc1ee,{89425B69-C330-426d-B0E5-9C8C5EF6310E},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},93ffe408-fc04-407e-ad78-1afb51b5229e,{E611CEB2-F4FA-49e2-AA6B-B380BC1918AC},18062026-11:55:11
103,,soort declaratie,,{53ABD040-F8F1-4d2c-AD7A-9A832A9649E1},,Association,,,,,,{E611CEB2-F4FA-49e2-AA6B-B380BC1918AC},,{9D4FB9DF-D68A-4503-96C0-272B6777A4FC},18062026-11:55:11
104,beoordeling van,beoordeling van,91ba91b3-1a5a-4f38-981f-87045fa74fb9,{6357FC97-EE14-4c30-BCC3-6903DF51DA36},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,{2A0CC803-9017-4fad-99B5-9347623090F5},18062026-11:55:11
105,Beoordeelt door,Beoordeeld door,047440e9-3ec3-42c0-883b-2aae7f6fa3de,{24BF4DCE-5DDC-4c1b-92F0-EFADF4BE03B9},association-relationship,Association,,,,,8c200706-b80b-44f7-9928-bec39e0db21f,{BBBB63AC-B546-409b-B6D4-53DB561253B7},2f8612e6-df55-40f2-a8d1-e51b22b5cf9d,{2A0CC803-9017-4fad-99B5-9347623090F5},18062026-11:55:11
106,uitgevoerd door,uitgevoerd door,be8d3879-98b0-4fac-8fa6-01afcf4bc56d,{A6483BC4-7D3D-4dee-B533-3C23F2236A96},association-relationship,Association,,,,,be336327-21c4-4d8a-9088-e04b4411204a,{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3},1f07a048-a6c6-4f10-be33-49327c1d37ec,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
107,is opdrachtnemer,is opdrachtnemer,aa697624-34ad-420e-9a28-adc622dba2c6,{532D04B1-49B6-42ee-BBA0-318F384B8650},association-relationship,Association,,,,,be336327-21c4-4d8a-9088-e04b4411204a,{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3},d7ab242e-b050-4af7-a400-d87ce1eceb43,{04439F81-75DB-45cf-BE7A-352A54A95D73},18062026-11:55:11
108,uitgevoerd door,uitgevoerd door,4a7f9da6-5291-48bd-bb28-80ed7e95b9c1,{9B827D4A-7753-49c0-9378-C88F563052BE},association-relationship,Association,,,,,7979016d-19cb-493e-904e-c7363a7930aa,{C2520FC3-622B-4edf-B911-C661B0D710FE},1f07a048-a6c6-4f10-be33-49327c1d37ec,{F29C11C1-477C-4b90-985C-43F94D08230A},18062026-11:55:11
109,is opdrachtgever,is opdrachtgever,99008732-e0f4-49ff-87e5-59463dbb6f35,{98567643-D699-44fe-995E-BE51DC5CE53C},association-relationship,Association,,,,,7979016d-19cb-493e-904e-c7363a7930aa,{C2520FC3-622B-4edf-B911-C661B0D710FE},d7ab242e-b050-4af7-a400-d87ce1eceb43,{04439F81-75DB-45cf-BE7A-352A54A95D73},18062026-11:55:11
110,heeft,heeft,abd448fb-9af6-4aa5-af7d-b1db4ba67390,{B73281DC-36F6-447b-A7F0-EC6A1EC333F3},association-relationship,Association,,,,,132ee7cb-0cfc-47d1-a50c-dd7e3a656651,{7087D528-7024-4569-876A-C4605A00546D},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
111,heeft,heeft,325c0c9f-d78c-4351-ab1b-f0b5b5ba1d83,{6651DFAB-6AA2-4754-987F-3F4635E0B941},association-relationship,Association,,,,,d7ab242e-b050-4af7-a400-d87ce1eceb43,{04439F81-75DB-45cf-BE7A-352A54A95D73},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
112,heeft betrekking op,heeft betrekking op,356168fd-0c53-4ae1-a393-905b0a1bde95,{4A07878B-1FE7-48d9-BBF1-C4D18F299E2B},association-relationship,Association,,,,,ab96da46-ed16-412b-8022-4233ce20e311,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
113,,heeft,,{1F7EF4DB-E751-47a9-A960-CF2846AF6B3E},,Association,,,,,,{B598FF22-CDD0-486f-B528-99421D0FA608},,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
114,,heeft,,{D9503D77-C2AE-4279-801D-A2916D66D72A},,Association,,,,,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,{E81C0FA0-2203-489a-98E9-32F1CB200E75},18062026-11:55:11
115,is budgetverantwoordelijk,is budgetverantwoordelijk,157e7f22-c3a6-4e72-9949-af522cbbf2f9,{6FF88F9A-09E6-4941-9752-49B5B854D383},association-relationship,Association,,,,,126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},be336327-21c4-4d8a-9088-e04b4411204a,{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3},18062026-11:55:11
116,,heeft,,{5DDB92ED-B5AD-49f8-92B7-76CC4B5C6177},,Association,,,,,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,{1EC60172-CB6B-40c9-9818-C7A708C8540E},18062026-11:55:11
117,heeft,heeft,a61b0795-3df1-4d1e-91e3-3655a46b2b58,{1AF4A6F2-AE2B-454b-BF4E-9F4CC491CC73},association-relationship,Association,,,,,126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},5029f2d1-bad6-4813-8f59-d3f7981849e3,{4AF7FA48-DFB0-474f-B797-A13D5FD37530},18062026-11:55:11
118,mondt uit in,mondt uit in ,aa7a038a-e58d-4ced-8aa2-aff70ef188be,{AD817D28-F4F3-47c6-AB94-EE00A505B132},association-relationship,Association,,,,,8d9233d7-dfb9-4b87-bab2-61631a632f95,{33E5EA10-F43A-4966-B9C1-875F0E2C1B52},ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
119,,betreft,,{5D27EFEE-7414-4083-B02C-A9F6D5F1D578},,Association,,,,,,{1D87490A-9F07-424f-BE6F-5E9C11376B05},,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
120,heeft,heeft,f3b39c28-12d8-445e-9453-2aee492bf4f3,{11C86045-388F-48a6-8BD6-7BA9928D9D64},association-relationship,Association,,,,,126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
121,oorspronkelijk,oorspronkelijk,09b9ccf3-bcc7-4764-8b94-9fe1afb1f735,{B352FC5A-89BA-4c9c-9D7C-50CAD3BE05DE},association-relationship,Association,,,,,ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
122,gerelateerd,gerelateerd,2c4493db-1381-4009-a8d2-ac76d062979c,{B23EDC61-B59E-4366-A6D7-038C24AE04CF},association-relationship,Association,,,,,ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
123,betreft,betreft,1563678b-48e8-4e27-a9e9-d58435d96dac,{741488BC-0571-413b-99F6-FC434B85F7B2},association-relationship,Association,,,,,ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},f96af00f-2933-42d0-aacf-58ccb4a0ef52,{9FBF9FB8-B28D-4733-8443-607B8498F446},18062026-11:55:11
124,verplichting aan,verplichting aan,61e7af95-1437-4af9-8038-7a3c7d45372b,{4F3749A3-9564-4f68-B9AB-FF9F3BDFCC9D},association-relationship,Association,,,,,ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},113af80a-7e3e-41f6-8f79-8d0d48c4c257,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},18062026-11:55:11
125,,heeft,,{2C43B3E5-866D-4e62-9F6B-129BB99B685E},,Association,,,,,,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,{170AF8F5-8952-407a-91C4-EAF910DE3304},18062026-11:55:11
126,binnen,binnen,7dd266b1-eb9e-47fe-aba2-ada25370092f,{5F550A95-C5D4-49ad-9085-C03850713F40},association-relationship,Association,,,,,24693ea2-5032-4c71-a9c7-945b3ac90530,{FFAA30D3-91C2-44aa-B52D-B21C51DB0326},fd2221c7-0cf4-47e1-a313-ec476a6592da,{137DECB4-F249-4039-B4F3-787852C4CB11},18062026-11:55:11
127,wordt geschreven op,wordt geschreven op,e647d0d1-6a6e-4d7f-bb49-18fa8accee8a,{BB1A104B-5484-454b-AE35-AA96D5BBAE72},association-relationship,Association,,,,,ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},18062026-11:55:11
128,naar,naar,31f646ac-e2b4-4ba1-982b-2323737a3485,{ADC7B92C-E9E6-4067-A289-7746AF3306C0},association-relationship,Association,,,,,ab96da46-ed16-412b-8022-4233ce20e311,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},18062026-11:55:11
129,van,van,40df25dc-9e75-469e-98e7-62a1e7df7917,{59EC2AF5-43E6-49fd-94BD-9563BDDB5D8E},association-relationship,Association,,,,,ab96da46-ed16-412b-8022-4233ce20e311,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},18062026-11:55:11
130,heeft,heeft,00827d58-62c7-48cb-a649-ba9c932f6883,{D83126B9-06B7-4d92-AEB4-0A4E83CD17F8},association-relationship,Association,,,,,126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},5029f2d1-bad6-4813-8f59-d3f7981849e3,{4AF7FA48-DFB0-474f-B797-A13D5FD37530},18062026-11:55:11
131,,heeft,,{7361D015-36B8-4060-90DC-4675F7E67B02},,Association,,,,,,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},,{1EC60172-CB6B-40c9-9818-C7A708C8540E},18062026-11:55:11
132,valt binnen,valt binnen,a48d4ab6-22d8-402a-835b-611c470b6689,{64040FD4-B6BA-4e55-888A-3E35E6B2F658},association-relationship,Association,,,,,126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},18062026-11:55:11
133,heeft,heeft,1d22d816-073f-488e-9150-ae9b2e886c09,{0D4DE7F7-8FFF-46fb-93EF-75C59A40402E},association-relationship,Association,,,,,126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
134,,leidt tot,,{6CFEC8E4-A77E-44d6-8AB7-8D425CB81C98},,Association,,,,,,{65E960EA-CC92-4af1-AF2B-B4625FA6AEA0},,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},18062026-11:55:11
135,crediteur,crediteur,0a404aec-fad1-40e3-bb8f-ebd550b41544,{9A061D5D-22D5-445b-8DA5-907EF432D5FD},association-relationship,Association,,,,,e3c92496-53d2-473e-9643-9774cdda2891,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},113af80a-7e3e-41f6-8f79-8d0d48c4c257,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},18062026-11:55:11
136,,heeft,,{8FF67C2D-BF63-4860-9E51-C4BF24F61872},,Association,,,,,,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},,{65E960EA-CC92-4af1-AF2B-B4625FA6AEA0},18062026-11:55:11
137,gedekt via,gedekt via,bb433ad9-9a31-4d28-9852-d80e0a02d258,{74E19019-808A-42c7-9881-B210F10203CC},association-relationship,Association,,,,,e3c92496-53d2-473e-9643-9774cdda2891,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},ede48ca8-4854-44b2-b549-0827bebf56ab,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},18062026-11:55:11
138,schrijft op,schrijft op,565e193e-63ab-4555-8e20-261cbc20e0dc,{05D36DF8-E8DB-4273-B0C4-D1DDAB7070F4},association-relationship,Association,,,,,e3c92496-53d2-473e-9643-9774cdda2891,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
139,heeft,heeft,6bc1e742-ac8d-48bc-8cc9-69551d2ec912,{A9F63505-885F-4702-8652-2374F2A395FD},association-relationship,Association,,,,,24693ea2-5032-4c71-a9c7-945b3ac90530,{FFAA30D3-91C2-44aa-B52D-B21C51DB0326},2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},18062026-11:55:11
140,is opdrachtgever,is opdrachtgever,6114d978-ea78-4dd7-90fb-4fcc69644c17,{A7B546AD-C824-410c-814E-168B39E9BA6A},association-relationship,Association,,,,,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},7979016d-19cb-493e-904e-c7363a7930aa,{C2520FC3-622B-4edf-B911-C661B0D710FE},18062026-11:55:11
141,heeft,heeft,6bc2e229-9b2d-4217-8f68-3a1f852f33f3,{8EA25837-2624-4d49-AC94-79AFF4995ABC},association-relationship,Association,,,,,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},d7ab242e-b050-4af7-a400-d87ce1eceb43,{04439F81-75DB-45cf-BE7A-352A54A95D73},18062026-11:55:11
142,heeft,heeft,28ed8f7a-d737-48b0-8687-0c0959e19ba9,{E206BCA6-B3F5-4376-8CC4-67310C284E95},association-relationship,Association,,,,,e21e51ee-3a32-444b-80c7-b6694ff37253,{E74D0D46-66EB-4deb-A540-7AB08E95F956},e3c92496-53d2-473e-9643-9774cdda2891,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},18062026-11:55:11
143,betreft,betreft,3291f0d4-1c69-4eec-9334-85c1dfc62ae2,{A0A62768-BD80-47c4-B869-6B33BC152824},association-relationship,Association,,,,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},24693ea2-5032-4c71-a9c7-945b3ac90530,{FFAA30D3-91C2-44aa-B52D-B21C51DB0326},18062026-11:55:11
144,betreft,betreft,f3d68778-51f3-4293-a75d-f3cbb974d536,{66D98C08-B17F-4919-89E2-41C2A36A0ABE},association-relationship,Association,,,,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},126b246a-a292-49cb-a609-3ffa5898210e,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},18062026-11:55:11
145,betreft,betreft,73a10c93-38b0-4247-8ec4-6609157cf352,{54C3102E-985B-4020-8B24-0F9D111C55DB},association-relationship,Association,,,,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},126c564a-16fa-4e61-b52d-3af4968904d8,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
146,betreft,betreft,7bebe2a2-0610-42a1-9f7e-938c76f11839,{321293B0-DD5B-4fca-8289-FEF35DE4D09C},association-relationship,Association,,,,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},d7ab242e-b050-4af7-a400-d87ce1eceb43,{04439F81-75DB-45cf-BE7A-352A54A95D73},18062026-11:55:11
147,betreft,betreft,7c04b5e9-a79e-495c-b351-59d04995f6c0,{0B0D5623-4072-49bc-857A-F583A1C9B9CA},association-relationship,Association,,,,,ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},18062026-11:55:11
148,valt binnen,valt binnen,2ca26f1f-9a85-45f2-82a9-2e13d1bcac38,{9E1D220D-78AE-4d04-86D3-06F8766BA779},association-relationship,Association,,,,,87fdbae1-7e9e-46a4-8043-3d77bd5903ac,{C95CF400-8487-4ff3-B475-CA1E01EBCA78},fd2221c7-0cf4-47e1-a313-ec476a6592da,{137DECB4-F249-4039-B4F3-787852C4CB11},18062026-11:55:11
149,heeft,heeft,cc4c9401-9483-4efe-a34f-2f107c93ab6d,{6D11AF80-239E-4525-8000-2717D074149D},association-relationship,Association,,,,,87fdbae1-7e9e-46a4-8043-3d77bd5903ac,{C95CF400-8487-4ff3-B475-CA1E01EBCA78},ecb0f96e-e66d-48fb-ade1-416366d1b18e,{87964E36-9FEE-4b8f-A053-C4EDAF000646},18062026-11:55:11
150,leidt tot,leidt tot,937276cf-fa97-4457-983d-0b74c16b37ee,{E6BACB34-2453-4892-847D-04A542D878FF},association-relationship,Association,,,,,4abf6a6b-2045-4961-b70f-c6f664e9261c,{9F935C8B-5B7C-4ce4-9360-04A91F4F70CC},ab96da46-ed16-412b-8022-4233ce20e311,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},18062026-11:55:11
151,heeft,heeft,23f03f91-c99b-4f48-92c8-0b4719ad86ab,{18DF7A1B-5396-42fe-8FDF-34812458527C},association-relationship,Association,,,,,4499a4ec-1e22-4a1c-968a-ad3dbb7be6a1,{A784A0ED-4451-4a92-B7C8-ABE528BA898F},4abf6a6b-2045-4961-b70f-c6f664e9261c,{9F935C8B-5B7C-4ce4-9360-04A91F4F70CC},18062026-11:55:11
152,,heeft herkomst,,{0391E42D-F622-483f-9441-820B9E511E22},,Association,,,,,,{A784A0ED-4451-4a92-B7C8-ABE528BA898F},,{841FC453-80B3-4389-A91F-9498FDC629CF},18062026-11:55:11
153,naar,naar,97c79f0c-9950-46fe-87df-46737e2f994b,{DBB3CA78-D0F1-42b0-A19B-05524EF200C0},association-relationship,Association,,,,,a353735d-326c-48fd-9f74-0192ba6e414a,{D87012E0-D2EB-4333-AD6C-1E43E6857304},8cec89b8-6174-42ac-937f-9500bfb8901b,{FC488929-8721-402f-A073-1DFDB76A816E},18062026-11:55:11
