authentiek,begrip,GGM-bron,created,datum_opname,definitie,dst_class_id,dst_documentation,dst_mult_end,dst_mult_start,dst_multiplicity,dst_role,heeft_tijdlijn_geldigheid,heeft_tijdlijn_registratie,herkomst,herkomst_definitie,GGM-guid,indicatie_formele_historie,indicatie_in_onderzoek,indicatie_materiele_historie,kwaliteit,modified,mogelijk_geen_waarde,GGM-naam,order,populatie,schema_id,src_class_id,src_documentation,src_mult_end,src_mult_start,src_multiplicity,src_role,stereotype,GGM-synoniemen,GGM-toelichting,GGM-uml-type,Datum-tijd-export
,,,,,,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,1,0,,,Nee,Nee,,,EAID_09E484E1_ACD5_4340_B916_371787D426CF,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89,,1,0,,,Nee,Nee,,,EAID_BE36E0F8_0D39_41ce_BE5D_9723DCE88E81,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,Nee,Nee,,,EAID_E5CC9977_A6A5_4d53_B7F5_394A7C56235C,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_B9B82B25_5D7F_4d2b_84F9_4DF74525EEAD,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,Nee,Nee,,,EAID_97901C7A_E07B_49af_828A_2F0E03C8E795,Nee,Nee,Nee,,,Ja,hoort bij,,,GGM_ROOT_SCHEMA,EAID_475E24C9_CC9A_49cc_AB80_8CA0221441E5,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_7B9EDDFD_57F7_4ff2_938F_FDFA3B503DA8,,1,0,,,Nee,Nee,,,EAID_BAB2F0D0_9317_45c8_A353_9989968728B6,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,1,0,,,Nee,Nee,,,EAID_16819B21_09BC_4882_9D17_6BDA1FAE308F,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,1,,,Nee,Nee,,,EAID_7E93A04F_3844_49ba_B1AB_F26D73012118,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835,,1,0,,,Nee,Nee,,,EAID_CE20BFC0_F092_4cef_853B_695F355221B6,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_98CB3C6F_588B_479f_9A2B_F5D5362DD17C,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,-1,0,,,Nee,Nee,,,EAID_84B35607_9C4D_47a2_B9E0_5C20A2C477FB,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_CB27D699_F82B_45ad_823A_B2B51BCAECBA,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,1,0,,,Nee,Nee,,,EAID_85F0446A_CB6B_456e_91A6_3CA8C45D2550,Nee,Nee,Nee,,,Ja,is,,,GGM_ROOT_SCHEMA,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_CB27D699_F82B_45ad_823A_B2B51BCAECBA,,-1,0,,,Nee,Nee,,,EAID_1DF94C0B_C6BD_4c7d_9AE2_5761713339DB,Nee,Nee,Nee,,,Ja,is lid van,,,GGM_ROOT_SCHEMA,EAID_5772BEBB_97FA_42a9_B70D_DB55EAD6D1EE,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_73FB5212_40ED_40dc_B837_36588840445A,,-1,0,,,Nee,Nee,,,EAID_5A64B46B_96A6_4f1c_B92A_44B925160E61,Nee,Nee,Nee,,,Ja,behandelt,,,GGM_ROOT_SCHEMA,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_CA56A59A_F855_4c19_89BE_578B12481EA0,,-1,0,,,Nee,Nee,,,EAID_A06DA05F_8BC4_497b_8A7B_05774189434F,Nee,Nee,Nee,,,Ja,hoort bij,,,GGM_ROOT_SCHEMA,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,-1,0,,,Nee,Nee,,,EAID_AA12C031_2ED2_4fde_911F_CFE585E81CB0,Nee,Nee,Nee,,,Ja,wordt behandeld in,,,GGM_ROOT_SCHEMA,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_01E83CEC_D69D_47eb_9BAB_252AABADDD18,,1,0,,,Nee,Nee,,,EAID_E4D00870_1DF1_4693_909D_E94782A7BEF9,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_73FB5212_40ED_40dc_B837_36588840445A,,1,0,,,Nee,Nee,,,EAID_1C2E6D7B_B9F0_48a9_9EB6_C68727E25A65,Nee,Nee,Nee,,,Ja,hoort bij,,,GGM_ROOT_SCHEMA,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,1,1,,,Nee,Nee,,,EAID_6212E314_EC1D_4325_B5F1_06DFC208F360,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_331C4A0B_1505_4945_A0B0_DCD8703AB50F,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_F1E55DC7_0F33_40ea_8713_2E1AC3D7EE8D,,-1,0,,,Nee,Nee,,,EAID_29CBC16D_7D9B_469a_8641_EC4ABE5C3795,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_73FB5212_40ED_40dc_B837_36588840445A,,-1,0,,,Nee,Nee,,,EAID_4A5F49E9_B2F8_4ee3_AFE4_963CAF4FB6F4,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_440219A4_C64B_4eac_ADE5_E79ED6AA9BFE,,1,0,,,Nee,Nee,,,EAID_478BEE5A_22BB_4688_9AF4_5B6A29A16BAF,Nee,Nee,Nee,,,Ja,heeft verslag,,,GGM_ROOT_SCHEMA,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_435883D2_C399_4590_B4F5_B07111103484,,-1,0,,,Nee,Nee,,,EAID_74669FE0_D963_4e2d_97C6_FE532ADE734E,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_257F4ABF_7CCD_453f_B2E8_5A6434383A9B,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_7F9392E5_6E43_4880_AF14_819E32A86204,,-1,1,,,Nee,Nee,,,EAID_2EBFB0E8_1F2A_45fb_A9C2_AAED1EFBA6DB,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_9547BC67_7488_4d9a_B651_2B69A62D789F,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,-1,1,,,Nee,Nee,,,EAID_7F7FE836_F4D9_4584_BD7B_F8579984F9F7,Nee,Nee,Nee,,,Ja,Heeft,,,GGM_ROOT_SCHEMA,EAID_9547BC67_7488_4d9a_B651_2B69A62D789F,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F73901FC_A78E_486f_B6C6_74CFCBE26CAB,,None,1,,,Nee,Nee,,,EAID_36B85F97_36E8_4031_B65F_8B9943124096,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_ED0D0224_0A30_435b_AB25_87FDA8DF4078,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_ED0D0224_0A30_435b_AB25_87FDA8DF4078,,-1,0,,,Nee,Nee,,,EAID_5077B808_045A_4c39_8368_5EF557975018,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_ED0D0224_0A30_435b_AB25_87FDA8DF4078,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E9AEF0A9_11BC_4d2a_BC48_FB77F04EF9A6,,-1,0,,,Nee,Nee,,,EAID_AA01203B_68F8_49c7_93A0_50AF6F0CA78B,Nee,Nee,Nee,,,Ja,verbalisant,,,GGM_ROOT_SCHEMA,EAID_90B2A249_8D88_4a14_979F_672223D98E8C,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_7F9392E5_6E43_4880_AF14_819E32A86204,,1,1,,,Nee,Nee,,,EAID_116E1177_D516_4939_8514_6C0A46BA1885,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_94E2B19A_6942_4164_8A52_3C0BBDE45808,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_649EFD86_ED52_4293_8577_DBE5445845BF,,-1,1,,,Nee,Nee,,,EAID_54E984A2_35F1_4126_BA3D_0BD84F744E25,Nee,Nee,Nee,,,Ja,Heeft,,,GGM_ROOT_SCHEMA,EAID_94E2B19A_6942_4164_8A52_3C0BBDE45808,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_9547BC67_7488_4d9a_B651_2B69A62D789F,,None,1,,,Nee,Nee,,,EAID_54AE48BD_8390_49e1_8C8C_3EEDFF82D0F0,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_3D2D5426_653C_485c_A99C_8AD933E76D78,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_3D2D5426_653C_485c_A99C_8AD933E76D78,,-1,0,,,Nee,Nee,,,EAID_21767452_C186_401e_B6FB_C672ACC15B19,Nee,Nee,Nee,,,Ja,vermeld in,,,GGM_ROOT_SCHEMA,EAID_C29CCD49_04E2_44b4_A6B0_AD8B10552628,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,None,1,,,Nee,Nee,,,EAID_A8A40307_22D9_4cdb_AD87_E911FEDFEFC5,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_F73901FC_A78E_486f_B6C6_74CFCBE26CAB,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,None,1,,,Nee,Nee,,,EAID_4BD998AC_402B_4878_A326_37E05F1EC7AB,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_0E4A8F94_ED08_43dc_9F78_C9DD17D34690,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,None,1,,,Nee,Nee,,,EAID_D5B590DA_28E1_4b12_8C69_F16AF4B9ADD7,Nee,Nee,Nee,,,Ja,is van,,,GGM_ROOT_SCHEMA,EAID_7F9392E5_6E43_4880_AF14_819E32A86204,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,1,1,,,Nee,Nee,,,EAID_04849139_9FA5_4487_B037_ABFDB627C473,Nee,Nee,Nee,,,Ja,Heeft,,,GGM_ROOT_SCHEMA,EAID_03B4B3C0_3616_4ea2_A8B1_3D6754325F02,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_03B4B3C0_3616_4ea2_A8B1_3D6754325F02,,1,1,,,Nee,Nee,,,EAID_F473FC6F_A3A3_4fb0_84E8_46E74F004E84,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_0DB447E3_B31B_4f07_8E35_7E77D0AAEF80,,-1,-1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,-1,0,,,Nee,Nee,,,EAID_FA102DCE_9AB3_46cb_9715_340B3A43ACDD,Nee,Nee,Nee,,,Ja,Heeft,,,GGM_ROOT_SCHEMA,EAID_0DB447E3_B31B_4f07_8E35_7E77D0AAEF80,,-1,-1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E2B83F97_FDFD_4876_9E66_23D79D4A4C03,,-1,1,,,Nee,Nee,,,EAID_7BBFA897_6852_412c_926B_E156B7A48C23,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_341942C1_0F72_4e13_ADD1_235805BB81C0,,None,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88AF7A2E_C508_464a_AD22_DD9B156D570D,,None,1,,,Nee,Nee,,,EAID_F9EED8C4_63F8_409b_8B6C_1CD783D7A903,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_341942C1_0F72_4e13_ADD1_235805BB81C0,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0E4A8F94_ED08_43dc_9F78_C9DD17D34690,,1,0,,,Nee,Nee,,,EAID_454A71AF_5181_44da_A750_0883C39F734D,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_E2B83F97_FDFD_4876_9E66_23D79D4A4C03,,None,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_7FE4B466_B051_4068_9ED1_6E60C3B2DBAD,,-1,0,,,Nee,Nee,,,EAID_564051E6_A5BA_44c2_9AC4_E2E84198168B,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_E9AEF0A9_11BC_4d2a_BC48_FB77F04EF9A6,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_91F9D39E_0322_42c6_AE7F_5027B36F3EC3,,-1,0,,,Nee,Nee,,,EAID_E9EAACB4_682A_43eb_8CAA_E7536337D9AE,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_E9AEF0A9_11BC_4d2a_BC48_FB77F04EF9A6,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_9B0F3F8B_B79B_46f7_BF81_96E4C63B9AC2,,-1,0,,,Nee,Nee,,,EAID_57DDEB5B_14C5_427e_AA0F_F730E65A4D0A,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_999725EE_737F_410e_906B_9865EBED3597,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E2448A6D_3AE0_4884_AD5C_215A9E7166DE,,1,0,,,Nee,Nee,,,EAID_C5D894AE_7CD9_4d0e_9FCB_306AF2F5A4BA,Nee,Nee,Nee,,,Ja,uitvoering op,,,GGM_ROOT_SCHEMA,EAID_B825D33A_6DCE_4263_A031_E6E92C4EE86B,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_73090FF8_12FD_471e_80FD_DBFB2FF97D7B,,1,1,,,Nee,Nee,,,EAID_5D16A414_E379_4c92_8D49_24D7B0D2BE18,Nee,Nee,Nee,,,Ja,volgens,,,GGM_ROOT_SCHEMA,EAID_B825D33A_6DCE_4263_A031_E6E92C4EE86B,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_5641C50A_C0FA_4e71_B07B_26C7B1CE94ED,,1,1,,,Nee,Nee,,,EAID_343A1C67_34DE_442e_B097_C38C395339B1,Nee,Nee,Nee,,,Ja,is vastgelegd in,,,GGM_ROOT_SCHEMA,EAID_3F83DAA3_C37F_42b2_8D35_D75B840172F8,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_6AD98160_FFE6_4105_A724_5D5733C87CD8,,1,0,,,Nee,Nee,,,EAID_D16E2EF9_1913_44f1_8479_F9C3AD43E98F,Nee,Nee,Nee,,,Ja,betreft voertuig,,,GGM_ROOT_SCHEMA,EAID_4EA4D754_FAD7_4caf_8060_342689EC16FE,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_6C283ABA_C1A3_465b_B267_39E75D06E41F,,1,0,,,Nee,Nee,,,EAID_FA794E49_670B_4071_9AB0_16EE0E2BB363,Nee,Nee,Nee,,,Ja,leverancier,,,GGM_ROOT_SCHEMA,EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_6AD98160_FFE6_4105_A724_5D5733C87CD8,,1,1,,,Nee,Nee,,,EAID_A1D9E6C1_5A66_4cf7_A381_6BB023BAF9D8,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_27219A32_3B52_4f54_AA67_A972F4B7D9D0,,-1,1,,,Nee,Nee,,,EAID_DAB8A69C_0150_4f78_80B4_BBDF25BD0734,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_4957AC99_3F36_4959_A210_9EC6759B87F8,,1,0,,,Nee,Nee,,,EAID_DFD415FA_8E2B_40c0_ACC5_9FAE27393B25,Nee,Nee,Nee,,,Ja,komt voort uit,,,GGM_ROOT_SCHEMA,EAID_653EEEA7_ED82_427d_BD72_86C847793AD6,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1,,1,0,,,Nee,Nee,,,EAID_E6B1D422_FC65_4238_A32E_048C78380023,Nee,Nee,Nee,,,Ja,verificatie,,,GGM_ROOT_SCHEMA,EAID_653EEEA7_ED82_427d_BD72_86C847793AD6,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_16EB3936_03CB_4854_9CD8_9F0911EEA51B,,1,1,,,Nee,Nee,,,EAID_50A13B03_8117_4707_8DB3_8161452B7AEE,Nee,Nee,Nee,,,Ja,uitgevoerd door,,,GGM_ROOT_SCHEMA,EAID_653EEEA7_ED82_427d_BD72_86C847793AD6,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_6AD98160_FFE6_4105_A724_5D5733C87CD8,,1,1,,,Nee,Nee,,,EAID_8346683D_99E3_4a0b_A741_2FBE97BE3FA7,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_653EEEA7_ED82_427d_BD72_86C847793AD6,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_5E5C58AD_1634_4656_A183_EBA00F18F30E,,1,1,,,Nee,Nee,,,EAID_8A63FBB4_9361_4b85_A66C_FBD554919BDC,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_653EEEA7_ED82_427d_BD72_86C847793AD6,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_9E0936E5_6B50_4205_BA5D_FEB80486D6F1,,1,0,,,Nee,Nee,,,EAID_A9A7708E_526C_41d5_9E5F_48EEAB4E93BD,Nee,Nee,Nee,,,Ja,resulteert,,,GGM_ROOT_SCHEMA,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_CA19D17F_3EB7_459d_9883_16F0C0B5D35E,,1,1,,,Nee,Nee,,,EAID_46AF6669_9D59_4e76_8C80_708A791D9650,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,-1,-1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_27219A32_3B52_4f54_AA67_A972F4B7D9D0,,-1,1,,,Nee,Nee,,,EAID_C198CD7E_8F34_4925_A08C_5788991A2148,Nee,Nee,Nee,,,Ja,geldig voor,,,GGM_ROOT_SCHEMA,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_9DF5AC43_3673_4b9a_BB5E_6DCA7BE28835,,1,1,,,Nee,Nee,,,EAID_E4ACAF3E_D89D_40d2_BE17_3BBA3AEB554B,Nee,Nee,Nee,,,Ja,houder,,,GGM_ROOT_SCHEMA,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_5E5C58AD_1634_4656_A183_EBA00F18F30E,,-1,0,,,Nee,Nee,,,EAID_6D09D9CB_DC86_45d7_A405_29ED9513F0ED,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_27219A32_3B52_4f54_AA67_A972F4B7D9D0,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_339ACCD5_1D13_4a48_83DE_05A0A4A54C43,,-1,0,,,Nee,Nee,,,EAID_D0AD7ED8_AC12_423d_AE20_567432B9F842,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_27219A32_3B52_4f54_AA67_A972F4B7D9D0,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,-1,0,,,Nee,Nee,,,EAID_0A546271_B26F_46d3_879F_2A9EB756A642,Nee,Nee,Nee,,,Ja,soort,,,GGM_ROOT_SCHEMA,EAID_209ACADD_34C7_4dc8_90AD_C6B3E092FBFD,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_FF448272_AB9D_4ec9_B4BE_E60E2552817A,,-1,0,,,Nee,Nee,,,EAID_210DF58C_2B9A_4384_B330_79C2B6CC8280,Nee,Nee,Nee,,,Ja,soort,,,GGM_ROOT_SCHEMA,EAID_1CB4051D_B78A_48f0_AE3E_A98D997A5612,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_209ACADD_34C7_4dc8_90AD_C6B3E092FBFD,,1,1,,,Nee,Nee,,,EAID_A7553E9F_B5BC_4bba_8ECA_55ECD6379F2C,Nee,Nee,Nee,,,Ja,valt binnen,,,GGM_ROOT_SCHEMA,EAID_1CB4051D_B78A_48f0_AE3E_A98D997A5612,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_5E5C58AD_1634_4656_A183_EBA00F18F30E,,-1,0,,,Nee,Nee,,,EAID_8D39515C_5C16_48dd_84E1_C30F381C17CB,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_339ACCD5_1D13_4a48_83DE_05A0A4A54C43,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_5E685C97_7E21_492d_BAA7_AC7F5AE05A6D,,None,None,,,Nee,Nee,,,EAID_0CECB460_6E7D_4fbd_A2F6_8163465F555E,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_EAE2ABE3_531A_416e_A614_AD288E635512,,None,None,,,,,,Association,12052026-14:54:01
,,,,,,EAID_9F4E12E4_B228_4931_AC83_1B1F60958A89,,-1,0,,,Nee,Nee,,,EAID_C836212C_BD57_42b6_B51D_E49EA2853F66,Nee,Nee,Nee,,,Ja,met,,,GGM_ROOT_SCHEMA,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_B60B8EF9_D1C0_4e36_BF9B_1C16F92518DD,,1,0,,,Nee,Nee,,,EAID_F74AC804_79E6_40a6_992F_C50B4F045C90,Nee,Nee,Nee,,,Ja,bij,,,GGM_ROOT_SCHEMA,EAID_3BF6985C_06AB_4cfc_9A0E_5CC37C224245,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_669000E9_25D6_4346_B718_516CDB8B88B7,,-1,0,,,Nee,Nee,,,EAID_7570B853_AEE4_4a58_A791_9FE8BE675DD6,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_5805FA72_C0CE_43c1_A53F_B81166AEFDD4,,1,1,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_266057AF_58BD_42e1_B4D5_16EB266B9B7A,,1,1,,,Nee,Nee,,,EAID_48E22FD5_48A0_4b73_8F26_F9BCC6219B30,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,1,0,,,Nee,Nee,,,EAID_4D75AD5B_9FC4_4e2d_9C3B_A3ED4EDFB067,Nee,Nee,Nee,,,Ja,leidt tot,,,GGM_ROOT_SCHEMA,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_32DFC5DD_79D9_45d5_8F9D_7D5125961817,,1,0,,,Nee,Nee,,,EAID_C9573A24_CBB6_4eef_80CA_B9BDB0AE36CE,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_66E2B5BA_44A0_4fde_AE33_E211EE4832C2,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_613E192A_D0F2_4e67_BE73_51C09197EE3D,,-1,0,,,Nee,Nee,,,EAID_EEB8F903_7B09_4df8_B1A2_7E28DD02269F,Nee,Nee,Nee,,,Ja,vervoerder,,,GGM_ROOT_SCHEMA,EAID_81870665_768C_4fb2_8A4F_A9CB7989C884,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_266057AF_58BD_42e1_B4D5_16EB266B9B7A,,1,1,,,Nee,Nee,,,EAID_5CD65CEA_FA82_48e6_AE24_33C9638A1BE3,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,-1,0,,,,,nan,Association,12052026-14:54:01
,,,,,,EAID_B369B374_F560_4ea6_9A8B_DBBCB4961EFF,,1,1,,,Nee,Nee,,,EAID_610BCAE9_CF8A_4f13_9BE5_8CA2F4E5A937,Nee,Nee,Nee,,,Ja,behandelaar,,,GGM_ROOT_SCHEMA,EAID_B65280CD_3429_4966_AD2D_CB3EE76EE2E8,,-1,0,,,,,nan,Association,12052026-14:54:01
