authentiek,begrip,GGM-bron,created,datum_opname,definitie,dst_class_id,dst_documentation,dst_mult_end,dst_mult_start,dst_multiplicity,dst_role,heeft_tijdlijn_geldigheid,heeft_tijdlijn_registratie,herkomst,herkomst_definitie,GGM-guid,indicatie_formele_historie,indicatie_in_onderzoek,indicatie_materiele_historie,kwaliteit,modified,mogelijk_geen_waarde,GGM-naam,order,populatie,schema_id,src_class_id,src_documentation,src_mult_end,src_mult_start,src_multiplicity,src_role,stereotype,GGM-synoniemen,GGM-toelichting,GGM-uml-type,Datum-tijd-export
,,,,,,EAID_45BB12F8_C796_43aa_A4D0_FDC724601EB9,,-1,0,,,Nee,Nee,,,EAID_CA8768E8_ADE1_4199_B1F9_2A97D5273306,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_598F7015_C6B5_4eed_80A6_139B62324678,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_EA6F820F_C458_4b24_8055_5C2CC76F5904,,1,0,,,Nee,Nee,,,EAID_CF75F931_F266_433c_BA48_5ED157516443,Nee,Nee,Nee,,,Ja,is gekoppeld aan,,,GGM_ROOT_SCHEMA,EAID_598F7015_C6B5_4eed_80A6_139B62324678,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_950DD620_01C0_4594_875F_AE23C9154826,,-1,0,,,Nee,Nee,,,EAID_EF148167_40EF_4598_A654_94DC90DE7646,Nee,Nee,Nee,,,Ja,heeft aangevraagd,,,GGM_ROOT_SCHEMA,EAID_598F7015_C6B5_4eed_80A6_139B62324678,,1,1,,,,,,Association,12052026-14:54:01
,,,,,Kan ook een generalisatie zijn. Geldt ook voor de overige routes,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,1,,,Nee,Nee,,,EAID_9821848F_48A0_446d_8811_5DC161D2D13A,Nee,Nee,Nee,,,Ja,onderdeel van ,,,GGM_ROOT_SCHEMA,EAID_09D462A9_94C8_4803_A0A0_B7DB4363B45D,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,1,,,Nee,Nee,,,EAID_18BB4C56_7880_4b1e_9FE8_1F2DF357CE51,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_8B394DCE_C3C4_4262_9460_8EF130E90D83,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F9B2A863_63C8_4229_906A_D0891BB4F021,,1,1,,,Nee,Nee,,,EAID_36F38F1C_2F35_4088_A9E7_35BF53C3E709,Nee,Nee,Nee,,,Ja,onderdeel van,,,GGM_ROOT_SCHEMA,EAID_8B394DCE_C3C4_4262_9460_8EF130E90D83,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F9B2A863_63C8_4229_906A_D0891BB4F021,,1,1,,,Nee,Nee,,,EAID_61E77119_7B76_4855_9CFE_39C02A9AB2E8,Nee,Nee,Nee,,,Ja,Afgerond met,,,GGM_ROOT_SCHEMA,EAID_DCE46ABA_613D_4204_86F4_35F517FF680F,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_DCE46ABA_613D_4204_86F4_35F517FF680F,,1,1,,,Nee,Nee,,,EAID_07D6B7FF_09FC_4f30_B4CF_85EE247E38B9,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_D41DCE2D_4AD5_45b8_9527_EC416F4A4CC7,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F188F63C_0033_4164_9F73_413AE6943497,,-1,0,,,Nee,Nee,,,EAID_82DF0B8F_A0F0_4ad7_B346_87B8E4BEED4B,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_63D30089_AD78_4c29_9D17_160FE4A242E8,,1,0,,,Nee,Nee,,,EAID_97F5FC70_3EF7_4e2d_ABB6_6FEDD3E67843,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_CEAAEBFB_9CB8_4c5e_98F7_11791C0A21D2,,-1,0,,,Nee,Nee,,,EAID_228DEC20_E504_4c49_B1AF_0B4637DCCADB,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_AE33D54A_A105_4fac_B378_D5651B66F0F0,,-1,0,,,Nee,Nee,,,EAID_A2DD3BA5_80F4_4454_B90B_BDD529FA2949,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15,,1,1,,,Nee,Nee,,,EAID_DD96E8B4_4622_4a34_B2AC_A9C7363709EB,Nee,Nee,Nee,,,Ja,heeft een,,,GGM_ROOT_SCHEMA,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_EE5472C2_193E_4432_B175_78D6DF1D357B,,-1,1,,,Nee,Nee,,,EAID_40558423_3CC2_455c_A9DD_AC4F8CAA30D3,Nee,Nee,Nee,,,Ja,voor,,,GGM_ROOT_SCHEMA,EAID_D9FAEFEC_2B8E_48dc_A1E8_E134754E9943,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_3F5932BD_C721_402d_8154_74A1CE097825,,-1,0,,,Nee,Nee,,,EAID_18274FB3_5BA5_4396_B56C_64F9C715BF62,Nee,Nee,Nee,,,Ja,Ontheffing,,,GGM_ROOT_SCHEMA,EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_C31D4A7E_1F25_4b85_B49C_AEC45EB3DB54,,-1,0,,,Nee,Nee,,,EAID_846CC71C_D354_47be_BF3F_0708F44D69B6,Nee,Nee,Nee,,,Ja,Vrijstelling,,,GGM_ROOT_SCHEMA,EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E07490AD_C5DE_4665_8540_92B19656A027,,-1,1,,,Nee,Nee,,,EAID_88DB8E16_976E_45bc_A3F9_D17297A9CD71,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_E2C66E88_930E_460f_93F8_8CD160DCEE15,,1,1,,,Nee,Nee,,,EAID_E4F555EE_2BD4_4eb0_B42D_366D4B560400,Nee,Nee,Nee,,,Ja,Heeft,,,GGM_ROOT_SCHEMA,EAID_F9B2A863_63C8_4229_906A_D0891BB4F021,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_94EB7844_F863_4330_A15A_06ED4D1401E0,,1,1,,,Nee,Nee,,,EAID_8E0A85FD_9A97_40f3_A4FA_96B74FE20774,Nee,Nee,Nee,,,Ja,afgesproken in,,,GGM_ROOT_SCHEMA,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,1,,,Nee,Nee,,,EAID_9DE13CC8_C495_4f21_8538_B6967FEEE075,Nee,Nee,Nee,,,Ja,Onderdeel van,,,GGM_ROOT_SCHEMA,EAID_2177E7F0_0F76_41b7_B5CA_5FE182355E94,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_D41DCE2D_4AD5_45b8_9527_EC416F4A4CC7,,-1,0,,,Nee,Nee,,,EAID_5423D12F_B004_4fa9_ABC0_0ABADB27A103,Nee,Nee,Nee,,,Ja,ontheffing voor,,,GGM_ROOT_SCHEMA,EAID_3F5932BD_C721_402d_8154_74A1CE097825,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_564CEF80_C5BE_4d74_8BC7_B48BEFDEE655,,-1,0,,,Nee,Nee,,,EAID_CD062567_4976_488f_A5F3_17E3EDD1B018,Nee,Nee,Nee,,,Ja,,,,GGM_ROOT_SCHEMA,EAID_AE33D54A_A105_4fac_B378_D5651B66F0F0,,0,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_D9FAEFEC_2B8E_48dc_A1E8_E134754E9943,,1,1,,,Nee,Nee,,,EAID_39B99BE0_69B3_47a0_B6FC_991C56118F85,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_94EB7844_F863_4330_A15A_06ED4D1401E0,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,1,,,Nee,Nee,,,EAID_04F5981A_6C61_4431_A2CA_82DCFA1FDD9B,Nee,Nee,Nee,,,Ja,Onderdeel van,,,GGM_ROOT_SCHEMA,EAID_783B026E_E993_467c_85E0_E90E9E01BAA0,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_7328FC95_FA03_405d_8EC4_5C4B3D5CF042,,-1,1,,,Nee,Nee,,,EAID_7FCA5582_9B35_4ded_A509_EF499639C01A,Nee,Nee,Nee,,,Ja,bestaat uit,,,GGM_ROOT_SCHEMA,EAID_6AEA0314_895B_46be_B525_96F4657E7F0D,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_D41DCE2D_4AD5_45b8_9527_EC416F4A4CC7,,1,1,,,Nee,Nee,,,EAID_4A22D6DF_64B2_464e_9C4D_FED046CC57E0,Nee,Nee,Nee,,,Ja,vrijstelling voor,,,GGM_ROOT_SCHEMA,EAID_C31D4A7E_1F25_4b85_B49C_AEC45EB3DB54,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_51285531_9529_4b2d_9EC6_B6BAEA729D9A,,1,1,,,Nee,Nee,,,EAID_D8950A51_815D_4ddc_A7ED_F99377454BC1,Nee,Nee,Nee,,,Ja,heeft (onderdeel van),,,GGM_ROOT_SCHEMA,EAID_42CA98D5_0E2F_4110_AED0_6B8ADB955BBF,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0CA08ED2_6990_8292_BBC7_281C33037374,,1,1,,,Nee,Nee,,,EAID_1778947E_A0EE_C776_2C1C_281C33036576,Nee,Nee,Nee,,,Ja,leidt tot,,,GGM_ROOT_SCHEMA,EAID_208D605F_BDE5_700A_13F6_281C3303691F,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_208D605F_BDE5_700A_13F6_281C3303691F,,1,1,,,Nee,Nee,,,EAID_04952153_0608_65D9_A7E3_281C3303AD51,Nee,Nee,Nee,,,Ja,beschrijft,,,GGM_ROOT_SCHEMA,EAID_04035B37_1A5F_CC83_48D3_281C33030BAF,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,1,1,,,Nee,Nee,,,EAID_12D2880E_A21D_7B67_D9D3_281C33032FAB,Nee,Nee,Nee,,,Ja,betreft,,,GGM_ROOT_SCHEMA,EAID_04035B37_1A5F_CC83_48D3_281C33030BAF,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0962936F_7373_4176_296A_281C33036B9B,,1,1,,,Nee,Nee,,,EAID_241D8254_FDA4_04E5_B91E_281C33032E7E,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_16ABCFF8_4817_6A73_59BA_281C3303F8D2,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_16ABCFF8_4817_6A73_59BA_281C3303F8D2,,1,1,,,Nee,Nee,,,EAID_1C5A9AA9_EAEC_E309_1CBD_281C3303397F,Nee,Nee,Nee,,,Ja,leidt tot,,,GGM_ROOT_SCHEMA,EAID_0CA08ED2_6990_8292_BBC7_281C33037374,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,1,1,,,Nee,Nee,,,EAID_21297097_1679_398F_3DA8_281C33035948,Nee,Nee,Nee,,,Ja,initieert,,,GGM_ROOT_SCHEMA,EAID_0CA08ED2_6990_8292_BBC7_281C33037374,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_24BA1E4E_CF1D_B8E9_E3C3_281C33039A81,,1,1,,,Nee,Nee,,,EAID_08EC674A_D2E2_7F62_3AFE_281C330334D7,Nee,Nee,Nee,,,Ja,ondergaat,,,GGM_ROOT_SCHEMA,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1DF6D7C4_6EAB_C011_5CD9_281C3303C38C,,1,1,,,Nee,Nee,,,EAID_2558E477_D8F1_2A51_72DE_281C33039333,Nee,Nee,Nee,,,Ja,vereist,,,GGM_ROOT_SCHEMA,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1D0EFA3D_888E_945B_4A20_292F8D894D4C,,1,1,,,Nee,Nee,,,EAID_28D4E7EF_78AD_0107_6D04_292F8E0449E9,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,1,1,,,Nee,Nee,,,EAID_26FFAF5D_2C56_E717_E7B0_281C3303C351,Nee,Nee,Nee,,,Ja,beschrijft,,,GGM_ROOT_SCHEMA,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_20BA95B7_C12B_F23F_093F_281C3303B58A,,-1,1,,,Nee,Nee,,,EAID_03A2244B_2F36_4897_04D0_28C108AE2710,Nee,Nee,Nee,,,Ja,vereist,,,GGM_ROOT_SCHEMA,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_23F6E69F_CA5F_A12B_BCE4_281C3303F966,,1,1,,,Nee,Nee,,,EAID_0FB7A2D5_5521_3BAB_4D18_281C3303F9AD,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0962936F_7373_4176_296A_281C33036B9B,,1,1,,,Nee,Nee,,,EAID_159422E0_4136_A27A_D77A_281C33035E18,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1081AC17_59B0_A2F8_A83C_281C3303651D,,1,1,,,Nee,Nee,,,EAID_23CB341F_67D0_AA55_ECF2_281C3303B698,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_14116EEA_C461_0DB2_97AB_263C0A4777FC,,1,1,,,Nee,Nee,,,EAID_13C50E34_63F5_1B7C_C8B3_27105BFE75AB,Nee,Nee,Nee,,,Ja,Leveringscomponent levert Vordering,,,GGM_ROOT_SCHEMA,EAID_117A52E7_D317_92C3_C4DB_281C33034B40,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_D90E822D_7EF8_4ea6_AF5C_4A4362577941,,1,0,,,Nee,Nee,,,EAID_AE74E4E1_6E71_4998_BBD4_046C3475AB34,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_117A52E7_D317_92C3_C4DB_281C33034B40,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_117A52E7_D317_92C3_C4DB_281C33034B40,,1,1,,,Nee,Nee,,,EAID_0017BA2E_AB98_E661_B2A2_281C3303480B,Nee,Nee,Nee,,,Ja,beschrijft,,,GGM_ROOT_SCHEMA,EAID_23F6E69F_CA5F_A12B_BCE4_281C3303F966,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_022154F4_817D_0DFB_5FFC_281C33037384,,-1,1,,,Nee,Nee,,,EAID_1dfe04bd_a10f_4e6e_a645_314e26f7d87e,Nee,Nee,Nee,,,Ja,in kader van,,,GGM_ROOT_SCHEMA,EAID_1CDDED16_888E_945B_4A20_28EA07CB4D4C,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1081AC17_59B0_A2F8_A83C_281C3303651D,,-1,0,,,Nee,Nee,,,EAID_1EFB14B1_B2C0_1D2E_3970_281C33030205,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_1CDDED16_888E_945B_4A20_28EA07CB4D4C,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0EFDD70A_7D69_27D9_7976_2912C31741DC,,1,1,,,Nee,Nee,,,EAID_26B69206_2FB6_833F_405F_281C3303D1CB,Nee,Nee,Nee,,,Ja,bestaat uit,,,GGM_ROOT_SCHEMA,EAID_1CDDED16_888E_945B_4A20_28EA07CB4D4C,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_117A52E7_D317_92C3_C4DB_281C33034B40,,1,1,,,Nee,Nee,,,EAID_0D19E60B_CB9F_2CA5_4CCE_2912DA78129E,Nee,Nee,Nee,,,Ja,bestaat uit,,,GGM_ROOT_SCHEMA,EAID_0EFDD70A_7D69_27D9_7976_2912C31741DC,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0CA08ED2_6990_8292_BBC7_281C33037374,,1,1,,,Nee,Nee,,,EAID_21354175_DFBE_1F46_E7EC_281C3303E844,Nee,Nee,Nee,,,Ja,is grondslag voor,,,GGM_ROOT_SCHEMA,EAID_1CC0F6E1_888E_945B_4A20_28C0FB594D4C,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1CC0F3FE_888E_945B_4A20_28C0F7424D4C,,-1,1,,,Nee,Nee,,,EAID_16848953_BC13_EB5B_B06F_281C33031871,Nee,Nee,Nee,,,Ja,is gebaseerd op,,,GGM_ROOT_SCHEMA,EAID_1CC0F6E1_888E_945B_4A20_28C0FB594D4C,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_07F494EF_DD9B_36A7_4EE0_281C33030C21,,1,1,,,Nee,Nee,,,EAID_0A692132_501A_17E9_00D9_2A2CC0BAF4F7,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_1E5BDB79_81B9_2C6D_472E_2A2CBF9C1656,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1CC0F3FE_888E_945B_4A20_28C0F7424D4C,,-1,1,,,Nee,Nee,,,EAID_1BA6A67D_41B2_1703_07EC_290BF4F5529D,Nee,Nee,Nee,,,Ja,is opgebouwd uit,,,GGM_ROOT_SCHEMA,EAID_1CC0F3FE_888E_945B_4A20_28C0F7424D4C,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1CC0F3FE_888E_945B_4A20_28C0F7424D4C,,1,1,,,Nee,Nee,,,EAID_0A8EC95D_4271_2DBE_58D2_28C1035A00A4,Nee,Nee,Nee,,,Ja,beschrijft,,,GGM_ROOT_SCHEMA,EAID_20BA95B7_C12B_F23F_093F_281C3303B58A,,-1,0,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_3372192D_4773_46b2_BDA5_C98B220F8954,,1,1,,,Nee,Nee,,,EAID_0D2A4E08_7DF5_4545_A877_D564CB67BE55,Nee,Nee,Nee,,,Nee,is van soort,,,GGM_ROOT_SCHEMA,EAID_F4FD02F2_9FFA_4a35_BA32_B4CDE4002E7A,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F787184D_3AA8_4132_96C4_23A363C3C1B7,,1,1,,,Nee,Nee,,,EAID_7A6BF11D_7F34_468f_A1AA_73D96DDD51D3,Nee,Nee,Nee,,,Ja,heeft,,,GGM_ROOT_SCHEMA,EAID_F4FD02F2_9FFA_4a35_BA32_B4CDE4002E7A,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_F4FD02F2_9FFA_4a35_BA32_B4CDE4002E7A,,-1,1,,,Nee,Nee,,,EAID_C9BD5B6D_0EF1_49c6_9ABC_82F1C4E9AC06,Nee,Nee,Nee,,,Ja,is opgebouwd uit,,,GGM_ROOT_SCHEMA,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,1,1,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_8D999BE8_96AB_8418_B94F_289754CE1336,,-1,0,,,Nee,Nee,,,EAID_A4221BE3_623E_4ecc_AAB1_1D5944526B6F,Nee,Nee,Nee,,,Nee,soortHuisvesting,,,GGM_ROOT_SCHEMA,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,1,1,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_99A2CB86_335A_FB97_9C8F_47170B1699EC,,-1,0,,,Nee,Nee,,,EAID_070894C5_A7FF_41c1_9B45_49DB985F037C,Nee,Nee,Nee,,,Nee,redenUitstroom,,,GGM_ROOT_SCHEMA,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,1,1,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_8D999BE8_96AB_8418_99A2_CB86335AFB97,,-1,1,,,Nee,Nee,,,EAID_124D9BBB_6EDF_4877_892B_FC37C49240C5,Nee,Nee,Nee,,,Nee,redenInstroom,,,GGM_ROOT_SCHEMA,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_88B0A7AB_53E6_4bc1_8D99_9BE896AB8418,,-1,0,,,Nee,Nee,,,EAID_3929A5E7_EB95_4337_972C_2AF8AD5BB30B,Nee,Nee,Nee,,,Ja,redenBlokkering,,,GGM_ROOT_SCHEMA,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_07784236_3AA6_45e5_8253_7D088C4020B0,,-1,0,,,Nee,Nee,,,EAID_CA3F2F05_2D8A_4e33_A4ED_A35C7D2D5B1F,Nee,Nee,Nee,,,Ja,is soort voorziening,,,GGM_ROOT_SCHEMA,EAID_AF18E7D3_279D_4323_B785_6C75B4701430,,1,1,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_14D3C960_5EF2_433c_8E1C_B493974280E2,,1,1,,,Nee,Nee,,,EAID_AE5918D8_03E0_4a58_8902_F4FC44321626,Nee,Nee,Nee,,,Nee,is regelingsoort,,,GGM_ROOT_SCHEMA,EAID_C25455F3_FEB0_4c6d_9AA4_3B027718BEE3,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_032C6459_3922_4AEF_0D73_262C4A138E25,,1,1,,,Nee,Nee,,,EAID_15977151_EC46_89CA_680B_276CADDFD8E5,Nee,Nee,Nee,,,Ja,refereert,,,GGM_ROOT_SCHEMA,EAID_1BD0DD3A_888E_945B_4A20_276CADAE4D4C,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0B63B508_9F69_A5D7_4387_2632D2C24782,,1,1,,,Nee,Nee,,,EAID_03151107_A266_68F8_F5DE_2632D35E1D57,Nee,Nee,Nee,,,Ja,Normafwijking leidt tot Maatregel,,,GGM_ROOT_SCHEMA,EAID_167FF4C9_6B66_EEDA_5189_262C4A139258,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_cac6d8c1_42e6_41cb_9907_3c65c081afba,,-1,0,,,Nee,Nee,,,EAID_390DEF15_81E5_4d57_ABF8_2056B8229470,Nee,Nee,Nee,,,Ja,Is aanleiding tot,,,GGM_ROOT_SCHEMA,EAID_2D94CF02_97C5_4621_B225_EA742445A235,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_1F9DBD7C_EBF3_41c8_8F00_2F6169FE107C,,1,1,,,Nee,Nee,,,EAID_11ABCC81_EAA3_4451_9227_D7D29A1D5D68,Nee,Nee,Nee,,,Ja,Bevat,,,GGM_ROOT_SCHEMA,EAID_0572BF37_A778_273A_32B0_2791C2CC601A,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_ed8f8dba_b936_40ad_b443_1ee91b8fe046,,1,0,,,Nee,Nee,,,EAID_8d96be6a_6ca5_4cc9_967f_f8fb099bc9c4,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_0572BF37_A778_273A_32B0_2791C2CC601A,,1,0,,,,,,Association,12052026-14:54:01
Authentiek,,,,,,EAID_cac6d8c1_42e6_41cb_9907_3c65c081afba,,-1,0,,,Nee,Nee,,,EAID_DF1C9317_8A8A_49ec_B37E_560CE1C0C084,Nee,Nee,Nee,,,Nee,Is reden tot,,,GGM_ROOT_SCHEMA,EAID_4B7F5B5B_CCC7_465e_9908_E83620EEAE89,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_03EFE25A_4FE5_1447_088D_262C4A161776,,-1,0,,,Nee,Nee,,,EAID_40359756_fbbf_4ee1_ac08_405f1cd42474,Nee,Nee,Nee,,,Ja,Aflossing is gedaan vanuit Bankrekening,,,GGM_ROOT_SCHEMA,EAID_196161F4_8372_6334_AF08_263C236F7A38,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_196161F4_8372_6334_AF08_263C236F7A38,,1,1,,,Nee,Nee,,,EAID_07ABABBC_951B_E467_C8E1_263C2773145F,Nee,Nee,Nee,,,Ja,Aflossingsafspraak bevat Aflossing,,,GGM_ROOT_SCHEMA,EAID_0F06241B_EBEF_4053_33E4_263C236F76FC,,-1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_14116EEA_C461_0DB2_97AB_263C0A4777FC,,-1,0,,,Nee,Nee,,,EAID_0899EA37_BE4E_4523_61AF_263C258628E7,Nee,Nee,Nee,,,Ja,Aflossingsafspraak betreft Vordering,,,GGM_ROOT_SCHEMA,EAID_0F06241B_EBEF_4053_33E4_263C236F76FC,,1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0F06241B_EBEF_4053_33E4_263C236F76FC,,1,1,,,Nee,Nee,,,EAID_19DD45DC_5AA9_FABD_50DC_263C24621B6C,Nee,Nee,Nee,,,Ja,bevat,,,GGM_ROOT_SCHEMA,EAID_234EB82E_9EC6_5904_2634_263C0A957ADF,,-1,1,,,,,,Association,12052026-14:54:01
,,,,,,EAID_74e47f85_a936_43c0_8ef2_1605bdb5efed,,1,1,,,Nee,Nee,,,EAID_08abe303_05b7_4578_8d5a_1c8986892779,Nee,Nee,Nee,,,Ja,Aflossingsplan ondergaat Uitstel aflossing,,,GGM_ROOT_SCHEMA,EAID_234EB82E_9EC6_5904_2634_263C0A957ADF,,1,0,,,,,,Association,12052026-14:54:01
,,,,,,EAID_0A9D7FDF_4271_2DBE_58D2_28F9CE6C00A4,,1,1,,,Nee,Nee,,,EAID_1AADF3B2_BCF5_C7B1_6E79_28FC0756152E,Nee,Nee,Nee,,,Ja,is gebaseerd op,,,GGM_ROOT_SCHEMA,EAID_234EB82E_9EC6_5904_2634_263C0A957ADF,,1,1,,,,,,Association,12052026-14:54:01
